@relation penbased-5
@attribute At1 integer [0, 100]
@attribute At2 integer [0, 100]
@attribute At3 integer [0, 100]
@attribute At4 integer [0, 100]
@attribute At5 integer [0, 100]
@attribute At6 integer [0, 100]
@attribute At7 integer [0, 100]
@attribute At8 integer [0, 100]
@attribute At9 integer [0, 100]
@attribute At10 integer [0, 100]
@attribute At11 integer [0, 100]
@attribute At12 integer [0, 100]
@attribute At13 integer [0, 100]
@attribute At14 integer [0, 100]
@attribute At15 integer [0, 100]
@attribute At16 integer [0, 100]
@attribute Class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
@inputs At1, At2, At3, At4, At5, At6, At7, At8, At9, At10, At11, At12, At13, At14, At15, At16
@outputs Class
@data
40, 99, 51, 66, 79, 26, 39, 0, 0, 27, 8, 77, 46, 100, 100, 94, 5
29, 72, 45, 100, 78, 78, 60, 41, 25, 12, 0, 4, 50, 6, 100, 0, 2
94, 79, 40, 100, 13, 65, 59, 30, 67, 0, 0, 17, 45, 52, 100, 83, 8
80, 100, 36, 100, 58, 80, 65, 82, 82, 47, 100, 14, 53, 0, 0, 7, 9
26, 79, 69, 100, 92, 85, 56, 56, 90, 42, 100, 15, 51, 0, 0, 2, 3
47, 93, 1, 67, 0, 16, 53, 0, 100, 32, 95, 81, 42, 100, 7, 62, 0
3, 96, 53, 100, 81, 68, 83, 28, 72, 0, 100, 34, 51, 41, 0, 43, 7
42, 83, 60, 53, 89, 11, 13, 0, 0, 33, 77, 57, 100, 92, 18, 100, 8
100, 89, 40, 83, 63, 40, 84, 0, 0, 7, 53, 53, 80, 100, 3, 78, 8
49, 83, 8, 57, 0, 17, 51, 0, 93, 28, 100, 70, 61, 100, 8, 86, 0
52, 91, 72, 100, 87, 70, 57, 43, 100, 45, 90, 15, 43, 0, 0, 12, 3
72, 100, 38, 84, 13, 63, 0, 40, 40, 28, 88, 31, 100, 22, 84, 0, 4
24, 100, 14, 55, 72, 52, 54, 0, 8, 2, 0, 58, 35, 95, 100, 99, 5
19, 86, 35, 72, 95, 94, 0, 100, 60, 78, 100, 52, 67, 26, 26, 0, 9
83, 86, 44, 100, 0, 74, 58, 67, 100, 94, 89, 63, 77, 31, 75, 0, 9
48, 95, 94, 100, 100, 73, 75, 47, 41, 25, 0, 5, 41, 1, 94, 0, 2
46, 96, 80, 100, 81, 76, 77, 60, 100, 36, 75, 12, 36, 0, 0, 6, 3
76, 82, 34, 77, 0, 84, 55, 100, 100, 85, 77, 52, 38, 25, 3, 0, 9
45, 100, 1, 67, 0, 24, 69, 24, 100, 48, 73, 98, 80, 53, 90, 0, 4
9, 32, 60, 62, 80, 100, 6, 93, 36, 56, 100, 27, 57, 0, 0, 25, 8
0, 78, 40, 100, 97, 78, 69, 39, 44, 0, 100, 7, 35, 37, 22, 73, 8
10, 100, 24, 93, 0, 61, 0, 37, 69, 35, 100, 57, 80, 34, 70, 0, 4
0, 89, 28, 100, 64, 85, 43, 61, 9, 44, 23, 21, 62, 11, 100, 0, 2
43, 99, 8, 68, 73, 74, 62, 25, 0, 0, 7, 49, 20, 96, 100, 100, 5
100, 100, 57, 78, 25, 53, 12, 26, 30, 0, 88, 7, 65, 28, 0, 21, 6
0, 100, 65, 99, 70, 66, 51, 33, 32, 0, 15, 12, 29, 39, 100, 44, 7
40, 84, 61, 100, 87, 83, 53, 60, 96, 47, 100, 23, 55, 5, 0, 0, 3
13, 71, 40, 100, 65, 69, 41, 34, 0, 12, 2, 8, 51, 6, 100, 0, 2
80, 100, 32, 81, 7, 52, 0, 21, 40, 0, 100, 9, 88, 30, 28, 22, 6
0, 58, 4, 67, 42, 83, 79, 100, 100, 98, 81, 66, 65, 34, 66, 0, 1
40, 76, 62, 100, 62, 69, 34, 40, 0, 16, 12, 11, 57, 10, 100, 0, 2
39, 100, 0, 82, 22, 55, 100, 63, 62, 99, 62, 81, 59, 40, 60, 0, 4
23, 83, 0, 48, 10, 9, 53, 0, 91, 23, 100, 63, 75, 97, 31, 100, 0
0, 72, 62, 95, 74, 100, 69, 74, 72, 49, 79, 23, 51, 0, 100, 0, 1
23, 63, 31, 100, 64, 84, 54, 45, 28, 10, 0, 5, 50, 3, 100, 0, 2
48, 100, 39, 64, 0, 31, 89, 31, 100, 59, 77, 85, 71, 42, 63, 0, 4
100, 95, 68, 100, 34, 98, 19, 61, 53, 61, 61, 20, 31, 2, 0, 0, 5
0, 75, 36, 100, 63, 73, 47, 34, 14, 4, 4, 10, 52, 9, 100, 0, 2
15, 73, 42, 100, 32, 72, 27, 39, 44, 7, 100, 0, 52, 5, 0, 3, 1
27, 90, 0, 77, 64, 52, 72, 11, 8, 0, 7, 41, 29, 84, 100, 100, 5
52, 96, 84, 100, 100, 79, 73, 58, 84, 35, 90, 11, 47, 0, 0, 5, 3
0, 95, 43, 100, 100, 93, 64, 62, 33, 29, 1, 0, 1, 36, 72, 36, 7
81, 90, 29, 82, 0, 42, 10, 0, 70, 16, 100, 56, 96, 100, 47, 82, 0
0, 98, 20, 100, 19, 70, 11, 40, 43, 27, 89, 42, 94, 29, 100, 0, 4
31, 79, 55, 49, 70, 14, 32, 0, 14, 38, 0, 71, 49, 86, 100, 100, 5
0, 100, 82, 95, 100, 79, 100, 64, 91, 48, 82, 32, 55, 15, 55, 0, 1
27, 84, 65, 77, 71, 100, 0, 88, 78, 80, 100, 53, 60, 24, 5, 0, 9
10, 86, 51, 100, 84, 78, 53, 48, 85, 40, 100, 14, 52, 0, 0, 0, 3
100, 100, 35, 91, 0, 57, 1, 18, 67, 10, 96, 39, 27, 33, 16, 0, 6
100, 100, 63, 84, 32, 55, 13, 22, 43, 0, 81, 17, 36, 28, 0, 8, 6
8, 80, 40, 100, 61, 67, 38, 31, 0, 12, 21, 27, 61, 10, 100, 0, 2
19, 81, 53, 100, 68, 79, 49, 52, 95, 38, 100, 9, 50, 0, 0, 7, 3
