@relation penbased-5
@attribute At1 integer [0, 100]
@attribute At2 integer [0, 100]
@attribute At3 integer [0, 100]
@attribute At4 integer [0, 100]
@attribute At5 integer [0, 100]
@attribute At6 integer [0, 100]
@attribute At7 integer [0, 100]
@attribute At8 integer [0, 100]
@attribute At9 integer [0, 100]
@attribute At10 integer [0, 100]
@attribute At11 integer [0, 100]
@attribute At12 integer [0, 100]
@attribute At13 integer [0, 100]
@attribute At14 integer [0, 100]
@attribute At15 integer [0, 100]
@attribute At16 integer [0, 100]
@attribute Class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
@inputs At1, At2, At3, At4, At5, At6, At7, At8, At9, At10, At11, At12, At13, At14, At15, At16
@outputs Class
@data
24, 66, 43, 100, 59, 65, 34, 28, 0, 1, 16, 11, 58, 0, 100, 1, 2
73, 62, 53, 100, 0, 72, 82, 39, 100, 0, 15, 14, 52, 57, 90, 94, 8
46, 100, 10, 83, 34, 64, 100, 77, 71, 82, 49, 54, 22, 27, 0, 0, 4
0, 0, 31, 15, 63, 30, 88, 52, 100, 79, 82, 100, 56, 82, 79, 64, 9
64, 93, 0, 67, 97, 67, 89, 100, 14, 70, 100, 68, 96, 36, 28, 0, 9
100, 79, 67, 100, 26, 76, 41, 38, 47, 0, 0, 8, 38, 38, 96, 58, 8
37, 91, 84, 100, 100, 96, 52, 87, 32, 57, 74, 38, 41, 1, 0, 0, 5
32, 100, 12, 76, 0, 48, 1, 21, 39, 0, 100, 9, 64, 21, 18, 3, 6
21, 88, 0, 57, 88, 58, 88, 18, 15, 0, 8, 42, 12, 83, 100, 100, 5
0, 100, 54, 98, 91, 85, 71, 52, 62, 17, 74, 0, 100, 32, 42, 37, 7
0, 65, 38, 79, 62, 100, 72, 86, 77, 65, 79, 43, 83, 21, 100, 0, 1
40, 72, 16, 50, 96, 69, 70, 100, 0, 73, 65, 57, 100, 47, 94, 0, 9
100, 100, 63, 78, 28, 53, 0, 27, 4, 0, 60, 1, 78, 22, 24, 21, 6
14, 91, 9, 52, 28, 10, 74, 0, 100, 38, 86, 81, 43, 100, 0, 80, 0
22, 55, 10, 60, 0, 18, 46, 0, 89, 28, 100, 70, 68, 100, 29, 69, 0
13, 68, 15, 30, 42, 0, 86, 19, 100, 56, 84, 90, 33, 100, 0, 73, 0
96, 100, 52, 95, 48, 76, 96, 98, 100, 85, 71, 54, 39, 25, 0, 0, 9
53, 87, 32, 47, 98, 64, 69, 100, 58, 69, 100, 61, 71, 3, 0, 0, 9
0, 42, 30, 56, 59, 72, 86, 94, 100, 100, 80, 68, 62, 35, 53, 0, 1
73, 85, 31, 65, 0, 0, 52, 9, 100, 57, 82, 100, 81, 78, 38, 25, 0
30, 98, 16, 60, 53, 28, 46, 0, 13, 29, 0, 68, 27, 95, 100, 100, 5
24, 100, 100, 99, 93, 78, 64, 48, 39, 17, 19, 0, 0, 31, 72, 38, 7
84, 100, 46, 98, 13, 60, 0, 19, 53, 0, 100, 32, 33, 36, 10, 4, 6
0, 91, 46, 100, 85, 80, 91, 40, 88, 0, 99, 22, 100, 52, 50, 49, 7
47, 91, 37, 63, 65, 27, 21, 0, 9, 40, 0, 91, 49, 100, 100, 91, 5
84, 93, 20, 100, 22, 50, 44, 0, 0, 22, 54, 59, 100, 95, 27, 97, 8
0, 89, 47, 100, 89, 87, 74, 61, 45, 37, 15, 14, 43, 0, 100, 1, 2
38, 92, 15, 72, 42, 44, 25, 0, 0, 8, 8, 61, 40, 93, 100, 100, 5
27, 92, 22, 53, 58, 28, 18, 0, 0, 32, 13, 85, 50, 98, 100, 100, 5
33, 93, 8, 58, 0, 20, 35, 0, 78, 21, 100, 55, 94, 93, 48, 100, 0
49, 54, 100, 78, 65, 100, 0, 82, 12, 60, 90, 64, 95, 33, 86, 0, 9
34, 79, 66, 100, 83, 72, 52, 51, 100, 49, 91, 13, 43, 0, 0, 14, 3
0, 68, 73, 45, 100, 8, 20, 0, 37, 38, 92, 72, 85, 100, 7, 81, 8
0, 89, 41, 94, 87, 100, 100, 98, 80, 75, 68, 50, 59, 25, 60, 0, 7
76, 85, 0, 100, 16, 63, 81, 31, 69, 0, 6, 25, 34, 64, 100, 95, 8
0, 95, 52, 100, 100, 79, 83, 44, 67, 8, 45, 0, 3, 30, 84, 38, 7
92, 100, 61, 85, 31, 57, 10, 29, 21, 0, 100, 7, 69, 27, 0, 13, 6
0, 84, 34, 100, 67, 85, 60, 44, 31, 19, 26, 20, 64, 13, 100, 0, 2
13, 78, 45, 100, 97, 87, 69, 58, 76, 47, 100, 15, 49, 0, 0, 19, 3
0, 88, 41, 100, 73, 80, 64, 40, 49, 0, 40, 13, 49, 42, 100, 46, 7
45, 92, 19, 94, 42, 68, 58, 100, 89, 69, 100, 24, 55, 0, 0, 3, 9
100, 100, 66, 100, 25, 69, 0, 35, 14, 0, 77, 0, 72, 34, 10, 51, 6
93, 100, 5, 96, 42, 65, 85, 32, 58, 0, 0, 14, 36, 47, 100, 74, 8
