@relation penbased-5
@attribute At1 integer [0, 100]
@attribute At2 integer [0, 100]
@attribute At3 integer [0, 100]
@attribute At4 integer [0, 100]
@attribute At5 integer [0, 100]
@attribute At6 integer [0, 100]
@attribute At7 integer [0, 100]
@attribute At8 integer [0, 100]
@attribute At9 integer [0, 100]
@attribute At10 integer [0, 100]
@attribute At11 integer [0, 100]
@attribute At12 integer [0, 100]
@attribute At13 integer [0, 100]
@attribute At14 integer [0, 100]
@attribute At15 integer [0, 100]
@attribute At16 integer [0, 100]
@attribute Class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
@inputs At1, At2, At3, At4, At5, At6, At7, At8, At9, At10, At11, At12, At13, At14, At15, At16
@outputs Class
@data
47, 100, 27, 81, 57, 37, 26, 0, 0, 23, 56, 53, 100, 90, 40, 98, 8
100, 84, 31, 100, 0, 88, 8, 70, 15, 53, 15, 35, 0, 17, 0, 0, 1
47, 86, 73, 100, 89, 75, 68, 49, 100, 28, 82, 4, 38, 0, 0, 13, 3
11, 92, 56, 100, 83, 82, 52, 59, 87, 39, 100, 14, 55, 0, 0, 0, 3
20, 82, 62, 100, 100, 81, 68, 54, 82, 50, 89, 19, 42, 0, 0, 13, 3
100, 100, 58, 83, 31, 55, 17, 24, 43, 0, 80, 19, 50, 43, 0, 39, 6
72, 100, 38, 88, 2, 57, 0, 19, 51, 0, 100, 20, 55, 34, 12, 7, 6
0, 60, 38, 80, 80, 100, 100, 92, 80, 69, 65, 46, 55, 23, 55, 0, 1
38, 94, 90, 100, 94, 79, 59, 57, 68, 33, 100, 12, 54, 0, 0, 1, 3
73, 98, 35, 100, 0, 59, 0, 13, 71, 8, 100, 45, 29, 41, 9, 0, 6
85, 100, 30, 84, 5, 54, 0, 22, 48, 0, 100, 21, 66, 47, 0, 37, 6
84, 100, 59, 99, 16, 72, 0, 42, 20, 12, 100, 0, 94, 22, 4, 27, 6
2, 78, 46, 99, 100, 100, 77, 76, 94, 38, 94, 0, 41, 3, 0, 28, 3
30, 100, 16, 84, 0, 51, 28, 26, 80, 33, 100, 65, 79, 34, 68, 0, 4
21, 92, 85, 100, 90, 67, 67, 34, 49, 0, 0, 26, 27, 43, 100, 42, 7
79, 74, 21, 67, 15, 92, 71, 100, 100, 75, 73, 45, 36, 18, 0, 0, 9
0, 75, 29, 79, 71, 91, 100, 100, 82, 74, 68, 48, 57, 21, 58, 0, 1
69, 100, 31, 73, 39, 55, 89, 62, 100, 84, 63, 57, 31, 28, 0, 0, 4
12, 73, 29, 62, 66, 32, 29, 0, 5, 29, 0, 71, 38, 96, 100, 100, 5
78, 100, 40, 94, 16, 58, 5, 21, 53, 0, 100, 27, 36, 30, 0, 0, 6
34, 64, 52, 100, 58, 57, 37, 16, 0, 0, 24, 20, 61, 1, 100, 5, 2
52, 80, 84, 100, 100, 75, 58, 53, 91, 48, 89, 10, 44, 0, 0, 16, 3
67, 97, 19, 74, 0, 30, 34, 0, 79, 32, 100, 76, 58, 100, 10, 73, 0
62, 45, 95, 75, 69, 100, 4, 86, 0, 59, 74, 57, 100, 32, 94, 0, 9
13, 100, 8, 93, 0, 66, 8, 41, 57, 40, 100, 50, 82, 25, 69, 0, 4
28, 55, 63, 78, 100, 100, 75, 71, 56, 42, 35, 13, 0, 0, 25, 0, 1
0, 80, 30, 100, 74, 81, 82, 43, 75, 4, 39, 0, 44, 16, 100, 20, 7
33, 80, 23, 100, 87, 96, 97, 68, 79, 44, 100, 16, 44, 0, 0, 22, 3
47, 100, 19, 81, 0, 58, 19, 39, 61, 38, 100, 42, 82, 23, 62, 0, 4
43, 100, 98, 96, 77, 97, 37, 70, 60, 53, 100, 20, 47, 0, 0, 14, 5
37, 100, 57, 91, 47, 50, 22, 20, 0, 17, 33, 17, 66, 4, 100, 0, 2
5, 85, 50, 100, 79, 77, 54, 50, 85, 44, 100, 22, 56, 2, 0, 0, 3
22, 83, 62, 100, 92, 78, 51, 53, 55, 37, 100, 17, 55, 0, 0, 7, 3
25, 76, 45, 100, 77, 66, 57, 25, 9, 3, 0, 7, 53, 6, 100, 0, 2
17, 96, 0, 45, 26, 0, 73, 1, 100, 48, 88, 100, 44, 99, 23, 52, 0
10, 78, 40, 100, 100, 99, 70, 53, 29, 12, 0, 0, 7, 45, 70, 55, 7
100, 100, 62, 86, 30, 66, 7, 41, 0, 12, 36, 0, 59, 18, 17, 25, 6
0, 89, 10, 55, 51, 30, 48, 0, 18, 23, 20, 66, 49, 94, 100, 100, 5
0, 92, 39, 100, 67, 79, 50, 37, 24, 0, 17, 22, 52, 41, 100, 46, 7
12, 82, 41, 100, 84, 84, 54, 51, 88, 43, 100, 10, 50, 0, 0, 6, 3
29, 74, 97, 77, 100, 100, 0, 84, 2, 59, 100, 71, 44, 35, 7, 0, 9
49, 86, 50, 100, 100, 96, 81, 66, 82, 40, 87, 9, 38, 0, 0, 22, 3
38, 100, 18, 81, 0, 52, 36, 38, 95, 42, 100, 60, 83, 31, 85, 0, 4
32, 95, 100, 100, 55, 95, 0, 71, 7, 45, 73, 33, 78, 7, 11, 0, 5
27, 100, 0, 64, 4, 8, 63, 0, 100, 46, 73, 96, 12, 79, 0, 25, 0
0, 79, 36, 100, 82, 81, 87, 40, 70, 0, 31, 24, 45, 45, 100, 50, 7
13, 95, 17, 66, 83, 35, 77, 0, 0, 14, 42, 49, 100, 81, 34, 100, 8
21, 90, 3, 52, 77, 55, 62, 5, 0, 0, 6, 52, 14, 100, 100, 100, 5
38, 85, 13, 55, 31, 8, 75, 0, 100, 40, 85, 87, 42, 100, 0, 79, 0
100, 92, 62, 100, 21, 75, 51, 73, 87, 85, 63, 51, 36, 17, 0, 0, 9
57, 94, 39, 100, 11, 69, 0, 35, 23, 4, 97, 0, 100, 24, 41, 5, 6
13, 84, 66, 100, 90, 80, 52, 54, 75, 51, 100, 24, 60, 0, 0, 1, 3
100, 85, 48, 79, 18, 100, 57, 99, 64, 62, 69, 26, 43, 0, 0, 19, 9
57, 82, 65, 100, 100, 88, 89, 64, 79, 39, 75, 13, 39, 2, 0, 0, 3
39, 69, 55, 100, 96, 81, 80, 43, 45, 10, 0, 0, 44, 15, 100, 3, 2
79, 100, 14, 81, 49, 39, 100, 0, 32, 0, 52, 55, 71, 100, 0, 71, 8
66, 100, 100, 94, 91, 69, 69, 47, 95, 24, 74, 2, 36, 0, 0, 9, 3
0, 0, 42, 10, 79, 33, 100, 64, 89, 96, 40, 100, 22, 73, 67, 64, 9
48, 53, 10, 54, 0, 0, 49, 6, 88, 48, 100, 100, 48, 84, 7, 44, 0
100, 100, 55, 88, 20, 61, 0, 28, 19, 0, 66, 14, 62, 43, 17, 43, 6
30, 76, 53, 100, 82, 74, 66, 39, 31, 12, 0, 3, 50, 3, 100, 0, 2
100, 95, 0, 78, 93, 59, 81, 100, 62, 44, 2, 5, 96, 0, 48, 48, 8
47, 69, 42, 100, 6, 75, 54, 39, 47, 0, 0, 21, 42, 58, 100, 90, 8
0, 76, 53, 85, 100, 100, 76, 81, 60, 61, 44, 40, 27, 20, 5, 0, 1
100, 100, 59, 82, 31, 56, 17, 27, 35, 0, 83, 0, 49, 16, 0, 8, 6
100, 98, 58, 100, 29, 81, 55, 55, 87, 32, 81, 4, 39, 0, 0, 1, 5
77, 72, 51, 100, 0, 77, 61, 42, 94, 0, 22, 2, 33, 45, 100, 76, 8
43, 82, 85, 44, 100, 3, 17, 0, 0, 34, 62, 64, 90, 100, 7, 95, 8
48, 80, 50, 100, 100, 99, 78, 69, 76, 49, 91, 18, 45, 0, 0, 9, 3
51, 69, 74, 37, 100, 0, 52, 4, 41, 41, 73, 75, 60, 100, 0, 83, 8
97, 100, 63, 90, 30, 56, 11, 20, 48, 0, 100, 22, 39, 27, 0, 4, 6
32, 100, 12, 77, 0, 48, 53, 38, 100, 55, 94, 57, 81, 28, 65, 0, 4
0, 76, 42, 100, 51, 91, 43, 52, 46, 13, 100, 7, 71, 2, 31, 0, 1
96, 100, 0, 98, 22, 54, 87, 15, 51, 0, 25, 39, 100, 73, 38, 94, 8
0, 94, 50, 100, 94, 100, 73, 58, 60, 14, 43, 0, 50, 27, 100, 19, 7
60, 80, 12, 50, 3, 0, 57, 10, 97, 50, 100, 100, 46, 92, 0, 59, 0
2, 85, 0, 58, 45, 34, 24, 0, 7, 28, 1, 69, 44, 93, 100, 100, 5
100, 100, 55, 99, 39, 73, 91, 84, 86, 76, 68, 47, 43, 20, 0, 0, 9
38, 100, 20, 75, 0, 47, 56, 35, 100, 50, 80, 56, 61, 28, 43, 0, 4
87, 100, 51, 81, 0, 45, 74, 46, 100, 66, 89, 90, 78, 44, 60, 0, 4
0, 90, 37, 98, 89, 100, 67, 52, 50, 0, 33, 18, 48, 40, 100, 47, 7
64, 92, 100, 100, 85, 98, 47, 80, 70, 54, 82, 18, 43, 0, 0, 13, 5
