@relation penbased-5
@attribute At1 integer [0, 100]
@attribute At2 integer [0, 100]
@attribute At3 integer [0, 100]
@attribute At4 integer [0, 100]
@attribute At5 integer [0, 100]
@attribute At6 integer [0, 100]
@attribute At7 integer [0, 100]
@attribute At8 integer [0, 100]
@attribute At9 integer [0, 100]
@attribute At10 integer [0, 100]
@attribute At11 integer [0, 100]
@attribute At12 integer [0, 100]
@attribute At13 integer [0, 100]
@attribute At14 integer [0, 100]
@attribute At15 integer [0, 100]
@attribute At16 integer [0, 100]
@attribute Class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
@inputs At1, At2, At3, At4, At5, At6, At7, At8, At9, At10, At11, At12, At13, At14, At15, At16
@outputs Class
@data
0, 67, 49, 83, 100, 100, 81, 80, 60, 60, 40, 40, 33, 20, 47, 0, 1
0, 39, 2, 62, 11, 5, 63, 0, 100, 43, 89, 99, 36, 100, 0, 57, 0
48, 96, 62, 65, 88, 27, 21, 0, 21, 33, 79, 67, 100, 100, 0, 85, 8
91, 74, 54, 100, 0, 87, 23, 59, 81, 67, 100, 39, 79, 4, 21, 0, 9
0, 83, 29, 100, 88, 95, 64, 69, 73, 43, 100, 13, 50, 1, 10, 0, 3
5, 90, 46, 98, 89, 100, 100, 81, 77, 59, 62, 34, 37, 14, 0, 0, 3
1, 88, 0, 54, 59, 31, 36, 0, 11, 28, 4, 68, 28, 97, 100, 100, 5
0, 84, 50, 100, 72, 79, 37, 52, 51, 41, 100, 27, 62, 3, 3, 0, 3
43, 94, 15, 66, 52, 38, 20, 0, 5, 35, 0, 83, 42, 100, 100, 98, 5
37, 100, 48, 57, 74, 97, 27, 97, 80, 68, 100, 26, 49, 0, 0, 22, 9
45, 93, 0, 60, 75, 69, 89, 29, 19, 0, 15, 43, 26, 93, 100, 100, 5
100, 70, 58, 100, 10, 75, 0, 24, 48, 0, 100, 19, 97, 68, 45, 81, 0
29, 38, 61, 60, 92, 83, 100, 100, 73, 76, 49, 50, 25, 25, 0, 0, 1
45, 85, 93, 100, 100, 98, 48, 88, 7, 62, 48, 48, 48, 18, 0, 0, 5
46, 83, 87, 100, 100, 79, 75, 54, 90, 36, 100, 13, 49, 0, 0, 12, 3
