@relation penbased-5
@attribute At1 integer [0, 100]
@attribute At2 integer [0, 100]
@attribute At3 integer [0, 100]
@attribute At4 integer [0, 100]
@attribute At5 integer [0, 100]
@attribute At6 integer [0, 100]
@attribute At7 integer [0, 100]
@attribute At8 integer [0, 100]
@attribute At9 integer [0, 100]
@attribute At10 integer [0, 100]
@attribute At11 integer [0, 100]
@attribute At12 integer [0, 100]
@attribute At13 integer [0, 100]
@attribute At14 integer [0, 100]
@attribute At15 integer [0, 100]
@attribute At16 integer [0, 100]
@attribute Class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
@inputs At1, At2, At3, At4, At5, At6, At7, At8, At9, At10, At11, At12, At13, At14, At15, At16
@outputs Class
@data
0, 57, 31, 68, 72, 90, 100, 100, 76, 75, 50, 51, 28, 25, 16, 0, 1
10, 86, 34, 66, 68, 34, 34, 0, 4, 26, 0, 69, 34, 95, 100, 100, 5
11, 100, 0, 69, 15, 43, 87, 47, 100, 65, 74, 67, 71, 33, 66, 0, 4
29, 91, 14, 57, 66, 39, 30, 0, 0, 19, 3, 72, 39, 97, 100, 100, 5
30, 87, 16, 55, 68, 41, 52, 0, 0, 16, 15, 63, 41, 100, 100, 98, 5
12, 78, 40, 100, 74, 77, 52, 41, 13, 14, 0, 17, 50, 8, 100, 0, 2
0, 100, 61, 100, 100, 93, 63, 64, 36, 33, 14, 0, 9, 29, 47, 42, 7
35, 76, 0, 42, 11, 0, 65, 5, 100, 41, 97, 85, 49, 100, 9, 69, 0
39, 100, 23, 82, 0, 52, 1, 21, 48, 0, 100, 16, 70, 42, 6, 55, 6
27, 100, 0, 58, 12, 5, 62, 0, 100, 39, 97, 91, 48, 97, 18, 53, 0
100, 77, 92, 100, 49, 76, 18, 48, 0, 15, 38, 0, 75, 23, 29, 27, 6
100, 100, 53, 81, 25, 54, 11, 25, 38, 0, 99, 8, 65, 29, 0, 25, 6
13, 100, 0, 76, 28, 53, 94, 56, 100, 76, 93, 66, 94, 33, 91, 0, 4
26, 74, 19, 49, 64, 21, 20, 0, 1, 25, 0, 64, 45, 87, 100, 100, 5
98, 100, 52, 77, 18, 52, 0, 25, 25, 0, 100, 5, 97, 29, 23, 22, 6
