@relation penbased-5
@attribute At1 integer [0, 100]
@attribute At2 integer [0, 100]
@attribute At3 integer [0, 100]
@attribute At4 integer [0, 100]
@attribute At5 integer [0, 100]
@attribute At6 integer [0, 100]
@attribute At7 integer [0, 100]
@attribute At8 integer [0, 100]
@attribute At9 integer [0, 100]
@attribute At10 integer [0, 100]
@attribute At11 integer [0, 100]
@attribute At12 integer [0, 100]
@attribute At13 integer [0, 100]
@attribute At14 integer [0, 100]
@attribute At15 integer [0, 100]
@attribute At16 integer [0, 100]
@attribute Class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
@inputs At1, At2, At3, At4, At5, At6, At7, At8, At9, At10, At11, At12, At13, At14, At15, At16
@outputs Class
@data
0, 89, 27, 100, 42, 75, 29, 45, 15, 15, 37, 0, 69, 2, 100, 6, 2
0, 100, 3, 72, 26, 35, 85, 35, 100, 71, 73, 97, 65, 49, 66, 0, 4
13, 89, 12, 50, 72, 38, 56, 0, 4, 17, 0, 61, 32, 94, 100, 100, 5
100, 100, 72, 99, 36, 78, 34, 54, 79, 47, 64, 13, 19, 0, 0, 2, 5
35, 76, 57, 100, 100, 92, 68, 66, 81, 38, 82, 9, 32, 0, 0, 17, 3
99, 80, 63, 100, 25, 76, 79, 68, 100, 62, 97, 23, 54, 0, 0, 16, 9
60, 100, 20, 76, 0, 39, 10, 1, 69, 0, 100, 33, 56, 40, 15, 10, 6
63, 100, 40, 73, 70, 63, 100, 77, 79, 74, 55, 48, 29, 23, 0, 0, 4
0, 75, 47, 87, 100, 100, 91, 80, 72, 60, 53, 40, 35, 20, 19, 0, 1
41, 96, 17, 76, 50, 37, 31, 0, 0, 34, 1, 86, 49, 98, 100, 100, 5
34, 100, 21, 76, 0, 35, 43, 30, 91, 29, 100, 41, 74, 46, 67, 0, 4
46, 100, 21, 85, 0, 60, 24, 42, 68, 44, 100, 49, 76, 25, 58, 0, 4
33, 58, 19, 90, 78, 100, 91, 62, 51, 28, 0, 2, 37, 1, 100, 0, 2
7, 100, 0, 56, 51, 37, 39, 0, 9, 15, 5, 62, 42, 92, 100, 96, 5
29, 73, 56, 100, 68, 71, 45, 38, 11, 12, 0, 8, 50, 6, 100, 0, 2
3, 66, 16, 100, 27, 69, 14, 32, 0, 0, 33, 5, 67, 10, 100, 11, 2
47, 100, 40, 82, 18, 49, 0, 19, 53, 20, 92, 34, 94, 35, 100, 0, 4
21, 75, 40, 100, 85, 94, 67, 63, 100, 43, 95, 11, 47, 0, 0, 13, 3
0, 70, 53, 88, 64, 100, 62, 78, 70, 57, 83, 36, 100, 14, 98, 0, 1
100, 100, 64, 98, 26, 85, 36, 63, 76, 58, 75, 24, 42, 1, 0, 0, 5
2, 80, 36, 50, 54, 12, 9, 0, 0, 41, 5, 78, 49, 95, 100, 100, 5
100, 100, 68, 96, 38, 70, 14, 44, 0, 14, 36, 0, 51, 23, 3, 28, 6
91, 100, 66, 88, 31, 58, 15, 26, 50, 0, 100, 17, 67, 45, 0, 47, 6
100, 100, 52, 80, 20, 52, 6, 20, 45, 0, 99, 12, 59, 30, 0, 25, 6
0, 67, 38, 66, 62, 30, 38, 0, 8, 30, 45, 63, 100, 90, 58, 100, 8
65, 96, 81, 66, 100, 100, 40, 92, 71, 64, 93, 45, 65, 5, 0, 0, 9
100, 100, 14, 90, 74, 55, 79, 97, 37, 62, 0, 39, 36, 0, 39, 44, 8
38, 73, 5, 64, 0, 15, 53, 0, 98, 34, 100, 83, 47, 100, 20, 60, 0
100, 96, 66, 100, 63, 85, 85, 88, 78, 53, 66, 20, 35, 0, 0, 12, 9
36, 69, 33, 100, 64, 85, 43, 48, 0, 21, 6, 19, 57, 0, 100, 20, 2
54, 85, 100, 100, 99, 98, 49, 86, 23, 60, 63, 34, 50, 1, 0, 0, 5
