@relation penbased-4
@attribute At1 integer [0, 100]
@attribute At2 integer [0, 100]
@attribute At3 integer [0, 100]
@attribute At4 integer [0, 100]
@attribute At5 integer [0, 100]
@attribute At6 integer [0, 100]
@attribute At7 integer [0, 100]
@attribute At8 integer [0, 100]
@attribute At9 integer [0, 100]
@attribute At10 integer [0, 100]
@attribute At11 integer [0, 100]
@attribute At12 integer [0, 100]
@attribute At13 integer [0, 100]
@attribute At14 integer [0, 100]
@attribute At15 integer [0, 100]
@attribute At16 integer [0, 100]
@attribute Class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
@inputs At1, At2, At3, At4, At5, At6, At7, At8, At9, At10, At11, At12, At13, At14, At15, At16
@outputs Class
@data
0, 39, 2, 62, 11, 5, 63, 0, 100, 43, 89, 99, 36, 100, 0, 57, 0
12, 77, 20, 62, 78, 40, 50, 0, 1, 17, 0, 64, 23, 98, 100, 100, 5
0, 0, 31, 15, 63, 30, 88, 52, 100, 79, 82, 100, 56, 82, 79, 64, 9
29, 72, 45, 100, 78, 78, 60, 41, 25, 12, 0, 4, 50, 6, 100, 0, 2
63, 100, 40, 73, 70, 63, 100, 77, 79, 74, 55, 48, 29, 23, 0, 0, 4
90, 71, 100, 100, 25, 85, 10, 50, 80, 62, 99, 53, 64, 17, 0, 0, 9
31, 73, 55, 100, 55, 53, 33, 14, 0, 0, 30, 11, 65, 1, 100, 1, 2
46, 100, 21, 85, 0, 60, 24, 42, 68, 44, 100, 49, 76, 25, 58, 0, 4
50, 97, 72, 68, 100, 100, 42, 86, 93, 72, 89, 48, 70, 7, 0, 0, 9
100, 77, 92, 100, 49, 76, 18, 48, 0, 15, 38, 0, 75, 23, 29, 27, 6
84, 100, 59, 99, 16, 72, 0, 42, 20, 12, 100, 0, 94, 22, 4, 27, 6
86, 100, 48, 79, 13, 52, 0, 22, 45, 0, 100, 16, 76, 40, 6, 35, 6
100, 88, 69, 100, 20, 84, 70, 86, 93, 71, 70, 44, 38, 19, 0, 0, 9
72, 100, 38, 84, 13, 63, 0, 40, 40, 28, 88, 31, 100, 22, 84, 0, 4
0, 100, 67, 100, 86, 72, 56, 37, 34, 0, 6, 33, 32, 45, 100, 46, 7
46, 83, 87, 100, 100, 79, 75, 54, 90, 36, 100, 13, 49, 0, 0, 12, 3
39, 62, 78, 88, 79, 100, 57, 64, 38, 30, 0, 0, 34, 4, 100, 0, 1
67, 100, 36, 82, 0, 60, 5, 37, 66, 38, 100, 50, 73, 25, 56, 0, 4
53, 100, 23, 77, 0, 57, 74, 66, 100, 79, 70, 85, 44, 42, 16, 0, 4
84, 93, 20, 100, 22, 50, 44, 0, 0, 22, 54, 59, 100, 95, 27, 97, 8
78, 100, 40, 94, 16, 58, 5, 21, 53, 0, 100, 27, 36, 30, 0, 0, 6
38, 92, 15, 72, 42, 44, 25, 0, 0, 8, 8, 61, 40, 93, 100, 100, 5
92, 73, 32, 63, 0, 86, 51, 100, 100, 82, 96, 51, 64, 23, 21, 0, 9
33, 93, 8, 58, 0, 20, 35, 0, 78, 21, 100, 55, 94, 93, 48, 100, 0
67, 97, 19, 74, 0, 30, 34, 0, 79, 32, 100, 76, 58, 100, 10, 73, 0
54, 85, 100, 100, 99, 98, 49, 86, 23, 60, 63, 34, 50, 1, 0, 0, 5
92, 65, 50, 100, 0, 82, 47, 46, 87, 6, 42, 0, 54, 45, 100, 79, 8
0, 88, 41, 100, 73, 80, 64, 40, 49, 0, 40, 13, 49, 42, 100, 46, 7
0, 89, 41, 100, 89, 93, 100, 62, 84, 31, 64, 0, 27, 17, 54, 34, 7
45, 92, 19, 94, 42, 68, 58, 100, 89, 69, 100, 24, 55, 0, 0, 3, 9
100, 100, 66, 100, 25, 69, 0, 35, 14, 0, 77, 0, 72, 34, 10, 51, 6
38, 76, 58, 100, 21, 65, 0, 27, 44, 0, 100, 22, 45, 36, 22, 8, 6
0, 75, 45, 85, 100, 100, 84, 80, 71, 59, 58, 37, 55, 15, 63, 0, 1
100, 99, 56, 100, 31, 65, 87, 73, 98, 90, 94, 48, 61, 13, 0, 0, 9
32, 76, 70, 100, 100, 72, 66, 38, 7, 19, 0, 33, 59, 18, 91, 0, 2
24, 87, 0, 62, 7, 0, 61, 0, 100, 44, 80, 100, 29, 93, 7, 36, 0
17, 82, 56, 100, 100, 90, 64, 66, 85, 40, 94, 12, 48, 3, 0, 0, 3
39, 100, 0, 82, 22, 55, 100, 63, 62, 99, 62, 81, 59, 40, 60, 0, 4
30, 81, 70, 100, 69, 65, 39, 31, 0, 5, 7, 18, 52, 0, 100, 4, 2
73, 98, 0, 95, 16, 60, 84, 29, 70, 0, 45, 35, 100, 69, 88, 100, 8
37, 79, 78, 100, 94, 68, 60, 37, 10, 19, 0, 31, 55, 24, 100, 0, 2
76, 100, 34, 77, 7, 48, 0, 17, 47, 0, 100, 13, 78, 37, 21, 29, 6
35, 61, 54, 100, 58, 76, 54, 31, 78, 0, 100, 6, 36, 5, 0, 8, 1
22, 77, 89, 62, 98, 100, 32, 87, 68, 63, 100, 55, 81, 11, 0, 0, 9
6, 74, 0, 32, 38, 0, 90, 14, 100, 64, 67, 100, 18, 78, 16, 34, 0
38, 100, 18, 81, 0, 52, 36, 38, 95, 42, 100, 60, 83, 31, 85, 0, 4
42, 79, 67, 100, 78, 79, 71, 60, 100, 39, 85, 10, 41, 0, 0, 14, 3
0, 65, 37, 82, 82, 100, 100, 90, 86, 65, 70, 39, 55, 14, 49, 0, 1
40, 67, 54, 100, 91, 85, 69, 49, 34, 20, 0, 0, 49, 1, 100, 0, 2
44, 89, 100, 100, 91, 93, 35, 79, 33, 55, 73, 29, 54, 0, 0, 11, 5
29, 97, 31, 70, 61, 42, 50, 0, 0, 20, 17, 60, 41, 98, 100, 100, 5
41, 96, 99, 100, 100, 74, 58, 38, 28, 0, 7, 16, 0, 45, 80, 34, 7
100, 94, 54, 96, 9, 100, 0, 60, 43, 52, 72, 24, 41, 0, 13, 8, 5
8, 58, 56, 77, 100, 100, 88, 95, 60, 72, 36, 48, 12, 24, 0, 0, 1
24, 58, 84, 87, 100, 100, 89, 60, 85, 20, 45, 0, 0, 1, 94, 2, 1
12, 83, 8, 54, 56, 31, 22, 0, 4, 24, 0, 63, 37, 94, 100, 100, 5
8, 100, 0, 77, 0, 55, 29, 38, 71, 55, 71, 42, 71, 20, 100, 0, 4
19, 74, 43, 100, 70, 80, 53, 53, 100, 42, 98, 12, 50, 0, 0, 4, 3
100, 100, 63, 84, 32, 55, 13, 22, 43, 0, 81, 17, 36, 28, 0, 8, 6
62, 99, 19, 100, 55, 82, 71, 98, 99, 58, 100, 14, 49, 0, 0, 20, 9
48, 77, 19, 66, 0, 6, 49, 0, 93, 38, 100, 96, 48, 100, 0, 70, 0
66, 91, 100, 100, 90, 89, 53, 77, 29, 52, 58, 30, 38, 4, 0, 0, 5
60, 72, 89, 100, 73, 83, 62, 49, 44, 15, 0, 0, 47, 4, 100, 5, 1
48, 99, 9, 100, 44, 82, 64, 89, 92, 56, 100, 18, 55, 0, 0, 5, 9
0, 78, 36, 100, 79, 99, 85, 67, 70, 41, 100, 16, 63, 0, 24, 16, 3
15, 59, 57, 81, 100, 100, 79, 72, 65, 44, 53, 15, 0, 1, 21, 0, 1
100, 77, 57, 100, 0, 81, 20, 50, 79, 66, 86, 68, 81, 31, 84, 0, 9
0, 0, 42, 10, 79, 33, 100, 64, 89, 96, 40, 100, 22, 73, 67, 64, 9
98, 89, 48, 100, 29, 65, 58, 25, 6, 0, 0, 31, 53, 63, 100, 91, 8
19, 91, 22, 58, 50, 24, 25, 0, 4, 37, 0, 73, 44, 94, 100, 100, 5
48, 53, 10, 54, 0, 0, 49, 6, 88, 48, 100, 100, 48, 84, 7, 44, 0
14, 91, 7, 55, 36, 17, 4, 0, 0, 51, 4, 98, 52, 100, 100, 97, 5
0, 90, 31, 100, 46, 72, 27, 42, 2, 17, 29, 4, 64, 2, 100, 0, 2
42, 98, 89, 100, 73, 72, 59, 52, 100, 32, 88, 3, 41, 0, 0, 19, 3
100, 100, 58, 85, 23, 59, 0, 30, 9, 0, 58, 5, 60, 34, 7, 25, 6
38, 73, 84, 41, 100, 0, 53, 7, 73, 49, 98, 90, 54, 100, 0, 75, 8
83, 85, 57, 77, 60, 83, 65, 100, 72, 55, 87, 10, 0, 0, 100, 2, 1
100, 91, 63, 100, 18, 89, 5, 53, 42, 50, 77, 32, 47, 4, 0, 0, 5
78, 100, 43, 76, 10, 47, 0, 16, 57, 0, 100, 24, 51, 44, 9, 23, 6
58, 83, 85, 100, 93, 77, 50, 57, 94, 40, 100, 11, 50, 0, 0, 11, 3
51, 69, 74, 37, 100, 0, 52, 4, 41, 41, 73, 75, 60, 100, 0, 83, 8
100, 97, 58, 100, 21, 70, 0, 34, 21, 0, 71, 1, 57, 28, 11, 14, 6
21, 100, 0, 64, 2, 23, 40, 0, 86, 18, 100, 56, 75, 91, 30, 81, 0
34, 66, 65, 100, 62, 99, 55, 61, 44, 23, 0, 0, 21, 3, 100, 2, 1
0, 50, 13, 63, 56, 83, 100, 100, 94, 75, 75, 50, 54, 24, 31, 0, 1
100, 100, 55, 99, 39, 73, 91, 84, 86, 76, 68, 47, 43, 20, 0, 0, 9
23, 88, 68, 100, 100, 84, 73, 60, 82, 37, 98, 12, 52, 0, 0, 3, 3
100, 52, 40, 48, 0, 71, 26, 100, 78, 91, 88, 57, 73, 22, 33, 0, 9
64, 92, 100, 100, 85, 98, 47, 80, 70, 54, 82, 18, 43, 0, 0, 13, 5
16, 100, 11, 71, 5, 39, 29, 11, 85, 11, 100, 28, 46, 18, 0, 0, 6
0, 94, 61, 100, 100, 77, 83, 44, 58, 13, 44, 0, 25, 29, 97, 36, 7
71, 100, 29, 69, 0, 32, 24, 0, 76, 18, 100, 56, 85, 95, 31, 98, 0
42, 80, 19, 62, 51, 28, 13, 0, 0, 26, 11, 70, 46, 100, 100, 98, 5
4, 77, 29, 100, 80, 98, 68, 69, 93, 46, 100, 13, 52, 0, 0, 4, 3
33, 100, 13, 89, 0, 61, 49, 58, 100, 76, 63, 55, 37, 28, 20, 0, 4
66, 86, 0, 94, 21, 52, 80, 14, 14, 0, 42, 39, 100, 78, 49, 100, 8
100, 100, 55, 100, 13, 76, 0, 46, 12, 15, 64, 0, 78, 27, 26, 46, 6
