@relation penbased-4
@attribute At1 integer [0, 100]
@attribute At2 integer [0, 100]
@attribute At3 integer [0, 100]
@attribute At4 integer [0, 100]
@attribute At5 integer [0, 100]
@attribute At6 integer [0, 100]
@attribute At7 integer [0, 100]
@attribute At8 integer [0, 100]
@attribute At9 integer [0, 100]
@attribute At10 integer [0, 100]
@attribute At11 integer [0, 100]
@attribute At12 integer [0, 100]
@attribute At13 integer [0, 100]
@attribute At14 integer [0, 100]
@attribute At15 integer [0, 100]
@attribute At16 integer [0, 100]
@attribute Class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
@inputs At1, At2, At3, At4, At5, At6, At7, At8, At9, At10, At11, At12, At13, At14, At15, At16
@outputs Class
@data
0, 57, 31, 68, 72, 90, 100, 100, 76, 75, 50, 51, 28, 25, 16, 0, 1
50, 84, 66, 100, 75, 75, 51, 51, 100, 42, 97, 13, 49, 0, 0, 7, 3
36, 92, 7, 83, 0, 37, 26, 0, 77, 6, 100, 46, 84, 89, 36, 100, 0
27, 76, 1, 42, 16, 0, 70, 3, 100, 40, 92, 84, 44, 100, 0, 73, 0
64, 93, 0, 67, 97, 67, 89, 100, 14, 70, 100, 68, 96, 36, 28, 0, 9
9, 93, 53, 100, 89, 80, 57, 52, 17, 30, 0, 5, 50, 2, 100, 0, 2
0, 84, 50, 100, 72, 79, 37, 52, 51, 41, 100, 27, 62, 3, 3, 0, 3
100, 100, 58, 83, 31, 55, 17, 24, 43, 0, 80, 19, 50, 43, 0, 39, 6
0, 82, 75, 56, 100, 12, 22, 0, 22, 41, 92, 73, 84, 100, 2, 80, 8
80, 100, 36, 100, 58, 80, 65, 82, 82, 47, 100, 14, 53, 0, 0, 7, 9
18, 88, 2, 54, 40, 25, 2, 0, 0, 30, 20, 70, 45, 100, 100, 93, 5
0, 60, 38, 80, 80, 100, 100, 92, 80, 69, 65, 46, 55, 23, 55, 0, 1
22, 55, 10, 60, 0, 18, 46, 0, 89, 28, 100, 70, 68, 100, 29, 69, 0
85, 100, 30, 84, 5, 54, 0, 22, 48, 0, 100, 21, 66, 47, 0, 37, 6
37, 100, 48, 57, 74, 97, 27, 97, 80, 68, 100, 26, 49, 0, 0, 22, 9
30, 98, 16, 60, 53, 28, 46, 0, 13, 29, 0, 68, 27, 95, 100, 100, 5
24, 100, 100, 99, 93, 78, 64, 48, 39, 17, 19, 0, 0, 31, 72, 38, 7
79, 74, 21, 67, 15, 92, 71, 100, 100, 75, 73, 45, 36, 18, 0, 0, 9
19, 86, 35, 72, 95, 94, 0, 100, 60, 78, 100, 52, 67, 26, 26, 0, 9
16, 59, 0, 31, 31, 0, 78, 15, 100, 55, 87, 98, 40, 100, 6, 67, 0
100, 100, 64, 98, 26, 85, 36, 63, 76, 58, 75, 24, 42, 1, 0, 0, 5
0, 61, 22, 89, 59, 100, 72, 73, 53, 42, 31, 12, 58, 0, 100, 4, 2
100, 100, 92, 85, 75, 71, 58, 57, 58, 42, 33, 28, 8, 14, 0, 0, 1
12, 73, 29, 62, 66, 32, 29, 0, 5, 29, 0, 71, 38, 96, 100, 100, 5
0, 67, 38, 66, 62, 30, 38, 0, 8, 30, 45, 63, 100, 90, 58, 100, 8
100, 100, 71, 95, 30, 64, 1, 27, 32, 0, 82, 19, 54, 51, 0, 48, 6
0, 80, 30, 100, 74, 81, 82, 43, 75, 4, 39, 0, 44, 16, 100, 20, 7
23, 76, 52, 100, 100, 98, 79, 71, 63, 50, 82, 19, 49, 0, 0, 7, 3
41, 53, 60, 100, 100, 89, 70, 42, 33, 0, 72, 16, 54, 62, 0, 72, 8
29, 88, 23, 57, 73, 40, 51, 0, 0, 13, 12, 58, 42, 94, 100, 100, 5
0, 52, 37, 73, 76, 94, 100, 100, 75, 75, 53, 49, 35, 22, 28, 0, 1
50, 86, 17, 60, 0, 27, 21, 0, 70, 9, 100, 37, 91, 70, 63, 100, 0
0, 100, 65, 99, 70, 66, 51, 33, 32, 0, 15, 12, 29, 39, 100, 44, 7
0, 58, 4, 67, 42, 83, 79, 100, 100, 98, 81, 66, 65, 34, 66, 0, 1
9, 86, 1, 51, 27, 11, 76, 0, 100, 39, 84, 83, 37, 100, 0, 69, 0
100, 66, 56, 100, 23, 73, 77, 34, 65, 0, 0, 24, 55, 58, 73, 77, 8
23, 63, 31, 100, 64, 84, 54, 45, 28, 10, 0, 5, 50, 3, 100, 0, 2
12, 76, 47, 100, 100, 98, 97, 72, 52, 54, 74, 30, 52, 5, 0, 0, 3
31, 93, 12, 78, 71, 36, 31, 0, 21, 33, 100, 65, 69, 100, 0, 78, 8
48, 100, 39, 64, 0, 31, 89, 31, 100, 59, 77, 85, 71, 42, 63, 0, 4
66, 94, 100, 100, 81, 96, 50, 81, 47, 50, 54, 19, 26, 0, 0, 12, 5
72, 100, 36, 98, 39, 81, 82, 99, 100, 84, 70, 48, 37, 16, 0, 0, 9
80, 100, 31, 86, 63, 74, 100, 95, 83, 70, 81, 41, 56, 15, 0, 0, 9
64, 100, 32, 77, 16, 47, 16, 16, 58, 0, 100, 16, 49, 23, 0, 9, 6
23, 85, 0, 49, 2, 11, 52, 0, 91, 30, 100, 67, 70, 100, 14, 96, 0
0, 95, 51, 100, 91, 86, 81, 45, 68, 5, 55, 0, 46, 34, 100, 33, 7
14, 99, 16, 67, 67, 33, 74, 0, 0, 17, 44, 48, 100, 77, 39, 100, 8
45, 79, 57, 100, 100, 93, 86, 66, 70, 44, 87, 20, 46, 6, 0, 0, 3
45, 100, 14, 69, 61, 42, 46, 0, 0, 3, 15, 50, 42, 91, 100, 96, 5
100, 86, 63, 100, 20, 78, 22, 43, 76, 47, 90, 13, 36, 0, 0, 24, 5
0, 79, 19, 100, 60, 93, 59, 64, 41, 38, 19, 12, 54, 1, 100, 0, 2
57, 94, 39, 100, 11, 69, 0, 35, 23, 4, 97, 0, 100, 24, 41, 5, 6
20, 73, 47, 100, 62, 70, 41, 35, 11, 3, 0, 15, 49, 9, 100, 0, 2
55, 91, 100, 100, 64, 94, 27, 69, 53, 52, 84, 32, 48, 7, 0, 0, 5
58, 94, 84, 100, 82, 74, 46, 57, 92, 42, 100, 14, 52, 0, 0, 1, 3
49, 100, 5, 87, 15, 59, 92, 53, 100, 84, 69, 57, 35, 28, 0, 0, 4
100, 84, 27, 100, 0, 85, 0, 68, 13, 51, 20, 34, 27, 17, 60, 0, 1
50, 91, 78, 100, 85, 74, 71, 61, 100, 38, 81, 10, 41, 0, 0, 4, 3
0, 68, 38, 78, 91, 96, 100, 100, 78, 75, 62, 49, 59, 24, 81, 0, 1
79, 100, 14, 81, 49, 39, 100, 0, 32, 0, 52, 55, 71, 100, 0, 71, 8
89, 100, 48, 76, 18, 46, 8, 12, 55, 0, 100, 14, 51, 23, 0, 12, 6
66, 100, 100, 94, 91, 69, 69, 47, 95, 24, 74, 2, 36, 0, 0, 9, 3
25, 79, 35, 100, 78, 78, 50, 50, 68, 48, 100, 21, 59, 0, 0, 11, 3
9, 100, 10, 91, 0, 61, 0, 31, 55, 24, 90, 45, 88, 29, 100, 0, 4
61, 96, 0, 83, 61, 66, 100, 30, 49, 0, 5, 30, 39, 68, 42, 100, 8
33, 89, 92, 100, 100, 91, 63, 62, 29, 31, 0, 0, 6, 29, 66, 38, 7
0, 76, 53, 85, 100, 100, 76, 81, 60, 61, 44, 40, 27, 20, 5, 0, 1
13, 94, 10, 63, 73, 46, 65, 0, 0, 8, 3, 57, 31, 100, 100, 99, 5
100, 100, 59, 82, 31, 56, 17, 27, 35, 0, 83, 0, 49, 16, 0, 8, 6
0, 87, 32, 100, 67, 84, 48, 50, 16, 23, 16, 2, 58, 3, 100, 0, 2
100, 98, 58, 100, 29, 81, 55, 55, 87, 32, 81, 4, 39, 0, 0, 1, 5
50, 100, 63, 87, 26, 62, 0, 36, 59, 31, 100, 54, 80, 27, 76, 0, 4
15, 90, 59, 100, 71, 74, 50, 55, 99, 42, 100, 13, 53, 0, 0, 10, 3
0, 97, 41, 100, 68, 77, 64, 38, 51, 0, 28, 34, 56, 40, 100, 37, 7
