@relation penbased-4
@attribute At1 integer [0, 100]
@attribute At2 integer [0, 100]
@attribute At3 integer [0, 100]
@attribute At4 integer [0, 100]
@attribute At5 integer [0, 100]
@attribute At6 integer [0, 100]
@attribute At7 integer [0, 100]
@attribute At8 integer [0, 100]
@attribute At9 integer [0, 100]
@attribute At10 integer [0, 100]
@attribute At11 integer [0, 100]
@attribute At12 integer [0, 100]
@attribute At13 integer [0, 100]
@attribute At14 integer [0, 100]
@attribute At15 integer [0, 100]
@attribute At16 integer [0, 100]
@attribute Class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
@inputs At1, At2, At3, At4, At5, At6, At7, At8, At9, At10, At11, At12, At13, At14, At15, At16
@outputs Class
@data
46, 100, 10, 83, 34, 64, 100, 77, 71, 82, 49, 54, 22, 27, 0, 0, 4
100, 84, 31, 100, 0, 88, 8, 70, 15, 53, 15, 35, 0, 17, 0, 0, 1
11, 92, 56, 100, 83, 82, 52, 59, 87, 39, 100, 14, 55, 0, 0, 0, 3
51, 76, 68, 91, 100, 100, 83, 80, 59, 60, 34, 40, 10, 20, 0, 0, 1
0, 75, 47, 87, 100, 100, 91, 80, 72, 60, 53, 40, 35, 20, 19, 0, 1
18, 73, 0, 73, 10, 24, 54, 0, 100, 22, 95, 71, 52, 100, 5, 84, 0
35, 76, 0, 42, 11, 0, 65, 5, 100, 41, 97, 85, 49, 100, 9, 69, 0
38, 51, 8, 66, 0, 19, 42, 0, 87, 26, 100, 71, 61, 100, 16, 84, 0
39, 100, 23, 82, 0, 52, 1, 21, 48, 0, 100, 16, 70, 42, 6, 55, 6
22, 100, 1, 66, 0, 33, 50, 32, 100, 36, 82, 63, 77, 30, 71, 0, 4
100, 100, 63, 78, 28, 53, 0, 27, 4, 0, 60, 1, 78, 22, 24, 21, 6
3, 66, 16, 100, 27, 69, 14, 32, 0, 0, 33, 5, 67, 10, 100, 11, 2
45, 85, 93, 100, 100, 98, 48, 88, 7, 62, 48, 48, 48, 18, 0, 0, 5
0, 67, 16, 80, 64, 100, 85, 99, 85, 74, 89, 49, 95, 24, 100, 0, 1
30, 100, 16, 84, 0, 51, 28, 26, 80, 33, 100, 65, 79, 34, 68, 0, 4
19, 73, 54, 91, 100, 100, 99, 78, 86, 52, 78, 26, 43, 8, 0, 0, 3
