@relation glass
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 3.5]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 6.21]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute TypeGlass {1, 2, 3, 4, 5, 6, 7}
@inputs RI, Na, Mg, Al, Si, K, Ca, Ba, Fe
@outputs TypeGlass
@data
1.5177562, 12.85135, 3.47975, 1.23053, 72.9684, 0.60858, 8.56116, 0.09135, 0.1122, 1
1.51743728, 13.2969, 3.60098, 1.14065, 73.0916, 0.57753, 8.1738, 0.0, 0.0, 1
1.52171992, 13.5097, 3.8614, 0.88064, 71.7924, 0.22977, 9.54032, 0.0, 0.0561, 1
1.51761952, 12.81145, 3.53812, 1.23053, 73.2372, 0.57753, 8.389, 0.0, 0.0, 1
1.51736894, 12.7782, 3.61894, 1.29152, 72.7892, 0.58995, 8.70104, 0.0, 0.0, 1
1.51629828, 12.7117, 3.33158, 1.49054, 73.282, 0.67068, 8.23836, 0.0, 0.0, 2
1.52474966, 11.4482, 0.0, 1.87895, 72.19, 0.8073, 13.24176, 0.0, 0.1734, 2
1.51828014, 13.23705, 3.90181, 1.41029, 72.33, 0.55269, 8.31368, 0.0, 0.051, 2
1.51859906, 13.35675, 3.43036, 1.42955, 72.2628, 0.50922, 8.6042, 0.0, 0.0, 2
1.52019366, 13.98185, 1.35149, 1.62857, 71.7588, 0.39123, 10.56252, 0.0, 0.51, 2
1.5167311, 13.2969, 3.64139, 1.52906, 72.5316, 0.65205, 8.03392, 0.0, 0.1479, 2
1.5177562, 13.52965, 3.40791, 1.51943, 72.0388, 0.57753, 8.78712, 0.0, 0.0, 3
1.5183257, 13.33015, 3.34056, 1.53869, 72.1396, 0.5589, 8.99156, 0.0, 0.0, 3
1.51887242, 14.99265, 0.78126, 1.74092, 72.498, 0.0, 9.9492, 0.0, 0.0, 6
1.5171867, 14.75325, 0.0, 2.00093, 73.0188, 0.0, 8.52888, 1.59075, 0.0408, 7
1.51711836, 14.2279, 0.0, 2.08118, 73.3604, 0.0, 8.61496, 1.6695, 0.0, 7
1.51727782, 14.70005, 0.0, 2.34119, 73.282, 0.0, 8.94852, 0.6615, 0.0, 7
1.51766508, 13.21045, 3.69078, 1.29152, 72.61, 0.57132, 8.21684, 0.0, 0.0, 1
1.5190091, 13.48975, 3.47975, 1.3493, 71.9492, 0.55269, 9.00232, 0.0, 0.0, 1
1.51689056, 12.6718, 2.87809, 1.70882, 73.2092, 0.73278, 8.53964, 0.0, 0.0, 2
1.5196925, 12.63855, 0.0, 1.65104, 73.7524, 0.37881, 11.53092, 0.0, 0.0, 5
