@relation glass-3
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 3.5]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 6.21]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute typeGlass {1, 2, 3, 4, 5, 6, 7}
@inputs RI, Na, Mg, Al, Si, K, Ca, Ba, Fe
@outputs typeGlass
@data
1.51761952, 12.79815, 3.65935, 1.26905, 73.0076, 0.60237, 8.56116, 0.0, 0.0, 1
1.5177562, 12.85135, 3.47975, 1.23053, 72.9684, 0.60858, 8.56116, 0.09135, 0.1122, 1
1.51761952, 12.81145, 3.53812, 1.23053, 73.2372, 0.57753, 8.389, 0.0, 0.0, 1
1.52666318, 13.9885, 3.69976, 0.71051, 71.5684, 0.01863, 9.82008, 0.0, 0.051, 1
1.51618438, 13.52965, 3.55159, 1.53869, 72.9908, 0.39123, 7.77568, 0.0, 0.0, 1
1.5174145, 13.2703, 3.61894, 1.24016, 73.0804, 0.55269, 8.0662, 0.0, 0.0, 1
1.52176548, 13.7491, 1.01025, 1.35893, 72.19, 0.32913, 11.14356, 0.0, 0.0, 2
1.52613924, 13.70255, 0.0, 1.35893, 71.238, 0.19251, 13.43544, 0.0, 0.051, 2
1.5159338, 13.25035, 3.44832, 1.42955, 73.17, 0.60858, 7.86176, 0.0, 0.0, 2
1.51789288, 13.1905, 3.90181, 1.30115, 72.33, 0.55269, 8.4428, 0.0, 0.1428, 2
1.51839404, 12.85135, 3.66833, 1.24016, 72.5708, 0.621, 8.67952, 0.0, 0.1785, 2
1.51846238, 13.0974, 3.96916, 1.1888, 72.442, 0.60237, 8.43204, 0.0, 0.0, 2
1.51800678, 13.7092, 3.92875, 1.53869, 71.8092, 0.54027, 8.20608, 0.0, 0.0765, 2
1.51654886, 12.7516, 2.85115, 1.43918, 73.2708, 0.57132, 8.78712, 0.11025, 0.1122, 2
1.51663998, 13.1373, 3.44832, 1.76018, 72.4812, 0.60237, 8.37824, 0.0, 0.0867, 3
1.51768786, 13.64935, 3.65935, 1.10855, 72.7724, 0.11178, 8.6042, 0.0, 0.0, 3
1.52119598, 12.97105, 0.32777, 1.5098, 73.3884, 0.13041, 11.27268, 0.0, 0.1428, 5
1.51937358, 13.789, 2.41113, 1.1888, 72.7612, 0.0, 9.76628, 0.0, 0.0, 6
1.5171867, 14.75325, 0.0, 2.00093, 73.0188, 0.0, 8.52888, 1.59075, 0.0408, 7
1.5151365, 14.853, 0.0, 2.42144, 73.7188, 0.0, 8.389, 0.5607, 0.0, 7
1.51622994, 14.14145, 0.0, 2.88047, 72.61, 0.08073, 9.18524, 1.06155, 0.0, 7
1.51766508, 13.21045, 3.69078, 1.29152, 72.61, 0.57132, 8.21684, 0.0, 0.0, 1
