@relation glass
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 3.5]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 6.21]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute TypeGlass {1, 2, 3, 4, 5, 6, 7}
@inputs RI, Na, Mg, Al, Si, K, Ca, Ba, Fe
@outputs TypeGlass
@data
1.51755118, 13.39, 3.65935, 1.1888, 72.7892, 0.57132, 8.27064, 0.0, 0.0561, 1
1.52099096, 13.68925, 3.592, 1.12139, 71.9604, 0.08694, 9.40044, 0.0, 0.0, 1
1.51823458, 12.8713, 3.47975, 1.29152, 72.9516, 0.60237, 8.43204, 0.0, 0.0, 1
1.51750562, 12.81145, 3.56955, 1.3493, 73.0188, 0.621, 8.59344, 0.0, 0.0, 1
1.51734616, 13.0176, 3.53812, 1.68956, 72.7276, 0.54027, 8.4428, 0.0, 0.0357, 1
1.51755118, 13.4831, 3.74017, 1.16954, 72.9908, 0.58995, 8.03392, 0.0, 0.0, 1
1.51891798, 13.46315, 3.82997, 1.25942, 72.5484, 0.57132, 8.20608, 0.0, 0.0714, 2
1.51666276, 12.9378, 3.60996, 1.25942, 72.75, 0.5589, 8.6042, 0.0, 0.0, 2
1.52408904, 13.8289, 2.90054, 1.16954, 71.1484, 0.08073, 10.78848, 0.0, 0.0, 2
1.51654886, 12.7516, 2.85115, 1.43918, 73.2708, 0.57132, 8.78712, 0.11025, 0.1122, 2
1.53124196, 10.73, 0.0, 2.10044, 69.81, 0.57753, 13.29556, 3.15, 0.1428, 2
1.51670832, 13.23705, 3.56955, 1.3814, 72.6996, 0.5589, 8.4428, 0.0, 0.051, 3
1.51315464, 13.0176, 0.0, 3.04097, 70.482, 6.21, 6.95792, 0.0, 0.0, 5
1.51666276, 12.858, 0.0, 1.8308, 73.8812, 0.96876, 10.17516, 0.0, 0.0, 5
1.51853072, 14.08825, 2.19112, 1.66067, 72.6716, 0.0, 9.32512, 0.0, 0.0, 6
1.51645774, 14.93945, 0.0, 1.86932, 73.1084, 0.0, 8.66876, 1.3797, 0.0, 7
1.5161616, 14.95275, 0.0, 2.27057, 73.2988, 0.0, 8.7118, 0.67095, 0.0, 7
1.51777898, 13.21045, 2.81074, 1.29152, 72.9796, 0.50922, 9.02384, 0.0, 0.459, 1
1.51848516, 13.6427, 3.87038, 1.26905, 71.9604, 0.54027, 8.32444, 0.0, 0.1632, 2
1.51663998, 12.93115, 3.53812, 1.61894, 72.9572, 0.63963, 8.03392, 0.0, 0.1071, 2
1.5266404, 11.22875, 0.0, 0.7715, 73.2092, 0.0, 14.6836, 0.0, 0.0, 2
1.52247166, 14.85965, 2.2001, 2.05871, 70.258, 0.75762, 9.75552, 0.0, 0.0, 7
