@relation glass
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 3.5]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 6.21]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute TypeGlass {1, 2, 3, 4, 5, 6, 7}
@inputs RI, Na, Mg, Al, Si, K, Ca, Ba, Fe
@outputs TypeGlass
@data
1.52212996, 14.20795, 3.82099, 0.46976, 71.77, 0.11178, 9.5726, 0.0, 0.0, 1
1.5215149, 13.05085, 3.65037, 0.87101, 72.218, 0.19251, 9.85236, 0.0, 0.0867, 1
1.51720948, 12.8713, 3.47975, 1.33004, 73.0412, 0.5589, 8.43204, 0.0, 0.0, 1
1.5229956, 13.3102, 3.57853, 0.81965, 71.9884, 0.11799, 10.17516, 0.0, 0.0153, 1
1.51768786, 12.55875, 3.52016, 1.42955, 73.1476, 0.57132, 8.53964, 0.0, 0.0, 1
1.51796122, 12.7383, 3.47975, 1.3493, 72.9572, 0.63963, 8.67952, 0.0, 0.0, 1
1.51807512, 13.4299, 2.86911, 1.1888, 72.8396, 0.55269, 9.0346, 0.0, 0.0, 1
1.52725546, 13.8023, 3.15198, 0.65915, 70.5716, 0.08073, 11.63852, 0.0, 0.0, 2
1.52176548, 13.7491, 1.01025, 1.35893, 72.19, 0.32913, 11.14356, 0.0, 0.0, 2
1.5160477, 12.8979, 3.43934, 1.44881, 73.58, 0.44091, 8.27064, 0.0, 0.0, 2
1.5159338, 13.09075, 3.52016, 1.55153, 72.8676, 0.6831, 8.04468, 0.0, 0.459, 2
1.51818902, 12.6186, 2.76135, 0.82928, 73.8084, 0.34776, 9.42196, 0.0, 0.102, 2
1.51652608, 13.5629, 3.56955, 1.47128, 72.4476, 0.63963, 7.9586, 0.0, 0.0, 2
1.5166172, 12.85135, 3.51118, 1.43918, 73.0076, 0.6831, 8.2276, 0.5985, 0.1275, 2
1.5167311, 12.7915, 3.52016, 1.53869, 73.3604, 0.65826, 7.9048, 0.0, 0.0, 2
1.51609326, 13.33015, 3.52914, 1.33967, 72.6716, 0.5589, 8.3352, 0.0, 0.0, 3
1.51796122, 13.50305, 3.35852, 1.62857, 71.938, 0.57132, 8.80864, 0.0, 0.459, 3
1.5132002, 12.99765, 0.0, 3.0185, 70.7004, 6.21, 6.92564, 0.0, 0.0, 5
1.5196925, 14.5604, 0.0, 0.55964, 73.478, 0.0, 11.21888, 0.0, 0.0, 6
1.51682222, 14.5604, 0.0, 1.97846, 73.2876, 0.0, 8.51812, 1.5687, 0.0357, 7
1.51622994, 14.14145, 0.0, 2.88047, 72.61, 0.08073, 9.18524, 1.06155, 0.0, 7
1.51657164, 14.7998, 0.0, 1.9913, 73.1084, 0.0, 8.2814, 1.71045, 0.0, 7
