@relation ring-1
@attribute A1 real [-6879.0, 6285.0]
@attribute A2 real [-7141.0, 6921.0]
@attribute A3 real [-7734.0, 7611.0]
@attribute A4 real [-6627.0, 7149.0]
@attribute A5 real [-7184.0, 6383.0]
@attribute A6 real [-6946.0, 6743.0]
@attribute A7 real [-7781.0, 6285.0]
@attribute A8 real [-6882.0, 6357.0]
@attribute A9 real [-7184.0, 7487.0]
@attribute A10 real [-7232.0, 6757.0]
@attribute A11 real [-7803.0, 7208.0]
@attribute A12 real [-7395.0, 6791.0]
@attribute A13 real [-7096.0, 6403.0]
@attribute A14 real [-7472.0, 7261.0]
@attribute A15 real [-7342.0, 7372.0]
@attribute A16 real [-7121.0, 6905.0]
@attribute A17 real [-7163.0, 7175.0]
@attribute A18 real [-8778.0, 6896.0]
@attribute A19 real [-7554.0, 5726.0]
@attribute A20 real [-6722.0, 7627.0]
@attribute Class {0, 1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A20
@outputs Class
@data
-656.0, -1706.0, 4477.0, -293.0, -432.0, 1934.0, 2013.0, 672.0, 1193.0, -277.0, 2025.0, 1305.0, -2008.0, 179.0, -1327.0, 1452.0, -1402.0, -2894.0, -151.0, 126.0, 0
626.0, 2194.0, 994.0, 1881.0, 724.0, -37.0, 1615.0, 805.0, 709.0, 1182.0, 117.0, 1119.0, -487.0, -376.0, -787.0, 1315.0, 727.0, -1318.0, 1315.0, -139.0, 1
-623.0, 925.0, 101.0, 1955.0, -241.0, 702.0, 569.0, -1512.0, 625.0, 298.0, -31.0, 1191.0, 731.0, 956.0, 479.0, 1967.0, 273.0, 17.0, 859.0, 735.0, 1
-291.0, -654.0, 1568.0, -2044.0, 3824.0, 457.0, -1116.0, -537.0, -3795.0, 2014.0, 1665.0, -2523.0, 3879.0, -657.0, -1383.0, -203.0, -962.0, -1771.0, -1953.0, -3288.0, 0
516.0, 175.0, -335.0, -2057.0, -1229.0, 974.0, 135.0, 1486.0, -2736.0, -999.0, 2214.0, -1686.0, -2912.0, 1505.0, 1452.0, 233.0, 1733.0, 2089.0, 1258.0, -3647.0, 0
1332.0, -91.0, 1243.0, -35.0, 2332.0, 876.0, 21.0, 623.0, 735.0, 1327.0, 744.0, 296.0, 1511.0, 711.0, -698.0, -746.0, 241.0, -68.0, 603.0, 2566.0, 1
747.0, 59.0, -2682.0, 2448.0, -1195.0, 888.0, -383.0, -1535.0, -639.0, -3293.0, 1247.0, -3302.0, -281.0, 1689.0, 414.0, -884.0, 2078.0, 1368.0, 449.0, 2014.0, 0
1605.0, -157.0, 75.0, 1598.0, 1198.0, -595.0, 858.0, -72.0, -1553.0, -261.0, 1717.0, -389.0, 1559.0, 67.0, 1356.0, 933.0, 733.0, 106.0, 818.0, 4.0, 1
108.0, -3234.0, 1868.0, -1689.0, -4033.0, -231.0, 2924.0, 3606.0, 1259.0, -2374.0, 216.0, 2246.0, -572.0, -2175.0, 4215.0, 141.0, 888.0, 2063.0, 1567.0, -1862.0, 0
559.0, 954.0, 2184.0, 108.0, -245.0, 1197.0, -1519.0, -517.0, 1018.0, 479.0, 1453.0, 853.0, 339.0, 76.0, 191.0, -1157.0, 2598.0, 1447.0, 1969.0, -27.0, 1
1746.0, 1305.0, 691.0, 2254.0, 2958.0, -219.0, 11.0, 802.0, 247.0, 63.0, 356.0, 1105.0, -534.0, 608.0, 189.0, 39.0, 1521.0, 942.0, 1111.0, 2319.0, 1
-192.0, 714.0, 1448.0, -96.0, -1684.0, 2576.0, 878.0, 878.0, 174.0, 949.0, 56.0, -754.0, -208.0, -204.0, 1262.0, -501.0, 589.0, 1551.0, -344.0, -28.0, 1
-373.0, 797.0, 931.0, 818.0, 1405.0, -124.0, -247.0, -253.0, 388.0, 122.0, 1776.0, 13.0, 1597.0, 579.0, -855.0, 101.0, 661.0, 248.0, 694.0, -1108.0, 1
602.0, 39.0, 59.0, 823.0, 972.0, 1654.0, 1064.0, 138.0, 606.0, -258.0, 1144.0, -915.0, -404.0, 1674.0, -383.0, 401.0, 309.0, 1305.0, -229.0, -49.0, 1
-301.0, 955.0, 2069.0, -1359.0, 925.0, 1428.0, -1092.0, 1255.0, 636.0, 598.0, 324.0, -949.0, 608.0, 673.0, 1491.0, 101.0, -322.0, -1088.0, 1558.0, 2145.0, 1
-101.0, 1142.0, 34.0, -953.0, -2399.0, 528.0, 1324.0, 932.0, 1149.0, 42.0, -1038.0, 715.0, 602.0, -298.0, 302.0, 1768.0, 1011.0, -131.0, 314.0, 114.0, 1
