@relation ring-1
@attribute A1 real [-6879.0, 6285.0]
@attribute A2 real [-7141.0, 6921.0]
@attribute A3 real [-7734.0, 7611.0]
@attribute A4 real [-6627.0, 7149.0]
@attribute A5 real [-7184.0, 6383.0]
@attribute A6 real [-6946.0, 6743.0]
@attribute A7 real [-7781.0, 6285.0]
@attribute A8 real [-6882.0, 6357.0]
@attribute A9 real [-7184.0, 7487.0]
@attribute A10 real [-7232.0, 6757.0]
@attribute A11 real [-7803.0, 7208.0]
@attribute A12 real [-7395.0, 6791.0]
@attribute A13 real [-7096.0, 6403.0]
@attribute A14 real [-7472.0, 7261.0]
@attribute A15 real [-7342.0, 7372.0]
@attribute A16 real [-7121.0, 6905.0]
@attribute A17 real [-7163.0, 7175.0]
@attribute A18 real [-8778.0, 6896.0]
@attribute A19 real [-7554.0, 5726.0]
@attribute A20 real [-6722.0, 7627.0]
@attribute Class {0, 1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A20
@outputs Class
@data
1839.0, 3036.0, -11.0, 394.0, 188.0, -503.0, 762.0, -682.0, 2188.0, 693.0, 1115.0, 1662.0, 619.0, 951.0, 1568.0, 76.0, 638.0, 51.0, 41.0, 837.0, 1
-325.0, 183.0, 2084.0, 42.0, 931.0, 2018.0, 57.0, 614.0, 106.0, -29.0, -83.0, -76.0, 503.0, 1316.0, 192.0, 634.0, -78.0, 1104.0, 666.0, 823.0, 1
2019.0, -787.0, 2098.0, 557.0, 1907.0, -937.0, -934.0, 284.0, 255.0, 2256.0, -292.0, -848.0, 795.0, -17.0, 2041.0, 2964.0, -218.0, 1198.0, 77.0, -1256.0, 1
-2907.0, -639.0, 1224.0, -2121.0, 3932.0, -2147.0, -1.0, 3571.0, -1833.0, 244.0, -74.0, -3299.0, -521.0, -183.0, 281.0, 1501.0, -447.0, 1403.0, 86.0, 1095.0, 0
87.0, 3034.0, 1932.0, 5094.0, -4293.0, -2943.0, -241.0, -3455.0, 5762.0, -12.0, 1284.0, 5028.0, 186.0, -3381.0, -195.0, -1562.0, -2779.0, 2788.0, -131.0, 1588.0, 0
-148.0, -173.0, 622.0, 1136.0, -249.0, -48.0, 738.0, -101.0, 1266.0, -55.0, -2348.0, 1662.0, 235.0, 163.0, 16.0, 1318.0, 151.0, 422.0, 2022.0, 1138.0, 1
29.0, 1841.0, -222.0, 5183.0, 14.0, -1277.0, 1427.0, -1134.0, -111.0, -1288.0, -1789.0, -828.0, -4637.0, 46.0, 117.0, -1051.0, 848.0, -2997.0, -723.0, 735.0, 0
1263.0, 2132.0, -1236.0, 1203.0, -1804.0, -147.0, 803.0, -259.0, 2204.0, -581.0, -228.0, 241.0, 116.0, 1486.0, -1416.0, -89.0, 262.0, 875.0, 136.0, 817.0, 1
1995.0, -954.0, -979.0, -1066.0, -174.0, -2454.0, -31.0, -36.0, 3111.0, 1555.0, 909.0, -82.0, -2784.0, -1303.0, 117.0, 398.0, 1022.0, -1001.0, -3502.0, 166.0, 0
4.0, 14.0, -1169.0, -18.0, -36.0, 429.0, -59.0, -3423.0, 88.0, 587.0, -44.0, -18.0, 752.0, 254.0, -108.0, -31.0, -264.0, 4546.0, -503.0, 2485.0, 0
793.0, 2351.0, -94.0, 1079.0, 43.0, 2875.0, 329.0, 426.0, 1882.0, -203.0, -22.0, 1117.0, 548.0, 564.0, 1146.0, 258.0, -284.0, 316.0, -1047.0, 1613.0, 1
52.0, 506.0, 5137.0, 998.0, 539.0, -2894.0, 2347.0, 1056.0, 617.0, -981.0, -424.0, -623.0, 153.0, 2961.0, -1083.0, -1605.0, -3465.0, -1233.0, -231.0, -1816.0, 0
955.0, 924.0, -191.0, 2078.0, 866.0, 132.0, -126.0, 287.0, -537.0, 1102.0, 1838.0, 2282.0, -37.0, 1962.0, 766.0, -323.0, 682.0, 27.0, 2366.0, 2257.0, 1
1587.0, -409.0, -2343.0, -1377.0, -649.0, -2787.0, 2384.0, 116.0, -2418.0, -884.0, 391.0, -1243.0, -703.0, 57.0, -1832.0, -1472.0, -2527.0, -3421.0, -1172.0, -3435.0, 0
