@relation ring-1
@attribute A1 real [-6879.0, 6285.0]
@attribute A2 real [-7141.0, 6921.0]
@attribute A3 real [-7734.0, 7611.0]
@attribute A4 real [-6627.0, 7149.0]
@attribute A5 real [-7184.0, 6383.0]
@attribute A6 real [-6946.0, 6743.0]
@attribute A7 real [-7781.0, 6285.0]
@attribute A8 real [-6882.0, 6357.0]
@attribute A9 real [-7184.0, 7487.0]
@attribute A10 real [-7232.0, 6757.0]
@attribute A11 real [-7803.0, 7208.0]
@attribute A12 real [-7395.0, 6791.0]
@attribute A13 real [-7096.0, 6403.0]
@attribute A14 real [-7472.0, 7261.0]
@attribute A15 real [-7342.0, 7372.0]
@attribute A16 real [-7121.0, 6905.0]
@attribute A17 real [-7163.0, 7175.0]
@attribute A18 real [-8778.0, 6896.0]
@attribute A19 real [-7554.0, 5726.0]
@attribute A20 real [-6722.0, 7627.0]
@attribute Class {0, 1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A20
@outputs Class
@data
1144.0, 346.0, 77.0, 112.0, 146.0, 1337.0, 174.0, 23.0, 1299.0, -6.0, -801.0, -32.0, 398.0, -434.0, 1956.0, 109.0, -242.0, 1629.0, -81.0, -572.0, 1
697.0, 1029.0, -459.0, -3736.0, -2565.0, 3389.0, -892.0, -1674.0, -1966.0, -482.0, -727.0, -512.0, -331.0, 717.0, 1628.0, 155.0, -531.0, -1083.0, 124.0, -1507.0, 0
-298.0, 791.0, 1994.0, -479.0, -927.0, 2394.0, 38.0, 1283.0, -2815.0, 3649.0, -2436.0, -1654.0, 2224.0, -3142.0, 5817.0, 3381.0, 4779.0, -3182.0, -1604.0, 907.0, 0
1333.0, 183.0, 883.0, -1837.0, 423.0, -29.0, 366.0, 1246.0, 1373.0, 881.0, -8.0, 1697.0, -227.0, 2506.0, 576.0, 664.0, -812.0, -998.0, 718.0, 21.0, 1
-179.0, -1441.0, 1915.0, 1579.0, 2042.0, -728.0, 1632.0, 275.0, 209.0, 211.0, 1144.0, 1236.0, -1295.0, 2962.0, 2515.0, 1756.0, 1248.0, -343.0, 1861.0, 86.0, 1
44.0, -25.0, 538.0, 47.0, -1415.0, 208.0, -1243.0, 652.0, 93.0, 786.0, -105.0, 1421.0, -278.0, 1222.0, 175.0, 18.0, -48.0, 595.0, -801.0, -115.0, 1
9.0, -42.0, 665.0, 2124.0, -2372.0, 202.0, 822.0, -1462.0, 692.0, -1692.0, 441.0, 771.0, 499.0, 494.0, -1521.0, -2694.0, 3153.0, 2208.0, 1201.0, 564.0, 0
585.0, -3.0, 207.0, 1749.0, 791.0, 1504.0, 147.0, 732.0, -2265.0, -53.0, 98.0, -848.0, 1097.0, -26.0, 1042.0, -683.0, 701.0, -454.0, 1598.0, 946.0, 1
692.0, 216.0, 277.0, 514.0, 1186.0, 781.0, -1047.0, -939.0, 67.0, -1555.0, -864.0, -1005.0, -1193.0, 1839.0, 1164.0, -1378.0, 1422.0, 138.0, 636.0, 951.0, 1
694.0, 164.0, 589.0, 1435.0, -172.0, 1297.0, -868.0, -27.0, -412.0, 1856.0, -148.0, -821.0, -572.0, -2203.0, -178.0, 431.0, 851.0, -1091.0, 1112.0, 103.0, 1
-356.0, -244.0, 172.0, 5.0, 841.0, 1122.0, 1519.0, -253.0, 892.0, 275.0, 782.0, 928.0, -316.0, 77.0, 1746.0, 14.0, 492.0, -456.0, 192.0, 1133.0, 1
711.0, 2993.0, -1685.0, -279.0, -1619.0, 1692.0, -1955.0, -81.0, -2745.0, -3139.0, 2321.0, -74.0, -4303.0, 3263.0, 1195.0, -2682.0, -2403.0, 83.0, 3691.0, -2283.0, 0
794.0, 176.0, -7.0, 153.0, -966.0, 1767.0, 429.0, -634.0, 586.0, 1398.0, 839.0, 1221.0, 103.0, 214.0, 452.0, 1089.0, -1982.0, -129.0, -26.0, 743.0, 1
64.0, -143.0, 107.0, 3851.0, -1005.0, 1383.0, 528.0, 666.0, 26.0, -136.0, 1871.0, 813.0, -998.0, 1123.0, 148.0, -1.0, -1433.0, -17.0, 984.0, -442.0, 0
1863.0, -3846.0, -632.0, 2659.0, -1732.0, 1977.0, -1362.0, 759.0, -1301.0, -1874.0, 1192.0, -129.0, -957.0, -1682.0, 765.0, -119.0, -2451.0, 4767.0, -1298.0, 482.0, 0
-526.0, 1665.0, -1604.0, 28.0, -522.0, -2316.0, -132.0, 352.0, -1818.0, -1947.0, -1308.0, -926.0, -69.0, 1203.0, 1212.0, -3303.0, 2275.0, 2427.0, 77.0, 2338.0, 0
326.0, 214.0, -98.0, -778.0, -236.0, 151.0, -26.0, -362.0, 1006.0, 227.0, 436.0, 1405.0, -313.0, 588.0, 5.0, -738.0, 3195.0, 494.0, 557.0, 1203.0, 1
1437.0, -3662.0, -2989.0, 246.0, 1676.0, -1487.0, 879.0, 2262.0, -69.0, -1044.0, 1442.0, -437.0, -2184.0, 552.0, 1612.0, 2511.0, 207.0, 4024.0, 4011.0, -3193.0, 0
-1274.0, 1417.0, -1559.0, -2109.0, -1148.0, 1091.0, -2429.0, -1745.0, 2086.0, -1917.0, 26.0, -831.0, 239.0, 174.0, -106.0, -19.0, 3222.0, -2365.0, -3548.0, -332.0, 0
-1273.0, -612.0, 832.0, -561.0, -391.0, -1162.0, 866.0, -622.0, 339.0, 646.0, -397.0, -16.0, 1849.0, 1885.0, -76.0, -12.0, 849.0, 1539.0, 1058.0, 712.0, 1
32.0, 962.0, 183.0, 1113.0, 1209.0, 532.0, 659.0, -596.0, -231.0, 75.0, 272.0, -1647.0, -266.0, -639.0, 421.0, 1397.0, -199.0, -571.0, -29.0, 1588.0, 1
1686.0, 683.0, 253.0, 1131.0, 133.0, 413.0, -697.0, 16.0, 725.0, 234.0, 48.0, 1107.0, -22.0, 828.0, 247.0, 2167.0, 349.0, 581.0, -823.0, -1646.0, 1
1138.0, 1498.0, -95.0, 983.0, 436.0, 731.0, -1397.0, -86.0, 1467.0, 1.0, -252.0, 1605.0, -168.0, 376.0, 115.0, -161.0, -1868.0, 199.0, 632.0, -261.0, 1
802.0, 237.0, 67.0, -396.0, -1069.0, 916.0, -2.0, 1056.0, 818.0, 1396.0, 968.0, 235.0, 212.0, 219.0, -213.0, 652.0, 1808.0, -145.0, -1003.0, 1997.0, 1
646.0, -1328.0, -706.0, 2182.0, -343.0, 1633.0, 178.0, 1231.0, 1976.0, -2354.0, 1179.0, -2175.0, 909.0, -2712.0, 578.0, 202.0, 185.0, 361.0, -382.0, 1221.0, 1
2638.0, -4476.0, -331.0, -262.0, 15.0, -2506.0, -296.0, 325.0, 1146.0, 1937.0, 353.0, 3689.0, -2883.0, -78.0, -394.0, -1109.0, 891.0, 848.0, 695.0, -2682.0, 0
1484.0, -12.0, -3614.0, -2102.0, -3626.0, 2175.0, -1926.0, 415.0, -549.0, -1549.0, -2804.0, 1842.0, 3112.0, 319.0, -3579.0, 3636.0, -562.0, 2854.0, -16.0, 238.0, 0
715.0, 96.0, -125.0, 1097.0, -107.0, -58.0, 1499.0, 343.0, 434.0, -296.0, 471.0, 142.0, -1724.0, 362.0, -747.0, 864.0, 4.0, 828.0, -2.0, 558.0, 1
1183.0, 205.0, -186.0, 239.0, 2733.0, 1226.0, 267.0, -412.0, -108.0, 1705.0, -36.0, 1258.0, 522.0, -218.0, -263.0, 1179.0, 78.0, 74.0, 686.0, -1132.0, 1
146.0, -52.0, -34.0, -662.0, -475.0, 894.0, -991.0, -707.0, 1196.0, 1623.0, 1876.0, 1664.0, 1162.0, 297.0, 1669.0, 1502.0, 1241.0, 1144.0, 583.0, 38.0, 1
-212.0, -464.0, 384.0, 175.0, 299.0, 2239.0, 845.0, -53.0, 1603.0, 245.0, 166.0, 1934.0, 1532.0, 1868.0, 1717.0, -1003.0, 2348.0, 1711.0, -261.0, 2191.0, 1
-64.0, 123.0, 1546.0, 1164.0, 839.0, 51.0, 923.0, 2074.0, 446.0, 378.0, -259.0, 626.0, 146.0, -311.0, -462.0, -975.0, -258.0, -552.0, -4.0, -13.0, 1
2364.0, -253.0, -2341.0, -597.0, -385.0, -1246.0, 5261.0, 2404.0, 1394.0, -84.0, 1712.0, -2912.0, -765.0, -1386.0, 5213.0, 3571.0, -539.0, -265.0, 674.0, -2384.0, 0
-274.0, 1468.0, 747.0, 83.0, 877.0, -286.0, 2744.0, -117.0, -363.0, 106.0, -971.0, -146.0, 45.0, -65.0, -41.0, -607.0, 2121.0, 1831.0, 182.0, 655.0, 1
2483.0, -1317.0, 1173.0, -831.0, -1069.0, -1245.0, 57.0, 591.0, 634.0, 2.0, -1154.0, 409.0, -34.0, 2098.0, 1712.0, 1596.0, 1629.0, 1165.0, 133.0, 1795.0, 1
972.0, 69.0, 2.0, 779.0, 3.0, 649.0, 328.0, 18.0, 208.0, 597.0, -899.0, -1448.0, 483.0, -241.0, 983.0, 217.0, 3245.0, 42.0, 2208.0, 806.0, 1
1133.0, 408.0, 42.0, -1972.0, 813.0, 441.0, 105.0, -585.0, 4246.0, 124.0, -1088.0, -704.0, 384.0, -2215.0, 1514.0, -37.0, 2833.0, -965.0, 2134.0, -1979.0, 0
