@relation magic-2
@attribute FLength real [4.2835, 334.177]
@attribute FWidth real [0.0, 256.382]
@attribute FSize real [1.9413, 5.3233]
@attribute FConc real [0.0131, 0.893]
@attribute FConc1 real [3.0E-4, 0.6752]
@attribute FAsym real [-457.9161, 575.2407]
@attribute FM3Long real [-331.78, 238.321]
@attribute FM3Trans real [-205.8947, 179.851]
@attribute FAlpha real [0.0, 90.0]
@attribute FDist real [1.2826, 495.561]
@attribute Class {g, h}
@inputs FLength, FWidth, FSize, FConc, FConc1, FAsym, FM3Long, FM3Trans, FAlpha, FDist
@outputs Class
@data
26.7897, 13.7595, 2.5521, 0.4236, 0.2174, 29.6339, 20.456, -2.9292, 0.812, 237.134, g
46.7619, 15.1993, 2.5786, 0.3377, 0.1913, 24.7548, 43.8771, -6.6812, 7.875, 102.251, g
36.1741, 17.6865, 2.946, 0.2865, 0.1591, -4.7746, -18.9697, 11.3256, 0.254, 191.455, g
75.2057, 31.6833, 3.1334, 0.192, 0.0997, -58.1243, 43.08, 10.3219, 1.5926, 282.915, g
73.6263, 35.582, 3.4533, 0.2493, 0.1333, -48.0377, 42.6119, -26.2742, 4.471, 372.317, g
13.2617, 10.7145, 2.1319, 0.7823, 0.4096, 14.7178, 2.4666, -11.8517, 68.604, 107.851, g
19.6562, 9.7376, 2.238, 0.578, 0.3266, -24.0292, -9.836, -2.8001, 63.03, 118.341, g
26.0862, 12.5473, 2.4099, 0.4397, 0.2354, 16.3451, 14.9018, 5.6343, 4.1527, 183.852, g
26.8928, 17.7678, 2.8439, 0.3782, 0.2357, -1.6706, -8.159, -15.8111, 23.821, 109.02, g
13.1155, 10.1083, 2.1973, 0.8, 0.5238, 12.3051, 7.4928, 10.0776, 58.845, 166.287, g
60.8598, 18.7033, 2.6128, 0.2561, 0.1378, 42.4917, 33.7518, 12.0692, 4.182, 146.803, g
72.969, 19.2006, 3.008, 0.2749, 0.1537, -47.3236, 42.1489, -10.2088, 4.087, 291.175, g
42.1441, 13.7346, 2.7459, 0.3339, 0.1966, 31.7383, 19.1549, 7.9992, 1.7038, 228.537, g
52.221, 12.2973, 2.6435, 0.4523, 0.3125, -25.0167, -41.2341, 6.56, 5.096, 185.44, g
92.6284, 33.594, 3.5469, 0.1703, 0.1134, -57.3109, 62.6011, -13.1964, 6.878, 273.371, g
50.0122, 17.8938, 3.0388, 0.257, 0.1331, 42.9603, 19.7787, -11.2019, 2.8523, 201.766, g
63.7616, 24.1374, 3.1096, 0.2712, 0.1356, 56.2044, 57.895, 8.1977, 3.473, 243.311, g
21.1221, 9.3478, 2.2967, 0.697, 0.452, 18.4225, 20.1723, -11.544, 75.3948, 167.109, g
26.466, 18.778, 2.6107, 0.4044, 0.2463, 13.4573, 9.0185, 6.0375, 6.6995, 169.81, g
18.9671, 12.7729, 2.4417, 0.557, 0.3165, 16.1166, 11.5546, -8.1819, 31.4965, 163.805, g
33.5123, 15.0057, 2.4742, 0.4866, 0.3104, 33.7307, 27.5196, 2.2896, 6.8985, 199.944, g
40.749, 26.1492, 3.2122, 0.1933, 0.1009, 29.9765, -24.5987, 8.9177, 8.364, 169.123, g
35.9225, 14.7049, 2.5224, 0.3093, 0.1607, -5.9833, -17.4181, 12.4547, 2.969, 131.396, g
32.0949, 13.4114, 2.6915, 0.4049, 0.237, 40.987, 17.3007, 6.6499, 14.233, 197.379, g
13.1469, 10.548, 2.2467, 0.7819, 0.4788, -13.3907, -4.7953, 10.6172, 27.3603, 225.093, g
32.4734, 11.2154, 2.7271, 0.4799, 0.3008, 15.6316, 30.4684, -10.7728, 6.915, 93.2392, g
91.9495, 29.2949, 3.3654, 0.2233, 0.1416, -48.1293, 43.1926, 22.0904, 4.1635, 291.833, g
50.1872, 27.6518, 3.4718, 0.1859, 0.096, 14.543, 53.802, -10.5164, 17.073, 93.8376, g
35.5524, 15.3608, 2.7945, 0.3579, 0.1806, -10.5469, 22.0225, 6.9349, 13.69, 166.058, g
22.7946, 17.6215, 2.2889, 0.473, 0.2442, -25.018, -12.1896, -12.0047, 37.2132, 173.349, g
