@relation magic-2
@attribute FLength real [4.2835, 334.177]
@attribute FWidth real [0.0, 256.382]
@attribute FSize real [1.9413, 5.3233]
@attribute FConc real [0.0131, 0.893]
@attribute FConc1 real [3.0E-4, 0.6752]
@attribute FAsym real [-457.9161, 575.2407]
@attribute FM3Long real [-331.78, 238.321]
@attribute FM3Trans real [-205.8947, 179.851]
@attribute FAlpha real [0.0, 90.0]
@attribute FDist real [1.2826, 495.561]
@attribute Class {g, h}
@inputs FLength, FWidth, FSize, FConc, FConc1, FAsym, FM3Long, FM3Trans, FAlpha, FDist
@outputs Class
@data
29.4741, 22.4581, 2.6258, 0.3077, 0.174, 18.1242, 22.7035, 13.1673, 48.0364, 214.126, g
91.6423, 71.8818, 3.8484, 0.078, 0.043, -56.7107, 72.3016, 60.019, 16.622, 285.414, g
20.3836, 9.0462, 2.3365, 0.6359, 0.3894, 22.27, 12.9487, -2.0403, 43.0032, 66.1667, g
66.7336, 24.94, 3.4357, 0.1683, 0.0889, 27.3604, 67.0539, -7.3935, 9.941, 223.912, g
30.3331, 14.9817, 2.4526, 0.4762, 0.2416, -32.2094, -20.1641, -5.1006, 0.9075, 74.5242, g
20.9491, 7.0366, 2.1414, 0.7292, 0.3935, -22.9802, -12.1656, 6.0883, 40.656, 146.512, g
92.937, 22.1354, 3.0885, 0.3108, 0.1937, 18.6509, 48.5227, 14.2821, 3.497, 358.99, g
39.3737, 12.0817, 2.7763, 0.3213, 0.1615, 18.1724, 13.6391, 6.5266, 3.7449, 201.01, g
19.5793, 14.6976, 2.2934, 0.514, 0.2824, -6.8054, 17.3916, -4.9889, 13.17, 130.918, g
39.1755, 26.3821, 2.7966, 0.345, 0.2005, -38.1241, 25.4219, 17.0574, 6.4974, 299.173, g
25.4762, 12.0898, 2.4048, 0.4134, 0.2303, 7.0323, 15.7982, 6.2085, 24.847, 193.349, g
32.0586, 15.6976, 2.5072, 0.3826, 0.2037, -2.3114, -17.7455, -11.3244, 12.1807, 193.794, g
92.5854, 11.2825, 3.0071, 0.3119, 0.1923, -68.649, -48.92, 6.7814, 2.5099, 293.081, g
50.8293, 20.0939, 3.3959, 0.2162, 0.1236, 38.7703, 41.463, 9.3292, 3.6565, 189.155, g
35.8144, 12.3164, 2.57, 0.393, 0.214, 17.8018, 20.673, -6.2792, 23.123, 142.372, g
29.3108, 14.6309, 2.6464, 0.4402, 0.2223, 6.1452, -19.1932, 11.3697, 24.109, 69.2467, g
117.749, 33.2446, 3.1921, 0.1606, 0.0806, 98.9071, 129.932, -17.914, 2.582, 188.983, g
22.5539, 9.7776, 2.2068, 0.559, 0.2888, -4.0544, 16.5945, 10.4839, 9.215, 236.65, g
85.9355, 29.9215, 3.0755, 0.3134, 0.1735, -44.0508, -20.0659, -14.117, 4.7597, 335.983, g
23.2114, 18.431, 2.7466, 0.414, 0.2195, 22.8049, 22.652, 11.7008, 2.8462, 51.4993, g
23.1587, 0.0046, 2.1319, 0.7675, 0.3875, 25.3507, 15.0322, 0.0, 61.5621, 147.73, g
33.3045, 14.4421, 2.6862, 0.3687, 0.2029, 1.7249, -9.9052, 8.066, 5.2437, 215.956, g
20.9663, 12.7298, 2.3274, 0.4282, 0.2141, 16.9437, 5.9588, -8.9597, 47.8491, 218.66, g
13.0557, 10.9159, 2.2188, 0.7613, 0.4502, -14.0863, 5.2668, 10.5095, 74.1884, 175.677, g
50.5984, 25.8939, 3.0586, 0.2464, 0.1315, 10.7891, 35.9762, 19.5228, 8.44, 270.007, g
37.6518, 15.2293, 2.8561, 0.4805, 0.3015, 24.9532, 37.9769, 6.2648, 7.803, 184.216, g
24.5581, 15.468, 2.6628, 0.3957, 0.1989, 10.2036, 12.6949, 8.5211, 26.996, 165.258, g
36.1618, 25.9263, 3.1178, 0.2127, 0.1216, 14.0562, 20.1419, 14.7248, 33.371, 142.269, g
20.5056, 12.823, 2.3531, 0.51, 0.2683, 9.9865, 14.0662, 8.7369, 1.701, 205.635, g
34.3373, 16.4943, 2.8109, 0.3246, 0.1862, -2.201, -29.0313, -12.3771, 48.259, 30.8191, g
72.7983, 23.2986, 3.3429, 0.1589, 0.0815, 46.2421, 59.0347, 12.2292, 7.4414, 206.648, g
38.525, 28.8308, 3.0257, 0.2375, 0.1513, 15.7854, 11.6545, -18.0274, 2.3112, 119.196, g
68.6967, 24.7983, 3.1733, 0.1858, 0.0996, 19.6607, 76.9693, 23.1282, 3.4614, 178.712, g
30.251, 13.6492, 2.6946, 0.3495, 0.1768, -1.3097, 17.8866, -9.1995, 2.103, 154.642, g
23.3751, 12.5305, 2.3243, 0.5924, 0.3104, 28.3051, 4.9827, -7.8915, 33.8435, 94.5324, g
32.9957, 12.5757, 2.4175, 0.5507, 0.327, 20.9195, 26.5732, -10.0969, 71.066, 65.1353, g
28.4739, 21.2686, 2.6862, 0.2945, 0.1637, 26.7542, 12.1834, -16.0947, 25.431, 30.4329, g
27.8546, 16.5647, 2.882, 0.4173, 0.2277, -12.7839, -19.3784, 9.745, 4.1367, 213.389, g
23.4123, 14.7674, 2.4997, 0.4684, 0.2927, 8.6813, 14.9779, -13.7075, 39.4624, 212.326, g
106.364, 49.748, 4.3237, 0.0584, 0.0301, 10.6809, 83.0956, -23.9498, 0.624, 244.643, g
31.4417, 19.7318, 2.9827, 0.333, 0.1722, 23.7303, 21.7099, 10.6866, 27.914, 96.3967, g
12.9683, 11.098, 2.3149, 0.7458, 0.4431, 14.3448, -6.908, -9.6018, 38.1314, 162.358, g
43.9643, 15.1253, 2.8454, 0.3212, 0.2034, -24.454, -25.9433, 11.334, 1.228, 171.96, g
72.6419, 23.1654, 3.0101, 0.2794, 0.1832, -32.2986, 41.3698, -20.6375, 2.1522, 329.579, g
112.635, 31.147, 2.9868, 0.1918, 0.1139, -117.267, 89.9887, 23.0827, 17.724, 277.313, g
61.374, 22.8597, 3.0245, 0.2108, 0.112, 47.2363, 46.4616, 15.9629, 3.713, 262.058, g
12.641, 9.2152, 2.2516, 0.8235, 0.619, 9.8947, 10.0579, -7.2618, 31.8219, 175.094, g
71.3468, 25.1598, 3.0253, 0.2047, 0.1203, -120.403, 51.7147, 14.6913, 8.6575, 211.858, g
22.7103, 17.5142, 2.541, 0.3683, 0.2, -9.0837, 9.9208, -15.8225, 78.773, 140.182, g
20.3131, 14.9422, 2.3838, 0.4463, 0.2624, 0.4564, -6.377, -3.9695, 37.287, 230.014, g
34.313, 17.8379, 2.7694, 0.3895, 0.2338, 11.8881, -26.385, 9.2888, 4.4274, 191.113, g
19.2295, 11.4438, 2.3655, 0.5991, 0.3039, -10.422, -18.4222, 8.9212, 24.262, 222.838, g
19.7062, 17.9125, 2.3589, 0.477, 0.2516, 12.2868, 18.3755, -10.408, 29.7652, 177.847, g
35.3335, 12.5989, 2.6702, 0.3974, 0.2041, 28.1225, -17.0134, -10.1084, 5.8315, 194.634, g
38.2407, 14.7608, 2.73, 0.3557, 0.1853, -42.045, -20.474, 7.3276, 3.9659, 203.657, g
25.9826, 13.9899, 2.6556, 0.4243, 0.2906, 15.9402, 8.8205, 7.689, 4.752, 94.0805, g
21.0167, 8.4981, 2.3541, 0.677, 0.4137, 22.0759, 13.7412, -0.9055, 9.3744, 180.579, g
