@relation glass-5
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 3.5]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 6.21]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute typeGlass {1, 2, 3, 4, 5, 6, 7}
@inputs RI, Na, Mg, Al, Si, K, Ca, Ba, Fe
@outputs typeGlass
@data
1.51898632, 13.58285, 3.34954, 1.23053, 72.078, 0.58995, 8.90548, 0.0, 0.0, 1
1.51837126, 13.1373, 2.84217, 1.27868, 72.8508, 0.55269, 9.06688, 0.0, 0.0, 1
1.52666318, 13.9885, 3.69976, 0.71051, 71.5684, 0.01863, 9.82008, 0.0, 0.051, 1
1.52171992, 13.4831, 3.74017, 0.8999, 72.0108, 0.18009, 9.60488, 0.0, 0.0357, 1
1.51736894, 12.7782, 3.61894, 1.29152, 72.7892, 0.58995, 8.70104, 0.0, 0.0, 1
1.51755118, 12.7117, 3.42138, 1.19843, 73.198, 0.58995, 8.63648, 0.0, 0.0, 1
1.51905466, 13.6028, 3.61894, 1.10855, 72.638, 0.14283, 8.75484, 0.0, 0.0, 1
1.51629828, 12.7117, 3.33158, 1.49054, 73.282, 0.67068, 8.23836, 0.0, 0.0, 2
1.52725546, 13.8023, 3.15198, 0.65915, 70.5716, 0.08073, 11.63852, 0.0, 0.0, 2
1.5170728, 13.7225, 3.6818, 1.81154, 72.0612, 0.63963, 7.88328, 0.0, 0.0, 2
1.52474966, 11.4482, 0.0, 1.87895, 72.19, 0.8073, 13.24176, 0.0, 0.1734, 2
1.51789288, 13.1905, 3.90181, 1.30115, 72.33, 0.55269, 8.4428, 0.0, 0.1428, 2
1.51839404, 12.85135, 3.66833, 1.24016, 72.5708, 0.621, 8.67952, 0.0, 0.1785, 2
1.51652608, 13.5629, 3.56955, 1.47128, 72.4476, 0.63963, 7.9586, 0.0, 0.0, 2
1.52019366, 13.98185, 1.35149, 1.62857, 71.7588, 0.39123, 10.56252, 0.0, 0.51, 2
1.52210718, 14.188, 3.78058, 0.90953, 71.3612, 0.22977, 9.1422, 0.0, 0.1887, 3
1.51768786, 13.64935, 3.65935, 1.10855, 72.7724, 0.11178, 8.6042, 0.0, 0.0, 3
1.51994308, 13.2703, 0.0, 1.76018, 73.03, 0.47196, 11.31572, 0.0, 0.0, 5
1.51299518, 14.4008, 1.74212, 1.53869, 74.5476, 0.0, 7.59276, 0.0, 0.0, 6
1.52064926, 14.3609, 0.0, 2.02019, 73.422, 0.0, 8.4428, 1.64115, 0.0, 7
1.5163894, 14.36755, 0.0, 2.73923, 72.8508, 0.0, 9.45424, 0.53865, 0.0, 7
1.51682222, 14.5604, 0.0, 1.97846, 73.2876, 0.0, 8.51812, 1.5687, 0.0357, 7
