@relation .a/segment-3/segment-3
@attribute Region-centroid-col real [1.0, 254.0]
@attribute Region-centroid-row real [11.0, 251.0]
@attribute Region-pixel-count real [9.0, 10.0]
@attribute Short-line-density-5 real [0.0, 0.33333334]
@attribute Short-line-density-2 real [0.0, 0.22222222]
@attribute Vedge-mean real [0.0, 29.222221]
@attribute Vegde-sd real [0.0, 991.7184]
@attribute Hedge-mean real [0.0, 44.722225]
@attribute Hedge-sd real [-1.5894573E-8, 1386.3292]
@attribute Intensity-mean real [0.0, 143.44444]
@attribute Rawred-mean real [0.0, 137.11111]
@attribute Rawblue-mean real [0.0, 150.88889]
@attribute Rawgreen-mean real [0.0, 142.55556]
@attribute Exred-mean real [-49.666668, 9.888889]
@attribute Exblue-mean real [-12.444445, 82.0]
@attribute Exgreen-mean real [-33.88889, 24.666666]
@attribute Value-mean real [0.0, 150.88889]
@attribute Saturatoin-mean real [0.0, 1.0]
@attribute Hue-mean real [-3.0441751, 2.9124804]
@attribute Class {1, 2, 3, 4, 5, 6, 7}
@inputs Region-centroid-col, Region-centroid-row, Region-pixel-count, Short-line-density-5, Short-line-density-2, Vedge-mean, Vegde-sd, Hedge-mean, Hedge-sd, Intensity-mean, Rawred-mean, Rawblue-mean, Rawgreen-mean, Exred-mean, Exblue-mean, Exgreen-mean, Value-mean, Saturatoin-mean, Hue-mean
@outputs Class
@data
197.0, 229.0, 9.0, 0.0, 0.0, 1.3888885, 1.5740727, 1.1666662, 0.5666664, 17.74074, 14.111111, 17.88889, 21.222221, -10.888889, 0.44444445, 10.444445, 21.222221, 0.3357168, 2.651605, 7
107.0, 146.0, 9.0, 0.0, 0.0, 1.888889, 1.0074077, 2.111111, 1.3185171, 21.37037, 16.777779, 29.666666, 17.666668, -13.777778, 24.88889, -11.111111, 29.666666, 0.43278608, -2.1649706, 4
218.0, 115.0, 9.0, 0.0, 0.0, 0.944444, 0.5340271, 0.38888898, 0.38968194, 22.962963, 19.444445, 29.444445, 20.0, -10.555555, 19.444445, -8.888889, 29.444445, 0.33914888, -2.1486697, 5
50.0, 199.0, 9.0, 0.0, 0.0, 3.2222226, 2.9789395, 5.611111, 4.6159945, 55.666668, 49.11111, 69.77778, 48.11111, -19.666666, 42.333332, -22.666666, 69.77778, 0.31241447, -2.0454311, 6
56.0, 107.0, 9.0, 0.0, 0.0, 1.1111107, 0.20740713, 4.722223, 20.196299, 49.814816, 46.22222, 58.333332, 44.88889, -10.777778, 25.555555, -14.777778, 58.333332, 0.23045462, -1.9914447, 4
67.0, 136.0, 9.0, 0.0, 0.0, 6.722223, 3.7083488, 2.6666667, 3.1972213, 15.518518, 9.0, 25.333334, 12.222222, -19.555555, 29.444445, -9.888889, 25.333334, 0.66081303, -2.3075109, 3
37.0, 120.0, 9.0, 0.0, 0.0, 0.83333325, 0.3444444, 1.0555556, 0.46296284, 1.925926, 0.22222222, 4.4444447, 1.1111112, -5.111111, 7.5555553, -2.4444444, 4.4444447, 0.962963, -2.298085, 3
194.0, 72.0, 9.0, 0.0, 0.0, 1.0, 0.39999798, 1.1666666, 1.1444412, 93.44444, 79.22222, 117.111115, 84.0, -42.666668, 71.0, -28.333334, 117.111115, 0.3234209, -2.2257798, 2
122.0, 123.0, 9.0, 0.0, 0.0, 0.6111111, 0.374074, 0.49999997, 0.21111104, 1.1851852, 0.0, 3.3333333, 0.22222222, -3.5555556, 6.4444447, -2.8888888, 3.3333333, 1.0, -2.142674, 3
129.0, 157.0, 9.0, 0.0, 0.0, 2.4444444, 3.5407405, 2.222222, 1.718518, 23.148148, 18.222221, 32.0, 19.222221, -14.777778, 26.555555, -11.777778, 32.0, 0.43023896, -2.169368, 4
140.0, 161.0, 9.0, 0.0, 0.0, 0.27777767, 0.3277306, 0.7777777, 0.6206328, 15.740741, 12.444445, 14.333333, 20.444445, -9.888889, -4.2222223, 14.111111, 20.444445, 0.39095718, 2.3451326, 7
95.0, 71.0, 9.0, 0.0, 0.0, 1.0555534, 1.0851825, 2.2222214, 3.7629638, 105.666664, 96.666664, 122.44444, 97.888885, -27.0, 50.333332, -23.333334, 122.44444, 0.21226363, -2.1431594, 2
153.0, 192.0, 9.0, 0.0, 0.0, 3.3888893, 1.7815926, 7.444444, 4.1347656, 53.444443, 47.333332, 65.0, 48.0, -18.333334, 34.666668, -16.333334, 65.0, 0.27272084, -2.1641955, 6
63.0, 19.0, 9.0, 0.0, 0.0, 2.4444447, 1.1863403, 1.4444447, 0.8861062, 45.185184, 38.0, 58.77778, 38.77778, -21.555555, 40.77778, -19.222221, 58.77778, 0.35522667, -2.1336765, 4
21.0, 123.0, 9.0, 0.0, 0.0, 0.88888836, 0.38518608, 1.0, 0.3555552, 19.296297, 15.666667, 26.333334, 15.888889, -10.888889, 21.11111, -10.222222, 26.333334, 0.4089133, -2.1157336, 4
32.0, 95.0, 9.0, 0.0, 0.0, 1.2777776, 1.0407408, 2.2222223, 3.096295, 3.148148, 0.7777778, 7.4444447, 1.2222222, -7.111111, 12.888889, -5.7777777, 7.4444447, 0.9195971, -2.1519582, 3
49.0, 139.0, 9.0, 0.0, 0.0, 0.16666669, 0.07777779, 0.33333337, 0.0888889, 0.44444445, 0.0, 1.3333334, 0.0, -1.3333334, 2.6666667, -1.3333334, 1.3333334, 0.7777778, -2.0943952, 3
172.0, 60.0, 9.0, 0.0, 0.0, 0.8333333, 0.38888627, 1.0555559, 0.32962748, 123.666664, 114.0, 138.33334, 118.666664, -29.0, 44.0, -15.0, 138.33334, 0.17584375, -2.2933865, 2
180.0, 141.0, 9.0, 0.0, 0.0, 0.055555563, 0.13608278, 0.055555556, 0.13608277, 0.037037037, 0.0, 0.11111111, 0.0, -0.11111111, 0.22222222, -0.11111111, 0.11111111, 0.11111111, -2.0943952, 5
189.0, 184.0, 9.0, 0.0, 0.11111111, 1.666666, 0.84327394, 2.7777774, 2.0073938, 50.592594, 45.88889, 62.333332, 43.555557, -14.111111, 35.22222, -21.11111, 62.333332, 0.30094525, -1.9644797, 6
93.0, 195.0, 9.0, 0.0, 0.0, 1.833334, 1.2064636, 4.0555553, 2.1230652, 61.592594, 54.666668, 76.66667, 53.444443, -20.777779, 45.22222, -24.444445, 76.66667, 0.30559286, -2.0371156, 6
40.0, 17.0, 9.0, 0.0, 0.0, 1.2777761, 0.95258045, 1.4444453, 1.1088861, 70.51852, 62.444443, 86.55556, 62.555557, -24.222221, 48.11111, -23.88889, 86.55556, 0.28623843, -2.098521, 4
156.0, 49.0, 9.0, 0.0, 0.0, 1.0555547, 0.57413435, 1.2222208, 0.54433155, 38.037037, 35.666668, 44.11111, 34.333336, -7.111111, 18.222221, -11.111111, 44.11111, 0.22118697, -1.949745, 4
244.0, 108.0, 9.0, 0.0, 0.0, 6.5, 5.1022863, 1.7222223, 0.827759, 23.703703, 20.0, 30.444445, 20.666668, -11.111111, 20.222221, -9.111111, 30.444445, 0.36533174, -2.1543908, 5
20.0, 134.0, 9.0, 0.0, 0.0, 0.6666667, 0.088888995, 0.61111116, 0.24074072, 2.9629629, 1.1111112, 6.4444447, 1.3333334, -5.5555553, 10.444445, -4.888889, 6.4444447, 0.8292328, -2.133095, 5
34.0, 13.0, 9.0, 0.0, 0.0, 0.22222011, 0.17213097, 1.5555534, 0.54433, 70.37037, 60.666668, 88.111115, 62.333332, -29.11111, 53.22222, -24.11111, 88.111115, 0.3114367, -2.1549888, 4
60.0, 181.0, 9.0, 0.11111111, 0.0, 1.6666666, 1.2000005, 2.6666667, 2.0888875, 19.62963, 17.11111, 17.88889, 23.88889, -7.5555553, -5.2222223, 12.777778, 23.88889, 0.28569087, 2.1891353, 7
152.0, 18.0, 9.0, 0.0, 0.0, 0.7777774, 0.4554219, 0.55555725, 0.2721644, 112.111115, 97.22222, 130.44444, 108.666664, -44.666668, 55.0, -10.333333, 130.44444, 0.2546684, -2.45498, 2
23.0, 129.0, 9.0, 0.0, 0.0, 0.5, 0.077777795, 0.38888887, 0.15185186, 0.5185185, 0.0, 1.5555556, 0.0, -1.5555556, 3.1111112, -1.5555556, 1.5555556, 0.7777778, -2.0943952, 3
32.0, 113.0, 9.0, 0.0, 0.0, 0.50000006, 0.07777767, 0.27777782, 0.15185188, 6.148148, 7.2222223, 7.7777777, 3.4444444, 3.2222223, 4.888889, -8.111111, 7.888889, 0.56349206, -1.175454, 1
178.0, 25.0, 9.0, 0.0, 0.0, 0.7222214, 0.32773143, 1.5555559, 1.2412641, 44.814816, 39.555557, 55.0, 39.88889, -15.777778, 30.555555, -14.777778, 55.0, 0.2845817, -2.1188104, 4
253.0, 192.0, 9.0, 0.0, 0.0, 2.1666667, 2.0083156, 2.5555553, 1.5444032, 47.51852, 42.333336, 59.22222, 41.0, -15.555555, 35.11111, -19.555555, 59.22222, 0.3074729, -2.020234, 6
114.0, 238.0, 9.0, 0.0, 0.0, 1.666667, 1.1352924, 1.4444445, 1.0680548, 13.62963, 11.111111, 10.666667, 19.11111, -7.5555553, -8.888889, 16.444445, 19.11111, 0.46145898, 2.0466826, 7
167.0, 57.0, 9.0, 0.0, 0.0, 0.94444656, 0.37407315, 0.7777799, 0.6962966, 98.59259, 84.0, 121.55556, 90.22222, -43.77778, 68.888885, -25.11111, 121.55556, 0.3088128, -2.264402, 2
75.0, 113.0, 9.0, 0.0, 0.11111111, 2.944445, 4.1226563, 6.1666665, 6.2245026, 27.88889, 17.11111, 44.22222, 22.333334, -32.333332, 49.0, -16.666666, 44.22222, 0.62207055, -2.2966495, 3
110.0, 196.0, 9.0, 0.0, 0.11111111, 3.666666, 1.8618978, 6.888888, 4.8610306, 52.48148, 46.88889, 65.0, 45.555557, -16.777779, 37.555557, -20.777779, 65.0, 0.29762968, -2.0225987, 6
133.0, 182.0, 9.0, 0.0, 0.0, 2.5000012, 5.4555516, 8.666666, 71.24447, 29.777779, 27.222221, 35.444447, 26.666666, -7.6666665, 17.0, -9.333333, 35.88889, 0.25607783, -2.2177355, 6
37.0, 114.0, 9.0, 0.33333334, 0.0, 1.388889, 2.0185165, 3.8888884, 3.7629619, 17.222221, 19.0, 20.11111, 12.555555, 5.3333335, 8.666667, -14.0, 20.555555, 0.39369074, -1.1766617, 1
174.0, 115.0, 9.0, 0.0, 0.0, 2.444444, 3.407407, 3.6666663, 12.266669, 29.481482, 23.11111, 40.11111, 25.222221, -19.11111, 31.88889, -12.777778, 40.11111, 0.42149335, -2.2186553, 5
29.0, 66.0, 9.0, 0.0, 0.0, 2.5555553, 2.1629624, 2.1666667, 5.144446, 22.62963, 21.222221, 29.88889, 16.777779, -4.2222223, 21.777779, -17.555555, 29.88889, 0.43824613, -1.7335443, 1
123.0, 187.0, 9.0, 0.0, 0.0, 2.6666667, 1.8499243, 3.444444, 1.6555183, 58.666668, 52.555557, 72.55556, 50.88889, -18.333334, 41.666668, -23.333334, 72.55556, 0.29855335, -2.0135245, 6
51.0, 64.0, 9.0, 0.0, 0.0, 17.5, 1.206455, 0.6666673, 0.6992055, 40.0, 35.22222, 50.11111, 34.666668, -14.333333, 30.333334, -16.0, 50.11111, 0.31010145, -2.030269, 4
147.0, 111.0, 9.0, 0.0, 0.0, 0.38888893, 0.1518518, 0.4444445, 0.118518546, 5.6666665, 7.0, 7.0, 3.0, 4.0, 4.0, -8.0, 7.3333335, 0.59126985, -1.0414338, 1
177.0, 85.0, 9.0, 0.0, 0.0, 0.8333333, 0.16666768, 0.88888806, 0.429629, 93.55556, 79.22222, 118.0, 83.44444, -43.0, 73.333336, -30.333334, 118.0, 0.32860348, -2.2084136, 2
216.0, 17.0, 9.0, 0.0, 0.0, 0.6666654, 0.51639974, 1.2777786, 1.0201668, 126.14815, 115.0, 141.88889, 121.55556, -33.444443, 47.22222, -13.777778, 141.88889, 0.18946369, -2.3484151, 2
121.0, 120.0, 9.0, 0.0, 0.0, 0.9444445, 0.250924, 0.72222215, 0.8798147, 3.5185184, 1.1111112, 6.5555553, 2.8888888, -7.2222223, 9.111111, -1.8888888, 6.5555553, 0.8399471, -2.4337952, 3
233.0, 124.0, 9.0, 0.11111111, 0.0, 2.1111114, 1.5006171, 2.0555553, 0.49065465, 40.925926, 35.77778, 51.444443, 35.555557, -15.444445, 31.555555, -16.11111, 51.444443, 0.31709695, -2.0769668, 4
173.0, 93.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5
223.0, 141.0, 9.0, 0.11111111, 0.0, 2.111111, 1.8074076, 0.7777777, 0.16296323, 9.851851, 6.0, 16.555555, 7.0, -11.555555, 20.11111, -8.555555, 16.555555, 0.6402237, -2.191662, 5
137.0, 105.0, 9.0, 0.0, 0.11111111, 10.722224, 16.507421, 31.222223, 650.42957, 42.851852, 35.77778, 52.666668, 40.11111, -21.222221, 29.444445, -8.222222, 52.666668, 0.37578005, -2.380238, 3
191.0, 107.0, 9.0, 0.0, 0.0, 2.0555553, 1.5263124, 10.333333, 3.0110908, 29.222221, 26.88889, 35.88889, 24.88889, -7.0, 20.0, -13.0, 35.88889, 0.31155226, -1.8771589, 4
104.0, 137.0, 9.0, 0.0, 0.0, 0.2777778, 0.1518518, 0.2777778, 0.1518518, 3.7037036, 2.1111112, 7.111111, 1.8888888, -4.7777777, 10.222222, -5.4444447, 7.111111, 0.7319224, -2.0584507, 5
84.0, 86.0, 9.0, 0.0, 0.0, 0.8333346, 0.6912141, 1.1666692, 0.69121444, 105.77778, 92.888885, 124.111115, 100.333336, -38.666668, 55.0, -16.333334, 124.111115, 0.25155202, -2.3437886, 2
141.0, 17.0, 9.0, 0.11111111, 0.22222222, 3.7222226, 4.4493027, 5.0, 2.319004, 44.592594, 40.333336, 54.0, 39.444443, -12.777778, 28.222221, -15.444445, 54.0, 0.26818594, -2.030048, 4
229.0, 104.0, 9.0, 0.0, 0.0, 0.49999985, 0.54772234, 2.8333333, 2.0412421, 19.777779, 16.333334, 26.11111, 16.88889, -10.333333, 19.0, -8.666667, 26.11111, 0.37553233, -2.1506376, 5
163.0, 152.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5
31.0, 62.0, 9.0, 0.0, 0.0, 1.8333336, 0.83333385, 1.8333334, 0.9666677, 21.185184, 20.555555, 27.222221, 15.777778, -1.8888888, 18.11111, -16.222221, 27.222221, 0.4194691, -1.6501234, 1
252.0, 195.0, 9.0, 0.0, 0.0, 2.6111119, 2.091428, 3.722222, 2.2052138, 47.666668, 42.444443, 58.77778, 41.77778, -15.666667, 33.333332, -17.666666, 58.77778, 0.28878826, -2.0516715, 6
76.0, 198.0, 9.0, 0.0, 0.0, 1.7777778, 1.2049282, 1.5000001, 0.69121444, 14.555555, 12.111111, 11.777778, 19.777779, -7.3333335, -8.333333, 15.666667, 19.777779, 0.4115727, 2.0556724, 7
