@relation yeast-3
@attribute Mcg real [0.11, 1.0]
@attribute Gvh real [0.13, 1.0]
@attribute Alm real [0.21, 1.0]
@attribute Mit real [0.0, 1.0]
@attribute Erl real [0.5, 1.0]
@attribute Pox real [0.0, 0.83]
@attribute Vac real [0.0, 0.73]
@attribute Nuc real [0.0, 1.0]
@attribute Class {MIT, NUC, CYT, ME1, ME2, ME3, EXC, VAC, POX, ERL}
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.58, 0.44, 0.57, 0.13, 0.5, 0.0, 0.54, 0.22, NUC
0.66, 0.55, 0.45, 0.19, 0.5, 0.0, 0.46, 0.22, MIT
0.78, 0.74, 0.42, 0.26, 0.5, 0.0, 0.43, 0.22, ME1
0.4, 0.45, 0.57, 0.18, 0.5, 0.0, 0.56, 0.26, CYT
0.57, 0.53, 0.53, 0.34, 0.5, 0.0, 0.53, 0.22, MIT
0.51, 0.54, 0.6, 0.57, 0.5, 0.0, 0.58, 0.22, MIT
0.45, 0.41, 0.5, 0.46, 0.5, 0.5, 0.5, 0.27, POX
0.55, 0.53, 0.55, 0.46, 0.5, 0.0, 0.52, 0.22, MIT
0.45, 0.43, 0.51, 0.24, 0.5, 0.0, 0.54, 0.33, CYT
0.42, 0.31, 0.5, 0.15, 0.5, 0.0, 0.53, 0.22, NUC
0.67, 0.71, 0.52, 0.65, 0.5, 0.0, 0.53, 0.36, NUC
0.49, 0.47, 0.53, 0.16, 0.5, 0.0, 0.48, 0.27, NUC
0.4, 0.42, 0.71, 0.21, 0.5, 0.0, 0.54, 0.32, CYT
0.24, 0.34, 0.69, 0.18, 0.5, 0.0, 0.52, 0.22, CYT
0.55, 0.45, 0.45, 0.54, 0.5, 0.0, 0.5, 0.22, MIT
0.67, 0.68, 0.46, 0.29, 0.5, 0.0, 0.46, 0.22, MIT
0.7, 0.65, 0.54, 0.28, 0.5, 0.0, 0.6, 0.4, VAC
0.47, 0.54, 0.37, 0.14, 0.5, 0.0, 0.5, 0.22, ME3
0.41, 0.45, 0.53, 0.17, 0.5, 0.0, 0.51, 0.25, NUC
0.31, 0.46, 0.54, 0.52, 0.5, 0.0, 0.5, 0.34, NUC
0.46, 0.54, 0.71, 0.15, 0.5, 0.0, 0.59, 0.22, MIT
0.52, 0.54, 0.5, 0.21, 0.5, 0.0, 0.48, 0.3, CYT
0.54, 0.65, 0.49, 0.34, 0.5, 0.0, 0.52, 0.22, CYT
0.92, 0.61, 0.4, 0.22, 0.5, 0.0, 0.54, 0.22, ME2
0.58, 0.53, 0.38, 0.18, 0.5, 0.0, 0.52, 0.22, ME3
0.42, 0.52, 0.4, 0.17, 0.5, 0.0, 0.5, 0.26, ME3
0.35, 0.56, 0.36, 0.3, 0.5, 0.0, 0.53, 0.25, ME3
0.56, 0.59, 0.53, 0.16, 0.5, 0.0, 0.24, 0.42, NUC
0.51, 0.35, 0.46, 0.15, 0.5, 0.0, 0.51, 0.42, CYT
0.59, 0.43, 0.52, 0.19, 0.5, 0.0, 0.55, 0.27, CYT
0.44, 0.51, 0.48, 0.38, 0.5, 0.0, 0.52, 0.22, CYT
0.58, 0.48, 0.56, 0.12, 0.5, 0.0, 0.46, 0.25, NUC
0.56, 0.57, 0.63, 0.39, 1.0, 0.0, 0.59, 0.4, NUC
0.35, 0.4, 0.53, 0.18, 0.5, 0.0, 0.42, 0.38, CYT
0.51, 0.34, 0.43, 0.18, 0.5, 0.0, 0.48, 0.25, CYT
0.45, 0.38, 0.59, 0.18, 0.5, 0.0, 0.44, 0.45, NUC
0.68, 0.5, 0.43, 0.27, 0.5, 0.0, 0.61, 0.22, ME2
0.85, 0.56, 0.33, 0.38, 1.0, 0.0, 0.55, 0.25, ERL
0.59, 0.53, 0.47, 0.26, 0.5, 0.0, 0.53, 0.31, NUC
0.37, 0.55, 0.29, 0.32, 0.5, 0.0, 0.51, 0.22, ME3
0.87, 0.83, 0.57, 0.36, 0.5, 0.0, 0.36, 0.22, EXC
0.52, 0.62, 0.54, 0.19, 0.5, 0.0, 0.5, 0.22, MIT
0.46, 0.4, 0.38, 0.18, 0.5, 0.0, 0.49, 0.22, ME3
0.5, 0.45, 0.48, 0.17, 0.5, 0.0, 0.5, 0.26, CYT
0.46, 0.47, 0.46, 0.16, 0.5, 0.0, 0.51, 0.22, CYT
0.18, 0.48, 0.46, 0.12, 0.5, 0.0, 0.0, 0.25, NUC
0.53, 0.51, 0.51, 0.11, 0.5, 0.0, 0.49, 0.41, NUC
0.57, 0.44, 0.42, 0.2, 0.5, 0.0, 0.54, 0.22, CYT
0.66, 0.52, 0.52, 0.44, 0.5, 0.0, 0.56, 0.27, MIT
0.5, 0.46, 0.64, 0.36, 0.5, 0.0, 0.49, 0.22, MIT
0.44, 0.44, 0.67, 0.35, 0.5, 0.0, 0.48, 0.26, MIT
0.65, 0.53, 0.55, 0.52, 0.5, 0.0, 0.47, 0.27, MIT
0.54, 0.64, 0.5, 0.13, 0.5, 0.0, 0.49, 0.22, MIT
0.61, 0.59, 0.47, 0.49, 0.5, 0.0, 0.54, 0.22, MIT
