@relation yeast-3
@attribute Mcg real [0.11, 1.0]
@attribute Gvh real [0.13, 1.0]
@attribute Alm real [0.21, 1.0]
@attribute Mit real [0.0, 1.0]
@attribute Erl real [0.5, 1.0]
@attribute Pox real [0.0, 0.83]
@attribute Vac real [0.0, 0.73]
@attribute Nuc real [0.0, 1.0]
@attribute Class {MIT, NUC, CYT, ME1, ME2, ME3, EXC, VAC, POX, ERL}
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.43, 0.39, 0.54, 0.21, 0.5, 0.0, 0.53, 0.27, NUC
0.54, 0.48, 0.44, 0.08, 0.5, 0.0, 0.52, 0.27, CYT
0.6, 0.47, 0.45, 0.22, 0.5, 0.0, 0.51, 0.29, CYT
0.34, 0.46, 0.57, 0.09, 0.5, 0.0, 0.55, 0.22, CYT
0.28, 0.58, 0.21, 0.13, 0.5, 0.0, 0.51, 0.22, ME3
0.47, 0.52, 0.5, 0.4, 0.5, 0.0, 0.41, 0.22, CYT
0.4, 0.62, 0.52, 0.31, 0.5, 0.0, 0.49, 0.31, CYT
0.54, 0.49, 0.49, 0.2, 0.5, 0.0, 0.52, 0.22, CYT
0.42, 0.51, 0.5, 0.12, 0.5, 0.0, 0.52, 0.46, NUC
0.35, 0.45, 0.43, 0.11, 0.5, 0.0, 0.56, 0.22, ME3
0.75, 0.7, 0.38, 0.27, 0.5, 0.0, 0.49, 0.22, ME1
0.46, 0.43, 0.38, 0.33, 0.5, 0.0, 0.48, 0.28, MIT
0.52, 0.77, 0.38, 0.34, 0.5, 0.0, 0.51, 0.22, MIT
0.82, 0.78, 0.49, 0.23, 0.5, 0.0, 0.46, 0.22, EXC
0.41, 0.51, 0.58, 0.15, 0.5, 0.0, 0.45, 0.27, CYT
0.42, 0.32, 0.5, 0.21, 0.5, 0.0, 0.51, 0.22, NUC
0.38, 0.48, 0.59, 0.22, 0.5, 0.0, 0.46, 0.22, CYT
0.41, 0.24, 0.54, 0.26, 0.5, 0.0, 0.41, 0.22, NUC
0.5, 0.51, 0.52, 0.09, 0.5, 0.0, 0.48, 0.25, NUC
0.58, 0.6, 0.43, 0.12, 0.5, 0.0, 0.55, 0.22, ME3
0.59, 0.58, 0.46, 0.19, 0.5, 0.0, 0.56, 0.27, CYT
0.34, 0.38, 0.45, 0.19, 0.5, 0.0, 0.51, 0.22, ME2
0.63, 0.62, 0.42, 0.12, 0.5, 0.0, 0.52, 0.25, CYT
0.25, 0.4, 0.51, 0.18, 0.5, 0.0, 0.5, 0.27, CYT
0.35, 0.36, 0.57, 0.17, 0.5, 0.0, 0.52, 0.22, CYT
0.55, 0.66, 0.57, 0.32, 0.5, 0.0, 0.57, 0.34, CYT
0.62, 0.58, 0.52, 0.15, 0.5, 0.0, 0.52, 0.29, CYT
0.45, 0.56, 0.49, 0.17, 0.5, 0.0, 0.52, 0.22, CYT
0.54, 0.56, 0.57, 0.18, 0.5, 0.0, 0.45, 0.25, NUC
0.91, 0.69, 0.57, 0.45, 0.5, 0.0, 0.56, 0.22, ME2
0.2, 0.34, 0.33, 0.1, 0.5, 0.0, 0.48, 0.31, ME3
0.55, 0.41, 0.56, 0.21, 0.5, 0.0, 0.52, 0.22, CYT
0.28, 0.51, 0.55, 0.11, 0.5, 0.0, 0.46, 0.22, NUC
0.39, 0.39, 0.55, 0.52, 0.5, 0.0, 0.37, 0.16, NUC
0.53, 0.68, 0.34, 0.42, 0.5, 0.0, 0.54, 0.27, ME3
0.53, 0.53, 0.53, 0.17, 0.5, 0.0, 0.49, 0.37, NUC
0.33, 0.28, 0.31, 0.24, 0.5, 0.0, 0.53, 0.22, ME3
0.85, 0.85, 0.3, 0.31, 0.5, 0.0, 0.55, 0.42, ME1
0.34, 0.34, 0.61, 0.18, 0.5, 0.0, 0.52, 0.32, NUC
0.43, 0.44, 0.3, 0.18, 0.5, 0.0, 0.51, 0.22, ME3
0.53, 0.56, 0.49, 0.46, 0.5, 0.0, 0.52, 0.22, MIT
0.47, 0.63, 0.66, 0.45, 0.5, 0.0, 0.37, 0.11, MIT
0.43, 0.51, 0.6, 0.25, 0.5, 0.0, 0.55, 0.22, CYT
0.5, 0.46, 0.42, 0.32, 0.5, 0.0, 0.56, 0.55, ME3
0.81, 0.76, 0.32, 0.37, 0.5, 0.0, 0.51, 0.22, ME2
0.23, 0.34, 0.41, 0.28, 0.5, 0.0, 0.5, 0.27, NUC
0.68, 0.5, 0.55, 0.65, 0.5, 0.0, 0.46, 0.31, MIT
0.47, 0.6, 0.35, 0.21, 0.5, 0.0, 0.52, 0.22, ME3
0.55, 0.49, 0.45, 0.18, 0.5, 0.0, 0.49, 0.22, NUC
0.34, 0.54, 0.54, 0.13, 0.5, 0.0, 0.52, 0.22, CYT
0.43, 0.83, 0.55, 0.2, 0.5, 0.0, 0.47, 0.4, NUC
0.45, 0.48, 0.63, 0.67, 0.5, 0.0, 0.48, 0.22, MIT
0.5, 0.49, 0.59, 0.47, 0.5, 0.0, 0.49, 0.36, MIT
0.42, 0.5, 0.53, 0.22, 0.5, 0.83, 0.5, 0.22, POX
0.51, 0.42, 0.56, 0.38, 0.5, 0.0, 0.46, 0.22, MIT
0.52, 0.5, 0.59, 0.31, 0.5, 0.0, 0.5, 0.22, MIT
0.6, 0.57, 0.64, 0.52, 0.5, 0.0, 0.47, 0.28, MIT
0.51, 0.56, 0.51, 0.42, 0.5, 0.0, 0.53, 0.36, MIT
0.52, 0.38, 0.62, 0.12, 0.5, 0.0, 0.41, 0.28, NUC
0.55, 0.53, 0.54, 0.4, 0.5, 0.0, 0.48, 0.22, MIT
0.41, 0.47, 0.58, 0.62, 0.5, 0.0, 0.5, 0.22, MIT
0.57, 0.4, 0.48, 0.24, 0.5, 0.0, 0.55, 0.22, CYT
0.58, 0.38, 0.4, 0.21, 0.5, 0.0, 0.5, 0.22, CYT
0.56, 0.63, 0.52, 0.2, 0.5, 0.0, 0.34, 0.26, NUC
0.25, 0.36, 0.58, 0.3, 0.5, 0.0, 0.58, 0.31, NUC
0.52, 0.64, 0.34, 0.16, 0.5, 0.0, 0.57, 0.22, MIT
0.52, 0.46, 0.51, 0.18, 0.5, 0.0, 0.5, 0.22, CYT
0.59, 0.58, 0.47, 0.61, 0.5, 0.0, 0.44, 0.3, MIT
0.77, 0.72, 0.48, 0.26, 0.5, 0.0, 0.51, 0.22, EXC
0.38, 0.45, 0.37, 0.19, 0.5, 0.0, 0.52, 0.3, ME3
0.47, 0.54, 0.53, 0.77, 0.5, 0.0, 0.52, 0.36, MIT
0.77, 0.78, 0.51, 0.28, 0.5, 0.0, 0.33, 0.22, EXC
0.4, 0.39, 0.33, 0.17, 0.5, 0.0, 0.51, 0.31, VAC
0.55, 0.63, 0.54, 0.16, 0.5, 0.0, 0.45, 0.27, CYT
0.42, 0.53, 0.57, 0.17, 0.5, 0.0, 0.49, 0.22, CYT
0.33, 0.39, 0.52, 0.09, 0.5, 0.0, 0.47, 0.28, NUC
0.33, 0.21, 0.53, 0.15, 1.0, 0.0, 0.52, 0.5, NUC
0.48, 0.5, 0.56, 0.11, 0.5, 0.0, 0.33, 0.22, CYT
0.33, 0.28, 0.5, 0.4, 0.5, 0.0, 0.46, 0.61, NUC
0.49, 0.49, 0.51, 0.29, 0.5, 0.0, 0.52, 0.71, NUC
0.54, 0.53, 0.53, 0.17, 0.5, 0.0, 0.51, 0.39, NUC
0.32, 0.49, 0.53, 0.28, 0.5, 0.0, 0.5, 0.5, NUC
0.34, 0.48, 0.47, 0.19, 0.5, 0.0, 0.5, 0.3, NUC
0.59, 0.51, 0.48, 0.12, 0.5, 0.0, 0.54, 0.31, CYT
0.61, 0.48, 0.56, 0.19, 0.5, 0.0, 0.53, 0.31, CYT
0.36, 0.56, 0.52, 0.18, 0.5, 0.0, 0.45, 0.16, CYT
0.4, 0.45, 0.61, 0.29, 0.5, 0.0, 0.44, 0.22, CYT
0.54, 0.44, 0.55, 0.48, 0.5, 0.0, 0.47, 0.22, CYT
0.32, 0.44, 0.54, 0.21, 0.5, 0.0, 0.4, 0.19, CYT
0.42, 0.38, 0.52, 0.29, 0.5, 0.0, 0.42, 0.22, NUC
0.46, 0.42, 0.51, 0.16, 0.5, 0.0, 0.56, 0.22, CYT
0.56, 0.49, 0.32, 0.22, 0.5, 0.0, 0.5, 0.22, ME2
0.37, 0.42, 0.46, 0.15, 0.5, 0.0, 0.51, 0.31, ME2
0.47, 0.56, 0.53, 0.44, 0.5, 0.0, 0.53, 0.22, MIT
0.42, 0.43, 0.67, 0.7, 0.5, 0.0, 0.42, 0.25, CYT
0.46, 0.56, 0.56, 0.25, 0.5, 0.0, 0.43, 0.22, NUC
0.33, 0.46, 0.6, 0.18, 0.5, 0.0, 0.51, 0.26, NUC
0.51, 0.5, 0.54, 0.11, 0.5, 0.0, 0.6, 0.22, NUC
0.46, 0.41, 0.45, 0.23, 0.5, 0.0, 0.48, 0.22, NUC
0.4, 0.39, 0.6, 0.23, 0.5, 0.0, 0.52, 0.31, NUC
0.52, 0.47, 0.58, 0.18, 0.5, 0.0, 0.34, 0.11, CYT
0.77, 0.73, 0.49, 0.46, 0.5, 0.0, 0.38, 0.22, EXC
0.32, 0.68, 0.51, 0.16, 0.5, 0.83, 0.55, 0.22, POX
0.49, 0.6, 0.54, 0.35, 0.5, 0.0, 0.53, 0.46, NUC
0.44, 0.39, 0.63, 0.11, 0.5, 0.0, 0.49, 0.26, NUC
0.38, 0.51, 0.56, 0.21, 0.5, 0.0, 0.48, 0.31, NUC
0.3, 0.45, 0.55, 0.19, 0.5, 0.0, 0.53, 0.4, CYT
0.42, 0.5, 0.59, 0.17, 0.5, 0.0, 0.51, 0.22, CYT
0.32, 0.32, 0.52, 0.18, 0.5, 0.0, 0.48, 0.34, CYT
0.41, 0.42, 0.53, 0.17, 0.5, 0.0, 0.48, 0.58, NUC
0.79, 0.56, 0.53, 0.19, 0.5, 0.0, 0.47, 0.35, CYT
0.52, 0.51, 0.48, 0.12, 0.5, 0.0, 0.54, 0.31, CYT
0.53, 0.44, 0.54, 0.52, 0.5, 0.0, 0.49, 0.38, NUC
0.48, 0.39, 0.56, 0.23, 0.5, 0.0, 0.6, 0.22, CYT
0.36, 0.51, 0.51, 0.17, 0.5, 0.0, 0.52, 0.22, VAC
0.6, 0.37, 0.52, 0.15, 0.5, 0.0, 0.55, 0.26, VAC
0.65, 0.63, 0.47, 0.22, 0.5, 0.0, 0.52, 0.27, CYT
0.46, 0.52, 0.51, 0.13, 0.5, 0.0, 0.47, 0.22, CYT
0.49, 0.49, 0.4, 0.2, 0.5, 0.0, 0.48, 0.26, ME3
0.57, 0.53, 0.6, 0.28, 0.5, 0.0, 0.52, 0.45, NUC
0.59, 0.56, 0.5, 0.48, 0.5, 0.0, 0.46, 0.22, MIT
0.4, 0.44, 0.47, 0.25, 0.5, 0.0, 0.54, 0.56, NUC
0.8, 0.82, 0.4, 0.31, 0.5, 0.0, 0.57, 0.25, ME1
0.58, 0.63, 0.52, 0.7, 0.5, 0.0, 0.46, 0.22, MIT
0.47, 0.41, 0.53, 0.27, 0.5, 0.0, 0.47, 0.25, MIT
0.5, 0.63, 0.45, 0.13, 0.5, 0.0, 0.45, 0.32, ME3
0.2, 0.6, 0.5, 0.29, 0.5, 0.0, 0.51, 0.22, ME3
0.51, 0.46, 0.41, 0.36, 0.5, 0.0, 0.49, 0.22, ME3
0.77, 0.68, 0.35, 0.19, 0.5, 0.0, 0.53, 0.43, ME1
0.36, 0.48, 0.61, 0.26, 0.5, 0.0, 0.5, 0.16, NUC
0.32, 0.29, 0.29, 0.08, 0.5, 0.0, 0.52, 0.22, ME3
0.72, 0.61, 0.45, 0.3, 0.5, 0.0, 0.54, 0.25, MIT
0.36, 0.46, 0.62, 0.46, 0.5, 0.0, 0.51, 0.33, CYT
0.4, 0.44, 0.49, 0.47, 0.5, 0.0, 0.49, 0.27, NUC
0.59, 0.6, 0.49, 0.43, 0.5, 0.0, 0.53, 0.31, MIT
0.41, 0.39, 0.44, 0.34, 0.5, 0.0, 0.48, 0.4, NUC
0.39, 0.44, 0.28, 0.12, 0.5, 0.0, 0.46, 0.27, ME3
0.41, 0.52, 0.41, 0.11, 0.5, 0.0, 0.54, 0.35, CYT
0.54, 0.52, 0.54, 0.2, 0.5, 0.0, 0.55, 0.25, NUC
0.57, 0.58, 0.58, 0.35, 0.5, 0.0, 0.49, 0.22, MIT
0.6, 0.51, 0.52, 0.45, 0.5, 0.0, 0.5, 0.27, MIT
0.33, 0.48, 0.55, 0.16, 0.5, 0.0, 0.53, 0.75, NUC
0.38, 0.62, 0.52, 0.14, 0.5, 0.0, 0.53, 0.22, CYT
0.51, 0.48, 0.46, 0.29, 0.5, 0.0, 0.54, 0.22, CYT
0.35, 0.42, 0.56, 0.28, 0.5, 0.0, 0.47, 0.22, NUC
0.64, 0.31, 0.53, 0.15, 0.5, 0.0, 0.53, 0.31, CYT
0.54, 0.43, 0.48, 0.27, 0.5, 0.0, 0.44, 0.41, CYT
0.4, 0.43, 0.49, 0.17, 0.5, 0.0, 0.51, 0.36, NUC
