@relation magic-4
@attribute FLength real [4.2835, 334.177]
@attribute FWidth real [0.0, 256.382]
@attribute FSize real [1.9413, 5.3233]
@attribute FConc real [0.0131, 0.893]
@attribute FConc1 real [3.0E-4, 0.6752]
@attribute FAsym real [-457.9161, 575.2407]
@attribute FM3Long real [-331.78, 238.321]
@attribute FM3Trans real [-205.8947, 179.851]
@attribute FAlpha real [0.0, 90.0]
@attribute FDist real [1.2826, 495.561]
@attribute Class {g, h}
@inputs FLength, FWidth, FSize, FConc, FConc1, FAsym, FM3Long, FM3Trans, FAlpha, FDist
@outputs Class
@data
28.7967, 16.0021, 2.6449, 0.3918, 0.1982, 27.7004, 22.011, -8.2027, 40.092, 81.8828, g
96.2327, 46.5165, 4.154, 0.0779, 0.039, 110.355, 85.0486, 43.1844, 4.854, 248.226, g
46.2915, 16.0328, 2.7756, 0.3403, 0.192, 49.9706, 33.3653, -12.7979, 38.707, 75.5234, g
20.3836, 9.0462, 2.3365, 0.6359, 0.3894, 22.27, 12.9487, -2.0403, 43.0032, 66.1667, g
73.6263, 35.582, 3.4533, 0.2493, 0.1333, -48.0377, 42.6119, -26.2742, 4.471, 372.317, g
24.999, 14.6867, 2.5434, 0.432, 0.2332, 5.8044, 19.2386, -10.3623, 9.862, 174.003, g
45.0172, 18.4512, 2.699, 0.284, 0.167, -10.746, -37.5851, -13.6786, 8.718, 178.647, g
59.7337, 17.0227, 2.7997, 0.2966, 0.1895, 51.0255, 54.5868, -14.0979, 5.094, 217.856, g
53.7339, 15.4395, 2.4298, 0.4572, 0.2955, -45.8108, -40.3603, -9.3853, 1.886, 32.6827, g
32.0586, 15.6976, 2.5072, 0.3826, 0.2037, -2.3114, -17.7455, -11.3244, 12.1807, 193.794, g
18.4475, 11.7563, 2.4074, 0.5714, 0.4051, -0.0948, -6.5384, 11.397, 69.2291, 219.394, g
26.8928, 17.7678, 2.8439, 0.3782, 0.2357, -1.6706, -8.159, -15.8111, 23.821, 109.02, g
35.8144, 12.3164, 2.57, 0.393, 0.214, 17.8018, 20.673, -6.2792, 23.123, 142.372, g
25.1576, 12.8638, 2.4564, 0.4615, 0.236, -24.1639, 11.1073, 7.8713, 47.777, 149.657, g
32.7059, 17.1981, 2.5804, 0.4074, 0.2142, 46.6935, 13.1053, 15.3472, 40.3711, 99.7447, g
25.2228, 13.6075, 2.3738, 0.4989, 0.2939, -12.181, -12.8844, 11.3032, 66.649, 78.9436, g
62.6886, 22.612, 3.2496, 0.2077, 0.1084, -100.913, -25.4533, 16.5613, 3.121, 229.768, g
22.5702, 0.0, 2.1629, 0.7904, 0.4021, 5.3609, -15.2145, 0.0, 80.3449, 210.833, g
52.8479, 21.5505, 2.9462, 0.3667, 0.2054, -53.2694, 27.9502, -20.7681, 6.087, 309.622, g
59.817, 14.838, 2.8808, 0.3132, 0.1678, -110.45, 53.9825, 12.1712, 5.235, 289.536, g
21.776, 12.7202, 2.356, 0.6344, 0.3722, 8.4346, 15.5208, -9.1862, 22.3655, 120.076, g
20.6454, 6.839, 2.2844, 0.774, 0.4545, 20.3461, 14.9016, 5.7986, 2.7533, 175.992, g
31.6173, 24.2115, 2.7197, 0.2402, 0.1268, -23.7309, 2.8864, -11.5139, 22.951, 157.613, g
82.3156, 17.9964, 2.7404, 0.3636, 0.2464, -55.8407, -62.4659, -17.9965, 10.08, 288.194, g
23.6179, 20.0571, 2.5224, 0.5495, 0.3739, -1.574, -15.0956, -11.354, 47.786, 86.2468, g
25.0056, 16.7048, 2.2753, 0.4562, 0.2308, 10.5704, 18.3557, -14.0925, 4.2353, 169.08, g
31.5283, 21.6599, 2.8618, 0.3368, 0.1945, 7.1639, 22.6167, 13.2218, 50.0234, 38.7816, g
44.9999, 25.6517, 3.03, 0.2231, 0.1405, -19.3494, -12.726, -18.4786, 46.1539, 15.3696, g
45.8732, 11.2837, 2.5653, 0.3837, 0.219, 43.4461, -19.3437, 2.9659, 4.6366, 192.525, g
43.351, 17.7081, 2.9287, 0.3477, 0.221, 37.3736, 31.5782, -12.4757, 20.664, 140.19, g
49.6601, 22.0999, 3.1746, 0.3017, 0.1843, 17.9069, -25.4435, 8.9821, 5.4509, 197.243, g
36.1618, 25.9263, 3.1178, 0.2127, 0.1216, 14.0562, 20.1419, 14.7248, 33.371, 142.269, g
32.4734, 11.2154, 2.7271, 0.4799, 0.3008, 15.6316, 30.4684, -10.7728, 6.915, 93.2392, g
91.9495, 29.2949, 3.3654, 0.2233, 0.1416, -48.1293, 43.1926, 22.0904, 4.1635, 291.833, g
12.691, 11.6996, 2.0233, 0.7109, 0.3839, 15.6692, -8.7521, 10.1028, 79.5407, 164.163, g
72.7983, 23.2986, 3.3429, 0.1589, 0.0815, 46.2421, 59.0347, 12.2292, 7.4414, 206.648, g
85.4576, 31.2369, 3.2899, 0.1354, 0.0746, -64.0511, 50.385, -16.7292, 2.245, 297.823, g
53.6832, 18.8762, 2.8048, 0.3777, 0.1904, -33.6288, -22.3987, 14.2476, 0.803, 295.812, g
27.1848, 14.0718, 2.4893, 0.4052, 0.2188, -17.8425, 14.9077, 7.5929, 47.377, 183.708, g
72.7908, 23.7428, 3.5405, 0.1803, 0.0903, 34.9796, 74.514, 15.0871, 4.2311, 202.542, g
19.6633, 9.2678, 2.2304, 0.6176, 0.4147, -20.4804, -14.1482, 2.7477, 81.0899, 211.998, g
18.0693, 9.6759, 2.3598, 0.7162, 0.3996, -19.5487, -12.7659, 6.8677, 84.2593, 185.565, g
59.0112, 26.2465, 3.5361, 0.1691, 0.0921, 48.3117, 45.5126, -17.2875, 1.8811, 206.842, g
34.9792, 22.7377, 3.0222, 0.247, 0.1363, 4.3277, 13.4747, 16.9388, 4.075, 94.4528, g
64.5226, 14.9087, 2.5557, 0.3115, 0.1878, 79.1655, -40.6169, -7.4207, 0.47, 198.596, g
63.7006, 19.4801, 3.2033, 0.2549, 0.1362, 65.4462, 46.0652, -11.9541, 8.519, 245.152, g
37.4443, 24.6122, 3.0257, 0.2667, 0.1447, 6.9242, 27.5978, -18.7103, 7.341, 162.335, g
72.6419, 23.1654, 3.0101, 0.2794, 0.1832, -32.2986, 41.3698, -20.6375, 2.1522, 329.579, g
24.9509, 12.2758, 2.4928, 0.4566, 0.2331, 31.4747, 18.5466, 6.3908, 23.425, 184.21, g
73.2648, 27.0787, 3.5292, 0.1718, 0.0897, 28.7515, 67.9722, 18.8744, 6.2195, 285.997, g
13.4592, 10.0133, 2.2055, 0.8162, 0.4704, -13.5799, -6.8066, 11.5805, 17.4488, 116.823, g
12.641, 9.2152, 2.2516, 0.8235, 0.619, 9.8947, 10.0579, -7.2618, 31.8219, 175.094, g
13.109, 10.6767, 2.1156, 0.7739, 0.4713, -13.585, -2.5324, -10.4481, 32.0404, 203.513, g
95.6947, 21.7506, 3.5485, 0.1259, 0.0632, 41.2638, 83.1004, -8.6471, 0.2763, 237.781, g
58.649, 11.4742, 2.7275, 0.3839, 0.2406, -87.1527, 40.9113, -5.2842, 5.308, 254.139, g
30.3594, 16.9003, 2.7033, 0.3248, 0.2069, 10.4975, -13.2944, 5.16, 0.2976, 248.599, g
31.3318, 19.8114, 2.6794, 0.3222, 0.2061, 18.3913, 22.1769, 18.9498, 18.65, 77.5384, g
23.1716, 9.5924, 2.2742, 0.6223, 0.4016, 21.7069, 20.1332, 11.3888, 30.652, 125.416, g
29.5611, 16.2612, 2.5587, 0.3204, 0.1699, 7.6545, -8.9151, -5.6478, 23.721, 118.679, g
27.1259, 12.9634, 2.5653, 0.3918, 0.1973, -13.1926, -16.2096, 4.5179, 21.073, 99.2327, g
