@relation penbased-2
@attribute At1 integer [0, 100]
@attribute At2 integer [0, 100]
@attribute At3 integer [0, 100]
@attribute At4 integer [0, 100]
@attribute At5 integer [0, 100]
@attribute At6 integer [0, 100]
@attribute At7 integer [0, 100]
@attribute At8 integer [0, 100]
@attribute At9 integer [0, 100]
@attribute At10 integer [0, 100]
@attribute At11 integer [0, 100]
@attribute At12 integer [0, 100]
@attribute At13 integer [0, 100]
@attribute At14 integer [0, 100]
@attribute At15 integer [0, 100]
@attribute At16 integer [0, 100]
@attribute Class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
@inputs At1, At2, At3, At4, At5, At6, At7, At8, At9, At10, At11, At12, At13, At14, At15, At16
@outputs Class
@data
0, 89, 27, 100, 42, 75, 29, 45, 15, 15, 37, 0, 69, 2, 100, 6, 2
0, 57, 31, 68, 72, 90, 100, 100, 76, 75, 50, 51, 28, 25, 16, 0, 1
100, 100, 88, 99, 49, 74, 17, 47, 0, 16, 37, 0, 73, 16, 20, 20, 6
0, 39, 2, 62, 11, 5, 63, 0, 100, 43, 89, 99, 36, 100, 0, 57, 0
0, 73, 19, 99, 72, 100, 70, 73, 32, 48, 5, 18, 46, 0, 100, 0, 2
30, 86, 67, 100, 77, 77, 53, 50, 78, 40, 100, 17, 56, 0, 0, 5, 3
100, 99, 67, 100, 24, 68, 0, 32, 27, 0, 99, 8, 77, 40, 9, 55, 6
11, 92, 56, 100, 83, 82, 52, 59, 87, 39, 100, 14, 55, 0, 0, 0, 3
18, 73, 0, 73, 10, 24, 54, 0, 100, 22, 95, 71, 52, 100, 5, 84, 0
0, 84, 50, 100, 72, 79, 37, 52, 51, 41, 100, 27, 62, 3, 3, 0, 3
80, 100, 36, 100, 58, 80, 65, 82, 82, 47, 100, 14, 53, 0, 0, 7, 9
8, 77, 47, 100, 100, 96, 71, 66, 100, 46, 99, 13, 46, 0, 0, 13, 3
31, 73, 55, 100, 55, 53, 33, 14, 0, 0, 30, 11, 65, 1, 100, 1, 2
21, 88, 0, 57, 88, 58, 88, 18, 15, 0, 8, 42, 12, 83, 100, 100, 5
0, 60, 38, 80, 80, 100, 100, 92, 80, 69, 65, 46, 55, 23, 55, 0, 1
100, 77, 92, 100, 49, 76, 18, 48, 0, 15, 38, 0, 75, 23, 29, 27, 6
44, 66, 67, 100, 80, 62, 47, 25, 5, 0, 0, 3, 50, 4, 100, 7, 2
100, 70, 58, 100, 10, 75, 0, 24, 48, 0, 100, 19, 97, 68, 45, 81, 0
84, 100, 59, 99, 16, 72, 0, 42, 20, 12, 100, 0, 94, 22, 4, 27, 6
86, 100, 48, 79, 13, 52, 0, 22, 45, 0, 100, 16, 76, 40, 6, 35, 6
21, 75, 40, 100, 85, 94, 67, 63, 100, 43, 95, 11, 47, 0, 0, 13, 3
45, 85, 93, 100, 100, 98, 48, 88, 7, 62, 48, 48, 48, 18, 0, 0, 5
0, 91, 46, 100, 85, 80, 91, 40, 88, 0, 99, 22, 100, 52, 50, 49, 7
31, 95, 5, 61, 0, 23, 32, 0, 77, 18, 100, 51, 82, 85, 37, 100, 0
100, 100, 59, 79, 26, 54, 2, 28, 1, 0, 58, 0, 58, 21, 0, 19, 6
30, 100, 4, 67, 0, 24, 30, 0, 66, 11, 95, 41, 100, 82, 64, 93, 0
52, 100, 29, 73, 0, 47, 19, 42, 69, 37, 100, 54, 90, 30, 88, 0, 4
0, 82, 40, 100, 80, 80, 43, 53, 54, 45, 100, 25, 63, 0, 3, 4, 3
38, 73, 5, 64, 0, 15, 53, 0, 98, 34, 100, 83, 47, 100, 20, 60, 0
41, 53, 60, 100, 100, 89, 70, 42, 33, 0, 72, 16, 54, 62, 0, 72, 8
0, 94, 46, 100, 100, 97, 82, 62, 48, 30, 17, 0, 18, 34, 74, 38, 7
100, 97, 66, 100, 30, 88, 24, 55, 54, 59, 61, 27, 38, 0, 0, 1, 5
0, 89, 41, 100, 89, 93, 100, 62, 84, 31, 64, 0, 27, 17, 54, 34, 7
0, 52, 37, 73, 76, 94, 100, 100, 75, 75, 53, 49, 35, 22, 28, 0, 1
0, 95, 35, 100, 59, 78, 61, 52, 46, 27, 22, 5, 56, 0, 100, 1, 2
100, 99, 56, 100, 31, 65, 87, 73, 98, 90, 94, 48, 61, 13, 0, 0, 9
25, 76, 45, 100, 77, 66, 57, 25, 9, 3, 0, 7, 53, 6, 100, 0, 2
39, 100, 0, 82, 22, 55, 100, 63, 62, 99, 62, 81, 59, 40, 60, 0, 4
100, 66, 56, 100, 23, 73, 77, 34, 65, 0, 0, 24, 55, 58, 73, 77, 8
37, 79, 78, 100, 94, 68, 60, 37, 10, 19, 0, 31, 55, 24, 100, 0, 2
12, 86, 62, 100, 92, 86, 54, 64, 81, 46, 100, 22, 62, 0, 0, 5, 3
35, 61, 54, 100, 58, 76, 54, 31, 78, 0, 100, 6, 36, 5, 0, 8, 1
0, 99, 48, 100, 100, 96, 90, 55, 58, 15, 33, 0, 40, 40, 92, 37, 7
0, 98, 40, 100, 78, 88, 59, 42, 32, 0, 28, 14, 47, 41, 100, 42, 7
0, 79, 31, 94, 68, 100, 100, 88, 94, 62, 74, 39, 51, 18, 64, 0, 2
32, 72, 57, 100, 76, 71, 56, 35, 21, 7, 0, 4, 51, 0, 100, 6, 2
80, 100, 31, 86, 63, 74, 100, 95, 83, 70, 81, 41, 56, 15, 0, 0, 9
68, 46, 89, 75, 52, 100, 0, 80, 6, 53, 72, 54, 100, 33, 89, 0, 9
0, 75, 8, 100, 40, 91, 28, 59, 7, 31, 13, 8, 56, 5, 100, 0, 2
68, 100, 50, 79, 15, 51, 0, 47, 54, 38, 100, 49, 91, 35, 87, 0, 4
15, 73, 42, 100, 32, 72, 27, 39, 44, 7, 100, 0, 52, 5, 0, 3, 1
45, 100, 12, 82, 0, 41, 17, 4, 62, 0, 100, 21, 96, 60, 54, 66, 0
21, 90, 3, 52, 77, 55, 62, 5, 0, 0, 6, 52, 14, 100, 100, 100, 5
52, 96, 84, 100, 100, 79, 73, 58, 84, 35, 90, 11, 47, 0, 0, 5, 3
17, 89, 0, 55, 65, 58, 69, 11, 11, 0, 10, 60, 31, 100, 100, 96, 5
65, 100, 20, 85, 0, 52, 59, 42, 100, 64, 79, 62, 38, 32, 7, 0, 4
27, 84, 65, 77, 71, 100, 0, 88, 78, 80, 100, 53, 60, 24, 5, 0, 9
45, 100, 14, 69, 61, 42, 46, 0, 0, 3, 15, 50, 42, 91, 100, 96, 5
29, 89, 84, 100, 80, 73, 36, 50, 94, 38, 100, 9, 41, 0, 0, 17, 3
73, 100, 39, 75, 0, 52, 43, 54, 92, 61, 100, 71, 84, 35, 72, 0, 4
0, 79, 19, 100, 60, 93, 59, 64, 41, 38, 19, 12, 54, 1, 100, 0, 2
14, 88, 49, 100, 65, 77, 34, 53, 0, 31, 1, 7, 50, 0, 100, 0, 2
20, 82, 35, 100, 73, 87, 42, 60, 72, 49, 100, 26, 57, 4, 0, 0, 3
73, 64, 54, 100, 0, 75, 60, 40, 91, 0, 13, 13, 46, 55, 100, 87, 8
55, 91, 100, 100, 64, 94, 27, 69, 53, 52, 84, 32, 48, 7, 0, 0, 5
7, 100, 74, 93, 38, 60, 0, 93, 70, 92, 100, 44, 67, 0, 4, 7, 9
0, 83, 35, 100, 71, 91, 63, 46, 57, 0, 40, 17, 60, 34, 100, 34, 7
0, 81, 11, 100, 55, 97, 100, 96, 86, 76, 66, 51, 48, 26, 38, 0, 7
0, 68, 38, 78, 91, 96, 100, 100, 78, 75, 62, 49, 59, 24, 81, 0, 1
42, 49, 34, 94, 81, 100, 85, 53, 48, 16, 0, 0, 45, 3, 100, 3, 2
79, 100, 14, 81, 49, 39, 100, 0, 32, 0, 52, 55, 71, 100, 0, 71, 8
85, 69, 47, 100, 0, 75, 44, 38, 72, 0, 16, 16, 57, 55, 100, 87, 8
56, 60, 65, 100, 100, 83, 81, 39, 51, 0, 85, 16, 56, 50, 0, 55, 8
78, 72, 81, 100, 8, 91, 0, 55, 69, 59, 100, 71, 74, 33, 58, 0, 9
0, 100, 53, 100, 100, 88, 84, 56, 61, 24, 42, 0, 18, 31, 56, 46, 7
32, 89, 67, 100, 100, 93, 79, 71, 66, 47, 68, 22, 40, 6, 0, 0, 3
30, 100, 0, 78, 56, 82, 44, 78, 75, 51, 100, 22, 72, 0, 15, 7, 9
50, 100, 5, 82, 71, 42, 91, 0, 7, 18, 78, 56, 100, 92, 0, 90, 8
100, 98, 58, 100, 29, 81, 55, 55, 87, 32, 81, 4, 39, 0, 0, 1, 5
83, 85, 57, 77, 60, 83, 65, 100, 72, 55, 87, 10, 0, 0, 100, 2, 1
100, 91, 63, 100, 18, 89, 5, 53, 42, 50, 77, 32, 47, 4, 0, 0, 5
43, 82, 85, 44, 100, 3, 17, 0, 0, 34, 62, 64, 90, 100, 7, 95, 8
44, 100, 65, 100, 54, 62, 30, 32, 0, 10, 29, 7, 64, 1, 100, 0, 2
0, 55, 41, 82, 72, 100, 66, 65, 63, 29, 31, 0, 33, 4, 100, 5, 1
82, 90, 39, 100, 25, 64, 75, 80, 100, 83, 91, 43, 58, 9, 0, 0, 9
7, 94, 17, 51, 94, 47, 66, 0, 9, 3, 0, 56, 18, 97, 100, 100, 5
96, 100, 0, 98, 22, 54, 87, 15, 51, 0, 25, 39, 100, 73, 38, 94, 8
71, 92, 48, 62, 100, 82, 59, 100, 87, 75, 87, 47, 55, 0, 0, 5, 9
0, 42, 42, 55, 73, 77, 100, 100, 81, 77, 61, 52, 46, 26, 39, 0, 1
90, 94, 13, 95, 26, 56, 96, 27, 52, 0, 0, 26, 45, 64, 100, 100, 8
24, 91, 67, 100, 61, 65, 36, 33, 0, 6, 0, 13, 50, 3, 100, 0, 2
18, 99, 6, 51, 22, 6, 69, 0, 100, 37, 90, 83, 44, 100, 0, 80, 0
32, 87, 74, 100, 82, 75, 45, 53, 87, 43, 100, 18, 54, 0, 0, 3, 3
36, 100, 19, 61, 0, 27, 80, 28, 100, 52, 73, 90, 70, 45, 69, 0, 4
51, 100, 93, 95, 64, 73, 70, 61, 100, 39, 82, 12, 38, 0, 0, 7, 3
0, 68, 27, 100, 73, 93, 73, 52, 54, 12, 50, 0, 49, 34, 100, 38, 7
46, 88, 78, 100, 79, 67, 65, 47, 100, 32, 75, 7, 37, 0, 0, 5, 3
29, 100, 16, 77, 0, 41, 70, 34, 100, 64, 89, 67, 57, 34, 26, 0, 4
0, 51, 10, 59, 57, 79, 100, 100, 92, 78, 70, 52, 52, 25, 32, 0, 1
0, 81, 41, 79, 79, 96, 100, 100, 95, 74, 87, 49, 78, 23, 78, 0, 1
22, 100, 9, 68, 0, 35, 22, 16, 100, 18, 88, 37, 50, 33, 57, 0, 4
69, 90, 33, 100, 63, 76, 70, 98, 100, 61, 98, 16, 51, 0, 0, 10, 9
55, 89, 52, 100, 0, 71, 16, 53, 100, 60, 100, 65, 57, 33, 27, 0, 4
12, 73, 0, 30, 33, 0, 77, 6, 100, 44, 78, 85, 37, 100, 12, 67, 0
0, 90, 59, 100, 100, 79, 72, 40, 55, 0, 40, 1, 9, 30, 84, 31, 7
7, 76, 27, 45, 48, 7, 8, 0, 0, 40, 8, 81, 52, 98, 100, 100, 5
34, 100, 32, 100, 8, 64, 0, 27, 41, 0, 100, 10, 76, 42, 19, 60, 6
0, 93, 43, 100, 93, 90, 89, 63, 60, 39, 28, 17, 44, 0, 100, 4, 2
17, 85, 51, 100, 83, 82, 55, 53, 59, 39, 100, 20, 55, 0, 0, 3, 3
0, 80, 33, 100, 65, 77, 63, 39, 58, 0, 35, 25, 55, 39, 100, 41, 7
68, 100, 42, 75, 0, 52, 44, 50, 100, 66, 86, 46, 51, 20, 41, 0, 4
21, 69, 49, 100, 87, 85, 69, 45, 32, 16, 0, 8, 50, 7, 100, 0, 2
28, 88, 75, 100, 100, 99, 51, 87, 8, 70, 32, 45, 47, 12, 0, 0, 5
0, 100, 37, 94, 47, 55, 46, 15, 37, 0, 6, 29, 53, 34, 100, 37, 7
81, 82, 0, 95, 19, 62, 84, 29, 45, 0, 24, 33, 83, 68, 100, 100, 8
15, 66, 14, 100, 50, 89, 37, 51, 7, 18, 0, 12, 50, 8, 100, 0, 2
44, 68, 58, 44, 100, 7, 0, 0, 7, 36, 78, 68, 93, 100, 11, 74, 8
86, 71, 100, 100, 58, 79, 24, 51, 0, 17, 28, 0, 43, 25, 2, 21, 6
8, 94, 40, 66, 95, 100, 26, 100, 88, 85, 100, 50, 81, 1, 0, 0, 9
0, 84, 34, 100, 63, 75, 51, 39, 15, 16, 14, 27, 58, 14, 100, 0, 2
15, 58, 80, 78, 100, 100, 88, 69, 73, 38, 56, 7, 0, 0, 98, 4, 1
100, 100, 76, 95, 50, 72, 26, 49, 6, 26, 0, 0, 46, 2, 25, 20, 6
39, 73, 76, 100, 22, 79, 50, 43, 69, 6, 0, 0, 26, 30, 100, 52, 8
0, 93, 46, 100, 100, 80, 85, 47, 47, 18, 26, 0, 19, 33, 90, 30, 7
47, 73, 82, 95, 100, 100, 89, 75, 79, 49, 76, 24, 47, 0, 0, 2, 1
100, 100, 56, 83, 22, 57, 0, 29, 11, 0, 68, 0, 62, 24, 6, 11, 6
0, 67, 35, 98, 88, 100, 64, 65, 49, 39, 100, 22, 63, 0, 8, 1, 3
45, 100, 34, 79, 11, 51, 0, 23, 40, 0, 100, 16, 51, 36, 28, 23, 6
83, 95, 0, 86, 56, 49, 100, 13, 17, 0, 48, 40, 99, 79, 37, 100, 8
26, 92, 0, 49, 10, 4, 61, 0, 100, 31, 95, 76, 50, 100, 4, 83, 0
50, 91, 16, 70, 0, 30, 29, 0, 76, 24, 100, 62, 89, 100, 36, 85, 0
