@relation penbased-2
@attribute At1 integer [0, 100]
@attribute At2 integer [0, 100]
@attribute At3 integer [0, 100]
@attribute At4 integer [0, 100]
@attribute At5 integer [0, 100]
@attribute At6 integer [0, 100]
@attribute At7 integer [0, 100]
@attribute At8 integer [0, 100]
@attribute At9 integer [0, 100]
@attribute At10 integer [0, 100]
@attribute At11 integer [0, 100]
@attribute At12 integer [0, 100]
@attribute At13 integer [0, 100]
@attribute At14 integer [0, 100]
@attribute At15 integer [0, 100]
@attribute At16 integer [0, 100]
@attribute Class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
@inputs At1, At2, At3, At4, At5, At6, At7, At8, At9, At10, At11, At12, At13, At14, At15, At16
@outputs Class
@data
0, 83, 29, 100, 88, 95, 64, 69, 73, 43, 100, 13, 50, 1, 10, 0, 3
29, 72, 45, 100, 78, 78, 60, 41, 25, 12, 0, 4, 50, 6, 100, 0, 2
100, 79, 67, 100, 26, 76, 41, 38, 47, 0, 0, 8, 38, 38, 96, 58, 8
0, 97, 42, 100, 67, 71, 53, 35, 34, 0, 16, 23, 40, 42, 100, 42, 7
19, 81, 0, 41, 12, 0, 54, 1, 88, 29, 100, 71, 72, 100, 31, 91, 0
40, 72, 16, 50, 96, 69, 70, 100, 0, 73, 65, 57, 100, 47, 94, 0, 9
27, 100, 0, 58, 12, 5, 62, 0, 100, 39, 97, 91, 48, 97, 18, 53, 0
0, 88, 24, 68, 76, 33, 43, 0, 29, 32, 84, 66, 100, 100, 8, 89, 8
37, 100, 48, 57, 74, 97, 27, 97, 80, 68, 100, 26, 49, 0, 0, 22, 9
49, 83, 8, 57, 0, 17, 51, 0, 93, 28, 100, 70, 61, 100, 8, 86, 0
53, 87, 32, 47, 98, 64, 69, 100, 58, 69, 100, 61, 71, 3, 0, 0, 9
100, 100, 53, 81, 25, 54, 11, 25, 38, 0, 99, 8, 65, 29, 0, 25, 6
2, 85, 31, 100, 76, 74, 62, 37, 47, 0, 100, 8, 68, 30, 0, 41, 7
84, 100, 46, 98, 13, 60, 0, 19, 53, 0, 100, 32, 33, 36, 10, 4, 6
0, 67, 16, 80, 64, 100, 85, 99, 85, 74, 89, 49, 95, 24, 100, 0, 1
24, 100, 14, 55, 72, 52, 54, 0, 8, 2, 0, 58, 35, 95, 100, 99, 5
36, 90, 86, 100, 87, 73, 47, 49, 92, 44, 100, 16, 53, 0, 0, 1, 3
0, 87, 55, 100, 100, 81, 74, 41, 49, 0, 20, 10, 32, 32, 99, 35, 7
34, 76, 0, 41, 7, 0, 62, 0, 100, 33, 95, 74, 49, 100, 0, 83, 0
49, 54, 100, 78, 65, 100, 0, 82, 12, 60, 90, 64, 95, 33, 86, 0, 9
100, 100, 71, 95, 30, 64, 1, 27, 32, 0, 82, 19, 54, 51, 0, 48, 6
76, 82, 34, 77, 0, 84, 55, 100, 100, 85, 77, 52, 38, 25, 3, 0, 9
85, 100, 56, 72, 42, 39, 55, 7, 100, 0, 95, 30, 46, 37, 0, 23, 6
28, 75, 57, 100, 93, 82, 71, 51, 33, 26, 0, 0, 49, 5, 100, 16, 2
76, 85, 0, 100, 16, 63, 81, 31, 69, 0, 6, 25, 34, 64, 100, 95, 8
10, 97, 2, 47, 24, 1, 74, 0, 100, 43, 82, 90, 33, 100, 0, 65, 0
0, 80, 30, 100, 74, 81, 82, 43, 75, 4, 39, 0, 44, 16, 100, 20, 7
92, 100, 61, 85, 31, 57, 10, 29, 21, 0, 100, 7, 69, 27, 0, 13, 6
0, 84, 34, 100, 67, 85, 60, 44, 31, 19, 26, 20, 64, 13, 100, 0, 2
11, 84, 52, 100, 100, 96, 83, 66, 72, 50, 87, 16, 45, 0, 0, 11, 3
54, 85, 100, 100, 99, 98, 49, 86, 23, 60, 63, 34, 50, 1, 0, 0, 5
13, 78, 45, 100, 97, 87, 69, 58, 76, 47, 100, 15, 49, 0, 0, 19, 3
36, 63, 0, 67, 53, 84, 100, 100, 83, 74, 66, 47, 53, 21, 51, 0, 1
43, 99, 8, 68, 73, 74, 62, 25, 0, 0, 7, 49, 20, 96, 100, 100, 5
0, 83, 37, 100, 81, 90, 65, 61, 100, 45, 97, 15, 54, 0, 14, 7, 3
0, 83, 11, 100, 56, 93, 53, 67, 66, 42, 100, 20, 73, 1, 16, 0, 3
0, 71, 39, 81, 74, 99, 100, 100, 78, 75, 53, 50, 28, 26, 11, 0, 1
0, 94, 44, 100, 84, 82, 100, 47, 93, 10, 90, 0, 88, 23, 41, 26, 7
0, 95, 50, 100, 100, 86, 90, 49, 66, 15, 49, 0, 23, 32, 76, 41, 7
0, 100, 17, 94, 8, 64, 24, 37, 70, 41, 100, 57, 87, 28, 100, 0, 4
86, 71, 72, 100, 32, 75, 55, 35, 42, 0, 0, 17, 48, 45, 100, 70, 8
45, 82, 39, 100, 82, 99, 64, 43, 25, 5, 0, 0, 50, 4, 100, 0, 2
23, 85, 0, 49, 2, 11, 52, 0, 91, 30, 100, 67, 70, 100, 14, 96, 0
8, 100, 0, 81, 9, 52, 81, 54, 100, 75, 86, 64, 87, 32, 90, 0, 4
0, 96, 10, 100, 59, 99, 100, 87, 93, 64, 69, 43, 44, 22, 25, 0, 7
43, 75, 61, 100, 94, 86, 75, 47, 43, 14, 0, 2, 49, 0, 100, 1, 2
38, 85, 13, 55, 31, 8, 75, 0, 100, 40, 85, 87, 42, 100, 0, 79, 0
19, 100, 55, 99, 58, 67, 30, 39, 0, 15, 21, 0, 60, 1, 100, 0, 2
57, 68, 52, 100, 4, 71, 48, 37, 63, 0, 0, 13, 27, 49, 100, 78, 8
34, 89, 14, 84, 0, 38, 24, 0, 75, 3, 100, 42, 82, 86, 34, 100, 0
0, 66, 37, 73, 73, 90, 100, 100, 98, 74, 96, 48, 90, 22, 87, 0, 1
14, 70, 46, 100, 48, 78, 41, 36, 21, 0, 0, 3, 50, 1, 100, 1, 1
16, 81, 40, 59, 100, 90, 30, 100, 48, 69, 95, 59, 75, 9, 0, 0, 9
19, 100, 61, 98, 62, 56, 50, 14, 29, 0, 0, 35, 50, 40, 100, 39, 7
19, 78, 29, 36, 13, 0, 8, 27, 58, 49, 100, 79, 55, 100, 0, 88, 8
0, 99, 71, 100, 100, 77, 72, 48, 53, 18, 40, 0, 0, 27, 66, 33, 7
42, 100, 93, 98, 79, 64, 51, 31, 15, 0, 0, 30, 25, 53, 100, 52, 7
100, 75, 47, 100, 0, 79, 49, 41, 66, 0, 3, 25, 27, 66, 98, 91, 8
0, 91, 26, 57, 52, 22, 8, 0, 4, 39, 4, 81, 41, 100, 100, 98, 5
0, 23, 63, 46, 100, 87, 50, 100, 34, 57, 86, 23, 57, 0, 9, 22, 8
0, 97, 41, 100, 68, 77, 64, 38, 51, 0, 28, 34, 56, 40, 100, 37, 7
18, 92, 66, 100, 93, 81, 49, 56, 0, 35, 14, 16, 75, 10, 100, 0, 2
10, 76, 39, 100, 88, 87, 55, 62, 100, 43, 98, 13, 43, 0, 0, 8, 3
14, 73, 52, 100, 66, 98, 50, 55, 35, 12, 0, 7, 50, 3, 100, 0, 1
