@relation penbased-2
@attribute At1 integer [0, 100]
@attribute At2 integer [0, 100]
@attribute At3 integer [0, 100]
@attribute At4 integer [0, 100]
@attribute At5 integer [0, 100]
@attribute At6 integer [0, 100]
@attribute At7 integer [0, 100]
@attribute At8 integer [0, 100]
@attribute At9 integer [0, 100]
@attribute At10 integer [0, 100]
@attribute At11 integer [0, 100]
@attribute At12 integer [0, 100]
@attribute At13 integer [0, 100]
@attribute At14 integer [0, 100]
@attribute At15 integer [0, 100]
@attribute At16 integer [0, 100]
@attribute Class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
@inputs At1, At2, At3, At4, At5, At6, At7, At8, At9, At10, At11, At12, At13, At14, At15, At16
@outputs Class
@data
0, 85, 38, 100, 81, 88, 87, 50, 84, 12, 58, 0, 53, 22, 100, 24, 7
61, 59, 58, 100, 0, 84, 44, 42, 80, 0, 8, 5, 33, 44, 100, 70, 8
1, 88, 0, 54, 59, 31, 36, 0, 11, 28, 4, 68, 28, 97, 100, 100, 5
63, 100, 40, 73, 70, 63, 100, 77, 79, 74, 55, 48, 29, 23, 0, 0, 4
41, 96, 17, 76, 50, 37, 31, 0, 0, 34, 1, 86, 49, 98, 100, 100, 5
94, 79, 40, 100, 13, 65, 59, 30, 67, 0, 0, 17, 45, 52, 100, 83, 8
26, 79, 69, 100, 92, 85, 56, 56, 90, 42, 100, 15, 51, 0, 0, 2, 3
32, 100, 12, 76, 0, 48, 1, 21, 39, 0, 100, 9, 64, 21, 18, 3, 6
0, 87, 37, 100, 19, 70, 5, 42, 88, 49, 100, 58, 84, 28, 88, 0, 4
13, 68, 15, 30, 42, 0, 86, 19, 100, 56, 84, 90, 33, 100, 0, 73, 0
73, 85, 31, 65, 0, 0, 52, 9, 100, 57, 82, 100, 81, 78, 38, 25, 0
100, 88, 69, 100, 20, 84, 70, 86, 93, 71, 70, 44, 38, 19, 0, 0, 9
2, 78, 46, 99, 100, 100, 77, 76, 94, 38, 94, 0, 41, 3, 0, 28, 3
19, 100, 4, 77, 0, 51, 46, 36, 100, 47, 96, 49, 87, 23, 77, 0, 4
46, 83, 87, 100, 100, 79, 75, 54, 90, 36, 100, 13, 49, 0, 0, 12, 3
48, 95, 94, 100, 100, 73, 75, 47, 41, 25, 0, 5, 41, 1, 94, 0, 2
100, 100, 92, 85, 75, 71, 58, 57, 58, 42, 33, 28, 8, 14, 0, 0, 1
12, 73, 29, 62, 66, 32, 29, 0, 5, 29, 0, 71, 38, 96, 100, 100, 5
78, 100, 40, 94, 16, 58, 5, 21, 53, 0, 100, 27, 36, 30, 0, 0, 6
52, 80, 84, 100, 100, 75, 58, 53, 91, 48, 89, 10, 44, 0, 0, 16, 3
22, 98, 0, 75, 4, 18, 55, 0, 100, 36, 84, 89, 34, 100, 21, 46, 0
36, 69, 33, 100, 64, 85, 43, 48, 0, 21, 6, 19, 57, 0, 100, 20, 2
93, 91, 40, 100, 15, 79, 23, 36, 72, 53, 100, 21, 57, 0, 0, 6, 5
100, 100, 66, 100, 25, 69, 0, 35, 14, 0, 77, 0, 72, 34, 10, 51, 6
5, 79, 19, 100, 25, 66, 14, 32, 0, 3, 34, 0, 66, 5, 100, 7, 2
0, 100, 65, 99, 70, 66, 51, 33, 32, 0, 15, 12, 29, 39, 100, 44, 7
73, 100, 49, 62, 0, 38, 56, 43, 100, 57, 88, 78, 65, 39, 49, 0, 4
11, 50, 0, 16, 38, 0, 79, 8, 100, 46, 76, 84, 37, 100, 0, 84, 0
80, 100, 32, 81, 7, 52, 0, 21, 40, 0, 100, 9, 88, 30, 28, 22, 6
15, 100, 8, 70, 0, 39, 19, 20, 78, 21, 100, 43, 76, 30, 72, 0, 4
9, 86, 1, 51, 27, 11, 76, 0, 100, 39, 84, 83, 37, 100, 0, 69, 0
0, 99, 50, 100, 100, 91, 54, 57, 32, 0, 69, 13, 70, 28, 31, 23, 7
22, 75, 47, 100, 74, 82, 47, 53, 84, 44, 100, 17, 54, 0, 0, 9, 3
0, 92, 39, 100, 67, 79, 50, 37, 24, 0, 17, 22, 52, 41, 100, 46, 7
4, 80, 0, 100, 37, 82, 33, 53, 5, 28, 4, 6, 52, 2, 100, 0, 2
26, 89, 64, 100, 81, 82, 73, 61, 100, 37, 81, 11, 41, 0, 0, 5, 3
42, 79, 67, 100, 78, 79, 71, 60, 100, 39, 85, 10, 41, 0, 0, 14, 3
66, 94, 100, 100, 81, 96, 50, 81, 47, 50, 54, 19, 26, 0, 0, 12, 5
100, 100, 81, 81, 39, 55, 0, 28, 8, 0, 75, 4, 66, 31, 12, 25, 6
35, 44, 41, 2, 81, 14, 100, 60, 81, 100, 40, 85, 9, 49, 0, 0, 0
20, 85, 0, 61, 18, 22, 50, 0, 86, 11, 100, 51, 79, 87, 45, 100, 0
6, 100, 0, 80, 32, 54, 100, 59, 99, 99, 72, 77, 60, 38, 43, 0, 4
29, 100, 3, 82, 0, 52, 60, 51, 100, 78, 90, 56, 81, 27, 75, 0, 4
0, 62, 21, 100, 27, 80, 26, 35, 4, 4, 12, 0, 55, 2, 100, 5, 1
26, 80, 57, 100, 72, 75, 54, 44, 24, 18, 0, 11, 50, 8, 100, 0, 2
0, 84, 46, 100, 96, 88, 94, 50, 83, 11, 62, 0, 45, 26, 100, 26, 7
45, 79, 57, 100, 100, 93, 86, 66, 70, 44, 87, 20, 46, 6, 0, 0, 3
100, 100, 51, 95, 16, 64, 0, 28, 36, 0, 98, 12, 68, 35, 6, 24, 6
62, 77, 76, 100, 95, 83, 56, 58, 95, 52, 100, 21, 55, 2, 0, 0, 3
8, 95, 8, 58, 61, 47, 54, 0, 20, 21, 0, 68, 37, 100, 100, 100, 5
20, 73, 47, 100, 62, 70, 41, 35, 11, 3, 0, 15, 49, 9, 100, 0, 2
100, 100, 61, 87, 70, 65, 93, 92, 89, 64, 74, 28, 41, 6, 0, 0, 9
15, 72, 0, 39, 57, 42, 43, 0, 16, 15, 11, 62, 36, 93, 100, 100, 5
19, 86, 18, 35, 57, 0, 100, 24, 92, 72, 47, 100, 0, 77, 1, 31, 0
100, 100, 65, 79, 39, 56, 17, 32, 8, 5, 49, 0, 47, 18, 0, 12, 6
48, 99, 9, 100, 44, 82, 64, 89, 92, 56, 100, 18, 55, 0, 0, 5, 9
10, 89, 30, 100, 49, 73, 29, 42, 0, 16, 20, 19, 64, 20, 100, 0, 2
100, 77, 57, 100, 0, 81, 20, 50, 79, 66, 86, 68, 81, 31, 84, 0, 9
