@relation penbased-2
@attribute At1 integer [0, 100]
@attribute At2 integer [0, 100]
@attribute At3 integer [0, 100]
@attribute At4 integer [0, 100]
@attribute At5 integer [0, 100]
@attribute At6 integer [0, 100]
@attribute At7 integer [0, 100]
@attribute At8 integer [0, 100]
@attribute At9 integer [0, 100]
@attribute At10 integer [0, 100]
@attribute At11 integer [0, 100]
@attribute At12 integer [0, 100]
@attribute At13 integer [0, 100]
@attribute At14 integer [0, 100]
@attribute At15 integer [0, 100]
@attribute At16 integer [0, 100]
@attribute Class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
@inputs At1, At2, At3, At4, At5, At6, At7, At8, At9, At10, At11, At12, At13, At14, At15, At16
@outputs Class
@data
91, 74, 54, 100, 0, 87, 23, 59, 81, 67, 100, 39, 79, 4, 21, 0, 9
12, 77, 20, 62, 78, 40, 50, 0, 1, 17, 0, 64, 23, 98, 100, 100, 5
10, 86, 34, 66, 68, 34, 34, 0, 4, 26, 0, 69, 34, 95, 100, 100, 5
73, 62, 53, 100, 0, 72, 82, 39, 100, 0, 15, 14, 52, 57, 90, 94, 8
11, 100, 0, 69, 15, 43, 87, 47, 100, 65, 74, 67, 71, 33, 66, 0, 4
29, 91, 14, 57, 66, 39, 30, 0, 0, 19, 3, 72, 39, 97, 100, 100, 5
57, 63, 100, 100, 0, 91, 36, 53, 95, 16, 2, 0, 5, 36, 91, 67, 8
0, 100, 61, 100, 100, 93, 63, 64, 36, 33, 14, 0, 9, 29, 47, 42, 7
0, 75, 31, 72, 67, 84, 100, 100, 94, 82, 80, 54, 68, 27, 56, 0, 1
100, 89, 40, 83, 63, 40, 84, 0, 0, 7, 53, 53, 80, 100, 3, 78, 8
0, 59, 77, 74, 100, 100, 17, 93, 7, 71, 82, 68, 45, 35, 20, 0, 9
30, 100, 16, 84, 0, 51, 28, 26, 80, 33, 100, 65, 79, 34, 68, 0, 4
98, 100, 52, 77, 18, 52, 0, 25, 25, 0, 100, 5, 97, 29, 23, 22, 6
0, 97, 43, 100, 58, 62, 41, 17, 26, 0, 8, 36, 54, 34, 100, 33, 7
100, 96, 71, 100, 42, 79, 49, 56, 91, 51, 82, 16, 42, 0, 0, 1, 5
53, 100, 23, 77, 0, 57, 74, 66, 100, 79, 70, 85, 44, 42, 16, 0, 4
58, 100, 0, 89, 44, 53, 100, 21, 63, 0, 62, 36, 87, 80, 25, 91, 8
39, 80, 21, 60, 35, 19, 12, 0, 0, 31, 16, 72, 51, 98, 100, 100, 5
