@relation ring-2
@attribute A1 real [-6879.0, 6285.0]
@attribute A2 real [-7141.0, 6921.0]
@attribute A3 real [-7734.0, 7611.0]
@attribute A4 real [-6627.0, 7149.0]
@attribute A5 real [-7184.0, 6383.0]
@attribute A6 real [-6946.0, 6743.0]
@attribute A7 real [-7781.0, 6285.0]
@attribute A8 real [-6882.0, 6357.0]
@attribute A9 real [-7184.0, 7487.0]
@attribute A10 real [-7232.0, 6757.0]
@attribute A11 real [-7803.0, 7208.0]
@attribute A12 real [-7395.0, 6791.0]
@attribute A13 real [-7096.0, 6403.0]
@attribute A14 real [-7472.0, 7261.0]
@attribute A15 real [-7342.0, 7372.0]
@attribute A16 real [-7121.0, 6905.0]
@attribute A17 real [-7163.0, 7175.0]
@attribute A18 real [-8778.0, 6896.0]
@attribute A19 real [-7554.0, 5726.0]
@attribute A20 real [-6722.0, 7627.0]
@attribute Class {0, 1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A20
@outputs Class
@data
1305.0, 204.0, -394.0, 953.0, 222.0, -1443.0, 5.0, 1049.0, 1833.0, -1816.0, 2768.0, -928.0, -195.0, 1521.0, 3833.0, -193.0, 1984.0, 33.0, -2919.0, -553.0, 0
89.0, -74.0, -526.0, 1415.0, -154.0, 489.0, -249.0, 1257.0, 84.0, 655.0, 239.0, 667.0, 836.0, 213.0, -83.0, 1152.0, 1144.0, 2801.0, 2162.0, 1371.0, 1
-2907.0, -639.0, 1224.0, -2121.0, 3932.0, -2147.0, -1.0, 3571.0, -1833.0, 244.0, -74.0, -3299.0, -521.0, -183.0, 281.0, 1501.0, -447.0, 1403.0, 86.0, 1095.0, 0
127.0, -1396.0, -14.0, -343.0, -1101.0, 958.0, 2484.0, -52.0, -1466.0, 1426.0, -1647.0, 1228.0, 3364.0, -882.0, 2381.0, 1419.0, 848.0, 263.0, -2306.0, -1299.0, 0
244.0, 453.0, 818.0, -3223.0, -2318.0, -95.0, -1738.0, 2462.0, -4581.0, 1753.0, 3709.0, 848.0, 4672.0, -88.0, 948.0, 2745.0, -1111.0, 618.0, 1573.0, -1026.0, 0
-434.0, 239.0, -887.0, 808.0, -278.0, -776.0, 826.0, -193.0, 2143.0, -1727.0, 947.0, 1451.0, 29.0, 377.0, 1774.0, 612.0, 304.0, -979.0, 578.0, 842.0, 1
832.0, 873.0, 238.0, -1591.0, 264.0, -1102.0, 1267.0, -174.0, -18.0, 874.0, -492.0, 66.0, 1956.0, 2323.0, -1366.0, 338.0, -396.0, 1061.0, -792.0, -96.0, 0
146.0, 289.0, 1366.0, -877.0, 146.0, 8.0, 624.0, 149.0, 567.0, 11.0, 96.0, 2627.0, -442.0, -988.0, 1791.0, 876.0, -249.0, 2676.0, 484.0, 866.0, 1
-833.0, 1462.0, 211.0, 2147.0, 155.0, 364.0, 2224.0, 1709.0, 3048.0, -2469.0, 1035.0, -97.0, -252.0, -258.0, 28.0, 1089.0, -814.0, 154.0, 1288.0, -374.0, 0
-2158.0, 854.0, 3823.0, -1506.0, -1497.0, -1432.0, -1768.0, -1784.0, 2209.0, 795.0, 1573.0, 2967.0, -286.0, -1593.0, -1334.0, 2153.0, 1838.0, -2576.0, -1016.0, -1115.0, 0
635.0, 1768.0, 894.0, 497.0, 223.0, 1067.0, -619.0, 4.0, 652.0, -521.0, 1297.0, 1062.0, -418.0, -1335.0, 1142.0, 644.0, 2481.0, 125.0, -496.0, 1981.0, 1
955.0, 924.0, -191.0, 2078.0, 866.0, 132.0, -126.0, 287.0, -537.0, 1102.0, 1838.0, 2282.0, -37.0, 1962.0, 766.0, -323.0, 682.0, 27.0, 2366.0, 2257.0, 1
