@relation ring-2
@attribute A1 real [-6879.0, 6285.0]
@attribute A2 real [-7141.0, 6921.0]
@attribute A3 real [-7734.0, 7611.0]
@attribute A4 real [-6627.0, 7149.0]
@attribute A5 real [-7184.0, 6383.0]
@attribute A6 real [-6946.0, 6743.0]
@attribute A7 real [-7781.0, 6285.0]
@attribute A8 real [-6882.0, 6357.0]
@attribute A9 real [-7184.0, 7487.0]
@attribute A10 real [-7232.0, 6757.0]
@attribute A11 real [-7803.0, 7208.0]
@attribute A12 real [-7395.0, 6791.0]
@attribute A13 real [-7096.0, 6403.0]
@attribute A14 real [-7472.0, 7261.0]
@attribute A15 real [-7342.0, 7372.0]
@attribute A16 real [-7121.0, 6905.0]
@attribute A17 real [-7163.0, 7175.0]
@attribute A18 real [-8778.0, 6896.0]
@attribute A19 real [-7554.0, 5726.0]
@attribute A20 real [-6722.0, 7627.0]
@attribute Class {0, 1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A20
@outputs Class
@data
449.0, 985.0, 837.0, -312.0, 4343.0, 94.0, -517.0, -2368.0, -959.0, 896.0, -1683.0, -1285.0, -114.0, -26.0, 1408.0, -1306.0, -1231.0, 1928.0, -2833.0, -1164.0, 0
2725.0, -314.0, 377.0, 1045.0, 536.0, -1496.0, -221.0, -176.0, 4247.0, 2791.0, 643.0, -2048.0, -2869.0, 68.0, -362.0, -1294.0, 679.0, -2423.0, -102.0, 4513.0, 0
1332.0, -91.0, 1243.0, -35.0, 2332.0, 876.0, 21.0, 623.0, 735.0, 1327.0, 744.0, 296.0, 1511.0, 711.0, -698.0, -746.0, 241.0, -68.0, 603.0, 2566.0, 1
-93.0, 1471.0, -489.0, -2165.0, 258.0, 1071.0, -2552.0, -3047.0, -2402.0, 2695.0, 506.0, -121.0, -1681.0, 1227.0, 3738.0, 1489.0, 3961.0, 1145.0, 2497.0, -1319.0, 0
-1058.0, 1494.0, -739.0, 1244.0, -291.0, 346.0, -825.0, 656.0, 2902.0, 2322.0, -432.0, -296.0, 673.0, 481.0, -748.0, -148.0, 806.0, 679.0, 3561.0, 1103.0, 1
692.0, 216.0, 277.0, 514.0, 1186.0, 781.0, -1047.0, -939.0, 67.0, -1555.0, -864.0, -1005.0, -1193.0, 1839.0, 1164.0, -1378.0, 1422.0, 138.0, 636.0, 951.0, 1
1222.0, -212.0, -2104.0, 1954.0, 346.0, -266.0, -2575.0, -878.0, 1384.0, -1309.0, -752.0, 1591.0, -1776.0, 608.0, 2329.0, 3814.0, -2843.0, 2163.0, 136.0, 1419.0, 0
694.0, 164.0, 589.0, 1435.0, -172.0, 1297.0, -868.0, -27.0, -412.0, 1856.0, -148.0, -821.0, -572.0, -2203.0, -178.0, 431.0, 851.0, -1091.0, 1112.0, 103.0, 1
1185.0, -2364.0, -937.0, -1229.0, 3316.0, 674.0, -994.0, 33.0, 2123.0, 1346.0, -201.0, -1312.0, 2085.0, -3186.0, 858.0, -203.0, 1583.0, 2366.0, -993.0, 969.0, 0
403.0, 3661.0, 118.0, 2465.0, -457.0, 1806.0, 684.0, 11.0, 1893.0, 907.0, 1451.0, -42.0, 2218.0, 698.0, -182.0, 1724.0, 211.0, -572.0, -127.0, 509.0, 1
793.0, 2351.0, -94.0, 1079.0, 43.0, 2875.0, 329.0, 426.0, 1882.0, -203.0, -22.0, 1117.0, 548.0, 564.0, 1146.0, 258.0, -284.0, 316.0, -1047.0, 1613.0, 1
602.0, 39.0, 59.0, 823.0, 972.0, 1654.0, 1064.0, 138.0, 606.0, -258.0, 1144.0, -915.0, -404.0, 1674.0, -383.0, 401.0, 309.0, 1305.0, -229.0, -49.0, 1
-204.0, 3454.0, -56.0, 344.0, 87.0, 858.0, -908.0, 1193.0, 1802.0, 1273.0, 716.0, 1194.0, 651.0, 232.0, -539.0, 1186.0, -39.0, 176.0, 1375.0, -436.0, 1
184.0, 1101.0, -1881.0, 1399.0, -144.0, 782.0, 2076.0, -707.0, -1525.0, 1393.0, 1675.0, -15.0, 732.0, -494.0, 286.0, 245.0, -801.0, -237.0, 1447.0, 2449.0, 1
342.0, 2711.0, 274.0, 386.0, 935.0, 75.0, -161.0, 2.0, -839.0, 322.0, 1031.0, 409.0, 1293.0, 1073.0, 17.0, 1124.0, -638.0, -85.0, 1688.0, 1511.0, 1
8.0, -34.0, 278.0, -1767.0, -5119.0, 322.0, 2241.0, 2875.0, -2348.0, 1684.0, -1804.0, -2229.0, 1652.0, -1184.0, 1412.0, -1566.0, -151.0, -1347.0, 586.0, -1408.0, 0
