@relation ring-2
@attribute A1 real [-6879.0, 6285.0]
@attribute A2 real [-7141.0, 6921.0]
@attribute A3 real [-7734.0, 7611.0]
@attribute A4 real [-6627.0, 7149.0]
@attribute A5 real [-7184.0, 6383.0]
@attribute A6 real [-6946.0, 6743.0]
@attribute A7 real [-7781.0, 6285.0]
@attribute A8 real [-6882.0, 6357.0]
@attribute A9 real [-7184.0, 7487.0]
@attribute A10 real [-7232.0, 6757.0]
@attribute A11 real [-7803.0, 7208.0]
@attribute A12 real [-7395.0, 6791.0]
@attribute A13 real [-7096.0, 6403.0]
@attribute A14 real [-7472.0, 7261.0]
@attribute A15 real [-7342.0, 7372.0]
@attribute A16 real [-7121.0, 6905.0]
@attribute A17 real [-7163.0, 7175.0]
@attribute A18 real [-8778.0, 6896.0]
@attribute A19 real [-7554.0, 5726.0]
@attribute A20 real [-6722.0, 7627.0]
@attribute Class {0, 1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A20
@outputs Class
@data
759.0, -314.0, 898.0, -1743.0, 2003.0, 1117.0, 911.0, 136.0, -489.0, -144.0, 982.0, 112.0, 598.0, 474.0, 2026.0, 1431.0, -336.0, 79.0, 1123.0, 302.0, 1
-593.0, 878.0, -1045.0, 843.0, -1907.0, -1038.0, 861.0, -1764.0, 487.0, 2143.0, 481.0, 952.0, 939.0, 782.0, 1219.0, -475.0, 1146.0, 221.0, -462.0, -112.0, 1
697.0, 1029.0, -459.0, -3736.0, -2565.0, 3389.0, -892.0, -1674.0, -1966.0, -482.0, -727.0, -512.0, -331.0, 717.0, 1628.0, 155.0, -531.0, -1083.0, 124.0, -1507.0, 0
261.0, 1758.0, -177.0, -146.0, -57.0, -763.0, 1715.0, 1369.0, 461.0, 2187.0, 446.0, -76.0, 112.0, 1285.0, -205.0, 1383.0, -124.0, -1022.0, 2562.0, -319.0, 1
2563.0, -1449.0, 1505.0, -2023.0, -1027.0, 2366.0, 556.0, -1954.0, 4122.0, 2748.0, -1536.0, 3128.0, -151.0, -132.0, 721.0, 2122.0, -2611.0, -2612.0, -473.0, 68.0, 0
-828.0, 3.0, 1504.0, -3182.0, -1667.0, 25.0, -4599.0, -1431.0, -316.0, -1546.0, -2734.0, -1772.0, 1692.0, -124.0, 4311.0, -2008.0, 4266.0, -399.0, -707.0, -1995.0, 0
568.0, 1177.0, 2405.0, 65.0, -942.0, 71.0, 3324.0, -282.0, -297.0, -158.0, -418.0, 1135.0, 1287.0, 512.0, -634.0, -1552.0, 327.0, -502.0, -1106.0, -547.0, 1
1143.0, 618.0, 1154.0, 2162.0, 868.0, -76.0, 205.0, -64.0, 639.0, -33.0, 261.0, 604.0, -707.0, 39.0, 124.0, 551.0, 73.0, 701.0, 184.0, 803.0, 1
-831.0, 127.0, -764.0, -1826.0, 264.0, -2861.0, -3332.0, 1673.0, -843.0, -793.0, -3285.0, -805.0, 1342.0, 581.0, -1053.0, -5426.0, -1076.0, 1226.0, -412.0, 66.0, 0
1753.0, 298.0, 826.0, -716.0, 888.0, 555.0, 609.0, 562.0, 166.0, 26.0, -229.0, -226.0, 243.0, -1.0, -1617.0, 913.0, 1841.0, -742.0, -146.0, -344.0, 1
