@relation glass
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 3.5]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 6.21]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute TypeGlass {1, 2, 3, 4, 5, 6, 7}
@inputs RI, Na, Mg, Al, Si, K, Ca, Ba, Fe
@outputs TypeGlass
@data
1.51761952, 12.81145, 3.53812, 1.23053, 73.2372, 0.57753, 8.389, 0.0, 0.0, 1
1.51784732, 13.7745, 3.48873, 1.27868, 72.862, 0.60237, 8.48584, 0.0, 0.0, 1
1.52320062, 13.7225, 3.72221, 0.51149, 71.7476, 0.08694, 10.568, 0.0, 0.0816, 1
1.51750562, 12.8181, 3.55159, 1.49054, 72.75, 0.54027, 8.51812, 0.0, 0.0969, 1
1.51768786, 12.55875, 3.52016, 1.42955, 73.1476, 0.57132, 8.53964, 0.0, 0.0, 1
1.52725546, 13.8023, 3.15198, 0.65915, 70.5716, 0.08073, 11.63852, 0.0, 0.0, 2
1.5160477, 12.8979, 3.43934, 1.44881, 73.58, 0.44091, 8.27064, 0.0, 0.0, 2
1.52613924, 13.70255, 0.0, 1.35893, 71.238, 0.19251, 13.43544, 0.0, 0.051, 2
1.51711836, 12.89125, 3.61894, 1.57079, 72.9572, 0.60858, 8.10924, 0.0, 0.0, 2
1.51859906, 13.35675, 3.43036, 1.42955, 72.2628, 0.50922, 8.6042, 0.0, 0.0, 2
1.51800678, 13.7092, 3.92875, 1.53869, 71.8092, 0.54027, 8.20608, 0.0, 0.0765, 2
1.51777898, 13.6427, 3.65037, 0.64952, 73.002, 0.0621, 8.927, 0.0, 0.0, 3
1.51796122, 13.50305, 3.35852, 1.62857, 71.938, 0.57132, 8.80864, 0.0, 0.459, 3
1.52119598, 12.97105, 0.32777, 1.5098, 73.3884, 0.13041, 11.27268, 0.0, 0.1428, 5
1.5196925, 14.5604, 0.0, 0.55964, 73.478, 0.0, 11.21888, 0.0, 0.0, 6
1.5163894, 14.36755, 0.0, 2.73923, 72.8508, 0.0, 9.45424, 0.53865, 0.0, 7
1.516845, 14.9195, 0.0, 1.9913, 73.58, 0.0, 8.39976, 1.59075, 0.0, 7
1.51609326, 15.126, 0.0, 2.51132, 73.0524, 0.04968, 8.83016, 0.5292, 0.0, 7
1.51966972, 14.7732, 3.74915, 0.29, 72.022, 0.03105, 9.00232, 0.0, 0.0, 1
1.5190091, 13.48975, 3.47975, 1.3493, 71.9492, 0.55269, 9.00232, 0.0, 0.0, 1
1.51709558, 12.99765, 3.47077, 1.78907, 72.722, 0.65826, 8.18456, 0.0, 0.0, 2
