@relation glass
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 3.5]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 6.21]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute TypeGlass {1, 2, 3, 4, 5, 6, 7}
@inputs RI, Na, Mg, Al, Si, K, Ca, Ba, Fe
@outputs TypeGlass
@data
1.52222108, 13.21045, 3.7716, 0.79076, 71.9884, 0.13041, 10.2452, 0.0, 0.0, 1
1.51793844, 13.21045, 3.47975, 1.41029, 72.638, 0.58995, 8.43204, 0.0, 0.0, 1
1.51743728, 13.2969, 3.60098, 1.14065, 73.0916, 0.57753, 8.1738, 0.0, 0.0, 1
1.51910022, 13.88875, 3.52914, 1.32041, 71.8092, 0.50922, 8.77636, 0.11025, 0.0, 1
1.52171992, 13.5097, 3.8614, 0.88064, 71.7924, 0.22977, 9.54032, 0.0, 0.0561, 1
1.5175284, 12.57205, 3.47077, 1.3814, 73.3884, 0.60237, 8.5504, 0.0, 0.0306, 1
1.51871296, 12.93115, 3.65935, 1.56116, 72.5092, 0.57753, 8.5504, 0.0, 0.0612, 2
1.5170728, 13.7225, 3.6818, 1.81154, 72.0612, 0.63963, 7.88328, 0.0, 0.0, 2
1.51666276, 12.9378, 3.60996, 1.25942, 72.75, 0.5589, 8.6042, 0.0, 0.0, 2
1.51588824, 13.11735, 3.40791, 1.58042, 73.2596, 0.06831, 8.389, 0.0, 0.0969, 2
1.51846238, 13.0974, 3.96916, 1.1888, 72.442, 0.60237, 8.43204, 0.0, 0.0, 2
1.52739214, 11.0226, 0.0, 0.74903, 73.0804, 0.0, 14.96336, 0.0, 0.0, 2
1.5167311, 13.2969, 3.64139, 1.52906, 72.5316, 0.65205, 8.03392, 0.0, 0.1479, 2
1.5183257, 13.33015, 3.34056, 1.53869, 72.1396, 0.5589, 8.99156, 0.0, 0.0, 3
1.51670832, 13.23705, 3.56955, 1.3814, 72.6996, 0.5589, 8.4428, 0.0, 0.051, 3
1.52058092, 12.85135, 1.61191, 2.17106, 72.1788, 0.75762, 9.70172, 0.2394, 0.2601, 5
1.51937358, 13.789, 2.41113, 1.1888, 72.7612, 0.0, 9.76628, 0.0, 0.0, 6
1.51130946, 13.68925, 3.20137, 1.81154, 72.8116, 1.75743, 5.43, 1.1907, 0.0, 7
1.51727782, 14.70005, 0.0, 2.34119, 73.282, 0.0, 8.94852, 0.6615, 0.0, 7
1.52226664, 14.16805, 3.81201, 0.78113, 71.35, 0.0, 9.69096, 0.0, 0.0, 1
1.5266404, 11.22875, 0.0, 0.7715, 73.2092, 0.0, 14.6836, 0.0, 0.0, 2
1.51509094, 15.15225, 0.0, 2.25131, 73.5004, 0.0, 8.3352, 0.63, 0.0, 7
