@relation ring-5
@attribute A1 real [-6879.0, 6285.0]
@attribute A2 real [-7141.0, 6921.0]
@attribute A3 real [-7734.0, 7611.0]
@attribute A4 real [-6627.0, 7149.0]
@attribute A5 real [-7184.0, 6383.0]
@attribute A6 real [-6946.0, 6743.0]
@attribute A7 real [-7781.0, 6285.0]
@attribute A8 real [-6882.0, 6357.0]
@attribute A9 real [-7184.0, 7487.0]
@attribute A10 real [-7232.0, 6757.0]
@attribute A11 real [-7803.0, 7208.0]
@attribute A12 real [-7395.0, 6791.0]
@attribute A13 real [-7096.0, 6403.0]
@attribute A14 real [-7472.0, 7261.0]
@attribute A15 real [-7342.0, 7372.0]
@attribute A16 real [-7121.0, 6905.0]
@attribute A17 real [-7163.0, 7175.0]
@attribute A18 real [-8778.0, 6896.0]
@attribute A19 real [-7554.0, 5726.0]
@attribute A20 real [-6722.0, 7627.0]
@attribute Class {0, 1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A20
@outputs Class
@data
345.0, -35.0, -3081.0, 2445.0, -1016.0, 671.0, -12.0, 471.0, 143.0, 594.0, -1295.0, 2375.0, -1081.0, 195.0, 244.0, -123.0, -1711.0, -576.0, 2607.0, 3568.0, 0
366.0, 3128.0, -4531.0, -1283.0, 3117.0, -35.0, 1211.0, -7.0, 859.0, -1906.0, -66.0, -252.0, 1683.0, 1777.0, -2568.0, -2011.0, 1384.0, -619.0, 4193.0, -2332.0, 0
2019.0, -787.0, 2098.0, 557.0, 1907.0, -937.0, -934.0, 284.0, 255.0, 2256.0, -292.0, -848.0, 795.0, -17.0, 2041.0, 2964.0, -218.0, 1198.0, 77.0, -1256.0, 1
2191.0, 68.0, 452.0, 52.0, 916.0, 1555.0, 736.0, -132.0, 1967.0, -2404.0, 1067.0, 1136.0, 1705.0, 203.0, -542.0, 547.0, -1279.0, 589.0, -1062.0, -896.0, 1
-1163.0, -543.0, 1239.0, 446.0, -3732.0, -1951.0, 166.0, -162.0, 1399.0, -137.0, -46.0, 72.0, -276.0, -322.0, 1301.0, -282.0, -83.0, 1108.0, 2262.0, 1392.0, 0
-623.0, 925.0, 101.0, 1955.0, -241.0, 702.0, 569.0, -1512.0, 625.0, 298.0, -31.0, 1191.0, 731.0, 956.0, 479.0, 1967.0, 273.0, 17.0, 859.0, 735.0, 1
-2853.0, -1406.0, -2902.0, -122.0, 88.0, -259.0, 78.0, -6164.0, -3252.0, -485.0, 703.0, -348.0, -317.0, -1046.0, 78.0, 104.0, -3832.0, 47.0, 997.0, 98.0, 0
1143.0, 618.0, 1154.0, 2162.0, 868.0, -76.0, 205.0, -64.0, 639.0, -33.0, 261.0, 604.0, -707.0, 39.0, 124.0, 551.0, 73.0, 701.0, 184.0, 803.0, 1
832.0, 873.0, 238.0, -1591.0, 264.0, -1102.0, 1267.0, -174.0, -18.0, 874.0, -492.0, 66.0, 1956.0, 2323.0, -1366.0, 338.0, -396.0, 1061.0, -792.0, -96.0, 0
516.0, 175.0, -335.0, -2057.0, -1229.0, 974.0, 135.0, 1486.0, -2736.0, -999.0, 2214.0, -1686.0, -2912.0, 1505.0, 1452.0, 233.0, 1733.0, 2089.0, 1258.0, -3647.0, 0
