@relation ring-5
@attribute A1 real [-6879.0, 6285.0]
@attribute A2 real [-7141.0, 6921.0]
@attribute A3 real [-7734.0, 7611.0]
@attribute A4 real [-6627.0, 7149.0]
@attribute A5 real [-7184.0, 6383.0]
@attribute A6 real [-6946.0, 6743.0]
@attribute A7 real [-7781.0, 6285.0]
@attribute A8 real [-6882.0, 6357.0]
@attribute A9 real [-7184.0, 7487.0]
@attribute A10 real [-7232.0, 6757.0]
@attribute A11 real [-7803.0, 7208.0]
@attribute A12 real [-7395.0, 6791.0]
@attribute A13 real [-7096.0, 6403.0]
@attribute A14 real [-7472.0, 7261.0]
@attribute A15 real [-7342.0, 7372.0]
@attribute A16 real [-7121.0, 6905.0]
@attribute A17 real [-7163.0, 7175.0]
@attribute A18 real [-8778.0, 6896.0]
@attribute A19 real [-7554.0, 5726.0]
@attribute A20 real [-6722.0, 7627.0]
@attribute Class {0, 1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A20
@outputs Class
@data
2212.0, -1694.0, -533.0, 67.0, -1763.0, 9.0, -882.0, 1158.0, -516.0, 1889.0, -853.0, -1129.0, -134.0, -1822.0, 303.0, -1829.0, -281.0, 3215.0, -505.0, -1286.0, 0
698.0, 2911.0, -318.0, -1031.0, 332.0, -1298.0, 1043.0, 2232.0, 1685.0, 1355.0, 623.0, -127.0, 392.0, 749.0, -322.0, -657.0, -879.0, 127.0, -666.0, 19.0, 1
87.0, 3034.0, 1932.0, 5094.0, -4293.0, -2943.0, -241.0, -3455.0, 5762.0, -12.0, 1284.0, 5028.0, 186.0, -3381.0, -195.0, -1562.0, -2779.0, 2788.0, -131.0, 1588.0, 0
1184.0, -1025.0, 513.0, 672.0, 1486.0, 257.0, 335.0, 2603.0, 158.0, 1151.0, 561.0, 912.0, 927.0, 139.0, 787.0, -35.0, 3.0, -857.0, 562.0, 1147.0, 1
1332.0, -91.0, 1243.0, -35.0, 2332.0, 876.0, 21.0, 623.0, 735.0, 1327.0, 744.0, 296.0, 1511.0, 711.0, -698.0, -746.0, 241.0, -68.0, 603.0, 2566.0, 1
3333.0, 1133.0, 1623.0, -1915.0, 2069.0, 2144.0, 457.0, 814.0, 9.0, 97.0, 1708.0, -4284.0, 2354.0, -2837.0, 3227.0, -465.0, -2107.0, 584.0, -875.0, 2097.0, 0
559.0, 954.0, 2184.0, 108.0, -245.0, 1197.0, -1519.0, -517.0, 1018.0, 479.0, 1453.0, 853.0, 339.0, 76.0, 191.0, -1157.0, 2598.0, 1447.0, 1969.0, -27.0, 1
694.0, 164.0, 589.0, 1435.0, -172.0, 1297.0, -868.0, -27.0, -412.0, 1856.0, -148.0, -821.0, -572.0, -2203.0, -178.0, 431.0, 851.0, -1091.0, 1112.0, 103.0, 1
1746.0, 1305.0, 691.0, 2254.0, 2958.0, -219.0, 11.0, 802.0, 247.0, 63.0, 356.0, 1105.0, -534.0, 608.0, 189.0, 39.0, 1521.0, 942.0, 1111.0, 2319.0, 1
1382.0, -1521.0, 1668.0, 266.0, 1673.0, -337.0, -244.0, -408.0, -16.0, -272.0, 1068.0, -959.0, 169.0, 2835.0, -278.0, 708.0, 759.0, 579.0, -836.0, -37.0, 1
-3424.0, 3879.0, 1337.0, -764.0, -587.0, 926.0, 13.0, -1544.0, 426.0, 3462.0, 2078.0, -208.0, -157.0, -335.0, -2248.0, 457.0, 654.0, -3478.0, 1964.0, 3723.0, 0
1622.0, -1218.0, -1277.0, -3787.0, -706.0, -3461.0, 3581.0, 2866.0, -424.0, 2804.0, -2826.0, 374.0, 2195.0, -5771.0, -565.0, 2938.0, 3.0, -84.0, -315.0, 59.0, 0
-553.0, 411.0, 1011.0, 2809.0, 112.0, -96.0, 1207.0, -31.0, 1165.0, 22.0, 1035.0, 209.0, -579.0, 283.0, 366.0, 1852.0, -202.0, 722.0, 247.0, 201.0, 1
-1976.0, -1708.0, 4293.0, 3471.0, 1992.0, 831.0, 264.0, -5102.0, -447.0, -6213.0, 36.0, -2495.0, -153.0, 494.0, 1926.0, 3691.0, 534.0, 155.0, 306.0, 402.0, 0
697.0, -79.0, 719.0, 2159.0, -162.0, -1806.0, -1649.0, -511.0, 101.0, 1739.0, -1214.0, -266.0, 109.0, 798.0, -2692.0, -277.0, 1041.0, 1203.0, 327.0, 1747.0, 0
426.0, -2925.0, 848.0, 1064.0, 474.0, 1237.0, 2037.0, -3595.0, 148.0, -1306.0, 2462.0, -7114.0, 2213.0, -331.0, 1271.0, -1198.0, 263.0, -926.0, 1317.0, 93.0, 0
-771.0, -169.0, -1078.0, 79.0, -1218.0, -723.0, 61.0, 366.0, 1026.0, 1752.0, -505.0, 858.0, -1089.0, -73.0, 3006.0, 1187.0, -513.0, -834.0, 549.0, 383.0, 1
