@relation ring-3
@attribute A1 real [-6879.0, 6285.0]
@attribute A2 real [-7141.0, 6921.0]
@attribute A3 real [-7734.0, 7611.0]
@attribute A4 real [-6627.0, 7149.0]
@attribute A5 real [-7184.0, 6383.0]
@attribute A6 real [-6946.0, 6743.0]
@attribute A7 real [-7781.0, 6285.0]
@attribute A8 real [-6882.0, 6357.0]
@attribute A9 real [-7184.0, 7487.0]
@attribute A10 real [-7232.0, 6757.0]
@attribute A11 real [-7803.0, 7208.0]
@attribute A12 real [-7395.0, 6791.0]
@attribute A13 real [-7096.0, 6403.0]
@attribute A14 real [-7472.0, 7261.0]
@attribute A15 real [-7342.0, 7372.0]
@attribute A16 real [-7121.0, 6905.0]
@attribute A17 real [-7163.0, 7175.0]
@attribute A18 real [-8778.0, 6896.0]
@attribute A19 real [-7554.0, 5726.0]
@attribute A20 real [-6722.0, 7627.0]
@attribute Class {0, 1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A20
@outputs Class
@data
849.0, 2177.0, 598.0, 1689.0, 3114.0, -3406.0, 3799.0, -2642.0, 1578.0, -181.0, -212.0, 1633.0, 4664.0, 1081.0, -1172.0, -166.0, 578.0, 1664.0, 309.0, -3028.0, 0
-656.0, -1706.0, 4477.0, -293.0, -432.0, 1934.0, 2013.0, 672.0, 1193.0, -277.0, 2025.0, 1305.0, -2008.0, 179.0, -1327.0, 1452.0, -1402.0, -2894.0, -151.0, 126.0, 0
1305.0, 204.0, -394.0, 953.0, 222.0, -1443.0, 5.0, 1049.0, 1833.0, -1816.0, 2768.0, -928.0, -195.0, 1521.0, 3833.0, -193.0, 1984.0, 33.0, -2919.0, -553.0, 0
568.0, 1177.0, 2405.0, 65.0, -942.0, 71.0, 3324.0, -282.0, -297.0, -158.0, -418.0, 1135.0, 1287.0, 512.0, -634.0, -1552.0, 327.0, -502.0, -1106.0, -547.0, 1
89.0, -74.0, -526.0, 1415.0, -154.0, 489.0, -249.0, 1257.0, 84.0, 655.0, 239.0, 667.0, 836.0, 213.0, -83.0, 1152.0, 1144.0, 2801.0, 2162.0, 1371.0, 1
-2907.0, -639.0, 1224.0, -2121.0, 3932.0, -2147.0, -1.0, 3571.0, -1833.0, 244.0, -74.0, -3299.0, -521.0, -183.0, 281.0, 1501.0, -447.0, 1403.0, 86.0, 1095.0, 0
244.0, 453.0, 818.0, -3223.0, -2318.0, -95.0, -1738.0, 2462.0, -4581.0, 1753.0, 3709.0, 848.0, 4672.0, -88.0, 948.0, 2745.0, -1111.0, 618.0, 1573.0, -1026.0, 0
832.0, 873.0, 238.0, -1591.0, 264.0, -1102.0, 1267.0, -174.0, -18.0, 874.0, -492.0, 66.0, 1956.0, 2323.0, -1366.0, 338.0, -396.0, 1061.0, -792.0, -96.0, 0
34.0, 3296.0, -83.0, -85.0, 959.0, 161.0, 2326.0, -66.0, 1217.0, 237.0, 1228.0, 652.0, -754.0, 887.0, 1781.0, 656.0, 1172.0, 395.0, 988.0, 272.0, 1
-552.0, 4628.0, -3037.0, 2506.0, -24.0, 722.0, -1148.0, -218.0, -192.0, 618.0, 842.0, 1747.0, 616.0, -206.0, 1191.0, 239.0, 59.0, -4124.0, -2396.0, -96.0, 0
