@relation ring-3
@attribute A1 real [-6879.0, 6285.0]
@attribute A2 real [-7141.0, 6921.0]
@attribute A3 real [-7734.0, 7611.0]
@attribute A4 real [-6627.0, 7149.0]
@attribute A5 real [-7184.0, 6383.0]
@attribute A6 real [-6946.0, 6743.0]
@attribute A7 real [-7781.0, 6285.0]
@attribute A8 real [-6882.0, 6357.0]
@attribute A9 real [-7184.0, 7487.0]
@attribute A10 real [-7232.0, 6757.0]
@attribute A11 real [-7803.0, 7208.0]
@attribute A12 real [-7395.0, 6791.0]
@attribute A13 real [-7096.0, 6403.0]
@attribute A14 real [-7472.0, 7261.0]
@attribute A15 real [-7342.0, 7372.0]
@attribute A16 real [-7121.0, 6905.0]
@attribute A17 real [-7163.0, 7175.0]
@attribute A18 real [-8778.0, 6896.0]
@attribute A19 real [-7554.0, 5726.0]
@attribute A20 real [-6722.0, 7627.0]
@attribute Class {0, 1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A20
@outputs Class
@data
1839.0, 3036.0, -11.0, 394.0, 188.0, -503.0, 762.0, -682.0, 2188.0, 693.0, 1115.0, 1662.0, 619.0, 951.0, 1568.0, 76.0, 638.0, 51.0, 41.0, 837.0, 1
345.0, -35.0, -3081.0, 2445.0, -1016.0, 671.0, -12.0, 471.0, 143.0, 594.0, -1295.0, 2375.0, -1081.0, 195.0, 244.0, -123.0, -1711.0, -576.0, 2607.0, 3568.0, 0
697.0, 1029.0, -459.0, -3736.0, -2565.0, 3389.0, -892.0, -1674.0, -1966.0, -482.0, -727.0, -512.0, -331.0, 717.0, 1628.0, 155.0, -531.0, -1083.0, 124.0, -1507.0, 0
1306.0, 909.0, 504.0, 594.0, 118.0, -341.0, 14.0, -61.0, 12.0, 133.0, 1559.0, -202.0, 2786.0, 3866.0, 3054.0, 261.0, -572.0, -656.0, 745.0, -573.0, 1
-828.0, 3.0, 1504.0, -3182.0, -1667.0, 25.0, -4599.0, -1431.0, -316.0, -1546.0, -2734.0, -1772.0, 1692.0, -124.0, 4311.0, -2008.0, 4266.0, -399.0, -707.0, -1995.0, 0
1262.0, 518.0, 2864.0, -1292.0, -5078.0, -47.0, 313.0, 417.0, -3454.0, -503.0, 2544.0, 1316.0, 1242.0, -37.0, -2825.0, 198.0, 1296.0, -3698.0, 1378.0, 2362.0, 0
-434.0, 239.0, -887.0, 808.0, -278.0, -776.0, 826.0, -193.0, 2143.0, -1727.0, 947.0, 1451.0, 29.0, 377.0, 1774.0, 612.0, 304.0, -979.0, 578.0, 842.0, 1
146.0, 289.0, 1366.0, -877.0, 146.0, 8.0, 624.0, 149.0, 567.0, 11.0, 96.0, 2627.0, -442.0, -988.0, 1791.0, 876.0, -249.0, 2676.0, 484.0, 866.0, 1
-148.0, -173.0, 622.0, 1136.0, -249.0, -48.0, 738.0, -101.0, 1266.0, -55.0, -2348.0, 1662.0, 235.0, 163.0, 16.0, 1318.0, 151.0, 422.0, 2022.0, 1138.0, 1
-2158.0, 854.0, 3823.0, -1506.0, -1497.0, -1432.0, -1768.0, -1784.0, 2209.0, 795.0, 1573.0, 2967.0, -286.0, -1593.0, -1334.0, 2153.0, 1838.0, -2576.0, -1016.0, -1115.0, 0
54.0, 16.0, 1771.0, 51.0, 136.0, 196.0, 961.0, 64.0, 412.0, -35.0, 115.0, -457.0, 1567.0, 728.0, 768.0, -96.0, -1258.0, 945.0, 153.0, 963.0, 1
-179.0, -1441.0, 1915.0, 1579.0, 2042.0, -728.0, 1632.0, 275.0, 209.0, 211.0, 1144.0, 1236.0, -1295.0, 2962.0, 2515.0, 1756.0, 1248.0, -343.0, 1861.0, 86.0, 1
-826.0, -1342.0, 48.0, -3042.0, 1732.0, 604.0, -397.0, -138.0, -1372.0, 329.0, -3635.0, 1057.0, -215.0, -505.0, 4745.0, 128.0, 2863.0, 3987.0, -536.0, -993.0, 0
44.0, 1674.0, -876.0, 974.0, 865.0, 135.0, -175.0, -358.0, -94.0, 1853.0, -428.0, -906.0, -392.0, 1685.0, 884.0, 363.0, 1366.0, -676.0, -15.0, 1507.0, 1
-1888.0, -983.0, -478.0, 116.0, 378.0, -14.0, -478.0, -706.0, -1617.0, 282.0, 213.0, 17.0, 627.0, 2577.0, -697.0, -1081.0, -728.0, 2165.0, -834.0, 214.0, 1
1133.0, 5104.0, -2976.0, -1265.0, 887.0, -74.0, 559.0, 399.0, 44.0, 2126.0, -829.0, 1796.0, 2892.0, 1232.0, -1358.0, -2046.0, -4468.0, 907.0, 1152.0, 976.0, 0
4.0, 14.0, -1169.0, -18.0, -36.0, 429.0, -59.0, -3423.0, 88.0, 587.0, -44.0, -18.0, 752.0, 254.0, -108.0, -31.0, -264.0, 4546.0, -503.0, 2485.0, 0
108.0, -3234.0, 1868.0, -1689.0, -4033.0, -231.0, 2924.0, 3606.0, 1259.0, -2374.0, 216.0, 2246.0, -572.0, -2175.0, 4215.0, 141.0, 888.0, 2063.0, 1567.0, -1862.0, 0
694.0, 164.0, 589.0, 1435.0, -172.0, 1297.0, -868.0, -27.0, -412.0, 1856.0, -148.0, -821.0, -572.0, -2203.0, -178.0, 431.0, 851.0, -1091.0, 1112.0, 103.0, 1
403.0, 3661.0, 118.0, 2465.0, -457.0, 1806.0, 684.0, 11.0, 1893.0, 907.0, 1451.0, -42.0, 2218.0, 698.0, -182.0, 1724.0, 211.0, -572.0, -127.0, 509.0, 1
44.0, -869.0, 172.0, -166.0, 695.0, -176.0, 1778.0, -19.0, 544.0, 1517.0, 119.0, 1822.0, 1042.0, -282.0, 147.0, 1595.0, -385.0, 1163.0, 153.0, 52.0, 1
4598.0, 2052.0, -1524.0, -305.0, -2826.0, 838.0, 2959.0, -1126.0, 568.0, -615.0, -3212.0, 2366.0, -49.0, -1655.0, -24.0, 303.0, -3876.0, -2042.0, 2629.0, 85.0, 0
1382.0, -1521.0, 1668.0, 266.0, 1673.0, -337.0, -244.0, -408.0, -16.0, -272.0, 1068.0, -959.0, 169.0, 2835.0, -278.0, 708.0, 759.0, 579.0, -836.0, -37.0, 1
1428.0, 626.0, 1582.0, 36.0, 746.0, -66.0, -48.0, 23.0, 1596.0, 765.0, -123.0, 426.0, 2061.0, 99.0, 1794.0, 1345.0, 1072.0, -1371.0, 1341.0, -434.0, 1
-526.0, 1665.0, -1604.0, 28.0, -522.0, -2316.0, -132.0, 352.0, -1818.0, -1947.0, -1308.0, -926.0, -69.0, 1203.0, 1212.0, -3303.0, 2275.0, 2427.0, 77.0, 2338.0, 0
-1077.0, 533.0, 921.0, -1103.0, 127.0, 708.0, -6.0, 108.0, 2422.0, 913.0, 2542.0, 1731.0, 143.0, -974.0, 923.0, 1263.0, 496.0, 1805.0, -314.0, -376.0, 1
1437.0, -3662.0, -2989.0, 246.0, 1676.0, -1487.0, 879.0, 2262.0, -69.0, -1044.0, 1442.0, -437.0, -2184.0, 552.0, 1612.0, 2511.0, 207.0, 4024.0, 4011.0, -3193.0, 0
3486.0, 186.0, -73.0, 15.0, 251.0, -234.0, -2005.0, 115.0, 358.0, -1624.0, 1706.0, 101.0, -1072.0, 1114.0, -52.0, 1357.0, 2092.0, -886.0, -894.0, -1357.0, 0
-1387.0, -59.0, -243.0, -1917.0, 1039.0, 2253.0, 6.0, -3447.0, 829.0, 2507.0, -713.0, 554.0, 3179.0, -1816.0, -2961.0, -3894.0, -82.0, 1323.0, 2298.0, -1727.0, 0
965.0, -452.0, -668.0, 1274.0, 244.0, 2046.0, 707.0, 78.0, 996.0, 1148.0, -37.0, 692.0, 2269.0, 2238.0, -1832.0, 817.0, 359.0, 308.0, 59.0, 1552.0, 1
-669.0, -8.0, 1951.0, 128.0, 624.0, -1934.0, 125.0, -3126.0, 819.0, -17.0, -3.0, -2727.0, 227.0, -2296.0, -112.0, 211.0, -217.0, -1918.0, 227.0, -1439.0, 0
-1709.0, 2213.0, -895.0, 1007.0, -1344.0, 1856.0, 34.0, -2131.0, -1151.0, 1524.0, 584.0, 392.0, 5408.0, 1874.0, 1896.0, 534.0, 1147.0, -77.0, 1167.0, 33.0, 0
-59.0, -148.0, 1545.0, -1082.0, 394.0, -527.0, -784.0, 651.0, -372.0, -2017.0, -263.0, -61.0, -433.0, 99.0, -263.0, 912.0, 49.0, 46.0, -283.0, 217.0, 1
-26.0, 224.0, 1107.0, 904.0, 1666.0, 1633.0, 285.0, 2314.0, 733.0, 747.0, 1643.0, 358.0, 6.0, 644.0, 3.0, 344.0, 1409.0, 112.0, 1985.0, 1375.0, 1
-2393.0, -2546.0, 819.0, 92.0, 414.0, 2632.0, -951.0, -4072.0, 79.0, -171.0, -151.0, -2917.0, -2292.0, 2904.0, 1347.0, -3162.0, 642.0, -1592.0, -2313.0, 512.0, 0
-73.0, -563.0, 2223.0, 1793.0, 1113.0, 2572.0, 755.0, -678.0, -208.0, 3.0, -475.0, -1386.0, 2409.0, 2039.0, -611.0, -1153.0, 78.0, 333.0, -178.0, 888.0, 1
1908.0, 245.0, 3273.0, 824.0, 421.0, -113.0, 869.0, -475.0, 4438.0, -1731.0, -24.0, -2903.0, 139.0, 37.0, -33.0, 62.0, -2159.0, 1724.0, -767.0, 392.0, 0
-1926.0, 458.0, 2129.0, 1481.0, -495.0, -132.0, -81.0, -3792.0, -1078.0, -644.0, 1621.0, 1142.0, 1872.0, -2525.0, 107.0, 2827.0, -1829.0, -2859.0, -3643.0, -3424.0, 0
184.0, 1101.0, -1881.0, 1399.0, -144.0, 782.0, 2076.0, -707.0, -1525.0, 1393.0, 1675.0, -15.0, 732.0, -494.0, 286.0, 245.0, -801.0, -237.0, 1447.0, 2449.0, 1
8.0, -34.0, 278.0, -1767.0, -5119.0, 322.0, 2241.0, 2875.0, -2348.0, 1684.0, -1804.0, -2229.0, 1652.0, -1184.0, 1412.0, -1566.0, -151.0, -1347.0, 586.0, -1408.0, 0
-958.0, 284.0, -1536.0, -289.0, 1948.0, -1609.0, 1368.0, -668.0, -134.0, 5.0, -633.0, 1533.0, -185.0, 1814.0, -633.0, 251.0, -352.0, 637.0, 133.0, 9.0, 1
-156.0, 219.0, 114.0, 258.0, -308.0, 511.0, -1831.0, -3458.0, -1013.0, -3494.0, 1426.0, -82.0, 1447.0, -1423.0, -3498.0, -1071.0, 6424.0, -1237.0, 752.0, 111.0, 0
-747.0, 1155.0, 1181.0, -183.0, 78.0, 1385.0, -376.0, 78.0, 1735.0, 516.0, 1009.0, 587.0, -157.0, 944.0, 961.0, 1131.0, 1057.0, 288.0, 343.0, 1629.0, 1
556.0, -104.0, -364.0, -1305.0, -19.0, -539.0, 1334.0, 817.0, -682.0, -1799.0, -201.0, 62.0, 1716.0, 384.0, -481.0, -2029.0, -585.0, -1017.0, 283.0, 1198.0, 1
-3584.0, 3631.0, 725.0, 1749.0, -2485.0, 6085.0, 696.0, 1896.0, 277.0, 3804.0, 189.0, 814.0, 931.0, -894.0, 96.0, -4485.0, 4371.0, 5323.0, 462.0, 718.0, 0
68.0, 1803.0, 1544.0, 1876.0, 32.0, -518.0, -1159.0, 2241.0, 649.0, 82.0, 469.0, 552.0, -426.0, 1796.0, 1483.0, 478.0, 794.0, -1228.0, 264.0, -42.0, 1
1183.0, 205.0, -186.0, 239.0, 2733.0, 1226.0, 267.0, -412.0, -108.0, 1705.0, -36.0, 1258.0, 522.0, -218.0, -263.0, 1179.0, 78.0, 74.0, 686.0, -1132.0, 1
1148.0, 1719.0, 907.0, 46.0, -4391.0, 1733.0, 1693.0, -263.0, -2206.0, -987.0, 3755.0, 1611.0, -2733.0, -2301.0, -1128.0, -2522.0, 1133.0, -18.0, 1093.0, 162.0, 0
744.0, -698.0, 637.0, 267.0, 611.0, 81.0, 161.0, -4.0, 1139.0, 1207.0, -241.0, -9.0, -259.0, 1593.0, 239.0, 472.0, 222.0, 328.0, -68.0, 16.0, 1
-629.0, -631.0, -836.0, -833.0, 242.0, 548.0, -173.0, 4718.0, -383.0, 621.0, -1782.0, 837.0, -1212.0, -206.0, -496.0, 973.0, -54.0, 1846.0, -706.0, 116.0, 0
27.0, 1268.0, 1035.0, 963.0, 952.0, -676.0, 1158.0, -162.0, 1826.0, 1351.0, 859.0, -295.0, 1251.0, 712.0, 68.0, -36.0, -315.0, 296.0, 1142.0, 505.0, 1
