@relation ring-3
@attribute A1 real [-6879.0, 6285.0]
@attribute A2 real [-7141.0, 6921.0]
@attribute A3 real [-7734.0, 7611.0]
@attribute A4 real [-6627.0, 7149.0]
@attribute A5 real [-7184.0, 6383.0]
@attribute A6 real [-6946.0, 6743.0]
@attribute A7 real [-7781.0, 6285.0]
@attribute A8 real [-6882.0, 6357.0]
@attribute A9 real [-7184.0, 7487.0]
@attribute A10 real [-7232.0, 6757.0]
@attribute A11 real [-7803.0, 7208.0]
@attribute A12 real [-7395.0, 6791.0]
@attribute A13 real [-7096.0, 6403.0]
@attribute A14 real [-7472.0, 7261.0]
@attribute A15 real [-7342.0, 7372.0]
@attribute A16 real [-7121.0, 6905.0]
@attribute A17 real [-7163.0, 7175.0]
@attribute A18 real [-8778.0, 6896.0]
@attribute A19 real [-7554.0, 5726.0]
@attribute A20 real [-6722.0, 7627.0]
@attribute Class {0, 1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A20
@outputs Class
@data
759.0, -314.0, 898.0, -1743.0, 2003.0, 1117.0, 911.0, 136.0, -489.0, -144.0, 982.0, 112.0, 598.0, 474.0, 2026.0, 1431.0, -336.0, 79.0, 1123.0, 302.0, 1
-984.0, 792.0, 831.0, 21.0, 1531.0, 1739.0, 2641.0, 105.0, 554.0, -236.0, -651.0, 605.0, 2459.0, -1611.0, 1964.0, -201.0, -1229.0, -826.0, -1822.0, 1662.0, 1
1007.0, 242.0, 1601.0, 1689.0, -373.0, -1713.0, 2086.0, 74.0, 965.0, 2.0, -381.0, -51.0, -734.0, -1066.0, -1293.0, 692.0, 1072.0, -815.0, -6.0, 274.0, 1
261.0, 1758.0, -177.0, -146.0, -57.0, -763.0, 1715.0, 1369.0, 461.0, 2187.0, 446.0, -76.0, 112.0, 1285.0, -205.0, 1383.0, -124.0, -1022.0, 2562.0, -319.0, 1
-1163.0, -543.0, 1239.0, 446.0, -3732.0, -1951.0, 166.0, -162.0, 1399.0, -137.0, -46.0, 72.0, -276.0, -322.0, 1301.0, -282.0, -83.0, 1108.0, 2262.0, 1392.0, 0
-291.0, -654.0, 1568.0, -2044.0, 3824.0, 457.0, -1116.0, -537.0, -3795.0, 2014.0, 1665.0, -2523.0, 3879.0, -657.0, -1383.0, -203.0, -962.0, -1771.0, -1953.0, -3288.0, 0
-437.0, 1061.0, -742.0, 996.0, 57.0, 646.0, 829.0, 1926.0, 1355.0, -307.0, -29.0, 413.0, 2271.0, 463.0, 1383.0, 792.0, 1119.0, 712.0, 1343.0, 1178.0, 1
244.0, 355.0, 1602.0, 1038.0, 1237.0, 1995.0, 1564.0, 251.0, 859.0, -196.0, 173.0, 1339.0, -92.0, -901.0, 632.0, -146.0, 25.0, 1196.0, 1804.0, 45.0, 1
44.0, -25.0, 538.0, 47.0, -1415.0, 208.0, -1243.0, 652.0, 93.0, 786.0, -105.0, 1421.0, -278.0, 1222.0, 175.0, 18.0, -48.0, 595.0, -801.0, -115.0, 1
1222.0, -212.0, -2104.0, 1954.0, 346.0, -266.0, -2575.0, -878.0, 1384.0, -1309.0, -752.0, 1591.0, -1776.0, 608.0, 2329.0, 3814.0, -2843.0, 2163.0, 136.0, 1419.0, 0
