@relation yeast-1
@attribute Mcg real [0.11, 1.0]
@attribute Gvh real [0.13, 1.0]
@attribute Alm real [0.21, 1.0]
@attribute Mit real [0.0, 1.0]
@attribute Erl real [0.5, 1.0]
@attribute Pox real [0.0, 0.83]
@attribute Vac real [0.0, 0.73]
@attribute Nuc real [0.0, 1.0]
@attribute Class {MIT, NUC, CYT, ME1, ME2, ME3, EXC, VAC, POX, ERL}
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.5, 0.54, 0.48, 0.65, 0.5, 0.0, 0.53, 0.22, MIT
0.73, 0.63, 0.42, 0.3, 0.5, 0.0, 0.49, 0.22, CYT
0.38, 0.61, 0.61, 0.12, 0.5, 0.0, 0.53, 0.47, CYT
0.4, 0.45, 0.57, 0.18, 0.5, 0.0, 0.56, 0.26, CYT
0.48, 0.54, 0.55, 0.12, 0.5, 0.0, 0.51, 0.22, CYT
0.67, 0.62, 0.4, 0.43, 0.5, 0.83, 0.5, 0.22, MIT
0.45, 0.41, 0.5, 0.46, 0.5, 0.5, 0.5, 0.27, POX
0.26, 0.36, 0.47, 0.34, 0.5, 0.0, 0.53, 0.72, NUC
0.67, 0.71, 0.52, 0.65, 0.5, 0.0, 0.53, 0.36, NUC
0.26, 0.5, 0.33, 0.28, 0.5, 0.0, 0.51, 0.22, ME3
0.57, 0.57, 0.44, 0.37, 0.5, 0.0, 0.52, 0.25, MIT
0.42, 0.58, 0.41, 0.65, 0.5, 0.0, 0.46, 0.26, MIT
0.77, 0.79, 0.58, 0.23, 0.5, 0.0, 0.48, 0.22, EXC
0.53, 0.44, 0.51, 0.33, 0.5, 0.0, 0.52, 0.22, MIT
0.4, 0.56, 0.48, 0.14, 0.5, 0.0, 0.47, 0.22, MIT
0.51, 0.53, 0.55, 0.14, 0.5, 0.0, 0.51, 0.22, CYT
0.27, 0.39, 0.66, 0.11, 0.5, 0.0, 0.44, 0.22, MIT
0.6, 0.56, 0.47, 0.2, 0.5, 0.0, 0.5, 0.38, NUC
0.55, 0.56, 0.45, 0.14, 0.5, 0.0, 0.54, 0.22, CYT
0.77, 0.8, 0.51, 0.4, 1.0, 0.0, 0.54, 0.22, ERL
0.25, 0.4, 0.51, 0.18, 0.5, 0.0, 0.5, 0.27, CYT
0.35, 0.36, 0.57, 0.17, 0.5, 0.0, 0.52, 0.22, CYT
0.56, 0.59, 0.53, 0.16, 0.5, 0.0, 0.24, 0.42, NUC
0.74, 0.53, 0.5, 0.08, 0.5, 0.0, 0.55, 0.31, CYT
0.69, 0.48, 0.38, 0.15, 0.5, 0.0, 0.55, 0.22, ME2
0.4, 0.48, 0.5, 0.17, 0.5, 0.0, 0.54, 0.5, CYT
0.58, 0.48, 0.56, 0.1, 0.5, 0.0, 0.46, 0.25, NUC
0.58, 0.41, 0.51, 0.26, 0.5, 0.0, 0.51, 0.37, CYT
0.39, 0.39, 0.55, 0.52, 0.5, 0.0, 0.37, 0.16, NUC
0.29, 0.68, 0.47, 0.26, 0.5, 0.0, 0.47, 0.37, NUC
0.5, 0.45, 0.49, 0.15, 0.5, 0.0, 0.55, 0.43, NUC
0.33, 0.28, 0.31, 0.24, 0.5, 0.0, 0.53, 0.22, ME3
0.41, 0.43, 0.5, 0.28, 0.5, 0.0, 0.5, 0.22, CYT
0.43, 0.44, 0.3, 0.18, 0.5, 0.0, 0.51, 0.22, ME3
0.42, 0.44, 0.33, 0.17, 0.5, 0.0, 0.54, 0.27, ME3
0.4, 0.45, 0.42, 0.17, 0.5, 0.0, 0.54, 0.26, ME3
0.81, 0.76, 0.32, 0.37, 0.5, 0.0, 0.51, 0.22, ME2
0.42, 0.25, 0.6, 0.14, 0.5, 0.0, 0.45, 0.22, CYT
0.23, 0.34, 0.41, 0.28, 0.5, 0.0, 0.5, 0.27, NUC
0.43, 0.38, 0.51, 0.24, 0.5, 0.0, 0.46, 0.33, NUC
0.51, 0.43, 0.47, 0.19, 0.5, 0.0, 0.52, 0.37, CYT
0.44, 0.53, 0.43, 0.17, 0.5, 0.0, 0.54, 0.75, NUC
0.39, 0.37, 0.56, 0.15, 0.5, 0.0, 0.5, 0.27, CYT
0.18, 0.48, 0.46, 0.12, 0.5, 0.0, 0.0, 0.25, NUC
0.32, 0.47, 0.55, 0.25, 0.5, 0.0, 0.49, 0.22, MIT
0.46, 0.57, 0.52, 0.28, 0.5, 0.0, 0.52, 0.22, NUC
0.53, 0.48, 0.45, 0.44, 0.5, 0.0, 0.49, 0.27, MIT
0.7, 0.53, 0.42, 0.22, 0.5, 0.0, 0.51, 0.28, NUC
0.37, 0.31, 0.53, 0.16, 0.5, 0.0, 0.53, 0.44, NUC
0.51, 0.42, 0.56, 0.38, 0.5, 0.0, 0.46, 0.22, MIT
0.5, 0.46, 0.64, 0.36, 0.5, 0.0, 0.49, 0.22, MIT
0.45, 0.38, 0.64, 0.14, 0.5, 0.0, 0.54, 0.22, MIT
0.41, 0.52, 0.53, 0.41, 0.5, 0.0, 0.39, 0.33, MIT
0.44, 0.44, 0.67, 0.35, 0.5, 0.0, 0.48, 0.26, MIT
0.56, 0.5, 0.61, 0.49, 0.5, 0.0, 0.46, 0.28, MIT
0.53, 0.52, 0.61, 0.35, 0.5, 0.0, 0.5, 0.22, MIT
0.65, 0.53, 0.55, 0.52, 0.5, 0.0, 0.47, 0.27, MIT
0.76, 0.76, 0.35, 0.27, 0.5, 0.0, 0.44, 0.22, ME1
0.52, 0.38, 0.62, 0.12, 0.5, 0.0, 0.41, 0.28, NUC
0.41, 0.59, 0.46, 0.19, 0.5, 0.0, 0.36, 0.22, EXC
0.51, 0.46, 0.54, 0.41, 0.5, 0.0, 0.53, 0.22, MIT
0.36, 0.3, 0.5, 0.19, 0.5, 0.0, 0.55, 0.3, NUC
0.35, 0.44, 0.54, 0.26, 0.5, 0.0, 0.52, 0.26, NUC
0.43, 0.38, 0.38, 0.12, 0.5, 0.0, 0.5, 0.22, ME2
0.74, 0.89, 0.32, 0.24, 0.5, 0.0, 0.54, 0.32, ME1
0.4, 0.36, 0.55, 0.15, 0.5, 0.0, 0.53, 0.22, VAC
0.59, 0.45, 0.58, 0.21, 0.5, 0.0, 0.49, 0.22, MIT
0.27, 0.56, 0.3, 0.14, 0.5, 0.0, 0.52, 0.39, ME3
0.38, 0.48, 0.51, 0.13, 0.5, 0.0, 0.5, 0.32, NUC
0.53, 0.59, 0.48, 0.14, 0.5, 0.0, 0.51, 0.22, CYT
0.33, 0.35, 0.56, 0.19, 0.5, 0.0, 0.5, 0.22, NUC
0.38, 0.26, 0.6, 0.1, 0.5, 0.0, 0.48, 0.44, NUC
0.52, 0.37, 0.48, 0.13, 0.5, 0.0, 0.55, 0.22, NUC
0.51, 0.46, 0.4, 0.65, 0.5, 0.0, 0.49, 0.22, MIT
0.24, 0.41, 0.47, 0.16, 0.5, 0.0, 0.51, 0.38, NUC
0.39, 0.16, 0.59, 0.08, 0.5, 0.0, 0.51, 0.27, NUC
0.4, 0.6, 0.5, 0.16, 0.5, 0.0, 0.51, 0.22, CYT
0.58, 0.31, 0.6, 0.12, 0.5, 0.0, 0.47, 0.33, NUC
0.49, 0.67, 0.5, 0.28, 0.5, 0.0, 0.43, 0.22, NUC
0.45, 0.43, 0.5, 0.25, 0.5, 0.0, 0.47, 0.22, MIT
0.47, 0.45, 0.51, 0.33, 0.5, 0.0, 0.46, 0.26, NUC
0.54, 0.55, 0.56, 0.14, 0.5, 0.0, 0.5, 0.25, CYT
0.35, 0.33, 0.48, 0.42, 0.5, 0.0, 0.47, 0.43, CYT
0.36, 0.56, 0.52, 0.18, 0.5, 0.0, 0.45, 0.16, CYT
0.37, 0.44, 0.64, 0.48, 0.5, 0.0, 0.36, 0.27, CYT
0.43, 0.33, 0.67, 0.12, 0.5, 0.0, 0.43, 0.23, CYT
0.34, 0.34, 0.65, 0.4, 0.5, 0.0, 0.32, 0.16, CYT
0.73, 0.6, 0.47, 0.2, 0.5, 0.0, 0.72, 0.22, CYT
0.42, 0.5, 0.64, 0.13, 0.5, 0.0, 0.49, 0.22, CYT
0.55, 0.55, 0.52, 0.13, 0.5, 0.0, 0.53, 0.25, CYT
0.56, 0.49, 0.32, 0.22, 0.5, 0.0, 0.5, 0.22, ME2
0.85, 0.69, 0.34, 0.31, 0.5, 0.0, 0.57, 0.3, ME1
0.37, 0.47, 0.49, 0.12, 0.5, 0.0, 0.47, 0.31, NUC
0.38, 0.42, 0.31, 0.35, 0.5, 0.0, 0.52, 0.22, ME3
0.46, 0.56, 0.56, 0.25, 0.5, 0.0, 0.43, 0.22, NUC
0.37, 0.55, 0.52, 0.13, 0.5, 0.0, 0.42, 0.8, CYT
0.54, 0.5, 0.51, 0.26, 0.5, 0.0, 0.52, 0.22, CYT
0.36, 0.32, 0.55, 0.27, 0.5, 0.0, 0.47, 0.43, NUC
0.4, 0.39, 0.6, 0.23, 0.5, 0.0, 0.52, 0.31, NUC
0.77, 0.73, 0.49, 0.46, 0.5, 0.0, 0.38, 0.22, EXC
0.37, 0.48, 0.67, 0.37, 0.5, 0.0, 0.56, 0.62, NUC
0.55, 0.47, 0.53, 0.2, 0.5, 0.0, 0.4, 0.22, NUC
0.6, 0.46, 0.51, 0.1, 0.5, 0.0, 0.48, 0.31, CYT
0.38, 0.42, 0.47, 0.12, 0.5, 0.0, 0.47, 0.53, NUC
0.46, 0.41, 0.43, 0.18, 0.5, 0.0, 0.54, 0.22, ME3
0.4, 0.65, 0.38, 0.17, 0.5, 0.0, 0.57, 0.22, ME3
0.3, 0.45, 0.55, 0.19, 0.5, 0.0, 0.53, 0.4, CYT
0.66, 0.65, 0.53, 0.17, 0.5, 0.0, 0.47, 0.66, NUC
0.39, 0.39, 0.65, 0.16, 0.5, 0.0, 0.45, 0.22, CYT
0.51, 0.59, 0.55, 0.21, 0.5, 0.0, 0.52, 0.22, CYT
0.31, 0.4, 0.31, 0.17, 0.5, 0.0, 0.52, 0.22, ME3
0.59, 0.51, 0.47, 0.21, 0.5, 0.0, 0.47, 0.22, CYT
0.52, 0.45, 0.53, 0.34, 0.5, 0.0, 0.52, 0.44, CYT
0.41, 0.59, 0.65, 0.14, 0.5, 0.0, 0.49, 0.33, NUC
0.47, 0.38, 0.5, 0.15, 0.5, 0.0, 0.49, 0.47, NUC
0.54, 0.55, 0.55, 0.4, 0.5, 0.0, 0.53, 0.22, CYT
0.31, 0.31, 0.57, 0.15, 0.5, 0.0, 0.5, 0.22, CYT
0.47, 0.56, 0.58, 0.19, 0.5, 0.0, 0.44, 0.64, CYT
0.55, 0.69, 0.51, 0.12, 0.5, 0.0, 0.51, 0.22, CYT
0.52, 0.49, 0.59, 0.21, 0.5, 0.0, 0.47, 0.22, NUC
0.59, 0.48, 0.41, 0.53, 0.5, 0.0, 0.48, 0.56, ME3
0.33, 0.46, 0.53, 0.12, 0.5, 0.0, 0.5, 0.27, CYT
0.5, 0.46, 0.49, 0.27, 0.5, 0.0, 0.6, 0.22, CYT
0.5, 0.47, 0.45, 0.14, 0.5, 0.0, 0.53, 0.32, ME3
0.66, 0.37, 0.6, 0.25, 0.5, 0.0, 0.69, 0.22, MIT
0.51, 0.49, 0.48, 0.55, 0.5, 0.0, 0.52, 0.58, CYT
0.36, 0.51, 0.51, 0.17, 0.5, 0.0, 0.52, 0.22, VAC
0.48, 0.58, 0.58, 0.12, 0.5, 0.0, 0.49, 0.22, VAC
0.69, 0.66, 0.36, 0.09, 0.5, 0.0, 0.56, 0.22, ME1
0.49, 0.53, 0.36, 0.15, 0.5, 0.0, 0.52, 0.27, ME3
0.59, 0.56, 0.5, 0.48, 0.5, 0.0, 0.46, 0.22, MIT
0.57, 0.52, 0.46, 0.2, 0.5, 0.83, 0.52, 0.41, POX
0.69, 0.57, 0.39, 0.19, 0.5, 0.0, 0.48, 0.39, ME2
0.39, 0.56, 0.34, 0.18, 0.5, 0.0, 0.49, 0.22, ME3
0.3, 0.37, 0.4, 0.45, 0.5, 0.0, 0.48, 0.41, ME3
0.25, 0.4, 0.52, 0.15, 0.5, 0.0, 0.56, 0.28, NUC
0.4, 0.44, 0.49, 0.47, 0.5, 0.0, 0.49, 0.27, NUC
0.37, 0.46, 0.4, 0.27, 0.5, 0.0, 0.45, 0.22, NUC
0.39, 0.45, 0.53, 0.18, 0.5, 0.0, 0.54, 0.22, CYT
0.35, 0.39, 0.57, 0.11, 0.5, 0.0, 0.48, 0.22, NUC
0.38, 0.49, 0.61, 0.13, 0.5, 0.0, 0.54, 0.22, CYT
0.43, 0.52, 0.53, 0.52, 1.0, 0.0, 0.49, 0.22, CYT
0.5, 0.34, 0.62, 0.19, 0.5, 0.0, 0.57, 0.22, CYT
0.4, 0.52, 0.53, 0.52, 0.5, 0.0, 0.51, 0.22, MIT
0.45, 0.53, 0.51, 0.42, 0.5, 0.0, 0.52, 0.22, MIT
0.35, 0.42, 0.56, 0.28, 0.5, 0.0, 0.47, 0.22, NUC
0.45, 0.5, 0.57, 0.29, 0.5, 0.0, 0.44, 0.11, CYT
0.36, 0.5, 0.39, 0.23, 0.5, 0.0, 0.5, 0.22, ME3
0.67, 0.57, 0.36, 0.19, 0.5, 0.0, 0.56, 0.22, ME2
