@relation yeast-1
@attribute Mcg real [0.11, 1.0]
@attribute Gvh real [0.13, 1.0]
@attribute Alm real [0.21, 1.0]
@attribute Mit real [0.0, 1.0]
@attribute Erl real [0.5, 1.0]
@attribute Pox real [0.0, 0.83]
@attribute Vac real [0.0, 0.73]
@attribute Nuc real [0.0, 1.0]
@attribute Class {MIT, NUC, CYT, ME1, ME2, ME3, EXC, VAC, POX, ERL}
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.64, 0.62, 0.49, 0.15, 0.5, 0.0, 0.53, 0.22, MIT
0.43, 0.39, 0.54, 0.21, 0.5, 0.0, 0.53, 0.27, NUC
0.37, 0.36, 0.56, 0.18, 0.5, 0.0, 0.48, 0.26, VAC
0.74, 0.57, 0.51, 0.28, 0.5, 0.0, 0.58, 0.22, VAC
0.54, 0.48, 0.44, 0.08, 0.5, 0.0, 0.52, 0.27, CYT
0.34, 0.46, 0.57, 0.09, 0.5, 0.0, 0.55, 0.22, CYT
0.47, 0.39, 0.59, 0.15, 0.5, 0.0, 0.57, 0.22, CYT
0.49, 0.61, 0.49, 0.25, 0.5, 0.0, 0.5, 0.28, CYT
0.65, 0.65, 0.52, 0.16, 0.5, 0.0, 0.6, 0.22, CYT
0.3, 0.32, 0.57, 0.19, 0.5, 0.0, 0.48, 0.55, NUC
0.55, 0.53, 0.55, 0.46, 0.5, 0.0, 0.52, 0.22, MIT
0.4, 0.38, 0.53, 0.16, 0.5, 0.0, 0.52, 0.27, NUC
0.29, 0.32, 0.58, 0.15, 0.5, 0.0, 0.5, 0.3, CYT
0.64, 0.6, 0.57, 0.19, 0.5, 0.0, 0.43, 0.22, NUC
0.44, 0.38, 0.48, 0.32, 0.5, 0.83, 0.53, 0.22, POX
0.31, 0.31, 0.56, 0.33, 0.5, 0.0, 0.52, 0.33, NUC
0.61, 0.72, 0.31, 0.33, 0.5, 0.0, 0.56, 0.22, MIT
0.63, 0.56, 0.45, 0.58, 0.5, 0.0, 0.51, 0.22, MIT
0.72, 0.62, 0.34, 0.29, 0.5, 0.0, 0.56, 0.28, MIT
0.49, 0.6, 0.43, 0.56, 0.5, 0.0, 0.36, 0.22, MIT
0.55, 0.45, 0.45, 0.54, 0.5, 0.0, 0.5, 0.22, MIT
0.57, 0.41, 0.59, 0.24, 0.5, 0.0, 0.4, 0.22, CYT
0.56, 0.41, 0.58, 0.21, 0.5, 0.0, 0.42, 0.22, CYT
0.58, 0.56, 0.45, 0.12, 0.5, 0.0, 0.51, 0.22, NUC
0.31, 0.46, 0.54, 0.52, 0.5, 0.0, 0.5, 0.34, NUC
0.45, 0.27, 0.57, 0.36, 0.5, 0.0, 0.52, 0.18, CYT
0.34, 0.42, 0.3, 0.23, 0.5, 0.0, 0.53, 0.22, ME3
0.44, 0.53, 0.52, 0.23, 0.5, 0.83, 0.51, 0.22, POX
0.39, 0.28, 0.46, 0.12, 0.5, 0.0, 0.41, 0.22, NUC
0.55, 0.54, 0.56, 0.22, 0.5, 0.0, 0.5, 0.37, NUC
0.38, 0.48, 0.59, 0.22, 0.5, 0.0, 0.46, 0.22, CYT
0.41, 0.24, 0.54, 0.26, 0.5, 0.0, 0.41, 0.22, NUC
0.78, 0.7, 0.32, 0.23, 0.5, 0.0, 0.53, 0.22, ME1
0.71, 0.56, 0.39, 0.27, 0.5, 0.0, 0.52, 0.22, ME2
0.63, 0.62, 0.42, 0.12, 0.5, 0.0, 0.52, 0.25, CYT
0.81, 0.82, 0.41, 0.36, 0.5, 0.0, 0.39, 0.22, EXC
0.47, 0.47, 0.58, 0.16, 0.5, 0.0, 0.49, 0.28, CYT
0.44, 0.51, 0.37, 0.15, 0.5, 0.0, 0.51, 0.22, ME3
0.35, 0.68, 0.57, 0.4, 0.5, 0.0, 0.53, 0.36, NUC
0.45, 0.56, 0.49, 0.17, 0.5, 0.0, 0.52, 0.22, CYT
0.34, 0.66, 0.51, 0.16, 0.5, 0.0, 0.47, 0.33, NUC
0.55, 0.41, 0.56, 0.21, 0.5, 0.0, 0.52, 0.22, CYT
0.21, 0.38, 0.49, 0.16, 0.5, 0.0, 0.51, 0.45, CYT
0.46, 0.57, 0.57, 0.15, 0.5, 0.0, 0.52, 0.26, NUC
0.57, 0.59, 0.5, 0.58, 0.5, 0.0, 0.53, 0.22, MIT
0.35, 0.4, 0.53, 0.18, 0.5, 0.0, 0.42, 0.38, CYT
0.39, 0.39, 0.55, 0.52, 0.5, 0.0, 0.37, 0.16, NUC
0.53, 0.68, 0.34, 0.42, 0.5, 0.0, 0.54, 0.27, ME3
0.44, 0.53, 0.52, 0.37, 0.5, 0.0, 0.5, 0.22, NUC
0.34, 0.4, 0.3, 0.23, 0.5, 0.0, 0.51, 0.22, ME3
0.45, 0.57, 0.3, 0.17, 0.5, 0.0, 0.51, 0.22, ME3
0.89, 0.81, 0.36, 0.71, 0.5, 0.0, 0.55, 0.63, ME1
0.34, 0.31, 0.6, 0.37, 0.5, 0.0, 0.5, 0.3, NUC
0.84, 0.63, 0.38, 0.23, 0.5, 0.0, 0.53, 0.22, EXC
0.89, 0.82, 0.6, 0.49, 0.5, 0.0, 0.55, 0.22, ME2
0.43, 0.45, 0.54, 0.14, 0.5, 0.0, 0.5, 0.31, CYT
0.94, 0.6, 0.33, 0.49, 0.5, 0.0, 0.54, 0.22, ME2
0.46, 0.14, 0.36, 0.21, 0.5, 0.0, 0.5, 0.25, ME3
0.72, 0.58, 0.42, 0.28, 0.5, 0.0, 0.48, 0.22, MIT
0.41, 0.41, 0.51, 0.19, 0.5, 0.0, 0.57, 0.22, MIT
0.81, 0.65, 0.52, 0.41, 0.5, 0.0, 0.57, 0.26, MIT
0.62, 0.6, 0.47, 0.16, 0.5, 0.0, 0.53, 0.22, CYT
