@relation yeast-1
@attribute Mcg real [0.11, 1.0]
@attribute Gvh real [0.13, 1.0]
@attribute Alm real [0.21, 1.0]
@attribute Mit real [0.0, 1.0]
@attribute Erl real [0.5, 1.0]
@attribute Pox real [0.0, 0.83]
@attribute Vac real [0.0, 0.73]
@attribute Nuc real [0.0, 1.0]
@attribute Class {MIT, NUC, CYT, ME1, ME2, ME3, EXC, VAC, POX, ERL}
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.46, 0.44, 0.52, 0.11, 0.5, 0.0, 0.5, 0.22, CYT
0.45, 0.4, 0.5, 0.16, 0.5, 0.0, 0.5, 0.22, CYT
0.43, 0.35, 0.52, 0.52, 0.5, 0.0, 0.54, 0.22, MIT
0.6, 0.47, 0.45, 0.22, 0.5, 0.0, 0.51, 0.29, CYT
0.51, 0.54, 0.6, 0.57, 0.5, 0.0, 0.58, 0.22, MIT
0.4, 0.45, 0.56, 0.2, 0.5, 0.0, 0.45, 0.22, CYT
0.69, 0.7, 0.52, 0.36, 0.5, 0.0, 0.46, 0.22, EXC
0.47, 0.52, 0.5, 0.4, 0.5, 0.0, 0.41, 0.22, CYT
0.3, 0.56, 0.55, 0.18, 0.5, 0.0, 0.5, 0.22, CYT
0.35, 0.52, 0.48, 0.22, 0.5, 0.0, 0.26, 0.22, MIT
0.47, 0.41, 0.66, 0.26, 0.5, 0.0, 0.53, 0.22, MIT
0.46, 0.71, 0.48, 0.53, 0.5, 0.0, 0.53, 0.22, MIT
0.34, 0.54, 0.5, 0.21, 0.5, 0.0, 0.54, 0.31, CYT
0.71, 0.59, 0.48, 0.43, 0.5, 0.0, 0.59, 0.22, MIT
0.42, 0.51, 0.5, 0.12, 0.5, 0.0, 0.52, 0.46, NUC
0.35, 0.45, 0.43, 0.11, 0.5, 0.0, 0.56, 0.22, ME3
0.42, 0.42, 0.42, 0.2, 0.5, 0.0, 0.49, 0.22, ME3
0.26, 0.44, 0.3, 0.11, 0.5, 0.0, 0.51, 0.47, ME3
0.38, 0.68, 0.44, 0.45, 0.5, 0.0, 0.53, 0.22, MIT
0.49, 0.43, 0.51, 0.13, 0.5, 0.0, 0.47, 0.22, CYT
0.31, 0.55, 0.52, 0.17, 0.5, 0.0, 0.52, 0.22, CYT
0.59, 0.5, 0.52, 0.28, 0.5, 0.0, 0.55, 0.25, CYT
0.59, 0.61, 0.34, 0.22, 0.5, 0.0, 0.51, 0.22, MIT
0.5, 0.4, 0.56, 0.7, 0.5, 0.0, 0.5, 0.22, MIT
0.47, 0.54, 0.37, 0.14, 0.5, 0.0, 0.5, 0.22, ME3
0.82, 0.78, 0.49, 0.23, 0.5, 0.0, 0.46, 0.22, EXC
0.38, 0.51, 0.75, 0.17, 0.5, 0.0, 0.55, 0.22, CYT
0.36, 0.68, 0.38, 0.08, 0.5, 0.0, 0.53, 0.25, VAC
0.37, 0.53, 0.46, 0.23, 0.5, 0.0, 0.47, 0.22, NUC
0.52, 0.75, 0.37, 0.14, 0.5, 0.0, 0.46, 0.22, ME3
0.92, 0.61, 0.4, 0.22, 0.5, 0.0, 0.54, 0.22, ME2
0.53, 0.68, 0.42, 0.19, 0.5, 0.0, 0.53, 0.22, ME3
0.71, 0.59, 0.53, 0.15, 0.5, 0.0, 0.49, 0.33, CYT
0.54, 0.55, 0.42, 0.22, 0.5, 0.0, 0.48, 0.22, ME3
0.33, 0.44, 0.49, 0.08, 0.5, 0.0, 0.48, 0.49, NUC
0.74, 0.72, 0.47, 0.25, 0.5, 0.0, 0.57, 0.22, ME1
0.37, 0.34, 0.32, 0.22, 0.5, 0.0, 0.56, 0.22, ME3
0.56, 0.54, 0.59, 0.14, 0.5, 0.0, 0.52, 0.27, NUC
0.3, 0.5, 0.47, 0.11, 0.5, 0.0, 0.46, 0.22, CYT
0.28, 0.51, 0.55, 0.11, 0.5, 0.0, 0.46, 0.22, NUC
0.44, 0.42, 0.62, 0.14, 0.5, 0.0, 0.55, 0.37, NUC
0.51, 0.43, 0.63, 0.18, 0.5, 0.0, 0.52, 0.22, CYT
0.5, 0.46, 0.52, 0.16, 0.5, 0.0, 0.52, 0.26, CYT
0.45, 0.59, 0.53, 0.74, 0.5, 0.0, 0.47, 0.25, MIT
0.67, 0.51, 0.53, 0.28, 0.5, 0.0, 0.51, 0.22, MIT
