@relation yeast-1
@attribute Mcg real [0.11, 1.0]
@attribute Gvh real [0.13, 1.0]
@attribute Alm real [0.21, 1.0]
@attribute Mit real [0.0, 1.0]
@attribute Erl real [0.5, 1.0]
@attribute Pox real [0.0, 0.83]
@attribute Vac real [0.0, 0.73]
@attribute Nuc real [0.0, 1.0]
@attribute Class {MIT, NUC, CYT, ME1, ME2, ME3, EXC, VAC, POX, ERL}
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.64, 0.56, 0.56, 0.22, 0.5, 0.0, 0.45, 0.22, CYT
0.45, 0.58, 0.48, 0.67, 0.5, 0.0, 0.52, 0.22, MIT
0.48, 0.43, 0.51, 0.32, 0.5, 0.0, 0.52, 0.43, NUC
0.5, 0.52, 0.59, 0.3, 0.5, 0.0, 0.51, 0.35, NUC
0.42, 0.47, 0.52, 0.41, 0.5, 0.0, 0.53, 0.32, CYT
0.33, 0.43, 0.64, 0.16, 0.5, 0.0, 0.52, 0.52, NUC
0.44, 0.52, 0.41, 0.23, 0.5, 0.0, 0.51, 0.22, NUC
0.45, 0.51, 0.5, 0.16, 0.5, 0.0, 0.52, 1.0, NUC
0.54, 0.55, 0.34, 0.31, 0.5, 0.0, 0.54, 0.22, ME3
0.47, 0.32, 0.64, 0.3, 0.5, 0.0, 0.63, 0.22, NUC
0.43, 0.57, 0.53, 0.16, 0.5, 0.0, 0.54, 0.22, CYT
0.28, 0.37, 0.61, 0.09, 0.5, 0.0, 0.52, 0.55, NUC
0.45, 0.43, 0.51, 0.24, 0.5, 0.0, 0.54, 0.33, CYT
0.54, 0.49, 0.49, 0.2, 0.5, 0.0, 0.52, 0.22, CYT
0.66, 0.45, 0.5, 0.23, 0.5, 0.0, 0.49, 0.22, CYT
0.39, 0.4, 0.53, 0.67, 0.5, 0.0, 0.47, 0.22, CYT
0.32, 0.57, 0.5, 0.15, 0.5, 0.0, 0.53, 0.22, CYT
0.75, 0.7, 0.38, 0.27, 0.5, 0.0, 0.49, 0.22, ME1
0.44, 0.42, 0.6, 0.21, 0.5, 0.0, 0.57, 0.22, CYT
0.5, 0.52, 0.6, 0.51, 0.5, 0.0, 0.48, 0.22, MIT
0.67, 0.68, 0.46, 0.29, 0.5, 0.0, 0.46, 0.22, MIT
0.37, 0.53, 0.6, 0.19, 0.5, 0.5, 0.42, 0.22, POX
0.41, 0.51, 0.58, 0.15, 0.5, 0.0, 0.45, 0.27, CYT
0.59, 0.58, 0.56, 0.21, 0.5, 0.0, 0.54, 0.33, NUC
0.83, 0.58, 0.33, 0.04, 0.5, 0.0, 0.53, 0.22, ME2
0.36, 0.46, 0.43, 0.19, 0.5, 0.0, 0.48, 0.22, ME3
0.35, 0.46, 0.49, 0.15, 1.0, 0.0, 0.55, 0.35, CYT
0.69, 0.6, 0.5, 0.31, 0.5, 0.0, 0.55, 0.22, CYT
0.62, 0.58, 0.52, 0.15, 0.5, 0.0, 0.52, 0.29, CYT
0.27, 0.51, 0.47, 0.35, 0.5, 0.0, 0.49, 0.28, NUC
0.54, 0.56, 0.57, 0.18, 0.5, 0.0, 0.45, 0.25, NUC
0.49, 0.31, 0.34, 0.13, 0.5, 0.0, 0.52, 0.22, ME3
0.48, 0.39, 0.49, 0.18, 0.5, 0.0, 0.51, 0.22, CYT
0.47, 0.49, 0.63, 0.17, 0.5, 0.0, 0.31, 0.26, NUC
0.46, 0.45, 0.56, 0.16, 0.5, 0.0, 0.56, 0.22, CYT
0.51, 0.48, 0.58, 0.22, 0.5, 0.0, 0.5, 0.28, NUC
0.43, 0.39, 0.51, 0.28, 0.5, 0.0, 0.4, 0.22, NUC
0.61, 0.54, 0.49, 0.16, 0.5, 0.0, 0.54, 0.42, CYT
0.55, 0.53, 0.56, 0.29, 0.5, 0.0, 0.48, 0.22, MIT
0.34, 0.34, 0.61, 0.18, 0.5, 0.0, 0.52, 0.32, NUC
0.43, 0.45, 0.37, 0.12, 0.5, 0.0, 0.48, 0.22, ME3
0.47, 0.63, 0.66, 0.45, 0.5, 0.0, 0.37, 0.11, MIT
0.58, 0.55, 0.52, 0.22, 0.5, 0.0, 0.44, 0.22, MIT
0.35, 0.53, 0.35, 0.33, 0.5, 0.0, 0.5, 0.32, ME3
0.68, 0.5, 0.43, 0.27, 0.5, 0.0, 0.61, 0.22, ME2
0.54, 0.51, 0.54, 0.52, 0.5, 0.0, 0.47, 0.25, MIT
0.36, 0.35, 0.47, 0.22, 0.5, 0.0, 0.44, 0.31, ME3
0.38, 0.49, 0.54, 1.0, 0.5, 0.0, 0.5, 0.27, CYT
0.37, 0.55, 0.29, 0.32, 0.5, 0.0, 0.51, 0.22, ME3
0.54, 0.54, 0.49, 0.14, 0.5, 0.0, 0.56, 0.22, CYT
0.52, 0.62, 0.54, 0.19, 0.5, 0.0, 0.5, 0.22, MIT
0.67, 0.51, 0.54, 0.21, 0.5, 0.0, 0.43, 0.3, MIT
0.58, 0.46, 0.46, 0.34, 0.5, 0.0, 0.5, 0.43, NUC
0.52, 0.5, 0.59, 0.31, 0.5, 0.0, 0.5, 0.22, MIT
0.45, 0.43, 0.63, 0.4, 0.5, 0.0, 0.59, 0.11, MIT
0.58, 0.52, 0.61, 0.33, 0.5, 0.0, 0.38, 0.11, MIT
0.58, 0.53, 0.5, 0.53, 0.5, 0.0, 0.47, 0.31, MIT
0.32, 0.45, 0.44, 0.2, 0.5, 0.0, 0.55, 0.33, NUC
0.51, 0.6, 0.51, 0.26, 0.5, 0.0, 0.54, 0.22, NUC
0.53, 0.4, 0.57, 0.12, 0.5, 0.0, 0.53, 0.32, NUC
