@relation .a/segment-4/segment-4
@attribute Region-centroid-col real [1.0, 254.0]
@attribute Region-centroid-row real [11.0, 251.0]
@attribute Region-pixel-count real [9.0, 10.0]
@attribute Short-line-density-5 real [0.0, 0.33333334]
@attribute Short-line-density-2 real [0.0, 0.22222222]
@attribute Vedge-mean real [0.0, 29.222221]
@attribute Vegde-sd real [0.0, 991.7184]
@attribute Hedge-mean real [0.0, 44.722225]
@attribute Hedge-sd real [-1.5894573E-8, 1386.3292]
@attribute Intensity-mean real [0.0, 143.44444]
@attribute Rawred-mean real [0.0, 137.11111]
@attribute Rawblue-mean real [0.0, 150.88889]
@attribute Rawgreen-mean real [0.0, 142.55556]
@attribute Exred-mean real [-49.666668, 9.888889]
@attribute Exblue-mean real [-12.444445, 82.0]
@attribute Exgreen-mean real [-33.88889, 24.666666]
@attribute Value-mean real [0.0, 150.88889]
@attribute Saturatoin-mean real [0.0, 1.0]
@attribute Hue-mean real [-3.0441751, 2.9124804]
@attribute Class {1, 2, 3, 4, 5, 6, 7}
@inputs Region-centroid-col, Region-centroid-row, Region-pixel-count, Short-line-density-5, Short-line-density-2, Vedge-mean, Vegde-sd, Hedge-mean, Hedge-sd, Intensity-mean, Rawred-mean, Rawblue-mean, Rawgreen-mean, Exred-mean, Exblue-mean, Exgreen-mean, Value-mean, Saturatoin-mean, Hue-mean
@outputs Class
@data
14.0, 120.0, 9.0, 0.0, 0.0, 0.3333333, 0.13333331, 0.44444442, 0.29629624, 1.5925926, 0.0, 3.8888888, 0.8888889, -4.7777777, 6.888889, -2.1111112, 3.8888888, 1.0, -2.3157208, 3
48.0, 173.0, 9.0, 0.0, 0.0, 1.1666666, 1.0697874, 1.4444447, 1.6420407, 19.222221, 16.444445, 16.444445, 24.777779, -8.333333, -8.333333, 16.666666, 24.777779, 0.34965578, 2.0995574, 7
33.0, 117.0, 9.0, 0.0, 0.0, 0.2777778, 0.018518511, 0.11111111, 0.029629635, 1.074074, 0.0, 3.1111112, 0.11111111, -3.2222223, 6.111111, -2.8888888, 3.1111112, 1.0, -2.132635, 3
118.0, 85.0, 9.0, 0.0, 0.0, 3.2777777, 4.418521, 2.277778, 6.8185186, 8.185185, 3.5555556, 14.888889, 6.111111, -13.888889, 20.11111, -6.2222223, 14.888889, 0.7741213, -2.3290927, 3
108.0, 146.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3
180.0, 224.0, 9.0, 0.0, 0.0, 3.7222223, 3.7074065, 3.6111107, 5.618522, 15.185185, 11.666667, 13.333333, 20.555555, -10.555555, -5.5555553, 16.11111, 20.555555, 0.4433746, 2.2982552, 7
48.0, 81.0, 9.0, 0.0, 0.0, 0.6111107, 0.24074274, 0.88889056, 0.42962864, 112.92593, 105.666664, 128.88889, 104.22222, -21.777779, 47.88889, -26.11111, 128.88889, 0.19307978, -2.0334873, 2
245.0, 238.0, 9.0, 0.11111111, 0.0, 1.6666665, 2.5385911, 2.3333333, 2.4404008, 8.925926, 6.3333335, 6.5555553, 13.888889, -7.7777777, -7.111111, 14.888889, 13.888889, 0.59701496, 2.1260629, 7
192.0, 142.0, 9.0, 0.11111111, 0.0, 0.50000006, 0.12222217, 1.5000001, 0.52222186, 4.6666665, 6.7777777, 4.888889, 2.3333335, 6.3333335, 0.6666667, -7.0, 6.7777777, 0.662037, -0.60486406, 1
187.0, 134.0, 9.0, 0.11111111, 0.0, 2.9999998, 2.0444458, 1.1111116, 0.38518462, 26.703703, 20.333334, 37.444443, 22.333334, -19.11111, 32.22222, -13.111111, 37.444443, 0.45775157, -2.21646, 5
98.0, 119.0, 9.0, 0.22222222, 0.0, 1.4444447, 0.51851857, 2.5555556, 5.585183, 21.592592, 21.333334, 27.333334, 16.11111, -0.7777778, 17.222221, -16.444445, 27.333334, 0.40821064, -1.5789601, 1
228.0, 42.0, 9.0, 0.11111111, 0.0, 2.055556, 1.5551584, 4.333334, 2.2310944, 44.555557, 39.555557, 54.11111, 40.0, -15.0, 28.666666, -13.666667, 54.11111, 0.27157217, -2.120131, 4
28.0, 131.0, 9.0, 0.0, 0.0, 0.22222216, 0.074074045, 0.77777773, 0.20740731, 5.185185, 6.6666665, 6.0, 2.8888888, 4.4444447, 2.4444444, -6.888889, 6.6666665, 0.56613755, -0.87464094, 1
201.0, 125.0, 9.0, 0.0, 0.0, 1.0, 0.44444403, 9.944444, 103.751854, 42.814816, 39.11111, 51.77778, 37.555557, -11.111111, 26.88889, -15.777778, 51.77778, 0.27063802, -1.9730246, 4
59.0, 120.0, 9.0, 0.0, 0.0, 2.1666667, 1.9860634, 1.4444441, 1.8698385, 19.074074, 10.555555, 33.11111, 13.555555, -25.555555, 42.11111, -16.555555, 33.11111, 0.6812664, -2.2312608, 3
123.0, 183.0, 9.0, 0.0, 0.0, 1.111111, 0.6518524, 6.333334, 36.933327, 32.25926, 29.444445, 39.11111, 28.222221, -8.444445, 20.555555, -12.111111, 39.11111, 0.2664361, -1.970772, 6
187.0, 89.0, 9.0, 0.0, 0.0, 3.0, 1.6055458, 1.111111, 1.0680547, 8.444445, 6.3333335, 13.0, 6.0, -6.3333335, 13.666667, -7.3333335, 13.0, 0.548545, -2.0438845, 5
129.0, 184.0, 9.0, 0.11111111, 0.0, 2.222222, 0.91084087, 3.6111114, 1.8186271, 45.22222, 41.77778, 54.444443, 39.444443, -10.333333, 27.666666, -17.333334, 54.444443, 0.2758183, -1.9301959, 6
73.0, 19.0, 9.0, 0.0, 0.0, 0.9444453, 0.38968116, 0.94444275, 0.68041587, 127.51852, 116.55556, 143.11111, 122.888885, -32.88889, 46.77778, -13.888889, 143.11111, 0.1855386, -2.344188, 2
70.0, 38.0, 9.0, 0.0, 0.0, 1.2222227, 0.2721662, 1.0000006, 0.76011634, 58.0, 50.0, 74.333336, 49.666668, -24.0, 49.0, -25.0, 74.333336, 0.33601543, -2.0785036, 4
93.0, 190.0, 9.0, 0.0, 0.0, 5.5000014, 1.8226972, 2.6111114, 3.234651, 53.592594, 47.333332, 66.88889, 46.555557, -18.777779, 39.88889, -21.11111, 66.88889, 0.3036015, -2.052546, 6
95.0, 57.0, 9.0, 0.0, 0.0, 1.8333327, 3.4111106, 2.1111107, 1.7185175, 26.296297, 24.666666, 34.444447, 19.777779, -4.888889, 24.444445, -19.555555, 34.444447, 0.42569095, -1.7390174, 1
233.0, 184.0, 9.0, 0.0, 0.0, 0.5000002, 0.077777766, 0.7777777, 0.785185, 11.851851, 9.777778, 9.888889, 15.888889, -6.2222223, -5.888889, 12.111111, 15.888889, 0.40555555, 2.1286457, 7
22.0, 87.0, 9.0, 0.0, 0.0, 1.8888899, 1.2590423, 1.1666666, 0.62361073, 64.03704, 55.77778, 80.333336, 56.0, -24.777779, 48.88889, -24.11111, 80.333336, 0.30969977, -2.105073, 4
23.0, 147.0, 9.0, 0.0, 0.0, 0.33333337, 0.13333334, 0.72222215, 0.41851825, 4.5925927, 4.111111, 7.4444447, 2.2222223, -1.4444444, 8.555555, -7.111111, 7.6666665, 0.6984448, -1.5617536, 1
123.0, 143.0, 9.0, 0.0, 0.0, 0.2777778, 0.3896817, 0.2777778, 0.13608274, 0.4074074, 0.0, 1.2222222, 0.0, -1.2222222, 2.4444444, -1.2222222, 1.2222222, 0.7777778, -2.0943952, 3
96.0, 94.0, 9.0, 0.0, 0.0, 0.7222226, 0.28518537, 0.44444466, 0.42963016, 20.222221, 16.0, 28.777779, 15.888889, -12.666667, 25.666666, -13.0, 28.777779, 0.45154575, -2.084893, 5
216.0, 151.0, 9.0, 0.0, 0.0, 0.16666667, 0.2788867, 0.11111113, 0.17213261, 0.11111111, 0.0, 0.33333334, 0.0, -0.33333334, 0.6666667, -0.33333334, 0.33333334, 0.22222222, -2.0943952, 5
63.0, 122.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33333334, 0.0, 1.0, 0.0, -1.0, 2.0, -1.0, 1.0, 1.0, -2.0943952, 3
140.0, 73.0, 9.0, 0.0, 0.0, 1.7222214, 0.8277598, 0.7777774, 1.0036957, 46.296295, 45.666668, 51.11111, 42.11111, -1.8888888, 14.444445, -12.555555, 51.11111, 0.1761556, -1.6815889, 4
148.0, 109.0, 9.0, 0.0, 0.0, 0.99999934, 1.2110597, 1.222222, 0.6554618, 49.407406, 42.555557, 62.88889, 42.77778, -20.555555, 40.444443, -19.88889, 62.88889, 0.32513812, -2.105478, 4
51.0, 115.0, 9.0, 0.0, 0.0, 0.6666667, 0.48888892, 1.388889, 0.6851847, 2.7037036, 0.5555556, 5.6666665, 1.8888888, -6.4444447, 8.888889, -2.4444444, 5.6666665, 0.91798943, -2.3583865, 3
85.0, 225.0, 9.0, 0.0, 0.0, 1.5, 1.0055401, 1.6111113, 1.2895594, 16.185184, 14.444445, 12.777778, 21.333334, -5.2222223, -10.222222, 15.444445, 21.333334, 0.40115124, 1.8910155, 7
178.0, 43.0, 9.0, 0.0, 0.0, 1.1666654, 1.1000005, 1.1111107, 0.7407369, 125.25926, 115.666664, 140.22223, 119.888885, -28.777779, 44.88889, -16.11111, 140.22223, 0.17494753, -2.2706535, 2
163.0, 68.0, 9.0, 0.0, 0.0, 1.833334, 2.21111, 1.5555559, 0.96296287, 56.77778, 52.0, 68.22222, 50.11111, -14.333333, 34.333332, -20.0, 68.22222, 0.26505277, -1.9843078, 4
33.0, 117.0, 9.0, 0.0, 0.0, 0.5, 0.12222214, 1.0, 0.31111106, 6.4444447, 7.3333335, 8.222222, 3.7777777, 2.6666667, 5.3333335, -8.0, 8.222222, 0.53858024, -1.2332561, 1
42.0, 244.0, 9.0, 0.11111111, 0.0, 1.111111, 1.4707015, 1.1111112, 1.2590414, 12.814815, 9.555555, 11.666667, 17.222223, -9.777778, -3.4444444, 13.222222, 17.222223, 0.44603544, 2.3917358, 7
159.0, 83.0, 9.0, 0.0, 0.0, 0.3888887, 0.25092387, 0.27777734, 0.2509239, 18.222221, 13.333333, 26.88889, 14.444445, -14.666667, 26.0, -11.333333, 26.88889, 0.50381, -2.178321, 5
133.0, 181.0, 9.0, 0.0, 0.0, 2.3888893, 2.1645303, 4.777777, 2.8648567, 41.25926, 37.77778, 49.555557, 36.444443, -10.444445, 24.88889, -14.444445, 49.555557, 0.2656194, -1.9983681, 6
28.0, 114.0, 9.0, 0.0, 0.0, 0.8333333, 0.43333334, 1.1666666, 0.25555548, 1.8518518, 0.11111111, 4.666667, 0.7777778, -5.2222223, 8.444445, -3.2222223, 4.666667, 0.984127, -2.222661, 3
70.0, 177.0, 9.0, 0.0, 0.0, 2.166666, 1.0697887, 1.666666, 1.173788, 49.444443, 45.0, 61.0, 42.333336, -13.333333, 34.666668, -21.333334, 61.0, 0.30596185, -1.9426625, 6
164.0, 49.0, 9.0, 0.0, 0.0, 1.1666654, 0.43333474, 1.4999987, 0.30000052, 126.18519, 116.333336, 141.77779, 120.44444, -29.555555, 46.77778, -17.222221, 141.77779, 0.1794131, -2.2637377, 2
101.0, 80.0, 9.0, 0.0, 0.0, 3.5555553, 1.8518513, 3.0, 3.8666666, 24.814816, 24.333334, 31.555555, 18.555555, -1.4444444, 20.222221, -18.777779, 31.555555, 0.4120944, -1.620451, 1
76.0, 19.0, 9.0, 0.0, 0.0, 0.944444, 0.4430521, 0.88888806, 0.5837302, 114.25926, 101.0, 132.33334, 109.44444, -39.77778, 54.22222, -14.444445, 132.33334, 0.23673333, -2.3759847, 2
83.0, 143.0, 9.0, 0.0, 0.0, 1.2777767, 1.1038657, 1.2222214, 0.54433095, 50.37037, 43.0, 64.77778, 43.333332, -22.11111, 43.22222, -21.11111, 64.77778, 0.3412286, -2.1089952, 4
190.0, 81.0, 9.0, 0.0, 0.0, 1.2222214, 0.6518519, 1.8333334, 0.34444275, 42.925926, 39.444443, 51.555557, 37.77778, -10.444445, 25.88889, -15.444445, 51.555557, 0.26725134, -1.9704217, 4
86.0, 155.0, 9.0, 0.0, 0.0, 4.277778, 10.551853, 5.3888893, 60.240738, 8.740741, 6.6666665, 12.888889, 6.6666665, -6.2222223, 12.444445, -6.2222223, 12.888889, 0.3923854, -2.079296, 5
195.0, 161.0, 9.0, 0.0, 0.0, 2.1111107, 1.8074051, 10.499999, 91.32222, 41.48148, 36.0, 51.11111, 37.333336, -16.444445, 28.88889, -12.444445, 51.22222, 0.29470626, -2.3165061, 6
92.0, 56.0, 9.0, 0.0, 0.0, 0.44444275, 0.029629406, 0.8333333, 0.5666677, 126.0, 115.888885, 140.66667, 121.44444, -30.333334, 44.0, -13.666667, 140.66667, 0.17606053, -2.3267827, 2
85.0, 101.0, 9.0, 0.0, 0.0, 1.3333334, 1.2888881, 1.2777777, 1.2185181, 21.296297, 21.222221, 26.777779, 15.888889, -0.22222222, 16.444445, -16.222221, 26.777779, 0.4047922, -1.5585992, 1
114.0, 242.0, 9.0, 0.0, 0.0, 2.7222223, 2.4532676, 4.6666675, 1.9206476, 24.074074, 19.222221, 22.444445, 30.555555, -14.555555, -4.888889, 19.444445, 30.555555, 0.3716949, 2.395778, 7
165.0, 96.0, 9.0, 0.0, 0.0, 2.38889, 1.5740778, 1.722222, 1.2185229, 67.03704, 61.0, 80.22222, 59.88889, -18.11111, 39.555557, -21.444445, 80.22222, 0.25459513, -2.0363362, 4
165.0, 99.0, 9.0, 0.0, 0.0, 0.88889056, 0.47407392, 0.7777786, 0.47407353, 93.40741, 79.0, 118.0, 83.22222, -43.22222, 73.77778, -30.555555, 118.0, 0.33041757, -2.2077565, 2
53.0, 53.0, 9.0, 0.0, 0.0, 1.0000013, 0.44444403, 1.1111094, 0.42962876, 113.14815, 104.333336, 130.22223, 104.888885, -26.444445, 51.22222, -24.777779, 130.22223, 0.20048407, -2.117007, 2
184.0, 197.0, 9.0, 0.0, 0.0, 3.0555553, 3.2551951, 4.5555553, 2.7460418, 11.962963, 8.888889, 9.555555, 17.444445, -9.222222, -7.2222223, 16.444445, 17.444445, 0.51518697, 2.164262, 7
62.0, 223.0, 9.0, 0.0, 0.0, 2.5, 5.722223, 1.6666666, 2.4444442, 6.6666665, 4.888889, 4.666667, 10.444445, -5.3333335, -6.0, 11.333333, 10.444445, 0.5931498, 2.0465877, 7
206.0, 30.0, 9.0, 0.0, 0.0, 0.7777774, 0.50184685, 0.83333206, 0.54772305, 123.333336, 112.77778, 139.66667, 117.55556, -31.666666, 49.0, -17.333334, 139.66667, 0.19250989, -2.2795098, 2
229.0, 175.0, 9.0, 0.0, 0.0, 1.166666, 0.52222264, 5.666666, 26.133337, 33.0, 29.0, 41.0, 29.0, -12.0, 24.0, -12.0, 41.0, 0.28683385, -2.091209, 6
86.0, 193.0, 9.0, 0.0, 0.0, 3.2777793, 1.6521593, 2.222222, 1.8094397, 61.407406, 53.666668, 76.55556, 54.0, -23.222221, 45.444443, -22.222221, 76.55556, 0.29957896, -2.1093748, 6
35.0, 76.0, 9.0, 0.0, 0.11111111, 7.777778, 192.20744, 7.8333335, 201.72226, 13.518518, 8.444445, 19.444445, 12.666667, -15.222222, 17.777779, -2.5555556, 19.444445, 0.6374209, -2.5233247, 3
81.0, 79.0, 9.0, 0.0, 0.0, 0.44444466, 0.074074, 0.88888866, 0.6518533, 45.814816, 42.88889, 53.88889, 40.666668, -8.777778, 24.222221, -15.444445, 53.88889, 0.245206, -1.9188883, 4
122.0, 106.0, 9.0, 0.11111111, 0.0, 1.611111, 0.59629595, 1.6111113, 2.7296302, 23.037037, 22.0, 29.88889, 17.222223, -3.1111112, 20.555555, -17.444445, 29.88889, 0.42334643, -1.6958038, 1
37.0, 78.0, 9.0, 0.0, 0.0, 1.0000006, 0.17777735, 2.5555565, 2.8740728, 43.814816, 41.11111, 51.88889, 38.444443, -8.111111, 24.222221, -16.11111, 51.88889, 0.25891644, -1.8860723, 4
161.0, 138.0, 9.0, 0.0, 0.0, 0.22222221, 0.17213258, 0.22222222, 0.2721655, 1.2222222, 0.44444445, 3.2222223, 0.0, -2.3333333, 6.0, -3.6666667, 3.2222223, 1.0, -1.9491665, 5
66.0, 160.0, 9.0, 0.0, 0.0, 3.0000007, 4.044447, 2.777778, 0.4296295, 22.851852, 18.222221, 31.555555, 18.777779, -13.888889, 26.11111, -12.222222, 31.555555, 0.4260139, -2.1387258, 4
38.0, 41.0, 9.0, 0.11111111, 0.0, 1.7777777, 1.6740736, 1.6666666, 1.7777781, 22.481482, 20.777779, 29.777779, 16.88889, -5.111111, 21.88889, -16.777779, 29.777779, 0.4320471, -1.7716596, 1
105.0, 110.0, 9.0, 0.0, 0.0, 0.5, 0.12222223, 1.9444445, 2.3740728, 4.2222223, 4.3333335, 6.3333335, 2.0, 0.33333334, 6.3333335, -6.6666665, 6.3333335, 0.7083333, -1.5397619, 1
229.0, 24.0, 9.0, 0.0, 0.0, 1.777778, 1.1088876, 1.2222233, 1.0470423, 49.185184, 42.333336, 61.22222, 44.0, -20.555555, 36.11111, -15.555555, 61.22222, 0.3086199, -2.1867971, 4
240.0, 26.0, 9.0, 0.0, 0.0, 1.2222239, 1.0074004, 0.88888806, 0.20741068, 136.88889, 131.0, 146.55556, 133.11111, -17.666666, 29.0, -11.333333, 146.55556, 0.10610159, -2.2307248, 2
31.0, 42.0, 9.0, 0.11111111, 0.0, 1.2777773, 0.68518394, 0.944444, 0.7740725, 127.03704, 117.0, 141.77779, 122.333336, -30.11111, 44.22222, -14.111111, 141.77779, 0.17463355, -2.3144195, 2
133.0, 67.0, 9.0, 0.0, 0.0, 1.388889, 1.3962967, 2.1111114, 1.2296311, 27.148148, 25.11111, 35.88889, 20.444445, -6.111111, 26.222221, -20.11111, 35.88889, 0.42930815, -1.7683556, 1
142.0, 100.0, 9.0, 0.0, 0.0, 0.6666667, 0.26666614, 1.388889, 0.9074066, 22.222221, 21.777779, 28.444445, 16.444445, -1.3333334, 18.666666, -17.333334, 28.444445, 0.42199442, -1.6233006, 1
140.0, 188.0, 9.0, 0.0, 0.0, 2.0, 2.1081848, 3.0555546, 2.4981472, 61.666668, 54.444443, 76.55556, 54.0, -21.666666, 44.666668, -23.0, 76.55556, 0.29562417, -2.074028, 6
217.0, 208.0, 9.0, 0.0, 0.0, 2.5000002, 2.1666656, 2.6666667, 2.4444458, 16.074074, 12.666667, 14.444445, 21.11111, -10.222222, -4.888889, 15.111111, 21.11111, 0.40212956, 2.3109324, 7
57.0, 93.0, 9.0, 0.0, 0.0, 0.38888898, 0.38968158, 0.22222202, 0.17213243, 17.925926, 13.222222, 27.11111, 13.444445, -14.111111, 27.555555, -13.444445, 27.11111, 0.5119048, -2.1104572, 5
96.0, 130.0, 9.0, 0.0, 0.0, 0.5555555, 0.45542008, 1.2222222, 0.65546143, 2.4074075, 0.44444445, 5.0, 1.7777778, -5.888889, 7.7777777, -1.8888888, 5.0, 0.93121696, -2.3662155, 3
231.0, 123.0, 9.0, 0.0, 0.0, 0.66666675, 0.08888893, 0.38888893, 0.15185189, 5.814815, 7.111111, 6.888889, 3.4444444, 3.8888888, 3.2222223, -7.111111, 7.3333335, 0.53174603, -0.9884131, 1
203.0, 133.0, 9.0, 0.0, 0.0, 0.11111111, 0.029629635, 0.11111111, 0.029629635, 0.5925926, 0.0, 1.7777778, 0.0, -1.7777778, 3.5555556, -1.7777778, 1.7777778, 1.0, -2.0943952, 5
93.0, 190.0, 9.0, 0.0, 0.0, 5.5000014, 1.8226972, 2.6111114, 3.234651, 53.592594, 47.333332, 66.88889, 46.555557, -18.777779, 39.88889, -21.11111, 66.88889, 0.3036015, -2.052546, 6
143.0, 89.0, 9.0, 0.0, 0.0, 2.6666665, 2.1908906, 0.33333316, 0.0, 18.0, 14.0, 25.777779, 14.222222, -12.0, 23.333334, -11.333333, 25.777779, 0.45909294, -2.1130323, 5
31.0, 88.0, 9.0, 0.11111111, 0.0, 0.88888884, 0.60740745, 2.1666665, 1.9888896, 5.259259, 1.5555556, 10.111111, 4.111111, -11.111111, 14.555555, -3.4444444, 10.111111, 0.85137916, -2.3966565, 3
142.0, 182.0, 9.0, 0.0, 0.0, 2.499999, 1.0999985, 2.277777, 3.618518, 34.51852, 31.555555, 42.22222, 29.777779, -8.888889, 23.11111, -14.222222, 42.22222, 0.29320765, -1.9430385, 6
