@relation magic-3
@attribute FLength real [4.2835, 334.177]
@attribute FWidth real [0.0, 256.382]
@attribute FSize real [1.9413, 5.3233]
@attribute FConc real [0.0131, 0.893]
@attribute FConc1 real [3.0E-4, 0.6752]
@attribute FAsym real [-457.9161, 575.2407]
@attribute FM3Long real [-331.78, 238.321]
@attribute FM3Trans real [-205.8947, 179.851]
@attribute FAlpha real [0.0, 90.0]
@attribute FDist real [1.2826, 495.561]
@attribute Class {g, h}
@inputs FLength, FWidth, FSize, FConc, FConc1, FAsym, FM3Long, FM3Trans, FAlpha, FDist
@outputs Class
@data
48.2468, 17.3565, 3.0332, 0.2529, 0.1515, 8.573, 38.0957, 10.5868, 4.792, 219.087, g
33.1818, 12.4655, 2.4955, 0.4696, 0.2412, -17.0341, -22.0762, -8.1803, 41.929, 41.3816, g
50.4829, 25.9699, 3.3194, 0.1941, 0.1133, 32.1193, 39.0162, -18.1839, 22.471, 141.601, g
75.2057, 31.6833, 3.1334, 0.192, 0.0997, -58.1243, 43.08, 10.3219, 1.5926, 282.915, g
13.2617, 10.7145, 2.1319, 0.7823, 0.4096, 14.7178, 2.4666, -11.8517, 68.604, 107.851, g
61.6463, 21.171, 3.4303, 0.2112, 0.1086, 54.8329, 52.4882, -18.9858, 4.2131, 234.581, g
18.6533, 15.1674, 2.4338, 0.523, 0.337, -4.2971, 16.0316, 8.0971, 4.7998, 55.7509, g
66.7336, 24.94, 3.4357, 0.1683, 0.0889, 27.3604, 67.0539, -7.3935, 9.941, 223.912, g
45.0172, 18.4512, 2.699, 0.284, 0.167, -10.746, -37.5851, -13.6786, 8.718, 178.647, g
30.3331, 14.9817, 2.4526, 0.4762, 0.2416, -32.2094, -20.1641, -5.1006, 0.9075, 74.5242, g
66.1331, 25.9259, 3.1984, 0.1495, 0.075, 42.2957, 50.5528, -12.7104, 11.5159, 160.519, g
92.937, 22.1354, 3.0885, 0.3108, 0.1937, 18.6509, 48.5227, 14.2821, 3.497, 358.99, g
53.7339, 15.4395, 2.4298, 0.4572, 0.2955, -45.8108, -40.3603, -9.3853, 1.886, 32.6827, g
47.8275, 18.509, 2.747, 0.2775, 0.1603, 28.7838, -29.0817, -7.859, 4.798, 159.704, g
50.8293, 20.0939, 3.3959, 0.2162, 0.1236, 38.7703, 41.463, 9.3292, 3.6565, 189.155, g
20.7445, 17.3249, 2.5916, 0.4686, 0.2446, 11.7553, 17.0726, -12.0534, 25.7775, 91.6373, g
42.3725, 20.2021, 3.2909, 0.2533, 0.1343, -4.4911, 26.362, -11.1395, 0.6925, 182.477, g
21.6891, 10.3849, 2.316, 0.5604, 0.2923, 5.8526, -17.6826, 10.2235, 1.5485, 232.154, g
72.969, 19.2006, 3.008, 0.2749, 0.1537, -47.3236, 42.1489, -10.2088, 4.087, 291.175, g
24.3343, 14.9489, 2.5302, 0.3953, 0.1991, 16.4085, 14.006, -13.2107, 10.288, 125.972, g
84.2741, 33.3225, 3.8949, 0.1233, 0.0635, 43.638, 73.8035, 16.3734, 3.7714, 260.378, g
23.2114, 18.431, 2.7466, 0.414, 0.2195, 22.8049, 22.652, 11.7008, 2.8462, 51.4993, g
78.2002, 23.1372, 3.2357, 0.2005, 0.1212, 57.955, 86.1356, 16.129, 12.616, 217.965, g
100.747, 16.6321, 2.944, 0.3322, 0.211, -110.411, 74.4191, -14.7132, 0.305, 230.713, g
29.8023, 10.9847, 2.2999, 0.4862, 0.2882, 27.7037, 24.3173, 8.5655, 0.352, 209.784, g
64.6445, 28.8301, 2.7168, 0.3186, 0.1679, 104.88, -54.6747, -6.9935, 10.304, 261.443, g
36.9794, 24.1174, 2.9834, 0.2213, 0.12, 11.2818, 8.5158, 10.8997, 46.43, 93.9373, g
92.6284, 33.594, 3.5469, 0.1703, 0.1134, -57.3109, 62.6011, -13.1964, 6.878, 273.371, g
22.4236, 15.8256, 2.5938, 0.4968, 0.3146, 1.5724, -20.7925, -4.5251, 53.815, 139.193, g
21.1221, 9.3478, 2.2967, 0.697, 0.452, 18.4225, 20.1723, -11.544, 75.3948, 167.109, g
36.1618, 25.9263, 3.1178, 0.2127, 0.1216, 14.0562, 20.1419, 14.7248, 33.371, 142.269, g
29.4259, 17.0431, 2.4526, 0.3633, 0.2028, -14.6546, -15.5914, 8.1478, 45.059, 142.487, g
45.5567, 16.8422, 2.9263, 0.2749, 0.1404, 33.8612, 24.1014, -10.3577, 3.378, 214.16, g
33.1959, 11.5356, 2.6289, 0.4324, 0.2902, 25.683, 27.794, 9.2649, 6.484, 182.24, g
54.2845, 17.4844, 2.6217, 0.4683, 0.2927, -14.1093, -62.4836, -16.2378, 1.7076, 211.699, g
