@relation magic-1
@attribute FLength real [4.2835, 334.177]
@attribute FWidth real [0.0, 256.382]
@attribute FSize real [1.9413, 5.3233]
@attribute FConc real [0.0131, 0.893]
@attribute FConc1 real [3.0E-4, 0.6752]
@attribute FAsym real [-457.9161, 575.2407]
@attribute FM3Long real [-331.78, 238.321]
@attribute FM3Trans real [-205.8947, 179.851]
@attribute FAlpha real [0.0, 90.0]
@attribute FDist real [1.2826, 495.561]
@attribute Class {g, h}
@inputs FLength, FWidth, FSize, FConc, FConc1, FAsym, FM3Long, FM3Trans, FAlpha, FDist
@outputs Class
@data
96.2327, 46.5165, 4.154, 0.0779, 0.039, 110.355, 85.0486, 43.1844, 4.854, 248.226, g
91.6423, 71.8818, 3.8484, 0.078, 0.043, -56.7107, 72.3016, 60.019, 16.622, 285.414, g
34.7486, 19.2286, 2.5629, 0.3666, 0.1984, 30.3637, -16.3092, 14.3186, 1.521, 109.445, g
61.6463, 21.171, 3.4303, 0.2112, 0.1086, 54.8329, 52.4882, -18.9858, 4.2131, 234.581, g
35.9913, 19.4494, 2.7466, 0.3297, 0.1801, -34.0069, -25.3956, -6.3628, 0.2425, 175.99, g
92.8723, 25.685, 3.1553, 0.242, 0.1619, -25.5033, 51.797, -19.0013, 7.7301, 304.585, g
20.9491, 7.0366, 2.1414, 0.7292, 0.3935, -22.9802, -12.1656, 6.0883, 40.656, 146.512, g
23.0242, 13.2275, 2.2188, 0.4471, 0.2326, -25.6063, -10.429, 5.5499, 33.4008, 210.819, g
86.5636, 36.8235, 3.8026, 0.1508, 0.0809, -24.0564, 60.9768, 26.1668, 2.643, 306.55, g
73.2547, 19.5552, 2.5545, 0.357, 0.1939, -44.1258, 34.5939, 16.6915, 23.149, 282.616, g
80.3994, 14.9183, 2.8445, 0.3004, 0.1581, 36.0787, 76.0508, -10.599, 5.066, 272.617, g
34.1619, 21.2966, 2.9974, 0.2907, 0.1554, -4.6579, -11.6112, 11.8667, 11.6079, 163.722, g
47.6, 13.413, 2.8092, 0.2762, 0.1497, 41.1158, 33.8544, 8.2134, 2.608, 178.462, g
