@relation magic-1
@attribute FLength real [4.2835, 334.177]
@attribute FWidth real [0.0, 256.382]
@attribute FSize real [1.9413, 5.3233]
@attribute FConc real [0.0131, 0.893]
@attribute FConc1 real [3.0E-4, 0.6752]
@attribute FAsym real [-457.9161, 575.2407]
@attribute FM3Long real [-331.78, 238.321]
@attribute FM3Trans real [-205.8947, 179.851]
@attribute FAlpha real [0.0, 90.0]
@attribute FDist real [1.2826, 495.561]
@attribute Class {g, h}
@inputs FLength, FWidth, FSize, FConc, FConc1, FAsym, FM3Long, FM3Trans, FAlpha, FDist
@outputs Class
@data
31.6036, 11.7235, 2.5185, 0.5303, 0.3773, 26.2722, 23.8238, -9.9574, 6.3609, 205.261, g
162.052, 136.031, 4.0612, 0.0374, 0.0187, 116.741, -64.858, -45.216, 76.96, 256.788, g
48.2468, 17.3565, 3.0332, 0.2529, 0.1515, 8.573, 38.0957, 10.5868, 4.792, 219.087, g
29.4741, 22.4581, 2.6258, 0.3077, 0.174, 18.1242, 22.7035, 13.1673, 48.0364, 214.126, g
87.2384, 27.935, 2.8848, 0.3155, 0.1806, -18.2102, 66.6867, -11.3438, 4.4265, 342.504, g
34.9205, 15.9621, 2.8457, 0.3267, 0.1762, 15.8025, 11.8249, 11.9768, 9.59, 154.712, g
73.6263, 35.582, 3.4533, 0.2493, 0.1333, -48.0377, 42.6119, -26.2742, 4.471, 372.317, g
99.6416, 13.5477, 2.4362, 0.3846, 0.1996, 48.7119, 92.2613, 7.7025, 74.5664, 57.7231, g
13.1994, 10.8032, 2.224, 0.7761, 0.4209, -14.5262, 1.8356, -11.7029, 54.0277, 181.817, g
18.249, 10.4383, 2.2529, 0.6034, 0.3156, 22.8063, 10.1469, 5.3027, 15.8259, 159.544, g
19.0154, 12.8813, 2.5085, 0.6326, 0.4264, 8.3826, 17.2241, 8.0364, 58.903, 174.401, g
42.1289, 16.1025, 2.4969, 0.3121, 0.1704, -37.9885, -22.3351, 14.4754, 12.9801, 220.713, g
36.079, 13.2636, 2.3793, 0.4301, 0.2317, 37.1098, -17.1724, 8.4708, 26.3559, 147.636, g
78.2002, 23.1372, 3.2357, 0.2005, 0.1212, 57.955, 86.1356, 16.129, 12.616, 217.965, g
29.8023, 10.9847, 2.2999, 0.4862, 0.2882, 27.7037, 24.3173, 8.5655, 0.352, 209.784, g
44.9999, 25.6517, 3.03, 0.2231, 0.1405, -19.3494, -12.726, -18.4786, 46.1539, 15.3696, g
70.457, 22.9878, 3.0195, 0.2562, 0.1496, 43.5397, 68.1553, -10.9792, 34.2372, 216.957, g
43.351, 17.7081, 2.9287, 0.3477, 0.221, 37.3736, 31.5782, -12.4757, 20.664, 140.19, g
37.3887, 19.1897, 2.5843, 0.3333, 0.181, -28.1468, -21.6535, -10.4241, 1.818, 245.343, g
21.1221, 9.3478, 2.2967, 0.697, 0.452, 18.4225, 20.1723, -11.544, 75.3948, 167.109, g
19.4731, 12.2939, 2.4556, 0.5219, 0.3205, -1.0, 9.8855, -10.4173, 53.7383, 202.139, g
86.5389, 16.3152, 2.8756, 0.3023, 0.1565, 48.9056, 72.2829, 4.4207, 1.53, 245.673, g
29.1123, 18.0166, 2.635, 0.3175, 0.1657, 11.2887, 26.7753, -10.7571, 36.953, 190.445, g
33.8898, 17.6924, 2.9647, 0.3026, 0.1719, 13.8792, 25.8841, 7.6886, 6.891, 90.7788, g
38.5491, 19.1817, 3.0384, 0.2947, 0.1515, -2.0615, 27.1747, -7.9478, 7.8488, 156.407, g
24.8738, 19.3399, 2.7675, 0.3194, 0.1648, 24.2257, -13.6964, -11.409, 31.2269, 68.9708, g
80.0634, 31.6829, 3.7285, 0.1104, 0.0556, 30.1971, 73.1529, -12.4444, 0.57, 286.451, g
12.691, 11.6996, 2.0233, 0.7109, 0.3839, 15.6692, -8.7521, 10.1028, 79.5407, 164.163, g
19.8547, 11.7229, 2.4807, 0.6017, 0.3851, -4.6572, 13.4459, -5.3479, 42.523, 104.52, g
18.0762, 11.9477, 2.4464, 0.5868, 0.3989, 3.1824, -10.1699, -11.3148, 20.997, 130.658, g
18.7703, 10.0147, 2.4031, 0.6166, 0.3577, 21.682, 11.9557, -4.6444, 50.86, 194.863, g
28.3371, 24.9896, 2.968, 0.3337, 0.19, 27.1233, 22.0479, -15.7731, 7.208, 107.15, g
79.7124, 35.2208, 3.3244, 0.2914, 0.1708, 10.1771, -28.5291, -18.2423, 2.129, 340.809, g
62.7644, 25.1345, 3.7026, 0.1807, 0.1001, 34.1638, 64.2319, -10.954, 4.1234, 171.784, g
12.7592, 11.6189, 2.2162, 0.7234, 0.3678, 15.1407, -4.8943, -11.5795, 1.2142, 105.064, g
23.9467, 14.5395, 2.634, 0.446, 0.2404, -18.8146, 12.5722, -8.6566, 60.493, 185.734, g
27.515, 14.227, 2.6196, 0.4034, 0.2197, -14.2964, -16.8821, 9.1943, 8.977, 173.972, g
59.0112, 26.2465, 3.5361, 0.1691, 0.0921, 48.3117, 45.5126, -17.2875, 1.8811, 206.842, g
106.364, 49.748, 4.3237, 0.0584, 0.0301, 10.6809, 83.0956, -23.9498, 0.624, 244.643, g
38.3448, 14.1032, 2.8238, 0.3781, 0.2093, 40.6911, 26.0716, -5.8822, 0.1899, 177.974, g
57.7702, 19.8409, 3.146, 0.2272, 0.1504, 33.752, 43.2779, -4.8554, 6.527, 154.146, g
31.4417, 19.7318, 2.9827, 0.333, 0.1722, 23.7303, 21.7099, 10.6866, 27.914, 96.3967, g
34.9294, 15.993, 2.5658, 0.3505, 0.1861, 31.1743, 23.9472, -8.1753, 1.3937, 210.866, g
61.374, 22.8597, 3.0245, 0.2108, 0.112, 47.2363, 46.4616, 15.9629, 3.713, 262.058, g
31.257, 10.796, 2.4456, 0.4086, 0.2097, -19.0605, -23.4546, 5.4537, 1.9639, 187.887, g
12.6846, 11.7208, 2.1055, 0.7137, 0.3725, -15.4833, 7.3755, 11.1393, 4.176, 200.477, g
27.8936, 23.3166, 2.8698, 0.3549, 0.1964, 11.4203, 17.6953, -15.0672, 82.8799, 83.9734, g
35.7748, 15.872, 2.6493, 0.4439, 0.2993, 13.2986, 19.358, -13.7786, 2.073, 180.333, g
17.725, 7.4803, 2.1833, 0.7738, 0.5344, -0.4145, 2.2463, 3.8834, 33.97, 252.016, g
90.8484, 33.0185, 3.7827, 0.1766, 0.0923, -53.3876, 49.7881, 20.7582, 2.5821, 332.585, g
18.9434, 10.2434, 2.3483, 0.5336, 0.2892, -24.816, -7.7716, -1.8324, 12.938, 134.474, g
34.313, 17.8379, 2.7694, 0.3895, 0.2338, 11.8881, -26.385, 9.2888, 4.4274, 191.113, g
88.4638, 26.6695, 3.444, 0.2338, 0.1509, -45.0756, 44.1096, 19.3974, 0.533, 295.65, g
18.7991, 12.4262, 2.3829, 0.5507, 0.3292, 1.1589, -10.3469, 9.4186, 35.2698, 165.139, g
71.6093, 20.8942, 2.7551, 0.3638, 0.1819, -31.573, -16.0592, -16.013, 6.166, 309.411, g
19.8584, 15.5018, 2.6405, 0.476, 0.2643, 22.9476, 15.8569, 4.5488, 20.1575, 159.01, g
53.0403, 13.8821, 2.8159, 0.4125, 0.2987, 41.2841, 47.6989, 11.2755, 10.1148, 237.736, g
85.6145, 22.8778, 3.2367, 0.2186, 0.1168, 87.5353, 85.5687, -6.1278, 1.57, 243.295, g
30.694, 22.0026, 2.617, 0.285, 0.163, -6.887, 20.2385, 19.8442, 37.1267, 127.82, g
82.9688, 29.1319, 3.5263, 0.1238, 0.0621, 15.5443, 69.876, -20.9311, 14.1164, 204.233, g
26.8487, 11.0832, 2.48, 0.4073, 0.207, -9.7153, -10.7173, 4.161, 11.235, 159.082, g
51.6785, 25.5782, 3.0092, 0.184, 0.1023, 26.7409, 37.5168, 12.1553, 1.8934, 236.85, g
29.2873, 8.4266, 2.4005, 0.5288, 0.2763, 38.0135, 9.9818, 6.042, 12.5354, 166.636, g
109.32, 47.7498, 4.3035, 0.0795, 0.0411, -64.9838, 78.7445, 35.7266, 1.102, 275.318, g
50.1709, 20.6646, 2.9859, 0.2211, 0.1142, -10.8439, -50.4617, -8.8212, 47.392, 198.364, g
27.4278, 12.636, 2.7555, 0.3916, 0.2133, -13.2997, 19.1969, 5.4596, 3.597, 255.342, g
79.3831, 12.9439, 2.7427, 0.3436, 0.2215, 35.3588, 78.7654, 7.6861, 9.4384, 221.48, g
23.6729, 0.0, 2.2, 0.7634, 0.4196, 0.0, 0.0, 16.4525, 47.7751, 154.638, g
50.2888, 18.2407, 2.8407, 0.3766, 0.2128, 39.0495, 44.8403, 8.2418, 39.0638, 267.019, g
28.1635, 15.807, 2.42, 0.4259, 0.249, -17.9803, -13.7842, -8.3405, 17.1252, 248.03, g
31.3812, 16.2673, 2.637, 0.3691, 0.2134, 29.2412, 24.9286, 10.5468, 9.9904, 164.816, g
20.5966, 17.8906, 2.3473, 0.4989, 0.2944, 14.4956, 20.3017, -13.202, 45.299, 244.401, g
92.3308, 31.9245, 4.0213, 0.1019, 0.0535, 55.0845, 77.8264, 15.3498, 0.6513, 264.63, g
28.6134, 12.329, 2.6508, 0.4022, 0.2402, 11.4541, 15.1813, 9.8838, 1.338, 160.99, g
28.8214, 20.695, 3.1002, 0.3152, 0.1616, -12.5463, 21.3601, -9.1016, 23.4123, 69.8538, g
80.2192, 25.8956, 3.4586, 0.24, 0.147, -46.6524, 68.0245, 18.4844, 0.146, 315.008, g
24.1542, 17.677, 2.5629, 0.4049, 0.2503, 22.1474, -12.9443, -8.0966, 56.148, 73.9966, g
87.9125, 24.0949, 3.4298, 0.2331, 0.1165, -24.3046, 59.5604, 14.1694, 2.628, 337.462, g
22.2142, 10.9289, 2.2455, 0.5511, 0.304, -15.6198, -18.3342, 6.4114, 23.936, 110.033, g
24.7614, 10.4777, 2.3627, 0.4685, 0.2408, 13.2568, -17.4548, 1.8392, 19.5461, 145.109, g
45.349, 28.7095, 3.1064, 0.3045, 0.1969, 27.7922, 46.697, -21.9829, 6.1306, 238.417, g
33.3237, 12.3317, 2.5145, 0.3639, 0.1881, -3.1009, -17.7864, -3.2959, 42.108, 85.2292, g
48.451, 20.6188, 3.0013, 0.2084, 0.1072, -77.1456, -32.3139, 17.4248, 8.691, 185.927, g
33.055, 15.1941, 2.3444, 0.371, 0.1878, 10.2965, 22.9021, 7.8267, 9.323, 178.204, g
85.8049, 32.2278, 3.7798, 0.1609, 0.0868, 22.7669, 77.3155, -11.7304, 1.3536, 288.764, g
77.3543, 41.9258, 4.0443, 0.1066, 0.054, 67.4301, 71.4133, 18.9853, 3.7039, 198.406, g
57.1095, 19.0139, 2.6527, 0.2469, 0.1301, -25.0464, 44.8621, -11.3247, 34.613, 168.147, g
27.5407, 10.3456, 2.3865, 0.5462, 0.3018, -21.8298, 17.1192, 8.6005, 34.6822, 204.302, g
48.1835, 14.3086, 2.4778, 0.4027, 0.2047, -10.7414, -32.5416, -14.3596, 23.914, 233.308, g
29.4732, 11.3566, 2.641, 0.4091, 0.216, 20.5817, 20.7717, 4.0614, 19.1106, 178.983, g
92.9014, 26.8157, 3.5101, 0.2558, 0.1608, -3.3896, 33.3066, 10.9488, 0.0323, 327.064, g
22.2418, 16.4332, 2.4216, 0.4205, 0.2178, 23.666, 13.0442, 7.1902, 18.5462, 214.975, g
25.2099, 10.5761, 2.4005, 0.4732, 0.2644, 13.9043, 19.2371, 4.1735, 72.391, 120.73, g
26.0277, 11.4154, 2.5502, 0.4535, 0.2662, 32.0472, 18.2394, -1.7166, 0.6419, 140.188, g
21.4514, 10.3118, 2.3979, 0.588, 0.31, -3.5388, 16.0409, -5.2053, 8.6808, 134.782, g
23.2796, 16.4149, 2.6646, 0.4177, 0.276, 7.4148, 17.5575, 7.5244, 9.5021, 86.2246, g
13.2566, 10.3836, 2.1717, 0.7946, 0.4747, 13.4475, 5.9458, 11.1924, 15.671, 238.572, g
26.0503, 14.4701, 2.5849, 0.3953, 0.212, 28.6458, 19.0003, -9.2827, 16.2105, 139.812, g
41.3845, 24.9316, 3.2232, 0.198, 0.0996, -2.4835, 14.7971, -17.2754, 2.562, 103.858, g
75.7318, 23.2784, 2.9474, 0.2585, 0.1337, 53.2872, 66.7149, 21.1451, 4.6616, 219.963, g
111.657, 31.2859, 3.0674, 0.2457, 0.128, -95.2504, -83.5029, -12.0748, 3.348, 336.62, g
31.0074, 22.0149, 2.9511, 0.2876, 0.1505, -4.3861, -19.6534, -14.1832, 20.518, 233.833, g
22.7149, 10.5732, 2.3054, 0.5594, 0.3342, 22.4666, 19.5782, 10.8896, 17.478, 173.991, g
75.8672, 20.0816, 2.9738, 0.2772, 0.1514, -124.634, 69.8653, -17.3874, 1.861, 260.741, g
23.8297, 15.3356, 2.638, 0.4465, 0.298, 10.1102, 13.4365, -15.0399, 5.397, 220.885, g
26.0216, 9.648, 2.4935, 0.504, 0.2616, 31.9343, 19.3368, 4.6528, 44.3455, 133.272, g
49.2727, 22.2199, 3.276, 0.1716, 0.093, 31.1037, 28.2574, -12.6656, 10.1168, 214.872, g
18.4901, 14.4091, 2.5017, 0.5795, 0.3543, 17.8822, 18.6212, 2.3384, 5.515, 184.565, g
17.1544, 11.249, 2.2405, 0.5632, 0.296, 0.7747, -5.3697, -4.0671, 48.5893, 119.225, g
109.581, 38.4424, 3.1392, 0.2823, 0.189, -95.6673, -47.4613, 28.5505, 0.834, 244.819, g
49.8521, 11.4525, 2.3971, 0.4529, 0.2305, 52.6071, 39.3622, -8.6905, 6.0457, 183.495, g
18.883, 9.5559, 2.2672, 0.6541, 0.4622, 4.3978, -13.9994, 9.4048, 49.52, 78.8784, g
32.4194, 16.5268, 2.8132, 0.3966, 0.2022, 11.0777, 32.4985, -11.2757, 8.477, 194.475, g
23.3323, 10.7987, 2.3355, 0.5173, 0.2841, -7.208, -17.7871, -6.3086, 37.4068, 106.041, g
37.5297, 21.1485, 3.1765, 0.2231, 0.1156, 20.989, 22.3961, -6.9219, 30.76, 189.635, g
20.2951, 7.2298, 2.1156, 0.7433, 0.3793, -3.1951, 10.8325, 5.5408, 33.3381, 188.921, g
12.7169, 11.6432, 2.2443, 0.7066, 0.396, 15.6373, -9.3618, 7.7526, 15.651, 174.136, g
80.9545, 29.885, 3.6743, 0.1573, 0.0875, 32.514, 70.974, 19.9062, 3.6974, 242.699, g
24.7867, 22.2327, 2.8319, 0.2946, 0.1583, -14.3863, 20.5592, 10.9994, 39.2593, 186.727, g
57.3271, 23.2931, 3.1774, 0.1469, 0.0734, 58.8582, 37.4815, -7.1838, 5.926, 179.803, g
21.1155, 7.0711, 2.1508, 0.6996, 0.364, -24.429, -9.8554, -6.2284, 49.707, 167.443, g
12.8789, 11.4348, 2.1658, 0.7372, 0.372, 15.0295, -3.4, 11.7179, 9.2006, 182.865, g
51.583, 10.7969, 2.6222, 0.5227, 0.2733, -64.0583, -30.128, 4.3855, 15.0428, 269.481, g
61.8196, 15.3048, 2.636, 0.2705, 0.1376, -108.23, 58.2781, 8.5924, 1.092, 186.807, g
36.7909, 19.7933, 2.8748, 0.2842, 0.1541, 10.1309, 34.4378, -18.1396, 8.0884, 254.084, g
30.336, 14.1906, 2.4814, 0.4521, 0.2426, -1.412, 24.2169, -10.0886, 27.3402, 207.87, g
45.6562, 30.5905, 3.2602, 0.1703, 0.0931, 25.7962, 23.7771, 17.9494, 15.75, 162.036, g
28.3543, 25.5873, 2.7668, 0.3234, 0.1754, 29.3307, 17.5713, 18.6666, 33.509, 170.349, g
48.4003, 19.2028, 3.1793, 0.1946, 0.1122, 22.8038, 23.8349, 10.1686, 8.0926, 189.243, g
41.0163, 20.4484, 2.4518, 0.2898, 0.1502, 44.137, 28.1236, 11.7974, 4.1807, 181.842, g
16.024, 11.4506, 2.4472, 0.625, 0.3946, 2.4509, -4.8154, 7.9019, 19.4794, 114.037, g
15.4067, 11.9714, 2.4314, 0.6444, 0.3648, -1.9396, 3.5627, 6.5407, 68.753, 63.5686, g
17.2028, 11.2223, 2.4579, 0.561, 0.2979, 0.6612, -5.1201, 4.3175, 89.7035, 194.478, g
33.0328, 22.0371, 2.6812, 0.3, 0.1781, -30.8205, 16.4511, -6.125, 45.3284, 206.3, g
88.0016, 41.5354, 3.5597, 0.1177, 0.0602, 83.6852, 85.6667, -26.5495, 26.8401, 179.895, g
54.123, 22.6619, 3.0609, 0.286, 0.1795, 29.7681, 56.0712, 4.6174, 6.339, 211.164, g
30.1227, 16.093, 2.5746, 0.4394, 0.265, -17.245, 15.2493, 11.1356, 11.519, 221.516, g
87.4843, 25.5134, 3.5567, 0.1834, 0.0939, 59.1418, 97.7039, -2.8502, 2.72, 149.034, g
32.843, 14.2793, 2.9146, 0.4017, 0.2538, -11.1135, -21.6815, 4.8152, 3.4605, 198.949, g
25.0768, 19.7139, 2.6632, 0.4061, 0.2313, 0.2771, 17.8255, 12.4723, 65.226, 5.7456, g
