@relation penbased-3
@attribute At1 integer [0, 100]
@attribute At2 integer [0, 100]
@attribute At3 integer [0, 100]
@attribute At4 integer [0, 100]
@attribute At5 integer [0, 100]
@attribute At6 integer [0, 100]
@attribute At7 integer [0, 100]
@attribute At8 integer [0, 100]
@attribute At9 integer [0, 100]
@attribute At10 integer [0, 100]
@attribute At11 integer [0, 100]
@attribute At12 integer [0, 100]
@attribute At13 integer [0, 100]
@attribute At14 integer [0, 100]
@attribute At15 integer [0, 100]
@attribute At16 integer [0, 100]
@attribute Class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
@inputs At1, At2, At3, At4, At5, At6, At7, At8, At9, At10, At11, At12, At13, At14, At15, At16
@outputs Class
@data
0, 100, 7, 92, 5, 68, 19, 45, 86, 34, 100, 45, 74, 23, 67, 0, 4
0, 39, 2, 62, 11, 5, 63, 0, 100, 43, 89, 99, 36, 100, 0, 57, 0
0, 46, 49, 64, 78, 87, 100, 100, 91, 75, 85, 49, 75, 24, 89, 0, 1
10, 86, 34, 66, 68, 34, 34, 0, 4, 26, 0, 69, 34, 95, 100, 100, 5
11, 100, 0, 69, 15, 43, 87, 47, 100, 65, 74, 67, 71, 33, 66, 0, 4
46, 100, 10, 83, 34, 64, 100, 77, 71, 82, 49, 54, 22, 27, 0, 0, 4
40, 99, 51, 66, 79, 26, 39, 0, 0, 27, 8, 77, 46, 100, 100, 94, 5
30, 86, 67, 100, 77, 77, 53, 50, 78, 40, 100, 17, 56, 0, 0, 5, 3
64, 93, 0, 67, 97, 67, 89, 100, 14, 70, 100, 68, 96, 36, 28, 0, 9
60, 100, 20, 76, 0, 39, 10, 1, 69, 0, 100, 33, 56, 40, 15, 10, 6
1, 88, 0, 54, 59, 31, 36, 0, 11, 28, 4, 68, 28, 97, 100, 100, 5
0, 84, 50, 100, 72, 79, 37, 52, 51, 41, 100, 27, 62, 3, 3, 0, 3
0, 100, 61, 100, 100, 93, 63, 64, 36, 33, 14, 0, 9, 29, 47, 42, 7
0, 82, 75, 56, 100, 12, 22, 0, 22, 41, 92, 73, 84, 100, 2, 80, 8
35, 76, 0, 42, 11, 0, 65, 5, 100, 41, 97, 85, 49, 100, 9, 69, 0
8, 77, 47, 100, 100, 96, 71, 66, 100, 46, 99, 13, 46, 0, 0, 13, 3
0, 60, 38, 80, 80, 100, 100, 92, 80, 69, 65, 46, 55, 23, 55, 0, 1
40, 72, 16, 50, 96, 69, 70, 100, 0, 73, 65, 57, 100, 47, 94, 0, 9
33, 58, 19, 90, 78, 100, 91, 62, 51, 28, 0, 2, 37, 1, 100, 0, 2
73, 98, 35, 100, 0, 59, 0, 13, 71, 8, 100, 45, 29, 41, 9, 0, 6
100, 77, 92, 100, 49, 76, 18, 48, 0, 15, 38, 0, 75, 23, 29, 27, 6
14, 94, 4, 63, 43, 36, 36, 0, 10, 27, 0, 72, 47, 92, 100, 100, 5
0, 42, 34, 57, 64, 79, 95, 100, 100, 85, 81, 57, 62, 28, 45, 0, 1
88, 80, 12, 80, 100, 100, 100, 91, 65, 68, 29, 46, 6, 23, 0, 0, 1
26, 74, 19, 49, 64, 21, 20, 0, 1, 25, 0, 64, 45, 87, 100, 100, 5
0, 65, 43, 76, 93, 96, 100, 100, 71, 75, 48, 50, 26, 25, 5, 0, 1
21, 92, 85, 100, 90, 67, 67, 34, 49, 0, 0, 26, 27, 43, 100, 42, 7
27, 100, 0, 74, 40, 54, 100, 59, 84, 91, 57, 64, 43, 32, 33, 0, 4
58, 100, 0, 89, 44, 53, 100, 21, 63, 0, 62, 36, 87, 80, 25, 91, 8
0, 75, 29, 79, 71, 91, 100, 100, 82, 74, 68, 48, 57, 21, 58, 0, 1
69, 100, 31, 73, 39, 55, 89, 62, 100, 84, 63, 57, 31, 28, 0, 0, 4
0, 87, 55, 100, 100, 81, 74, 41, 49, 0, 20, 10, 32, 32, 99, 35, 7
52, 100, 29, 73, 0, 47, 19, 42, 69, 37, 100, 54, 90, 30, 88, 0, 4
0, 89, 47, 100, 89, 87, 74, 61, 45, 37, 15, 14, 43, 0, 100, 1, 2
100, 100, 68, 78, 37, 55, 13, 29, 11, 0, 51, 2, 41, 20, 0, 20, 6
62, 45, 95, 75, 69, 100, 4, 86, 0, 59, 74, 57, 100, 32, 94, 0, 9
56, 83, 28, 61, 90, 23, 24, 0, 22, 40, 100, 72, 72, 100, 0, 72, 8
70, 100, 46, 70, 12, 38, 0, 25, 52, 29, 100, 41, 96, 38, 90, 0, 4
10, 97, 2, 47, 24, 1, 74, 0, 100, 43, 82, 90, 33, 100, 0, 65, 0
36, 63, 0, 67, 53, 84, 100, 100, 83, 74, 66, 47, 53, 21, 51, 0, 1
22, 83, 62, 100, 92, 78, 51, 53, 55, 37, 100, 17, 55, 0, 0, 7, 3
86, 79, 47, 100, 18, 62, 65, 27, 66, 0, 0, 3, 46, 39, 100, 71, 8
38, 96, 49, 68, 74, 100, 24, 87, 91, 80, 100, 30, 54, 0, 0, 32, 9
86, 78, 48, 100, 14, 72, 19, 35, 2, 0, 0, 29, 49, 59, 100, 88, 8
40, 76, 62, 100, 62, 69, 34, 40, 0, 16, 12, 11, 57, 10, 100, 0, 2
17, 82, 56, 100, 100, 90, 64, 66, 85, 40, 94, 12, 48, 3, 0, 0, 3
63, 77, 30, 100, 0, 59, 12, 13, 67, 0, 100, 37, 88, 83, 34, 88, 0
0, 89, 10, 55, 51, 30, 48, 0, 18, 23, 20, 66, 49, 94, 100, 100, 5
84, 100, 37, 82, 7, 55, 0, 25, 35, 0, 100, 7, 85, 30, 23, 19, 6
23, 63, 31, 100, 64, 84, 54, 45, 28, 10, 0, 5, 50, 3, 100, 0, 2
31, 93, 12, 78, 71, 36, 31, 0, 21, 33, 100, 65, 69, 100, 0, 78, 8
29, 74, 97, 77, 100, 100, 0, 84, 2, 59, 100, 71, 44, 35, 7, 0, 9
0, 95, 50, 100, 100, 86, 90, 49, 66, 15, 49, 0, 23, 32, 76, 41, 7
44, 97, 9, 62, 0, 13, 41, 0, 82, 26, 100, 72, 63, 100, 17, 92, 0
80, 100, 31, 86, 63, 74, 100, 95, 83, 70, 81, 41, 56, 15, 0, 0, 9
45, 82, 39, 100, 82, 99, 64, 43, 25, 5, 0, 0, 50, 4, 100, 0, 2
20, 85, 0, 61, 18, 22, 50, 0, 86, 11, 100, 51, 79, 87, 45, 100, 0
29, 75, 29, 85, 100, 100, 85, 81, 59, 61, 38, 41, 15, 20, 0, 0, 1
100, 94, 54, 96, 9, 100, 0, 60, 43, 52, 72, 24, 41, 0, 13, 8, 5
0, 62, 21, 100, 27, 80, 26, 35, 4, 4, 12, 0, 55, 2, 100, 5, 1
0, 90, 47, 100, 65, 69, 48, 31, 37, 0, 14, 34, 49, 40, 100, 39, 7
0, 84, 46, 100, 96, 88, 94, 50, 83, 11, 62, 0, 45, 26, 100, 26, 7
8, 80, 40, 100, 61, 67, 38, 31, 0, 12, 21, 27, 61, 10, 100, 0, 2
35, 73, 77, 55, 100, 20, 39, 0, 37, 35, 79, 68, 86, 100, 0, 84, 8
27, 100, 34, 93, 0, 62, 25, 44, 100, 44, 91, 65, 68, 32, 51, 0, 4
57, 94, 39, 100, 11, 69, 0, 35, 23, 4, 97, 0, 100, 24, 41, 5, 6
8, 95, 8, 58, 61, 47, 54, 0, 20, 21, 0, 68, 37, 100, 100, 100, 5
19, 78, 29, 36, 13, 0, 8, 27, 58, 49, 100, 79, 55, 100, 0, 88, 8
100, 100, 61, 87, 70, 65, 93, 92, 89, 64, 74, 28, 41, 6, 0, 0, 9
55, 40, 100, 64, 92, 100, 48, 81, 45, 40, 55, 0, 0, 4, 11, 38, 8
22, 98, 71, 100, 100, 80, 59, 61, 99, 39, 95, 10, 47, 0, 0, 10, 3
57, 82, 65, 100, 100, 88, 89, 64, 79, 39, 75, 13, 39, 2, 0, 0, 3
0, 91, 34, 100, 65, 83, 43, 56, 12, 36, 25, 13, 63, 7, 100, 0, 2
25, 85, 59, 100, 86, 89, 86, 67, 100, 45, 88, 24, 49, 9, 0, 0, 3
42, 49, 34, 94, 81, 100, 85, 53, 48, 16, 0, 0, 45, 3, 100, 3, 2
1, 91, 11, 49, 72, 47, 53, 0, 13, 12, 0, 68, 36, 97, 100, 100, 5
29, 94, 90, 100, 43, 100, 8, 70, 56, 61, 100, 39, 61, 11, 0, 0, 5
19, 91, 22, 58, 50, 24, 25, 0, 4, 37, 0, 73, 44, 94, 100, 100, 5
66, 100, 25, 80, 4, 53, 0, 25, 26, 0, 94, 0, 100, 22, 45, 8, 6
0, 73, 30, 100, 68, 87, 56, 51, 25, 22, 2, 2, 51, 4, 100, 0, 2
50, 100, 5, 82, 71, 42, 91, 0, 7, 18, 78, 56, 100, 92, 0, 90, 8
43, 82, 85, 44, 100, 3, 17, 0, 0, 34, 62, 64, 90, 100, 7, 95, 8
0, 55, 53, 77, 100, 100, 87, 95, 87, 71, 87, 47, 87, 23, 80, 0, 1
37, 100, 48, 71, 0, 44, 63, 37, 100, 37, 89, 63, 80, 29, 74, 0, 4
21, 100, 0, 64, 2, 23, 40, 0, 86, 18, 100, 56, 75, 91, 30, 81, 0
