@relation penbased-3
@attribute At1 integer [0, 100]
@attribute At2 integer [0, 100]
@attribute At3 integer [0, 100]
@attribute At4 integer [0, 100]
@attribute At5 integer [0, 100]
@attribute At6 integer [0, 100]
@attribute At7 integer [0, 100]
@attribute At8 integer [0, 100]
@attribute At9 integer [0, 100]
@attribute At10 integer [0, 100]
@attribute At11 integer [0, 100]
@attribute At12 integer [0, 100]
@attribute At13 integer [0, 100]
@attribute At14 integer [0, 100]
@attribute At15 integer [0, 100]
@attribute At16 integer [0, 100]
@attribute Class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
@inputs At1, At2, At3, At4, At5, At6, At7, At8, At9, At10, At11, At12, At13, At14, At15, At16
@outputs Class
@data
47, 100, 27, 81, 57, 37, 26, 0, 0, 23, 56, 53, 100, 90, 40, 98, 8
91, 74, 54, 100, 0, 87, 23, 59, 81, 67, 100, 39, 79, 4, 21, 0, 9
0, 83, 29, 100, 88, 95, 64, 69, 73, 43, 100, 13, 50, 1, 10, 0, 3
100, 99, 67, 100, 24, 68, 0, 32, 27, 0, 99, 8, 77, 40, 9, 55, 6
29, 72, 45, 100, 78, 78, 60, 41, 25, 12, 0, 4, 50, 6, 100, 0, 2
51, 76, 68, 91, 100, 100, 83, 80, 59, 60, 34, 40, 10, 20, 0, 0, 1
41, 96, 17, 76, 50, 37, 31, 0, 0, 34, 1, 86, 49, 98, 100, 100, 5
38, 94, 4, 63, 0, 20, 41, 0, 84, 19, 100, 60, 77, 98, 32, 100, 0
16, 90, 9, 61, 50, 35, 23, 0, 5, 35, 0, 81, 48, 97, 100, 100, 5
15, 73, 0, 34, 30, 0, 81, 1, 100, 38, 87, 78, 44, 100, 16, 68, 0
100, 88, 69, 100, 20, 84, 70, 86, 93, 71, 70, 44, 38, 19, 0, 0, 9
0, 52, 52, 83, 97, 100, 91, 55, 84, 10, 21, 0, 21, 7, 100, 7, 1
30, 100, 16, 84, 0, 51, 28, 26, 80, 33, 100, 65, 79, 34, 68, 0, 4
78, 85, 65, 66, 100, 25, 49, 0, 15, 29, 58, 67, 66, 100, 0, 84, 8
39, 80, 21, 60, 35, 19, 12, 0, 0, 31, 16, 72, 51, 98, 100, 100, 5
0, 48, 30, 67, 65, 85, 100, 100, 84, 75, 65, 51, 47, 25, 34, 0, 1
14, 55, 40, 61, 59, 100, 58, 62, 59, 21, 100, 14, 48, 5, 0, 0, 1
92, 73, 32, 63, 0, 86, 51, 100, 100, 82, 96, 51, 64, 23, 21, 0, 9
0, 74, 28, 100, 69, 99, 79, 63, 59, 28, 28, 0, 57, 0, 100, 2, 2
