@relation penbased-3
@attribute At1 integer [0, 100]
@attribute At2 integer [0, 100]
@attribute At3 integer [0, 100]
@attribute At4 integer [0, 100]
@attribute At5 integer [0, 100]
@attribute At6 integer [0, 100]
@attribute At7 integer [0, 100]
@attribute At8 integer [0, 100]
@attribute At9 integer [0, 100]
@attribute At10 integer [0, 100]
@attribute At11 integer [0, 100]
@attribute At12 integer [0, 100]
@attribute At13 integer [0, 100]
@attribute At14 integer [0, 100]
@attribute At15 integer [0, 100]
@attribute At16 integer [0, 100]
@attribute Class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
@inputs At1, At2, At3, At4, At5, At6, At7, At8, At9, At10, At11, At12, At13, At14, At15, At16
@outputs Class
@data
100, 100, 88, 99, 49, 74, 17, 47, 0, 16, 37, 0, 73, 16, 20, 20, 6
35, 76, 57, 100, 100, 92, 68, 66, 81, 38, 82, 9, 32, 0, 0, 17, 3
63, 100, 40, 73, 70, 63, 100, 77, 79, 74, 55, 48, 29, 23, 0, 0, 4
27, 100, 0, 58, 12, 5, 62, 0, 100, 39, 97, 91, 48, 97, 18, 53, 0
50, 97, 72, 68, 100, 100, 42, 86, 93, 72, 89, 48, 70, 7, 0, 0, 9
37, 100, 48, 57, 74, 97, 27, 97, 80, 68, 100, 26, 49, 0, 0, 22, 9
45, 93, 0, 60, 75, 69, 89, 29, 19, 0, 15, 43, 26, 93, 100, 100, 5
13, 68, 15, 30, 42, 0, 86, 19, 100, 56, 84, 90, 33, 100, 0, 73, 0
22, 93, 0, 95, 50, 97, 100, 100, 67, 81, 43, 56, 28, 28, 30, 0, 7
72, 100, 38, 84, 13, 63, 0, 40, 40, 28, 88, 31, 100, 22, 84, 0, 4
13, 100, 0, 76, 28, 53, 94, 56, 100, 76, 93, 66, 94, 33, 91, 0, 4
19, 86, 35, 72, 95, 94, 0, 100, 60, 78, 100, 52, 67, 26, 26, 0, 9
47, 100, 19, 67, 0, 30, 20, 0, 68, 5, 100, 33, 91, 72, 50, 88, 0
78, 100, 40, 94, 16, 58, 5, 21, 53, 0, 100, 27, 36, 30, 0, 0, 6
95, 68, 77, 100, 21, 76, 60, 38, 68, 0, 0, 15, 29, 53, 100, 81, 8
91, 100, 66, 88, 31, 58, 15, 26, 50, 0, 100, 17, 67, 45, 0, 47, 6
38, 92, 15, 72, 42, 44, 25, 0, 0, 8, 8, 61, 40, 93, 100, 100, 5
52, 80, 84, 100, 100, 75, 58, 53, 91, 48, 89, 10, 44, 0, 0, 16, 3
22, 98, 0, 75, 4, 18, 55, 0, 100, 36, 84, 89, 34, 100, 21, 46, 0
76, 82, 34, 77, 0, 84, 55, 100, 100, 85, 77, 52, 38, 25, 3, 0, 9
28, 75, 57, 100, 93, 82, 71, 51, 33, 26, 0, 0, 49, 5, 100, 16, 2
92, 65, 50, 100, 0, 82, 47, 46, 87, 6, 42, 0, 54, 45, 100, 79, 8
42, 100, 34, 73, 0, 42, 2, 42, 62, 36, 100, 59, 92, 35, 87, 0, 4
0, 52, 37, 73, 76, 94, 100, 100, 75, 75, 53, 49, 35, 22, 28, 0, 1
43, 99, 8, 68, 73, 74, 62, 25, 0, 0, 7, 49, 20, 96, 100, 100, 5
73, 100, 49, 62, 0, 38, 56, 43, 100, 57, 88, 78, 65, 39, 49, 0, 4
40, 84, 61, 100, 87, 83, 53, 60, 96, 47, 100, 23, 55, 5, 0, 0, 3
0, 75, 45, 85, 100, 100, 84, 80, 71, 59, 58, 37, 55, 15, 63, 0, 1
80, 100, 32, 81, 7, 52, 0, 21, 40, 0, 100, 9, 88, 30, 28, 22, 6
7, 86, 0, 62, 15, 20, 62, 0, 100, 31, 96, 73, 53, 100, 8, 78, 0
39, 76, 74, 40, 83, 2, 11, 0, 50, 35, 100, 67, 73, 100, 0, 81, 8
44, 83, 70, 100, 93, 77, 59, 50, 93, 44, 100, 16, 53, 0, 0, 3, 3
0, 72, 62, 95, 74, 100, 69, 74, 72, 49, 79, 23, 51, 0, 100, 0, 1
12, 82, 41, 100, 84, 84, 54, 51, 88, 43, 100, 10, 50, 0, 0, 6, 3
6, 74, 0, 32, 38, 0, 90, 14, 100, 64, 67, 100, 18, 78, 16, 34, 0
0, 79, 31, 94, 68, 100, 100, 88, 94, 62, 74, 39, 51, 18, 64, 0, 2
32, 95, 100, 100, 55, 95, 0, 71, 7, 45, 73, 33, 78, 7, 11, 0, 5
86, 71, 72, 100, 32, 75, 55, 35, 42, 0, 0, 17, 48, 45, 100, 70, 8
100, 64, 45, 45, 0, 65, 22, 100, 80, 99, 99, 62, 85, 23, 40, 0, 9
0, 98, 51, 100, 100, 87, 76, 48, 60, 8, 46, 0, 3, 24, 94, 26, 7
68, 46, 89, 75, 52, 100, 0, 80, 6, 53, 72, 54, 100, 33, 89, 0, 9
100, 95, 68, 100, 34, 98, 19, 61, 53, 61, 61, 20, 31, 2, 0, 0, 5
0, 95, 51, 100, 91, 86, 81, 45, 68, 5, 55, 0, 46, 34, 100, 33, 7
