@relation yeast-5
@attribute Mcg real [0.11, 1.0]
@attribute Gvh real [0.13, 1.0]
@attribute Alm real [0.21, 1.0]
@attribute Mit real [0.0, 1.0]
@attribute Erl real [0.5, 1.0]
@attribute Pox real [0.0, 0.83]
@attribute Vac real [0.0, 0.73]
@attribute Nuc real [0.0, 1.0]
@attribute Class {MIT, NUC, CYT, ME1, ME2, ME3, EXC, VAC, POX, ERL}
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.47, 0.39, 0.5, 0.11, 0.5, 0.0, 0.49, 0.4, CYT
0.45, 0.4, 0.5, 0.16, 0.5, 0.0, 0.5, 0.22, CYT
0.57, 0.47, 0.6, 0.18, 0.5, 0.0, 0.51, 0.22, CYT
0.79, 0.57, 0.41, 0.28, 0.5, 0.0, 0.59, 0.22, ME2
0.45, 0.46, 0.55, 0.43, 0.5, 0.0, 0.55, 0.38, NUC
0.48, 0.54, 0.55, 0.12, 0.5, 0.0, 0.51, 0.22, CYT
0.6, 0.5, 0.44, 0.61, 0.5, 0.0, 0.47, 0.22, MIT
0.78, 0.75, 0.4, 0.28, 0.5, 0.0, 0.53, 0.22, MIT
0.45, 0.41, 0.5, 0.46, 0.5, 0.5, 0.5, 0.27, POX
0.44, 0.52, 0.41, 0.23, 0.5, 0.0, 0.51, 0.22, NUC
0.67, 0.62, 0.54, 0.43, 0.5, 0.0, 0.53, 0.22, MIT
0.4, 0.38, 0.53, 0.16, 0.5, 0.0, 0.52, 0.27, NUC
0.46, 0.71, 0.48, 0.53, 0.5, 0.0, 0.53, 0.22, MIT
0.4, 0.62, 0.52, 0.31, 0.5, 0.0, 0.49, 0.31, CYT
0.64, 0.6, 0.57, 0.19, 0.5, 0.0, 0.43, 0.22, NUC
0.28, 0.37, 0.61, 0.09, 0.5, 0.0, 0.52, 0.55, NUC
0.36, 0.68, 0.46, 0.16, 0.5, 0.0, 0.53, 0.28, NUC
0.4, 0.42, 0.71, 0.21, 0.5, 0.0, 0.54, 0.32, CYT
0.31, 0.44, 0.53, 0.23, 0.5, 0.0, 0.51, 0.32, NUC
0.44, 0.38, 0.48, 0.32, 0.5, 0.83, 0.53, 0.22, POX
0.32, 0.42, 0.52, 0.24, 0.5, 0.0, 0.6, 0.22, CYT
0.53, 0.51, 0.46, 0.28, 0.5, 0.0, 0.48, 0.22, CYT
0.71, 0.56, 0.39, 0.27, 0.5, 0.0, 0.52, 0.22, ME2
0.54, 0.65, 0.49, 0.34, 0.5, 0.0, 0.52, 0.22, CYT
0.57, 0.59, 0.44, 0.16, 0.5, 0.0, 0.52, 0.22, ME2
0.58, 0.6, 0.51, 0.24, 0.5, 0.0, 0.53, 0.22, CYT
0.81, 0.82, 0.41, 0.36, 0.5, 0.0, 0.39, 0.22, EXC
0.42, 0.52, 0.4, 0.17, 0.5, 0.0, 0.5, 0.26, ME3
0.41, 0.39, 0.51, 0.52, 0.5, 0.0, 0.49, 0.22, CYT
0.56, 0.57, 0.63, 0.39, 1.0, 0.0, 0.59, 0.4, NUC
0.37, 0.34, 0.58, 0.24, 0.5, 0.0, 0.44, 0.18, NUC
0.53, 0.68, 0.34, 0.42, 0.5, 0.0, 0.54, 0.27, ME3
0.34, 0.35, 0.61, 0.19, 0.5, 0.0, 0.52, 0.25, NUC
0.45, 0.59, 0.53, 0.74, 0.5, 0.0, 0.47, 0.25, MIT
0.56, 0.45, 0.59, 0.14, 0.5, 0.0, 0.51, 0.26, NUC
0.4, 0.45, 0.42, 0.17, 0.5, 0.0, 0.54, 0.26, ME3
0.5, 0.45, 0.49, 0.3, 0.5, 0.0, 0.47, 0.4, NUC
0.47, 0.43, 0.35, 0.32, 0.5, 0.0, 0.54, 0.22, ME3
0.54, 0.51, 0.54, 0.52, 0.5, 0.0, 0.47, 0.25, MIT
0.53, 0.5, 0.54, 0.56, 0.5, 0.0, 0.49, 0.41, MIT
0.38, 0.49, 0.54, 1.0, 0.5, 0.0, 0.5, 0.27, CYT
0.52, 0.62, 0.54, 0.19, 0.5, 0.0, 0.5, 0.22, MIT
0.5, 0.45, 0.48, 0.17, 0.5, 0.0, 0.5, 0.26, CYT
0.39, 0.37, 0.33, 0.23, 0.5, 0.0, 0.53, 0.26, ME3
0.53, 0.51, 0.51, 0.11, 0.5, 0.0, 0.49, 0.41, NUC
0.47, 0.6, 0.35, 0.21, 0.5, 0.0, 0.52, 0.22, ME3
0.39, 0.3, 0.56, 0.12, 0.5, 0.0, 0.53, 0.38, NUC
0.57, 0.4, 0.62, 0.3, 0.5, 0.0, 0.48, 0.11, MIT
0.6, 0.57, 0.64, 0.52, 0.5, 0.0, 0.47, 0.28, MIT
0.56, 0.5, 0.61, 0.49, 0.5, 0.0, 0.46, 0.28, MIT
0.55, 0.59, 0.47, 0.64, 0.5, 0.0, 0.54, 0.33, MIT
0.43, 0.32, 0.5, 0.29, 0.5, 0.0, 0.5, 0.22, MIT
0.46, 0.44, 0.53, 0.31, 0.5, 0.0, 0.48, 0.22, MIT
0.61, 0.59, 0.47, 0.49, 0.5, 0.0, 0.54, 0.22, MIT
0.58, 0.38, 0.4, 0.21, 0.5, 0.0, 0.5, 0.22, CYT
0.81, 0.79, 0.32, 0.37, 0.5, 0.0, 0.41, 0.22, ME1
0.49, 0.6, 0.55, 0.17, 0.5, 0.0, 0.44, 0.22, CYT
0.53, 0.61, 0.51, 0.49, 0.5, 0.0, 0.54, 0.27, MIT
0.11, 0.41, 0.67, 0.13, 0.5, 0.0, 0.45, 0.29, NUC
0.35, 0.44, 0.54, 0.26, 0.5, 0.0, 0.52, 0.26, NUC
0.43, 0.28, 0.53, 0.34, 0.5, 0.0, 0.55, 0.57, NUC
0.29, 0.34, 0.55, 0.24, 0.5, 0.0, 0.51, 0.22, CYT
