@relation yeast-2
@attribute Mcg real [0.11, 1.0]
@attribute Gvh real [0.13, 1.0]
@attribute Alm real [0.21, 1.0]
@attribute Mit real [0.0, 1.0]
@attribute Erl real [0.5, 1.0]
@attribute Pox real [0.0, 0.83]
@attribute Vac real [0.0, 0.73]
@attribute Nuc real [0.0, 1.0]
@attribute Class {MIT, NUC, CYT, ME1, ME2, ME3, EXC, VAC, POX, ERL}
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.64, 0.62, 0.49, 0.15, 0.5, 0.0, 0.53, 0.22, MIT
0.78, 0.74, 0.42, 0.26, 0.5, 0.0, 0.43, 0.22, ME1
0.79, 0.57, 0.41, 0.28, 0.5, 0.0, 0.59, 0.22, ME2
0.64, 0.56, 0.56, 0.22, 0.5, 0.0, 0.45, 0.22, CYT
0.66, 0.62, 0.49, 0.1, 0.5, 0.0, 0.49, 0.22, CYT
0.53, 0.44, 0.51, 0.33, 0.5, 0.0, 0.55, 0.22, CYT
0.47, 0.39, 0.59, 0.15, 0.5, 0.0, 0.57, 0.22, CYT
0.49, 0.42, 0.56, 0.55, 0.5, 0.0, 0.42, 0.25, MIT
0.5, 0.58, 0.46, 0.46, 0.5, 0.0, 0.46, 0.22, MIT
0.28, 0.58, 0.21, 0.13, 0.5, 0.0, 0.51, 0.22, ME3
0.39, 0.44, 0.35, 0.16, 0.5, 0.0, 0.55, 0.22, ME3
0.31, 0.31, 0.56, 0.33, 0.5, 0.0, 0.52, 0.33, NUC
0.31, 0.55, 0.52, 0.17, 0.5, 0.0, 0.52, 0.22, CYT
0.72, 0.62, 0.34, 0.29, 0.5, 0.0, 0.56, 0.28, MIT
0.5, 0.52, 0.6, 0.51, 0.5, 0.0, 0.48, 0.22, MIT
0.52, 0.4, 0.6, 0.12, 0.5, 0.0, 0.55, 0.22, CYT
0.34, 0.36, 0.54, 0.11, 0.5, 0.0, 0.36, 0.21, NUC
0.41, 0.51, 0.58, 0.15, 0.5, 0.0, 0.45, 0.27, CYT
0.51, 0.53, 0.55, 0.14, 0.5, 0.0, 0.51, 0.22, CYT
0.59, 0.58, 0.56, 0.21, 0.5, 0.0, 0.54, 0.33, NUC
