@relation yeast-2
@attribute Mcg real [0.11, 1.0]
@attribute Gvh real [0.13, 1.0]
@attribute Alm real [0.21, 1.0]
@attribute Mit real [0.0, 1.0]
@attribute Erl real [0.5, 1.0]
@attribute Pox real [0.0, 0.83]
@attribute Vac real [0.0, 0.73]
@attribute Nuc real [0.0, 1.0]
@attribute Class {MIT, NUC, CYT, ME1, ME2, ME3, EXC, VAC, POX, ERL}
@inputs Mcg, Gvh, Alm, Mit, Erl, Pox, Vac, Nuc
@outputs Class
@data
0.5, 0.54, 0.48, 0.65, 0.5, 0.0, 0.53, 0.22, MIT
0.48, 0.45, 0.59, 0.2, 0.5, 0.0, 0.58, 0.34, NUC
0.4, 0.45, 0.57, 0.18, 0.5, 0.0, 0.56, 0.26, CYT
0.45, 0.46, 0.55, 0.43, 0.5, 0.0, 0.55, 0.38, NUC
0.48, 0.54, 0.55, 0.12, 0.5, 0.0, 0.51, 0.22, CYT
0.51, 0.54, 0.6, 0.57, 0.5, 0.0, 0.58, 0.22, MIT
0.4, 0.45, 0.56, 0.2, 0.5, 0.0, 0.45, 0.22, CYT
0.33, 0.43, 0.64, 0.16, 0.5, 0.0, 0.52, 0.52, NUC
0.36, 0.43, 0.39, 0.12, 0.5, 0.0, 0.49, 0.22, ME3
0.65, 0.65, 0.52, 0.16, 0.5, 0.0, 0.6, 0.22, CYT
0.3, 0.32, 0.57, 0.19, 0.5, 0.0, 0.48, 0.55, NUC
0.47, 0.47, 0.57, 0.48, 0.5, 0.0, 0.48, 0.22, MIT
0.54, 0.55, 0.34, 0.31, 0.5, 0.0, 0.54, 0.22, ME3
0.26, 0.44, 0.3, 0.11, 0.5, 0.0, 0.51, 0.47, ME3
0.43, 0.57, 0.53, 0.53, 0.5, 0.0, 0.53, 0.25, CYT
0.44, 0.42, 0.6, 0.21, 0.5, 0.0, 0.57, 0.22, CYT
0.67, 0.68, 0.46, 0.29, 0.5, 0.0, 0.46, 0.22, MIT
0.47, 0.46, 0.59, 0.49, 0.5, 0.0, 0.56, 0.22, MIT
0.82, 0.78, 0.49, 0.23, 0.5, 0.0, 0.46, 0.22, EXC
0.55, 0.42, 0.34, 0.3, 0.5, 0.0, 0.52, 0.22, ME3
0.34, 0.42, 0.3, 0.23, 0.5, 0.0, 0.53, 0.22, ME3
0.78, 0.7, 0.32, 0.23, 0.5, 0.0, 0.53, 0.22, ME1
0.58, 0.6, 0.43, 0.12, 0.5, 0.0, 0.55, 0.22, ME3
0.55, 0.56, 0.45, 0.14, 0.5, 0.0, 0.54, 0.22, CYT
0.35, 0.6, 0.47, 0.13, 0.5, 0.0, 0.52, 0.43, NUC
0.81, 0.82, 0.41, 0.36, 0.5, 0.0, 0.39, 0.22, EXC
0.46, 0.48, 0.44, 0.21, 0.5, 0.0, 0.55, 0.22, POX
0.91, 0.77, 0.34, 0.47, 0.5, 0.0, 0.52, 0.31, ME1
0.44, 0.51, 0.37, 0.15, 0.5, 0.0, 0.51, 0.22, ME3
0.42, 0.39, 0.47, 0.13, 0.5, 0.0, 0.5, 0.27, CYT
0.64, 0.53, 0.45, 0.13, 0.5, 0.0, 0.53, 0.22, CYT
0.48, 0.39, 0.49, 0.18, 0.5, 0.0, 0.51, 0.22, CYT
0.56, 0.57, 0.63, 0.39, 1.0, 0.0, 0.59, 0.4, NUC
0.51, 0.48, 0.58, 0.22, 0.5, 0.0, 0.5, 0.28, NUC
0.29, 0.68, 0.47, 0.26, 0.5, 0.0, 0.47, 0.37, NUC
0.34, 0.34, 0.61, 0.18, 0.5, 0.0, 0.52, 0.32, NUC
0.43, 0.44, 0.3, 0.18, 0.5, 0.0, 0.51, 0.22, ME3
0.45, 0.57, 0.3, 0.17, 0.5, 0.0, 0.51, 0.22, ME3
0.5, 0.46, 0.52, 0.16, 0.5, 0.0, 0.52, 0.26, CYT
0.5, 0.53, 0.45, 0.44, 0.5, 0.0, 0.49, 0.22, MIT
0.56, 0.45, 0.59, 0.14, 0.5, 0.0, 0.51, 0.26, NUC
0.45, 0.38, 0.59, 0.18, 0.5, 0.0, 0.44, 0.45, NUC
0.89, 0.81, 0.36, 0.71, 0.5, 0.0, 0.55, 0.63, ME1
0.27, 0.56, 0.56, 0.18, 0.5, 0.0, 0.52, 0.22, CYT
0.51, 0.43, 0.47, 0.19, 0.5, 0.0, 0.52, 0.37, CYT
0.52, 0.49, 0.57, 0.57, 0.5, 0.0, 0.51, 0.22, NUC
0.48, 0.51, 0.57, 0.24, 0.5, 0.0, 0.5, 0.22, CYT
0.47, 0.54, 0.54, 0.48, 0.5, 0.0, 0.53, 0.26, MIT
0.32, 0.47, 0.55, 0.25, 0.5, 0.0, 0.49, 0.22, MIT
0.7, 0.53, 0.42, 0.22, 0.5, 0.0, 0.51, 0.28, NUC
0.47, 0.6, 0.35, 0.21, 0.5, 0.0, 0.52, 0.22, ME3
0.34, 0.54, 0.54, 0.13, 0.5, 0.0, 0.52, 0.22, CYT
0.29, 0.46, 0.54, 0.27, 0.5, 0.0, 0.49, 0.22, CYT
0.43, 0.39, 0.59, 0.13, 0.5, 0.0, 0.41, 0.43, NUC
0.44, 0.44, 0.67, 0.35, 0.5, 0.0, 0.48, 0.26, MIT
0.61, 0.59, 0.47, 0.49, 0.5, 0.0, 0.54, 0.22, MIT
0.42, 0.28, 0.57, 0.18, 0.5, 0.0, 0.42, 0.22, NUC
0.48, 0.62, 0.52, 0.3, 0.5, 0.0, 0.51, 0.37, NUC
0.3, 0.55, 0.58, 0.16, 0.5, 0.0, 0.61, 0.28, NUC
0.52, 0.64, 0.34, 0.16, 0.5, 0.0, 0.57, 0.22, MIT
0.49, 0.27, 0.57, 0.18, 0.5, 0.83, 0.54, 0.22, POX
0.53, 0.51, 0.36, 0.13, 0.5, 0.0, 0.52, 0.22, ME3
0.49, 0.45, 0.53, 0.16, 0.5, 0.0, 0.49, 0.31, CYT
0.51, 0.46, 0.57, 0.25, 0.5, 0.0, 0.53, 0.22, CYT
0.74, 0.89, 0.32, 0.24, 0.5, 0.0, 0.54, 0.32, ME1
0.56, 0.68, 0.52, 0.39, 0.5, 0.0, 0.36, 0.22, MIT
0.59, 0.58, 0.47, 0.61, 0.5, 0.0, 0.44, 0.3, MIT
0.5, 0.57, 0.62, 0.25, 0.5, 0.0, 0.51, 0.22, MIT
0.41, 0.48, 0.54, 0.24, 0.5, 0.0, 0.37, 0.51, NUC
0.46, 0.46, 0.53, 0.23, 0.5, 0.0, 0.51, 0.22, CYT
0.48, 0.46, 0.58, 0.26, 0.5, 0.0, 0.44, 0.22, NUC
0.59, 0.61, 0.51, 0.62, 0.5, 0.0, 0.51, 0.38, MIT
0.74, 0.71, 0.52, 0.3, 0.5, 0.0, 0.27, 0.22, EXC
0.47, 0.61, 0.5, 0.23, 0.5, 0.0, 0.49, 0.22, ME3
0.32, 0.48, 0.49, 0.17, 0.5, 0.0, 0.47, 0.22, NUC
0.34, 0.35, 0.58, 0.2, 0.5, 0.0, 0.46, 0.32, NUC
0.28, 0.51, 0.55, 0.19, 0.5, 0.0, 0.57, 0.22, CYT
0.51, 0.51, 0.56, 0.28, 0.5, 0.0, 0.54, 0.27, CYT
0.29, 0.4, 0.41, 0.48, 0.5, 0.0, 0.53, 0.3, NUC
0.64, 0.53, 0.59, 0.14, 0.5, 0.0, 0.53, 0.22, MIT
0.57, 0.6, 0.54, 0.17, 0.5, 0.0, 0.52, 0.22, MIT
0.38, 0.31, 0.59, 0.19, 0.5, 0.0, 0.46, 0.22, MIT
0.33, 0.28, 0.5, 0.4, 0.5, 0.0, 0.46, 0.61, NUC
