@relation glass-1
@attribute RI real [1.51115, 1.53393]
@attribute Na real [10.73, 17.38]
@attribute Mg real [0.0, 4.49]
@attribute Al real [0.29, 3.5]
@attribute Si real [69.81, 75.41]
@attribute K real [0.0, 6.21]
@attribute Ca real [5.43, 16.19]
@attribute Ba real [0.0, 3.15]
@attribute Fe real [0.0, 0.51]
@attribute typeGlass {1, 2, 3, 4, 5, 6, 7}
@inputs RI, Na, Mg, Al, Si, K, Ca, Ba, Fe
@outputs typeGlass
@data
1.51793844, 13.21045, 3.47975, 1.41029, 72.638, 0.58995, 8.43204, 0.0, 0.0, 1
1.51898632, 13.58285, 3.34954, 1.23053, 72.078, 0.58995, 8.90548, 0.0, 0.0, 1
1.51782454, 12.69175, 3.53812, 1.33967, 72.9516, 0.57132, 8.75484, 0.0, 0.0, 1
1.51910022, 13.88875, 3.52914, 1.32041, 71.8092, 0.50922, 8.77636, 0.11025, 0.0, 1
1.51761952, 12.81145, 3.53812, 1.23053, 73.2372, 0.57753, 8.389, 0.0, 0.0, 1
1.52666318, 13.9885, 3.69976, 0.71051, 71.5684, 0.01863, 9.82008, 0.0, 0.051, 1
1.51925968, 13.19715, 3.33158, 1.27868, 72.358, 0.60237, 9.1422, 0.0, 0.0561, 1
1.5162755, 12.99765, 3.57853, 1.53869, 72.8284, 0.60858, 8.04468, 0.0, 0.0, 2
1.51789288, 13.1905, 3.90181, 1.30115, 72.33, 0.55269, 8.4428, 0.0, 0.1428, 2
1.51818902, 12.6186, 2.76135, 0.82928, 73.8084, 0.34776, 9.42196, 0.0, 0.102, 2
1.51812068, 13.33015, 3.84793, 1.24979, 72.778, 0.52164, 8.12, 0.0, 0.0, 2
1.51841682, 12.93115, 3.74017, 1.10855, 72.2796, 0.63963, 8.95928, 0.0, 0.1122, 2
1.5277794, 12.63855, 0.0, 0.66878, 72.022, 0.0621, 14.40384, 0.0, 0.0, 2
1.51591102, 12.8181, 3.52016, 1.90142, 72.862, 0.68931, 7.96936, 0.0, 0.0, 2
1.51591102, 13.23705, 3.34056, 1.47128, 73.0972, 0.39123, 8.21684, 0.0, 0.0, 2
1.51670832, 13.23705, 3.56955, 1.3814, 72.6996, 0.5589, 8.4428, 0.0, 0.051, 3
1.523679, 13.4432, 0.0, 1.58042, 72.218, 0.32292, 12.24108, 0.0, 0.0, 5
1.51853072, 14.08825, 2.19112, 1.66067, 72.6716, 0.0, 9.32512, 0.0, 0.0, 6
1.5171867, 14.75325, 0.0, 2.00093, 73.0188, 0.0, 8.52888, 1.59075, 0.0408, 7
1.51711836, 14.2279, 0.0, 2.08118, 73.3604, 0.0, 8.61496, 1.6695, 0.0, 7
1.51830292, 14.3875, 0.0, 1.82117, 72.862, 1.40967, 6.47372, 2.8791, 0.0, 7
1.52126432, 14.321, 3.90181, 0.82928, 71.5012, 0.0, 9.48652, 0.0, 0.0, 3
