@relation ring-4
@attribute A1 real [-6879.0, 6285.0]
@attribute A2 real [-7141.0, 6921.0]
@attribute A3 real [-7734.0, 7611.0]
@attribute A4 real [-6627.0, 7149.0]
@attribute A5 real [-7184.0, 6383.0]
@attribute A6 real [-6946.0, 6743.0]
@attribute A7 real [-7781.0, 6285.0]
@attribute A8 real [-6882.0, 6357.0]
@attribute A9 real [-7184.0, 7487.0]
@attribute A10 real [-7232.0, 6757.0]
@attribute A11 real [-7803.0, 7208.0]
@attribute A12 real [-7395.0, 6791.0]
@attribute A13 real [-7096.0, 6403.0]
@attribute A14 real [-7472.0, 7261.0]
@attribute A15 real [-7342.0, 7372.0]
@attribute A16 real [-7121.0, 6905.0]
@attribute A17 real [-7163.0, 7175.0]
@attribute A18 real [-8778.0, 6896.0]
@attribute A19 real [-7554.0, 5726.0]
@attribute A20 real [-6722.0, 7627.0]
@attribute Class {0, 1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A20
@outputs Class
@data
-258.0, -4696.0, -519.0, 6469.0, -1878.0, -557.0, -62.0, 5572.0, -62.0, 1813.0, 499.0, 1299.0, -1926.0, 61.0, -2941.0, -1953.0, -1007.0, -1042.0, 1835.0, -1196.0, 0
-984.0, 792.0, 831.0, 21.0, 1531.0, 1739.0, 2641.0, 105.0, 554.0, -236.0, -651.0, 605.0, 2459.0, -1611.0, 1964.0, -201.0, -1229.0, -826.0, -1822.0, 1662.0, 1
-2853.0, -1406.0, -2902.0, -122.0, 88.0, -259.0, 78.0, -6164.0, -3252.0, -485.0, 703.0, -348.0, -317.0, -1046.0, 78.0, 104.0, -3832.0, 47.0, 997.0, 98.0, 0
244.0, 453.0, 818.0, -3223.0, -2318.0, -95.0, -1738.0, 2462.0, -4581.0, 1753.0, 3709.0, 848.0, 4672.0, -88.0, 948.0, 2745.0, -1111.0, 618.0, 1573.0, -1026.0, 0
2725.0, -314.0, 377.0, 1045.0, 536.0, -1496.0, -221.0, -176.0, 4247.0, 2791.0, 643.0, -2048.0, -2869.0, 68.0, -362.0, -1294.0, 679.0, -2423.0, -102.0, 4513.0, 0
1184.0, -1025.0, 513.0, 672.0, 1486.0, 257.0, 335.0, 2603.0, 158.0, 1151.0, 561.0, 912.0, 927.0, 139.0, 787.0, -35.0, 3.0, -857.0, 562.0, 1147.0, 1
-1503.0, -151.0, -995.0, 611.0, -108.0, 1.0, 314.0, 1841.0, 796.0, 1623.0, -686.0, 1673.0, -332.0, 2293.0, 2255.0, 132.0, 275.0, 31.0, -907.0, 1251.0, 1
-2544.0, -6006.0, -973.0, 619.0, -1478.0, 2964.0, 55.0, 895.0, -1106.0, -1223.0, -3641.0, -674.0, 1561.0, -452.0, -199.0, -541.0, 1016.0, -105.0, -1538.0, 931.0, 0
1398.0, 68.0, -368.0, 571.0, -1411.0, -19.0, 1262.0, -3436.0, 28.0, 2435.0, 909.0, 144.0, 2094.0, 152.0, 1028.0, 648.0, -137.0, 147.0, 613.0, -348.0, 1
3078.0, 328.0, -1782.0, -1425.0, -698.0, -828.0, -1724.0, -644.0, -3044.0, 1196.0, 1395.0, 2392.0, 1001.0, 2518.0, -102.0, 134.0, -1243.0, 1418.0, 2257.0, 1905.0, 0
