@relation ring-4
@attribute A1 real [-6879.0, 6285.0]
@attribute A2 real [-7141.0, 6921.0]
@attribute A3 real [-7734.0, 7611.0]
@attribute A4 real [-6627.0, 7149.0]
@attribute A5 real [-7184.0, 6383.0]
@attribute A6 real [-6946.0, 6743.0]
@attribute A7 real [-7781.0, 6285.0]
@attribute A8 real [-6882.0, 6357.0]
@attribute A9 real [-7184.0, 7487.0]
@attribute A10 real [-7232.0, 6757.0]
@attribute A11 real [-7803.0, 7208.0]
@attribute A12 real [-7395.0, 6791.0]
@attribute A13 real [-7096.0, 6403.0]
@attribute A14 real [-7472.0, 7261.0]
@attribute A15 real [-7342.0, 7372.0]
@attribute A16 real [-7121.0, 6905.0]
@attribute A17 real [-7163.0, 7175.0]
@attribute A18 real [-8778.0, 6896.0]
@attribute A19 real [-7554.0, 5726.0]
@attribute A20 real [-6722.0, 7627.0]
@attribute Class {0, 1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A20
@outputs Class
@data
-593.0, 878.0, -1045.0, 843.0, -1907.0, -1038.0, 861.0, -1764.0, 487.0, 2143.0, 481.0, 952.0, 939.0, 782.0, 1219.0, -475.0, 1146.0, 221.0, -462.0, -112.0, 1
2212.0, -1694.0, -533.0, 67.0, -1763.0, 9.0, -882.0, 1158.0, -516.0, 1889.0, -853.0, -1129.0, -134.0, -1822.0, 303.0, -1829.0, -281.0, 3215.0, -505.0, -1286.0, 0
1332.0, -91.0, 1243.0, -35.0, 2332.0, 876.0, 21.0, 623.0, 735.0, 1327.0, 744.0, 296.0, 1511.0, 711.0, -698.0, -746.0, 241.0, -68.0, 603.0, 2566.0, 1
1605.0, -157.0, 75.0, 1598.0, 1198.0, -595.0, 858.0, -72.0, -1553.0, -261.0, 1717.0, -389.0, 1559.0, 67.0, 1356.0, 933.0, 733.0, 106.0, 818.0, 4.0, 1
-587.0, 2316.0, -285.0, -994.0, -1052.0, -1249.0, 1032.0, -1661.0, 22.0, 132.0, -736.0, 723.0, -1967.0, 561.0, -1336.0, -2623.0, -296.0, 274.0, -3039.0, 1695.0, 0
-1171.0, -233.0, -3156.0, -614.0, -46.0, 105.0, 882.0, 1384.0, -2264.0, -2675.0, -1195.0, 268.0, 656.0, 2906.0, 1167.0, 216.0, -1282.0, 1378.0, 2773.0, 912.0, 0
-629.0, 1305.0, 1945.0, 778.0, 2263.0, -809.0, 1331.0, 924.0, 661.0, -244.0, 131.0, 154.0, 627.0, 123.0, -1073.0, -821.0, 251.0, -43.0, 968.0, 585.0, 1
1274.0, 1776.0, -1859.0, -279.0, 971.0, 1537.0, 2196.0, 424.0, 787.0, 2242.0, 1677.0, 2261.0, 1127.0, -1728.0, -562.0, 839.0, 2071.0, 498.0, 231.0, 1777.0, 1
-3694.0, 1538.0, -4887.0, -1025.0, -1733.0, -4824.0, -3207.0, 486.0, -131.0, -258.0, -2538.0, -742.0, 1767.0, -201.0, 2137.0, 2261.0, 391.0, -1116.0, -98.0, 3052.0, 0
-192.0, 714.0, 1448.0, -96.0, -1684.0, 2576.0, 878.0, 878.0, 174.0, 949.0, 56.0, -754.0, -208.0, -204.0, 1262.0, -501.0, 589.0, 1551.0, -344.0, -28.0, 1
-3424.0, 3879.0, 1337.0, -764.0, -587.0, 926.0, 13.0, -1544.0, 426.0, 3462.0, 2078.0, -208.0, -157.0, -335.0, -2248.0, 457.0, 654.0, -3478.0, 1964.0, 3723.0, 0
44.0, 589.0, -291.0, 1113.0, 782.0, -4.0, 115.0, 607.0, 2198.0, -132.0, 426.0, 418.0, 926.0, 892.0, 625.0, 53.0, 552.0, 1519.0, 231.0, 651.0, 1
-433.0, -763.0, 1173.0, 891.0, 3192.0, -3852.0, -73.0, 2161.0, 173.0, -755.0, -2609.0, 125.0, -1432.0, -2073.0, -2682.0, -585.0, 1688.0, -4769.0, 1186.0, -558.0, 0
-4928.0, 667.0, -3107.0, -3367.0, -2081.0, -2713.0, 3088.0, 2809.0, 589.0, -1783.0, 1222.0, 296.0, -2602.0, -1794.0, -2544.0, -837.0, 407.0, 7.0, 2093.0, 1921.0, 0
-553.0, 411.0, 1011.0, 2809.0, 112.0, -96.0, 1207.0, -31.0, 1165.0, 22.0, 1035.0, 209.0, -579.0, 283.0, 366.0, 1852.0, -202.0, 722.0, 247.0, 201.0, 1
