@relation ring-4
@attribute A1 real [-6879.0, 6285.0]
@attribute A2 real [-7141.0, 6921.0]
@attribute A3 real [-7734.0, 7611.0]
@attribute A4 real [-6627.0, 7149.0]
@attribute A5 real [-7184.0, 6383.0]
@attribute A6 real [-6946.0, 6743.0]
@attribute A7 real [-7781.0, 6285.0]
@attribute A8 real [-6882.0, 6357.0]
@attribute A9 real [-7184.0, 7487.0]
@attribute A10 real [-7232.0, 6757.0]
@attribute A11 real [-7803.0, 7208.0]
@attribute A12 real [-7395.0, 6791.0]
@attribute A13 real [-7096.0, 6403.0]
@attribute A14 real [-7472.0, 7261.0]
@attribute A15 real [-7342.0, 7372.0]
@attribute A16 real [-7121.0, 6905.0]
@attribute A17 real [-7163.0, 7175.0]
@attribute A18 real [-8778.0, 6896.0]
@attribute A19 real [-7554.0, 5726.0]
@attribute A20 real [-6722.0, 7627.0]
@attribute Class {0, 1}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A20
@outputs Class
@data
-1443.0, 1065.0, 2071.0, 207.0, -865.0, -786.0, 2655.0, -366.0, 971.0, -341.0, 221.0, 4195.0, -117.0, -2694.0, 14.0, 4097.0, 1356.0, -944.0, -602.0, 2348.0, 0
-636.0, -222.0, -3034.0, 688.0, 1388.0, -559.0, 412.0, 1163.0, 1887.0, 4408.0, -3277.0, 1538.0, 222.0, -993.0, 412.0, 114.0, 314.0, 1566.0, -517.0, -938.0, 0
1144.0, 346.0, 77.0, 112.0, 146.0, 1337.0, 174.0, 23.0, 1299.0, -6.0, -801.0, -32.0, 398.0, -434.0, 1956.0, 109.0, -242.0, 1629.0, -81.0, -572.0, 1
1007.0, 242.0, 1601.0, 1689.0, -373.0, -1713.0, 2086.0, 74.0, 965.0, 2.0, -381.0, -51.0, -734.0, -1066.0, -1293.0, 692.0, 1072.0, -815.0, -6.0, 274.0, 1
2019.0, -787.0, 2098.0, 557.0, 1907.0, -937.0, -934.0, 284.0, 255.0, 2256.0, -292.0, -848.0, 795.0, -17.0, 2041.0, 2964.0, -218.0, 1198.0, 77.0, -1256.0, 1
-828.0, 3.0, 1504.0, -3182.0, -1667.0, 25.0, -4599.0, -1431.0, -316.0, -1546.0, -2734.0, -1772.0, 1692.0, -124.0, 4311.0, -2008.0, 4266.0, -399.0, -707.0, -1995.0, 0
568.0, 1177.0, 2405.0, 65.0, -942.0, 71.0, 3324.0, -282.0, -297.0, -158.0, -418.0, 1135.0, 1287.0, 512.0, -634.0, -1552.0, 327.0, -502.0, -1106.0, -547.0, 1
-623.0, 925.0, 101.0, 1955.0, -241.0, 702.0, 569.0, -1512.0, 625.0, 298.0, -31.0, 1191.0, 731.0, 956.0, 479.0, 1967.0, 273.0, 17.0, 859.0, 735.0, 1
-2897.0, 2689.0, 1745.0, -2662.0, -2081.0, 63.0, -2164.0, -1767.0, -1045.0, 2514.0, 1287.0, -4.0, 2321.0, -1347.0, -2357.0, 1378.0, -48.0, 1135.0, -1886.0, 159.0, 0
1753.0, 298.0, 826.0, -716.0, 888.0, 555.0, 609.0, 562.0, 166.0, 26.0, -229.0, -226.0, 243.0, -1.0, -1617.0, 913.0, 1841.0, -742.0, -146.0, -344.0, 1
-833.0, 1462.0, 211.0, 2147.0, 155.0, 364.0, 2224.0, 1709.0, 3048.0, -2469.0, 1035.0, -97.0, -252.0, -258.0, 28.0, 1089.0, -814.0, 154.0, 1288.0, -374.0, 0
44.0, 1674.0, -876.0, 974.0, 865.0, 135.0, -175.0, -358.0, -94.0, 1853.0, -428.0, -906.0, -392.0, 1685.0, 884.0, 363.0, 1366.0, -676.0, -15.0, 1507.0, 1
-584.0, 925.0, 33.0, -405.0, 522.0, -1236.0, 484.0, -278.0, 343.0, 72.0, 441.0, -2654.0, 1832.0, 3242.0, 1437.0, 8.0, -522.0, 324.0, 1665.0, 945.0, 1
-597.0, -942.0, -713.0, 804.0, 1175.0, -784.0, -359.0, 922.0, -1176.0, -477.0, 277.0, 2736.0, 656.0, -1034.0, 501.0, 1212.0, -1355.0, 1601.0, 599.0, 73.0, 1
1746.0, 1305.0, 691.0, 2254.0, 2958.0, -219.0, 11.0, 802.0, 247.0, 63.0, 356.0, 1105.0, -534.0, 608.0, 189.0, 39.0, 1521.0, 942.0, 1111.0, 2319.0, 1
64.0, -143.0, 107.0, 3851.0, -1005.0, 1383.0, 528.0, 666.0, 26.0, -136.0, 1871.0, 813.0, -998.0, 1123.0, 148.0, -1.0, -1433.0, -17.0, 984.0, -442.0, 0
1392.0, 1066.0, 1567.0, 2092.0, 1129.0, 1494.0, 67.0, 275.0, 13.0, 1059.0, 603.0, 1032.0, 2234.0, 536.0, 281.0, -1003.0, 1621.0, 1372.0, 2353.0, 2559.0, 1
-5182.0, 135.0, -3199.0, -194.0, -1886.0, -2878.0, 2829.0, -1283.0, 2165.0, -1517.0, 1191.0, 275.0, 1203.0, 57.0, -1069.0, -1753.0, -834.0, -377.0, -2678.0, 833.0, 0
-373.0, 797.0, 931.0, 818.0, 1405.0, -124.0, -247.0, -253.0, 388.0, 122.0, 1776.0, 13.0, 1597.0, 579.0, -855.0, 101.0, 661.0, 248.0, 694.0, -1108.0, 1
-83.0, 178.0, 344.0, -906.0, 2626.0, 1304.0, 715.0, -22.0, 1647.0, 1305.0, -1836.0, 1984.0, -906.0, 553.0, -102.0, 193.0, 239.0, 12.0, 3228.0, 1795.0, 1
2549.0, 76.0, 1593.0, -1015.0, 904.0, -387.0, -908.0, 165.0, 626.0, -503.0, -2519.0, 345.0, -192.0, -1449.0, 687.0, 72.0, 21.0, -145.0, 1224.0, 2462.0, 1
1428.0, 626.0, 1582.0, 36.0, 746.0, -66.0, -48.0, 23.0, 1596.0, 765.0, -123.0, 426.0, 2061.0, 99.0, 1794.0, 1345.0, 1072.0, -1371.0, 1341.0, -434.0, 1
764.0, 15.0, -1532.0, 359.0, -1987.0, -8.0, 1171.0, -1239.0, 194.0, 2751.0, -424.0, -1218.0, -2394.0, 1088.0, 2635.0, 2874.0, -762.0, -952.0, -218.0, 3304.0, 0
1622.0, -1218.0, -1277.0, -3787.0, -706.0, -3461.0, 3581.0, 2866.0, -424.0, 2804.0, -2826.0, 374.0, 2195.0, -5771.0, -565.0, 2938.0, 3.0, -84.0, -315.0, 59.0, 0
