@relation penbased-1
@attribute At1 integer [0, 100]
@attribute At2 integer [0, 100]
@attribute At3 integer [0, 100]
@attribute At4 integer [0, 100]
@attribute At5 integer [0, 100]
@attribute At6 integer [0, 100]
@attribute At7 integer [0, 100]
@attribute At8 integer [0, 100]
@attribute At9 integer [0, 100]
@attribute At10 integer [0, 100]
@attribute At11 integer [0, 100]
@attribute At12 integer [0, 100]
@attribute At13 integer [0, 100]
@attribute At14 integer [0, 100]
@attribute At15 integer [0, 100]
@attribute At16 integer [0, 100]
@attribute Class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
@inputs At1, At2, At3, At4, At5, At6, At7, At8, At9, At10, At11, At12, At13, At14, At15, At16
@outputs Class
@data
74, 87, 31, 100, 0, 69, 62, 64, 100, 79, 100, 38, 84, 0, 18, 1, 9
100, 100, 72, 99, 36, 78, 34, 54, 79, 47, 64, 13, 19, 0, 0, 2, 5
0, 85, 38, 100, 81, 88, 87, 50, 84, 12, 58, 0, 53, 22, 100, 24, 7
73, 62, 53, 100, 0, 72, 82, 39, 100, 0, 15, 14, 52, 57, 90, 94, 8
27, 76, 1, 42, 16, 0, 70, 3, 100, 40, 92, 84, 44, 100, 0, 73, 0
0, 93, 62, 100, 100, 78, 69, 43, 50, 5, 35, 0, 15, 35, 86, 37, 7
29, 72, 45, 100, 78, 78, 60, 41, 25, 12, 0, 4, 50, 6, 100, 0, 2
1, 88, 0, 54, 59, 31, 36, 0, 11, 28, 4, 68, 28, 97, 100, 100, 5
41, 96, 17, 76, 50, 37, 31, 0, 0, 34, 1, 86, 49, 98, 100, 100, 5
18, 73, 0, 73, 10, 24, 54, 0, 100, 22, 95, 71, 52, 100, 5, 84, 0
0, 84, 50, 100, 72, 79, 37, 52, 51, 41, 100, 27, 62, 3, 3, 0, 3
0, 100, 61, 100, 100, 93, 63, 64, 36, 33, 14, 0, 9, 29, 47, 42, 7
100, 79, 67, 100, 26, 76, 41, 38, 47, 0, 0, 8, 38, 38, 96, 58, 8
94, 79, 40, 100, 13, 65, 59, 30, 67, 0, 0, 17, 45, 52, 100, 83, 8
46, 100, 21, 85, 0, 60, 24, 42, 68, 44, 100, 49, 76, 25, 58, 0, 4
0, 100, 54, 98, 91, 85, 71, 52, 62, 17, 74, 0, 100, 32, 42, 37, 7
18, 88, 2, 54, 40, 25, 2, 0, 0, 30, 20, 70, 45, 100, 100, 93, 5
0, 87, 37, 100, 19, 70, 5, 42, 88, 49, 100, 58, 84, 28, 88, 0, 4
73, 98, 35, 100, 0, 59, 0, 13, 71, 8, 100, 45, 29, 41, 9, 0, 6
49, 83, 8, 57, 0, 17, 51, 0, 93, 28, 100, 70, 61, 100, 8, 86, 0
22, 93, 0, 95, 50, 97, 100, 100, 67, 81, 43, 56, 28, 28, 30, 0, 7
