@relation penbased-1
@attribute At1 integer [0, 100]
@attribute At2 integer [0, 100]
@attribute At3 integer [0, 100]
@attribute At4 integer [0, 100]
@attribute At5 integer [0, 100]
@attribute At6 integer [0, 100]
@attribute At7 integer [0, 100]
@attribute At8 integer [0, 100]
@attribute At9 integer [0, 100]
@attribute At10 integer [0, 100]
@attribute At11 integer [0, 100]
@attribute At12 integer [0, 100]
@attribute At13 integer [0, 100]
@attribute At14 integer [0, 100]
@attribute At15 integer [0, 100]
@attribute At16 integer [0, 100]
@attribute Class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
@inputs At1, At2, At3, At4, At5, At6, At7, At8, At9, At10, At11, At12, At13, At14, At15, At16
@outputs Class
@data
0, 100, 7, 92, 5, 68, 19, 45, 86, 34, 100, 45, 74, 23, 67, 0, 4
13, 89, 12, 50, 72, 38, 56, 0, 4, 17, 0, 61, 32, 94, 100, 100, 5
0, 73, 19, 99, 72, 100, 70, 73, 32, 48, 5, 18, 46, 0, 100, 0, 2
0, 46, 49, 64, 78, 87, 100, 100, 91, 75, 85, 49, 75, 24, 89, 0, 1
0, 98, 36, 100, 80, 85, 68, 42, 56, 0, 25, 23, 50, 37, 100, 32, 7
30, 86, 67, 100, 77, 77, 53, 50, 78, 40, 100, 17, 56, 0, 0, 5, 3
29, 91, 14, 57, 66, 39, 30, 0, 0, 19, 3, 72, 39, 97, 100, 100, 5
9, 93, 53, 100, 89, 80, 57, 52, 17, 30, 0, 5, 50, 2, 100, 0, 2
34, 100, 21, 76, 0, 35, 43, 30, 91, 29, 100, 41, 74, 46, 67, 0, 4
90, 71, 100, 100, 25, 85, 10, 50, 80, 62, 99, 53, 64, 17, 0, 0, 9
0, 97, 42, 100, 67, 71, 53, 35, 34, 0, 16, 23, 40, 42, 100, 42, 7
38, 51, 8, 66, 0, 19, 42, 0, 87, 26, 100, 71, 61, 100, 16, 84, 0
3, 96, 53, 100, 81, 68, 83, 28, 72, 0, 100, 34, 51, 41, 0, 43, 7
84, 100, 59, 99, 16, 72, 0, 42, 20, 12, 100, 0, 94, 22, 4, 27, 6
29, 38, 61, 60, 92, 83, 100, 100, 73, 76, 49, 50, 25, 25, 0, 0, 1
0, 59, 77, 74, 100, 100, 17, 93, 7, 71, 82, 68, 45, 35, 20, 0, 9
84, 100, 46, 98, 13, 60, 0, 19, 53, 0, 100, 32, 33, 36, 10, 4, 6
0, 65, 43, 76, 93, 96, 100, 100, 71, 75, 48, 50, 26, 25, 5, 0, 1
0, 67, 16, 80, 64, 100, 85, 99, 85, 74, 89, 49, 95, 24, 100, 0, 1
39, 80, 21, 60, 35, 19, 12, 0, 0, 31, 16, 72, 51, 98, 100, 100, 5
0, 82, 25, 100, 52, 73, 44, 34, 32, 0, 0, 29, 50, 34, 100, 39, 7
65, 96, 81, 66, 100, 100, 40, 92, 71, 64, 93, 45, 65, 5, 0, 0, 9
0, 68, 73, 45, 100, 8, 20, 0, 37, 38, 92, 72, 85, 100, 7, 81, 8
28, 55, 63, 78, 100, 100, 75, 71, 56, 42, 35, 13, 0, 0, 25, 0, 1
33, 80, 23, 100, 87, 96, 97, 68, 79, 44, 100, 16, 44, 0, 0, 22, 3
11, 84, 52, 100, 100, 96, 83, 66, 72, 50, 87, 16, 45, 0, 0, 11, 3
13, 78, 45, 100, 97, 87, 69, 58, 76, 47, 100, 15, 49, 0, 0, 19, 3
0, 95, 35, 100, 59, 78, 61, 52, 46, 27, 22, 5, 56, 0, 100, 1, 2
50, 86, 17, 60, 0, 27, 21, 0, 70, 9, 100, 37, 91, 70, 63, 100, 0
73, 100, 49, 62, 0, 38, 56, 43, 100, 57, 88, 78, 65, 39, 49, 0, 4
11, 50, 0, 16, 38, 0, 79, 8, 100, 46, 76, 84, 37, 100, 0, 84, 0
12, 86, 62, 100, 92, 86, 54, 64, 81, 46, 100, 22, 62, 0, 0, 5, 3
84, 100, 37, 82, 7, 55, 0, 25, 35, 0, 100, 7, 85, 30, 23, 19, 6
0, 72, 62, 95, 74, 100, 69, 74, 72, 49, 79, 23, 51, 0, 100, 0, 1
12, 82, 41, 100, 84, 84, 54, 51, 88, 43, 100, 10, 50, 0, 0, 6, 3
48, 100, 39, 64, 0, 31, 89, 31, 100, 59, 77, 85, 71, 42, 63, 0, 4
26, 89, 64, 100, 81, 82, 73, 61, 100, 37, 81, 11, 41, 0, 0, 5, 3
66, 94, 100, 100, 81, 96, 50, 81, 47, 50, 54, 19, 26, 0, 0, 12, 5
0, 64, 47, 81, 100, 100, 91, 84, 65, 62, 47, 40, 42, 17, 63, 0, 1
23, 85, 0, 49, 2, 11, 52, 0, 91, 30, 100, 67, 70, 100, 14, 96, 0
0, 64, 48, 80, 100, 100, 95, 87, 76, 65, 67, 43, 57, 22, 71, 0, 1
0, 90, 46, 100, 100, 98, 87, 76, 56, 56, 74, 34, 56, 12, 8, 0, 3
53, 79, 44, 55, 22, 10, 0, 0, 32, 36, 66, 69, 100, 100, 61, 83, 8
0, 95, 51, 100, 91, 86, 81, 45, 68, 5, 55, 0, 46, 34, 100, 33, 7
6, 100, 0, 80, 32, 54, 100, 59, 99, 99, 72, 77, 60, 38, 43, 0, 4
32, 74, 87, 95, 100, 100, 84, 73, 79, 46, 66, 18, 0, 0, 3, 0, 1
84, 52, 98, 96, 64, 100, 73, 62, 100, 55, 83, 9, 42, 0, 0, 4, 9
100, 100, 35, 91, 0, 57, 1, 18, 67, 10, 96, 39, 27, 33, 16, 0, 6
100, 100, 51, 95, 16, 64, 0, 28, 36, 0, 98, 12, 68, 35, 6, 24, 6
35, 85, 22, 38, 45, 0, 87, 12, 100, 57, 81, 100, 37, 97, 0, 72, 0
73, 100, 39, 75, 0, 52, 43, 54, 92, 61, 100, 71, 84, 35, 72, 0, 4
55, 40, 100, 64, 92, 100, 48, 81, 45, 40, 55, 0, 0, 4, 11, 38, 8
98, 74, 82, 100, 6, 85, 10, 60, 87, 75, 100, 47, 69, 17, 0, 0, 9
55, 91, 100, 100, 64, 94, 27, 69, 53, 52, 84, 32, 48, 7, 0, 0, 5
