@relation penbased-1
@attribute At1 integer [0, 100]
@attribute At2 integer [0, 100]
@attribute At3 integer [0, 100]
@attribute At4 integer [0, 100]
@attribute At5 integer [0, 100]
@attribute At6 integer [0, 100]
@attribute At7 integer [0, 100]
@attribute At8 integer [0, 100]
@attribute At9 integer [0, 100]
@attribute At10 integer [0, 100]
@attribute At11 integer [0, 100]
@attribute At12 integer [0, 100]
@attribute At13 integer [0, 100]
@attribute At14 integer [0, 100]
@attribute At15 integer [0, 100]
@attribute At16 integer [0, 100]
@attribute Class {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
@inputs At1, At2, At3, At4, At5, At6, At7, At8, At9, At10, At11, At12, At13, At14, At15, At16
@outputs Class
@data
50, 84, 66, 100, 75, 75, 51, 51, 100, 42, 97, 13, 49, 0, 0, 7, 3
5, 90, 46, 98, 89, 100, 100, 81, 77, 59, 62, 34, 37, 14, 0, 0, 3
47, 86, 73, 100, 89, 75, 68, 49, 100, 28, 82, 4, 38, 0, 0, 13, 3
38, 94, 4, 63, 0, 20, 41, 0, 84, 19, 100, 60, 77, 98, 32, 100, 0
40, 72, 16, 50, 96, 69, 70, 100, 0, 73, 65, 57, 100, 47, 94, 0, 9
100, 100, 63, 78, 28, 53, 0, 27, 4, 0, 60, 1, 78, 22, 24, 21, 6
38, 94, 90, 100, 94, 79, 59, 57, 68, 33, 100, 12, 54, 0, 0, 1, 3
50, 97, 72, 68, 100, 100, 42, 86, 93, 72, 89, 48, 70, 7, 0, 0, 9
37, 100, 48, 57, 74, 97, 27, 97, 80, 68, 100, 26, 49, 0, 0, 22, 9
100, 89, 40, 83, 63, 40, 84, 0, 0, 7, 53, 53, 80, 100, 3, 78, 8
100, 88, 69, 100, 20, 84, 70, 86, 93, 71, 70, 44, 38, 19, 0, 0, 9
30, 98, 16, 60, 53, 28, 46, 0, 13, 29, 0, 68, 27, 95, 100, 100, 5
0, 63, 41, 77, 79, 94, 100, 100, 85, 74, 75, 48, 71, 22, 82, 0, 1
13, 100, 0, 76, 28, 53, 94, 56, 100, 76, 93, 66, 94, 33, 91, 0, 4
24, 100, 100, 99, 93, 78, 64, 48, 39, 17, 19, 0, 0, 31, 72, 38, 7
45, 85, 93, 100, 100, 98, 48, 88, 7, 62, 48, 48, 48, 18, 0, 0, 5
0, 91, 46, 100, 85, 80, 91, 40, 88, 0, 99, 22, 100, 52, 50, 49, 7
19, 73, 54, 91, 100, 100, 99, 78, 86, 52, 78, 26, 43, 8, 0, 0, 3
98, 100, 52, 77, 18, 52, 0, 25, 25, 0, 100, 5, 97, 29, 23, 22, 6
53, 100, 23, 77, 0, 57, 74, 66, 100, 79, 70, 85, 44, 42, 16, 0, 4
0, 67, 38, 66, 62, 30, 38, 0, 8, 30, 45, 63, 100, 90, 58, 100, 8
13, 100, 8, 93, 0, 66, 8, 41, 57, 40, 100, 50, 82, 25, 69, 0, 4
36, 69, 33, 100, 64, 85, 43, 48, 0, 21, 6, 19, 57, 0, 100, 20, 2
0, 73, 28, 92, 73, 100, 100, 81, 85, 55, 58, 32, 36, 8, 79, 0, 2
10, 86, 0, 44, 33, 0, 80, 9, 100, 65, 64, 100, 22, 74, 32, 20, 0
36, 63, 0, 67, 53, 84, 100, 100, 83, 74, 66, 47, 53, 21, 51, 0, 1
0, 89, 41, 100, 89, 93, 100, 62, 84, 31, 64, 0, 27, 17, 54, 34, 7
5, 79, 19, 100, 25, 66, 14, 32, 0, 3, 34, 0, 66, 5, 100, 7, 2
0, 100, 65, 99, 70, 66, 51, 33, 32, 0, 15, 12, 29, 39, 100, 44, 7
54, 78, 77, 100, 64, 60, 36, 27, 0, 2, 12, 4, 56, 2, 100, 0, 2
0, 83, 11, 100, 56, 93, 53, 67, 66, 42, 100, 20, 73, 1, 16, 0, 3
22, 75, 47, 100, 74, 82, 47, 53, 84, 44, 100, 17, 54, 0, 0, 9, 3
35, 61, 54, 100, 58, 76, 54, 31, 78, 0, 100, 6, 36, 5, 0, 8, 1
0, 92, 39, 100, 67, 79, 50, 37, 24, 0, 17, 22, 52, 41, 100, 46, 7
54, 100, 28, 76, 5, 51, 0, 28, 66, 27, 100, 49, 82, 25, 69, 0, 4
