@relation magic-5
@attribute FLength real [4.2835, 334.177]
@attribute FWidth real [0.0, 256.382]
@attribute FSize real [1.9413, 5.3233]
@attribute FConc real [0.0131, 0.893]
@attribute FConc1 real [3.0E-4, 0.6752]
@attribute FAsym real [-457.9161, 575.2407]
@attribute FM3Long real [-331.78, 238.321]
@attribute FM3Trans real [-205.8947, 179.851]
@attribute FAlpha real [0.0, 90.0]
@attribute FDist real [1.2826, 495.561]
@attribute Class {g, h}
@inputs FLength, FWidth, FSize, FConc, FConc1, FAsym, FM3Long, FM3Trans, FAlpha, FDist
@outputs Class
@data
62.7766, 29.9104, 3.3331, 0.2475, 0.1261, -33.9065, 57.5848, 23.771, 9.9144, 323.094, g
45.6321, 22.71, 3.0441, 0.2213, 0.1215, -18.3986, -20.6427, -14.3164, 0.3822, 178.255, g
33.1818, 12.4655, 2.4955, 0.4696, 0.2412, -17.0341, -22.0762, -8.1803, 41.929, 41.3816, g
84.61, 36.4657, 3.6809, 0.1393, 0.0714, 54.4505, 86.0228, 16.1472, 17.575, 258.597, g
16.7608, 11.3962, 2.2989, 0.5829, 0.3291, -0.8645, 5.0177, -5.7427, 62.618, 169.688, g
20.4754, 15.7636, 2.4425, 0.4116, 0.2148, 2.48, -10.4986, -3.923, 13.8089, 55.4986, g
89.8648, 33.6384, 3.8899, 0.1487, 0.0805, 22.0971, 98.5182, 14.069, 3.689, 158.618, g
94.2369, 17.6341, 2.7727, 0.297, 0.1612, -97.071, 50.552, -14.982, 1.854, 302.219, g
33.5874, 17.46, 2.5821, 0.3979, 0.2134, -49.0296, -7.6514, 5.127, 25.657, 166.95, g
117.749, 33.2446, 3.1921, 0.1606, 0.0806, 98.9071, 129.932, -17.914, 2.582, 188.983, g
19.7366, 7.3095, 2.1383, 0.7636, 0.4109, -3.5091, 10.3719, -4.8598, 24.7838, 173.073, g
28.4148, 13.01, 2.4778, 0.5923, 0.4409, 28.2765, 20.1871, 10.6797, 13.6965, 136.651, g
13.1155, 10.1083, 2.1973, 0.8, 0.5238, 12.3051, 7.4928, 10.0776, 58.845, 166.287, g
59.817, 14.838, 2.8808, 0.3132, 0.1678, -110.45, 53.9825, 12.1712, 5.235, 289.536, g
27.1044, 9.7779, 2.4241, 0.5198, 0.3145, -12.2606, -14.8614, -11.7431, 29.844, 225.566, g
20.0777, 12.6181, 2.404, 0.5286, 0.2939, 14.1429, 15.066, 7.8845, 36.457, 132.889, g
17.8912, 15.0832, 2.3075, 0.6404, 0.3818, 1.5604, 11.248, 15.5561, 44.74, 225.809, g
36.079, 13.2636, 2.3793, 0.4301, 0.2317, 37.1098, -17.1724, 8.4708, 26.3559, 147.636, g
101.424, 41.0631, 4.1837, 0.0793, 0.0421, 78.3723, 90.4413, -27.5737, 6.1992, 265.012, g
33.3045, 14.4421, 2.6862, 0.3687, 0.2029, 1.7249, -9.9052, 8.066, 5.2437, 215.956, g
64.6445, 28.8301, 2.7168, 0.3186, 0.1679, 104.88, -54.6747, -6.9935, 10.304, 261.443, g
34.4244, 9.6598, 2.4955, 0.4888, 0.254, -29.8832, 23.1758, 6.9027, 27.604, 182.12, g
37.3887, 19.1897, 2.5843, 0.3333, 0.181, -28.1468, -21.6535, -10.4241, 1.818, 245.343, g
50.0122, 17.8938, 3.0388, 0.257, 0.1331, 42.9603, 19.7787, -11.2019, 2.8523, 201.766, g
50.5984, 25.8939, 3.0586, 0.2464, 0.1315, 10.7891, 35.9762, 19.5228, 8.44, 270.007, g
26.466, 18.778, 2.6107, 0.4044, 0.2463, 13.4573, 9.0185, 6.0375, 6.6995, 169.81, g
49.2754, 14.5068, 2.7509, 0.3141, 0.1588, 20.2038, 38.108, -11.145, 1.985, 177.428, g
29.4259, 17.0431, 2.4526, 0.3633, 0.2028, -14.6546, -15.5914, 8.1478, 45.059, 142.487, g
45.5567, 16.8422, 2.9263, 0.2749, 0.1404, 33.8612, 24.1014, -10.3577, 3.378, 214.16, g
22.7946, 17.6215, 2.2889, 0.473, 0.2442, -25.018, -12.1896, -12.0047, 37.2132, 173.349, g
20.6147, 7.1962, 2.1414, 0.722, 0.3646, 2.3508, -10.1138, -5.857, 25.643, 87.5154, g
64.713, 25.9065, 3.5062, 0.1649, 0.0881, 22.1605, 56.6713, -9.7075, 1.569, 209.056, g
47.4667, 17.912, 2.7181, 0.3502, 0.2172, 57.3802, 33.9482, -11.3089, 11.762, 223.254, g
27.1848, 14.0718, 2.4893, 0.4052, 0.2188, -17.8425, 14.9077, 7.5929, 47.377, 183.708, g
21.1305, 12.5141, 2.4057, 0.4676, 0.2534, -26.9401, -12.1122, -10.1223, 81.2274, 168.833, g
70.2288, 28.4154, 3.1828, 0.2553, 0.1506, -19.6781, 65.1319, -19.9625, 1.562, 321.541, g
88.0174, 21.6106, 3.2456, 0.1823, 0.0934, 77.0907, 78.2005, 2.3756, 6.986, 243.888, g
12.4899, 11.9789, 2.1688, 0.6915, 0.3559, 15.9987, -8.5835, 10.5907, 45.6611, 217.134, g
17.2692, 11.1405, 2.2504, 0.5562, 0.3118, 1.2627, -6.3159, 5.3486, 40.0799, 206.442, g
77.8088, 24.8816, 3.233, 0.1901, 0.1108, 67.6469, 77.1651, -10.7477, 19.558, 201.848, g
12.9683, 11.098, 2.3149, 0.7458, 0.4431, 14.3448, -6.908, -9.6018, 38.1314, 162.358, g
35.7536, 18.467, 2.9834, 0.267, 0.1584, 1.9518, -23.523, 11.7761, 0.226, 132.719, g
58.6495, 27.8697, 3.0837, 0.1814, 0.0961, -6.1004, -38.1196, -12.0952, 6.845, 263.348, g
76.4482, 26.3884, 3.0874, 0.2257, 0.1141, -29.7807, 62.0248, 16.3129, 14.573, 305.318, g
86.7133, 32.065, 3.9639, 0.1275, 0.0657, -85.4238, 68.7195, -15.8098, 0.6696, 254.693, g
12.9651, 11.2603, 2.081, 0.7469, 0.4025, -14.9099, 5.9191, -11.4327, 56.521, 182.309, g
41.9654, 13.3986, 2.7619, 0.2976, 0.167, 47.5821, -9.4224, 8.4213, 7.1441, 137.348, g
22.7103, 17.5142, 2.541, 0.3683, 0.2, -9.0837, 9.9208, -15.8225, 78.773, 140.182, g
17.725, 7.4803, 2.1833, 0.7738, 0.5344, -0.4145, 2.2463, 3.8834, 33.97, 252.016, g
50.0449, 32.9152, 2.9472, 0.2021, 0.1056, -30.7985, -37.444, 19.2442, 69.094, 94.9161, g
20.3131, 14.9422, 2.3838, 0.4463, 0.2624, 0.4564, -6.377, -3.9695, 37.287, 230.014, g
45.2808, 20.8866, 3.0927, 0.1979, 0.103, 8.9519, -24.6513, -5.7971, 3.4724, 217.62, g
48.8261, 15.6801, 2.8132, 0.3105, 0.2068, 35.9477, 40.7527, -5.4943, 8.2676, 142.795, g
49.0345, 13.0214, 2.8379, 0.305, 0.1547, -25.2715, 29.7617, -5.9572, 5.173, 233.504, g
31.3318, 19.8114, 2.6794, 0.3222, 0.2061, 18.3913, 22.1769, 18.9498, 18.65, 77.5384, g
18.6774, 17.6112, 2.3551, 0.5077, 0.3068, 22.6674, -4.1781, -6.7637, 8.3828, 179.516, g
20.5012, 16.254, 2.4249, 0.4662, 0.25, -23.6191, -14.3202, -9.2264, 5.932, 159.226, g
27.1259, 12.9634, 2.5653, 0.3918, 0.1973, -13.1926, -16.2096, 4.5179, 21.073, 99.2327, g
28.6991, 19.6079, 2.6212, 0.3469, 0.1782, 13.4919, 23.5966, -11.1086, 21.0958, 158.988, g
23.8241, 10.0087, 2.2175, 0.5939, 0.3182, 24.9824, 18.1984, -10.7838, 0.572, 162.121, g
53.0403, 13.8821, 2.8159, 0.4125, 0.2987, 41.2841, 47.6989, 11.2755, 10.1148, 237.736, g
23.7871, 13.4529, 2.3253, 0.5012, 0.3097, -24.0771, -14.5591, 9.0712, 4.575, 107.02, g
18.5136, 16.9251, 2.5334, 0.5505, 0.2914, 22.2255, 8.0834, -14.1437, 11.74, 161.406, g
26.564, 13.2097, 2.3909, 0.435, 0.2744, 19.6882, -15.1212, 1.8099, 37.7264, 178.868, g
22.0837, 10.5265, 2.1732, 0.5638, 0.3121, -22.6056, -18.8925, 10.7376, 14.4397, 172.572, g
13.0451, 10.91, 2.1319, 0.7601, 0.4539, 14.0221, -5.3863, 10.2706, 81.2793, 136.507, g
22.6157, 12.6978, 2.2788, 0.5789, 0.3132, 17.0142, 10.1953, 9.062, 34.5976, 178.035, g
39.7082, 18.2593, 2.854, 0.2827, 0.1561, 7.781, 36.6955, 7.6006, 27.696, 260.092, g
43.911, 19.6896, 3.0465, 0.301, 0.1568, 10.3476, 39.0333, 5.8314, 14.874, 179.055, g
23.1475, 20.0584, 2.5955, 0.401, 0.2678, 3.4453, 22.5903, -15.253, 81.7955, 89.9973, g
95.6926, 24.6683, 3.328, 0.1913, 0.1017, 39.4864, 103.942, -5.0639, 7.0973, 226.194, g
21.3568, 15.123, 2.702, 0.5144, 0.2632, 0.4375, 18.5603, 7.8242, 41.559, 124.563, g
32.0001, 11.4658, 2.4949, 0.3648, 0.1936, -28.5714, 17.6233, 7.953, 15.096, 101.912, g
55.9196, 18.2599, 2.7694, 0.3061, 0.1896, 51.3984, 39.3195, -14.7688, 2.646, 186.887, g
23.8022, 16.2389, 2.3945, 0.3669, 0.1875, -12.8011, -10.7453, -13.8429, 15.4009, 207.913, g
51.5731, 25.2638, 3.3256, 0.1777, 0.0914, 8.34, 40.4314, -17.4561, 3.174, 235.107, g
32.2758, 16.4034, 2.6566, 0.4432, 0.2723, 8.3265, 29.3381, -17.9981, 12.3195, 206.939, g
32.853, 19.9412, 2.9865, 0.3249, 0.1645, -8.4624, 18.1999, 10.0273, 8.724, 174.955, g
53.5632, 41.9902, 2.8442, 0.2792, 0.1539, -55.7825, -45.0453, -15.821, 61.5552, 124.957, g
57.1095, 19.0139, 2.6527, 0.2469, 0.1301, -25.0464, 44.8621, -11.3247, 34.613, 168.147, g
40.9662, 17.7284, 2.9248, 0.2545, 0.1302, 17.1299, -15.2806, -11.5951, 4.324, 137.016, g
22.7882, 8.6526, 2.2923, 0.6888, 0.3954, 25.4, 11.0382, 8.6672, 63.8216, 190.409, g
27.7483, 18.2389, 2.5781, 0.3593, 0.1863, -48.0644, 23.808, 7.6051, 9.141, 186.334, g
22.2418, 16.4332, 2.4216, 0.4205, 0.2178, 23.666, 13.0442, 7.1902, 18.5462, 214.975, g
35.4054, 20.3297, 2.8768, 0.3001, 0.1866, 10.9018, 28.5441, -13.8102, 34.644, 92.012, g
32.4832, 20.0252, 2.4836, 0.3711, 0.1921, 17.5165, -12.1209, -12.5134, 24.26, 132.917, g
23.2796, 16.4149, 2.6646, 0.4177, 0.276, 7.4148, 17.5575, 7.5244, 9.5021, 86.2246, g
43.9478, 24.394, 3.2131, 0.262, 0.1521, -60.8871, 37.3313, 20.218, 9.4355, 282.022, g
36.939, 18.2265, 3.0943, 0.3477, 0.1767, 13.7988, 27.5274, 13.6707, 7.1492, 197.201, g
29.8725, 19.2412, 2.8404, 0.2498, 0.1264, 7.048, 14.3757, -5.0995, 21.696, 173.343, g
26.0503, 14.4701, 2.5849, 0.3953, 0.212, 28.6458, 19.0003, -9.2827, 16.2105, 139.812, g
23.7368, 11.5514, 2.4448, 0.5925, 0.4111, 24.1505, 16.2873, 10.2465, 30.194, 181.687, g
27.9279, 15.4882, 2.5205, 0.4133, 0.2247, 28.892, 21.0378, -5.5457, 12.21, 212.898, g
41.8489, 17.6323, 2.6946, 0.3232, 0.1646, 14.5593, 26.7641, -13.4235, 5.055, 288.892, g
75.5387, 34.826, 3.8661, 0.127, 0.0668, 60.262, 73.9339, 20.5386, 3.201, 219.342, g
42.4881, 22.2124, 2.8859, 0.2861, 0.1723, 10.3636, 31.4874, -12.8799, 3.9627, 114.525, g
21.462, 17.3662, 2.3274, 0.4753, 0.2376, -8.5272, 17.053, 10.3696, 1.493, 149.654, g
22.7173, 0.0026, 2.1446, 0.7168, 0.4265, 0.2148, -5.189, 1.0E-4, 5.2051, 286.396, g
20.1024, 12.5616, 2.5045, 0.4789, 0.2613, 2.3241, -10.1706, -9.9981, 16.42, 209.194, g
