@relation magic-5
@attribute FLength real [4.2835, 334.177]
@attribute FWidth real [0.0, 256.382]
@attribute FSize real [1.9413, 5.3233]
@attribute FConc real [0.0131, 0.893]
@attribute FConc1 real [3.0E-4, 0.6752]
@attribute FAsym real [-457.9161, 575.2407]
@attribute FM3Long real [-331.78, 238.321]
@attribute FM3Trans real [-205.8947, 179.851]
@attribute FAlpha real [0.0, 90.0]
@attribute FDist real [1.2826, 495.561]
@attribute Class {g, h}
@inputs FLength, FWidth, FSize, FConc, FConc1, FAsym, FM3Long, FM3Trans, FAlpha, FDist
@outputs Class
@data
75.1362, 30.9205, 3.1611, 0.3168, 0.1832, -5.5277, 28.5525, 21.8393, 4.648, 356.462, g
46.2915, 16.0328, 2.7756, 0.3403, 0.192, 49.9706, 33.3653, -12.7979, 38.707, 75.5234, g
20.3836, 9.0462, 2.3365, 0.6359, 0.3894, 22.27, 12.9487, -2.0403, 43.0032, 66.1667, g
27.2304, 19.2817, 2.6375, 0.371, 0.2039, 23.0406, 23.3428, 9.7216, 77.5379, 104.283, g
38.1817, 15.9235, 2.6906, 0.3262, 0.1662, 10.1326, 26.1095, -3.1071, 2.572, 177.008, g
63.3453, 24.3855, 3.4233, 0.2339, 0.1375, -48.6381, -19.4147, 16.9773, 0.64, 291.553, g
24.999, 14.6867, 2.5434, 0.432, 0.2332, 5.8044, 19.2386, -10.3623, 9.862, 174.003, g
43.7724, 20.353, 2.8982, 0.2743, 0.141, 32.9358, 38.4208, 11.1037, 16.25, 273.837, g
22.7945, 14.8676, 2.567, 0.5203, 0.294, -8.7481, -20.3785, 12.765, 6.7835, 110.258, g
20.8112, 7.1717, 2.1255, 0.7041, 0.3558, -1.5465, 8.9641, -6.0245, 85.103, 235.951, g
20.9491, 7.0366, 2.1414, 0.7292, 0.3935, -22.9802, -12.1656, 6.0883, 40.656, 146.512, g
24.999, 17.775, 2.5993, 0.4327, 0.2453, -16.3719, -25.5307, 14.8483, 81.8671, 120.263, g
34.889, 19.6402, 2.8429, 0.3747, 0.2534, 29.9825, 29.1531, 12.4846, 8.376, 227.336, g
74.5714, 23.0735, 2.9914, 0.3182, 0.1627, -36.5281, 63.076, -12.2594, 4.029, 363.489, g
18.4475, 11.7563, 2.4074, 0.5714, 0.4051, -0.0948, -6.5384, 11.397, 69.2291, 219.394, g
92.5854, 11.2825, 3.0071, 0.3119, 0.1923, -68.649, -48.92, 6.7814, 2.5099, 293.081, g
25.0275, 12.8142, 2.5391, 0.4884, 0.3078, -12.5331, -8.9993, 12.3285, 65.2451, 72.7386, g
35.8144, 12.3164, 2.57, 0.393, 0.214, 17.8018, 20.673, -6.2792, 23.123, 142.372, g
27.4888, 18.5665, 2.8639, 0.3078, 0.1854, 2.8405, 6.1522, -10.0668, 23.5868, 188.636, g
70.6584, 19.8319, 3.1041, 0.2541, 0.1334, -96.9809, 52.5046, -12.6086, 0.45, 288.263, g
20.7445, 17.3249, 2.5916, 0.4686, 0.2446, 11.7553, 17.0726, -12.0534, 25.7775, 91.6373, g
40.6097, 20.5874, 2.9117, 0.2304, 0.1219, -5.5945, 16.0028, -10.1794, 0.774, 233.346, g
31.6173, 24.2115, 2.7197, 0.2402, 0.1268, -23.7309, 2.8864, -11.5139, 22.951, 157.613, g
23.6179, 20.0571, 2.5224, 0.5495, 0.3739, -1.574, -15.0956, -11.354, 47.786, 86.2468, g
42.1289, 16.1025, 2.4969, 0.3121, 0.1704, -37.9885, -22.3351, 14.4754, 12.9801, 220.713, g
23.1657, 12.7022, 2.2201, 0.5723, 0.2982, 18.2871, 9.4278, -8.0678, 82.0505, 193.769, g
39.2192, 14.1085, 2.8534, 0.4064, 0.2306, 36.9605, 31.7324, 5.2607, 9.1923, 225.515, g
20.9663, 12.7298, 2.3274, 0.4282, 0.2141, 16.9437, 5.9588, -8.9597, 47.8491, 218.66, g
79.9539, 31.9315, 3.1602, 0.2497, 0.1518, 53.3845, 87.6757, 16.2707, 17.7108, 171.441, g
36.9794, 24.1174, 2.9834, 0.2213, 0.12, 11.2818, 8.5158, 10.8997, 46.43, 93.9373, g
16.3371, 11.6489, 2.3464, 0.6036, 0.3131, -0.8501, 4.6868, 3.9635, 69.7431, 224.031, g
45.8732, 11.2837, 2.5653, 0.3837, 0.219, 43.4461, -19.3437, 2.9659, 4.6366, 192.525, g
100.226, 28.222, 3.3769, 0.2179, 0.1321, -42.0608, -33.4996, -13.6411, 4.4376, 299.45, g
70.4799, 18.7963, 2.7906, 0.3142, 0.2016, -88.956, 43.637, -17.9763, 4.5199, 251.386, g
13.123, 10.9616, 2.1569, 0.7666, 0.4146, 14.6416, -4.0114, 11.6445, 88.1516, 98.8626, g
31.3143, 18.0536, 2.873, 0.284, 0.1721, 1.2051, 14.7875, 12.6812, 1.6985, 183.056, g
12.691, 11.6996, 2.0233, 0.7109, 0.3839, 15.6692, -8.7521, 10.1028, 79.5407, 164.163, g
19.6908, 9.72, 2.3054, 0.5792, 0.3243, -24.1813, -9.5954, 3.0192, 25.149, 174.422, g
18.9658, 7.402, 2.1414, 0.7798, 0.4585, -3.1037, 8.6013, -3.4053, 76.0739, 165.641, g
31.0208, 10.3206, 2.5218, 0.5444, 0.2992, -37.1024, -15.7849, -7.8747, 8.2969, 189.763, g
30.3706, 22.2166, 3.0177, 0.3005, 0.1531, -18.1745, -15.7373, 9.9684, 6.7334, 160.596, g
20.7417, 15.2144, 2.4669, 0.4573, 0.2406, 2.6314, -10.302, -8.5521, 16.395, 151.372, g
40.0436, 29.8364, 3.3093, 0.1673, 0.0881, 43.8255, 22.922, -18.7429, 1.6058, 147.6, g
35.086, 19.428, 3.1159, 0.2688, 0.1673, -10.5013, 20.5008, -5.0981, 11.3154, 177.42, g
34.1392, 18.3298, 2.5599, 0.3994, 0.2576, 33.6157, 16.5571, -9.5372, 13.7301, 112.276, g
29.4748, 14.7801, 2.8264, 0.3743, 0.1887, -19.2304, -15.1459, 11.1788, 10.721, 162.78, g
59.0112, 26.2465, 3.5361, 0.1691, 0.0921, 48.3117, 45.5126, -17.2875, 1.8811, 206.842, g
64.5226, 14.9087, 2.5557, 0.3115, 0.1878, 79.1655, -40.6169, -7.4207, 0.47, 198.596, g
33.0776, 12.6328, 2.5126, 0.3963, 0.2473, 12.1478, -23.3928, -7.7522, 29.307, 97.1445, g
36.852, 25.1337, 3.0052, 0.2184, 0.1131, 19.2474, 29.5049, 6.2066, 8.877, 98.7117, g
31.4417, 19.7318, 2.9827, 0.333, 0.1722, 23.7303, 21.7099, 10.6866, 27.914, 96.3967, g
94.8276, 37.9939, 4.0896, 0.0905, 0.0506, 10.1907, 86.3984, 22.9415, 1.024, 192.106, g
20.9402, 15.2975, 2.5933, 0.4235, 0.2258, 22.2469, 11.1188, -7.8032, 14.19, 107.513, g
77.8141, 26.5122, 3.7987, 0.1644, 0.0897, 37.0051, 65.7207, 14.2353, 2.712, 218.662, g
18.4491, 7.3587, 2.1945, 0.8051, 0.4824, 3.9625, -8.2376, 2.9172, 42.315, 135.144, g
27.1373, 13.7348, 2.4281, 0.4851, 0.2743, 6.3929, 20.5919, 9.8976, 17.2732, 157.231, g
61.374, 22.8597, 3.0245, 0.2108, 0.112, 47.2363, 46.4616, 15.9629, 3.713, 262.058, g
