@relation magic-5
@attribute FLength real [4.2835, 334.177]
@attribute FWidth real [0.0, 256.382]
@attribute FSize real [1.9413, 5.3233]
@attribute FConc real [0.0131, 0.893]
@attribute FConc1 real [3.0E-4, 0.6752]
@attribute FAsym real [-457.9161, 575.2407]
@attribute FM3Long real [-331.78, 238.321]
@attribute FM3Trans real [-205.8947, 179.851]
@attribute FAlpha real [0.0, 90.0]
@attribute FDist real [1.2826, 495.561]
@attribute Class {g, h}
@inputs FLength, FWidth, FSize, FConc, FConc1, FAsym, FM3Long, FM3Trans, FAlpha, FDist
@outputs Class
@data
60.458, 33.1061, 3.1944, 0.4679, 0.2464, 14.3, -33.8765, 28.8315, 8.292, 372.568, g
23.5647, 9.9926, 2.2095, 0.5679, 0.3364, 30.0056, -13.8665, -8.26, 26.5328, 185.189, g
44.0846, 23.0143, 2.8974, 0.1963, 0.0994, 25.9525, -35.1309, 19.3011, 16.119, 210.596, g
92.8723, 25.685, 3.1553, 0.242, 0.1619, -25.5033, 51.797, -19.0013, 7.7301, 304.585, g
26.9766, 9.7238, 2.3064, 0.4593, 0.2395, -12.3167, 16.287, 1.6476, 3.675, 197.338, g
60.0261, 12.245, 2.8052, 0.26, 0.1433, 3.5656, 55.2047, 8.5485, 1.3841, 230.089, g
23.4494, 16.2843, 2.5605, 0.4539, 0.2655, -8.8017, -15.9867, 10.389, 83.8081, 235.203, g
26.0862, 12.5473, 2.4099, 0.4397, 0.2354, 16.3451, 14.9018, 5.6343, 4.1527, 183.852, g
38.1089, 15.08, 2.3927, 0.3887, 0.2126, -21.4336, -29.3931, 13.3864, 13.741, 154.264, g
19.6419, 0.0, 2.2, 0.795, 0.571, -0.5678, 5.2697, 0.0, 34.817, 182.016, g
16.9286, 11.2814, 2.4116, 0.5736, 0.3314, -1.2345, 5.8021, 6.0007, 18.5125, 190.039, g
60.8598, 18.7033, 2.6128, 0.2561, 0.1378, 42.4917, 33.7518, 12.0692, 4.182, 146.803, g
59.6124, 30.8693, 3.4791, 0.1888, 0.1113, 26.7671, 54.7397, -29.0666, 1.1057, 264.642, g
23.807, 10.0712, 2.4289, 0.5624, 0.3184, 7.3563, 16.856, -7.645, 10.378, 216.895, g
31.5256, 7.4577, 2.3324, 0.6093, 0.3837, 33.1918, 21.022, -7.3445, 10.2785, 189.48, g
46.5588, 28.6929, 3.3971, 0.1864, 0.0996, 17.6816, 46.0987, 10.205, 12.727, 107.747, g
