@relation magic-5
@attribute FLength real [4.2835, 334.177]
@attribute FWidth real [0.0, 256.382]
@attribute FSize real [1.9413, 5.3233]
@attribute FConc real [0.0131, 0.893]
@attribute FConc1 real [3.0E-4, 0.6752]
@attribute FAsym real [-457.9161, 575.2407]
@attribute FM3Long real [-331.78, 238.321]
@attribute FM3Trans real [-205.8947, 179.851]
@attribute FAlpha real [0.0, 90.0]
@attribute FDist real [1.2826, 495.561]
@attribute Class {g, h}
@inputs FLength, FWidth, FSize, FConc, FConc1, FAsym, FM3Long, FM3Trans, FAlpha, FDist
@outputs Class
@data
28.7967, 16.0021, 2.6449, 0.3918, 0.1982, 27.7004, 22.011, -8.2027, 40.092, 81.8828, g
23.8172, 9.5728, 2.3385, 0.6147, 0.3922, 27.2107, -6.4633, -7.1513, 10.449, 116.737, g
29.4741, 22.4581, 2.6258, 0.3077, 0.174, 18.1242, 22.7035, 13.1673, 48.0364, 214.126, g
107.338, 29.1356, 3.5265, 0.1315, 0.0683, -47.1175, 89.5136, -20.0479, 3.312, 293.781, g
26.7065, 18.907, 2.6781, 0.4281, 0.2214, 9.1616, 18.6858, -11.6888, 26.881, 63.7637, g
18.6533, 15.1674, 2.4338, 0.523, 0.337, -4.2971, 16.0316, 8.0971, 4.7998, 55.7509, g
33.4858, 15.0766, 2.7969, 0.3623, 0.1891, 33.3189, 19.1818, -6.8774, 12.9506, 169.066, g
19.6562, 9.7376, 2.238, 0.578, 0.3266, -24.0292, -9.836, -2.8001, 63.03, 118.341, g
66.7336, 24.94, 3.4357, 0.1683, 0.0889, 27.3604, 67.0539, -7.3935, 9.941, 223.912, g
59.7337, 17.0227, 2.7997, 0.2966, 0.1895, 51.0255, 54.5868, -14.0979, 5.094, 217.856, g
22.6397, 10.2608, 2.1492, 0.5603, 0.3156, 23.4366, 18.6537, -10.8294, 14.3756, 251.28, g
87.5837, 33.3742, 3.9208, 0.125, 0.0667, 99.2131, 75.0174, -14.3854, 2.428, 255.315, g
50.8293, 20.0939, 3.3959, 0.2162, 0.1236, 38.7703, 41.463, 9.3292, 3.6565, 189.155, g
28.0883, 6.8084, 2.2504, 0.5899, 0.3174, -7.7092, -17.4113, -2.8594, 27.549, 146.596, g
25.1576, 12.8638, 2.4564, 0.4615, 0.236, -24.1639, 11.1073, 7.8713, 47.777, 149.657, g
70.2768, 24.5132, 3.3917, 0.1294, 0.0651, 83.3498, 48.9676, -12.3834, 2.9261, 233.617, g
25.2228, 13.6075, 2.3738, 0.4989, 0.2939, -12.181, -12.8844, 11.3032, 66.649, 78.9436, g
48.4695, 18.1279, 2.9917, 0.2345, 0.1177, 19.6222, 46.8981, -10.5913, 6.955, 203.072, g
22.5702, 0.0, 2.1629, 0.7904, 0.4021, 5.3609, -15.2145, 0.0, 80.3449, 210.833, g
63.8128, 26.2233, 3.5143, 0.1958, 0.1088, 44.5465, 46.5522, 18.3607, 1.919, 284.652, g
