@relation magic-5
@attribute FLength real [4.2835, 334.177]
@attribute FWidth real [0.0, 256.382]
@attribute FSize real [1.9413, 5.3233]
@attribute FConc real [0.0131, 0.893]
@attribute FConc1 real [3.0E-4, 0.6752]
@attribute FAsym real [-457.9161, 575.2407]
@attribute FM3Long real [-331.78, 238.321]
@attribute FM3Trans real [-205.8947, 179.851]
@attribute FAlpha real [0.0, 90.0]
@attribute FDist real [1.2826, 495.561]
@attribute Class {g, h}
@inputs FLength, FWidth, FSize, FConc, FConc1, FAsym, FM3Long, FM3Trans, FAlpha, FDist
@outputs Class
@data
31.6036, 11.7235, 2.5185, 0.5303, 0.3773, 26.2722, 23.8238, -9.9574, 6.3609, 205.261, g
48.2468, 17.3565, 3.0332, 0.2529, 0.1515, 8.573, 38.0957, 10.5868, 4.792, 219.087, g
26.7897, 13.7595, 2.5521, 0.4236, 0.2174, 29.6339, 20.456, -2.9292, 0.812, 237.134, g
91.6423, 71.8818, 3.8484, 0.078, 0.043, -56.7107, 72.3016, 60.019, 16.622, 285.414, g
34.9205, 15.9621, 2.8457, 0.3267, 0.1762, 15.8025, 11.8249, 11.9768, 9.59, 154.712, g
73.6263, 35.582, 3.4533, 0.2493, 0.1333, -48.0377, 42.6119, -26.2742, 4.471, 372.317, g
96.8578, 39.4755, 3.9903, 0.1204, 0.0679, -59.0369, 66.0291, -26.431, 3.8107, 340.996, g
95.5207, 34.5134, 4.1295, 0.1005, 0.0543, 21.1988, 88.912, -15.3593, 0.084, 260.879, g
99.6416, 13.5477, 2.4362, 0.3846, 0.1996, 48.7119, 92.2613, 7.7025, 74.5664, 57.7231, g
66.1331, 25.9259, 3.1984, 0.1495, 0.075, 42.2957, 50.5528, -12.7104, 11.5159, 160.519, g
23.6353, 11.4736, 2.4661, 0.6291, 0.4085, -15.6487, -18.8315, -9.9017, 43.565, 194.384, g
26.8928, 17.7678, 2.8439, 0.3782, 0.2357, -1.6706, -8.159, -15.8111, 23.821, 109.02, g
26.8971, 19.2128, 2.7657, 0.319, 0.1655, -12.9068, 4.6154, 8.1139, 41.065, 152.596, g
32.7059, 17.1981, 2.5804, 0.4074, 0.2142, 46.6935, 13.1053, 15.3472, 40.3711, 99.7447, g
41.3848, 32.4617, 2.7938, 0.3521, 0.1889, -20.4985, 28.2927, 28.1989, 9.628, 308.373, g
47.6, 13.413, 2.8092, 0.2762, 0.1497, 41.1158, 33.8544, 8.2134, 2.608, 178.462, g
33.3528, 17.6866, 2.7551, 0.3796, 0.275, 15.898, 27.6711, -8.487, 8.709, 196.918, g
24.38, 17.4654, 2.616, 0.4915, 0.3087, 17.1472, 19.777, -14.2938, 0.8652, 256.869, g
25.0056, 16.7048, 2.2753, 0.4562, 0.2308, 10.5704, 18.3557, -14.0925, 4.2353, 169.08, g
84.2741, 33.3225, 3.8949, 0.1233, 0.0635, 43.638, 73.8035, 16.3734, 3.7714, 260.378, g
68.0121, 27.6698, 3.0824, 0.2738, 0.1576, -14.268, 44.4184, -26.1683, 3.9746, 313.967, g
42.1441, 13.7346, 2.7459, 0.3339, 0.1966, 31.7383, 19.1549, 7.9992, 1.7038, 228.537, g
74.3456, 37.459, 3.2412, 0.1521, 0.0801, 59.8813, 83.1157, -21.7603, 31.553, 211.97, g
43.1994, 17.501, 2.8011, 0.2735, 0.1431, 44.9467, 40.3342, -4.6509, 7.6914, 154.427, g
