@relation .a/segment-5/segment-5
@attribute Region-centroid-col real [1.0, 254.0]
@attribute Region-centroid-row real [11.0, 251.0]
@attribute Region-pixel-count real [9.0, 10.0]
@attribute Short-line-density-5 real [0.0, 0.33333334]
@attribute Short-line-density-2 real [0.0, 0.22222222]
@attribute Vedge-mean real [0.0, 29.222221]
@attribute Vegde-sd real [0.0, 991.7184]
@attribute Hedge-mean real [0.0, 44.722225]
@attribute Hedge-sd real [-1.5894573E-8, 1386.3292]
@attribute Intensity-mean real [0.0, 143.44444]
@attribute Rawred-mean real [0.0, 137.11111]
@attribute Rawblue-mean real [0.0, 150.88889]
@attribute Rawgreen-mean real [0.0, 142.55556]
@attribute Exred-mean real [-49.666668, 9.888889]
@attribute Exblue-mean real [-12.444445, 82.0]
@attribute Exgreen-mean real [-33.88889, 24.666666]
@attribute Value-mean real [0.0, 150.88889]
@attribute Saturatoin-mean real [0.0, 1.0]
@attribute Hue-mean real [-3.0441751, 2.9124804]
@attribute Class {1, 2, 3, 4, 5, 6, 7}
@inputs Region-centroid-col, Region-centroid-row, Region-pixel-count, Short-line-density-5, Short-line-density-2, Vedge-mean, Vegde-sd, Hedge-mean, Hedge-sd, Intensity-mean, Rawred-mean, Rawblue-mean, Rawgreen-mean, Exred-mean, Exblue-mean, Exgreen-mean, Value-mean, Saturatoin-mean, Hue-mean
@outputs Class
@data
32.0, 173.0, 9.0, 0.0, 0.0, 1.7222217, 1.7815932, 9.0, 6.749488, 43.592594, 39.555557, 52.88889, 38.333336, -12.111111, 27.88889, -15.777778, 52.88889, 0.26691392, -1.9988575, 6
61.0, 197.0, 9.0, 0.0, 0.0, 1.4444441, 1.5153533, 2.6111107, 1.9254634, 49.592594, 44.22222, 61.555557, 43.0, -16.11111, 35.88889, -19.777779, 61.555557, 0.30292457, -2.0222743, 6
178.0, 128.0, 9.0, 0.0, 0.0, 0.44444433, 0.34074068, 0.88888866, 0.2074075, 5.9259257, 7.888889, 6.4444447, 3.4444444, 5.888889, 1.5555556, -7.4444447, 7.888889, 0.56371254, -0.7213002, 1
126.0, 237.0, 9.0, 0.0, 0.0, 0.94444436, 0.24074084, 1.0000001, 0.48888868, 5.7777777, 4.2222223, 4.2222223, 8.888889, -4.6666665, -4.6666665, 9.333333, 8.888889, 0.5538119, 2.0972314, 7
214.0, 246.0, 9.0, 0.0, 0.0, 2.8333328, 1.9177537, 2.9999993, 1.988857, 17.518518, 14.222222, 15.444445, 22.88889, -9.888889, -6.2222223, 16.11111, 22.88889, 0.39154765, 2.2328491, 7
71.0, 180.0, 9.0, 0.11111111, 0.0, 1.222222, 0.5629625, 3.0, 1.8666646, 22.333334, 18.333334, 21.444445, 27.222221, -12.0, -2.6666667, 14.666667, 27.222221, 0.3273826, 2.4538307, 7
222.0, 114.0, 9.0, 0.0, 0.0, 0.27777776, 0.06296293, 0.44444433, 0.074074075, 5.4444447, 6.111111, 7.3333335, 2.8888888, 2.0, 5.6666665, -7.6666665, 7.3333335, 0.6031746, -1.3145328, 1
211.0, 107.0, 9.0, 0.11111111, 0.0, 2.5555556, 2.251853, 2.0555558, 2.818519, 16.74074, 11.777778, 25.777779, 12.666667, -14.888889, 27.11111, -12.222222, 25.777779, 0.5471734, -2.1594636, 5
168.0, 13.0, 9.0, 0.11111111, 0.0, 1.3333308, 0.44444528, 1.3333334, 0.40000203, 130.40741, 119.666664, 145.44444, 126.111115, -32.22222, 45.11111, -12.888889, 145.44444, 0.17719091, -2.3552437, 2
200.0, 250.0, 9.0, 0.0, 0.0, 2.2777777, 1.420746, 1.4444445, 1.0255988, 9.222222, 6.5555553, 7.3333335, 13.777778, -8.0, -5.6666665, 13.666667, 13.777778, 0.5633903, 2.1929355, 7
